000000A7,00,00,00,00,FF,FF,00,00
000000AA,07,0C,01,00,00,F0,C0,00
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,4B,32,64,00,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,00,00,FF,FF,00,00
00000766,00,00,32,00,00,00,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000387,00,0A,30,00,00,00,00,00
00000380,00,00,00,00,BB,E5,00,00
000000C2,14,00,00,00,FF,FF,00,00
00000766,00,00,4B,32,64,00,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,00,00,FF,FF,00,00
000000A5,E2,0A,00,00,00,00,1D,03
000000A7,00,00,00,00,00,00,FF,FF
000000AA,07,0C,01,00,00,F0,C0,00
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0D,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000400,01,5B,05,EA,06,68,07,49
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,FF,FF,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,10,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000387,00,00,30,00,00,00,00,00
00000380,1B,00,00,00,B5,22,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,01,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,01,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,FF,FF,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A0,8F,01,91,01,8F,01,BF,01
000000A2,8F,01,92,01,A7,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,FF,FF,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000400,01,5A,05,EA,06,79,07,53
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000387,00,00,30,00,00,00,00,00
00000380,1B,00,00,00,B5,21,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,01,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,FF,FF
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
00000400,01,5B,05,EA,06,73,07,45
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,FF,FF,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000766,00,00,00,00,00,87,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,F0,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
00000401,00,00,00,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000A5,0B,04,00,00,00,00,F5,FB
000000A7,00,00,00,00,00,00,00,00
000000AA,07,0C,09,00,00,10,C0,01
000000AB,00,00,00,00,00,01,00,00
00000766,00,00,00,00,00,87,00,00
000000C0,00,00,00,00,01,02,00,00
000000C1,14,00,01,00,00,00,00,00
000000C2,14,00,01,00,FF,FF,00,00
000000C0,00,00,00,00,01,02,00,00
