Time (s),Motor Temps
1094.15,53.3
1095.16,53.2
1096.13,54.7
1097.15,54.0
1098.17,54.1
1099.14,55.2
1100.18,55.1
1101.13,53.8
1102.16,53.3
1103.18,53.0
1104.15,54.4
1105.18,55.1
1106.15,55.2
1107.18,53.0
1108.18,54.4
1109.18,54.9
1110.19,54.1
1111.16,53.6
1112.17,54.5
1113.19,54.5
1114.17,55.3
1115.15,53.3
1116.18,54.7
1117.19,53.3
1118.2,53.6
1119.17,53.4
1120.19,54.5
1121.21,54.9
1122.18,54.0
1123.21,55.9
1124.2,54.9
1125.22,54.0
1126.18,55.9
1127.18,55.1
1128.19,55.2
1129.01,55.1
1130.18,54.9
1131.05,55.5
1132.21,54.7
1133.19,55.5
1134.21,56.0
1135.23,54.1
1136.2,55.5
1137.19,54.8
1138.19,55.5
1139.21,56.0
1140.24,54.5
1141.21,55.6
1142.25,56.3
1143.22,55.7
1144.25,54.9
1145.22,55.3
1146.21,55.1
1147.21,55.2
1148.22,55.5
1149.24,55.5
1150.21,54.5
1151.23,55.3
1152.21,56.7
1153.25,54.1
1154.22,55.9
1155.22,56.4
1156.25,54.5
1157.27,56.5
1158.24,56.3
1159.26,54.8
1160.23,56.0
1161.27,53.7
1162.25,55.5
1163.27,54.5
1164.27,56.9
1165.27,55.1
1166.23,55.2
1167.25,56.7
1168.27,55.6
1169.24,56.0
1170.25,55.7
1171.27,56.5
1172.29,54.9
1173.26,54.8
1174.25,55.1
1175.27,56.9
1176.27,55.7
1177.29,56.8
1178.27,56.3
1179.29,56.9
1180.27,57.1
1181.29,56.8
1182.28,57.3
1183.28,55.5
1184.29,56.1
1185.29,56.3
1186.31,55.7
1187.28,56.7
1188.3,55.7
1189.28,54.9
1190.32,56.7
1191.29,56.9
1192.29,57.1
1193.3,56.1
1194.28,57.7
1195.3,56.9
1196.32,56.0
1197.3,55.6
1198.33,56.7
1199.3,57.1
1200.32,56.4
1201.32,56.0
1202.32,56.7
1203.33,57.3
1204.31,57.2
1205.33,57.3
1206.3,56.4
1207.31,56.9
1208.33,56.8
1209.35,56.0
1210.31,57.9
1211.35,56.3
1212.31,57.9
1213.32,57.1
1214.34,56.3
1215.32,56.3
1216.36,57.3
1217.33,57.9
1218.33,58.3
1219.35,58.3
1220.36,57.9
1221.36,56.9
1222.37,57.5
1223.34,57.3
1224.36,56.7
1225.33,57.5
1226.36,56.0
1227.33,56.0
1228.36,56.5
1229.37,56.5
1230.37,56.5
1231.35,56.4
1232.37,56.0
1233.34,56.5
1234.38,55.5
1235.38,55.9
1236.38,57.3
1237.35,56.7
1238.4,57.5
1239.4,56.3
1240.4,56.5
1241.4,57.2
1242.4,56.3
1243.4,56.9
1244.4,57.1
1245.4,57.2
1246.36,56.4
1247.37,56.4
1248.39,56.8
1249.41,55.9
1250.41,55.9
1251.41,55.9
1252.41,56.0
1253.41,55.9
1254.38,56.4
1255.4,56.0
1256.41,56.4
1257.38,55.9
1258.4,55.5
1259.42,55.3
1260.42,56.1
1261.42,55.1
1262.4,55.6
1263.41,55.9
1264.42,55.2
1265.42,55.6
1266.41,55.5
1267.41,55.5
1268.43,55.2
1269.43,55.2
1270.43,55.2
1271.43,55.1
1272.4,54.9
1273.41,54.8
1274.41,55.1
1275.41,54.8
1276.41,54.9
1277.41,54.8
1278.41,54.5
1279.41,54.1
1280.41,54.5
1281.46,54.5
1282.46,54.4
1283.46,54.1
1284.46,54.0
1285.46,54.0
1286.46,54.0
1287.46,53.8
1288.46,54.4
1289.46,54.0
1290.46,54.1
1291.46,54.0
1292.46,54.0
1293.46,53.7
1294.46,53.8
1295.46,53.8
1296.46,53.7
1297.46,53.3
1298.46,53.4
1299.46,53.3
1300.46,53.6
1301.46,53.2
1302.46,53.3
1303.46,53.0
1304.46,53.0
1305.46,52.9
1306.46,52.9
1307.46,52.9
1308.46,52.9
1309.46,52.6
1310.46,52.9
1311.46,53.0
1312.51,52.5
1313.51,52.9
1314.51,52.6
1315.51,52.5
1316.51,52.5
1317.51,52.2
1318.51,52.4
1319.51,52.5
1320.51,52.2
1321.51,52.6
1322.51,52.2
1323.51,52.2
1324.51,52.1
1325.51,52.1
1326.51,52.1
1327.51,52.0
1328.51,51.8
1329.51,52.1
1330.51,51.7
1331.51,51.7
1332.51,51.7
1333.51,51.4
1334.51,51.6
1335.46,51.4
1336.51,52.0
1337.51,51.6
1338.51,51.7
1339.51,51.6
1340.51,51.8
1341.51,51.6
1342.51,51.7
1343.51,51.4
1344.56,51.3
1345.56,51.3
1346.56,51.2
1347.56,51.2
1348.56,51.2
1349.56,50.9
1350.56,51.2
1351.56,51.0
1352.56,51.0
1353.56,50.8
1354.56,50.6
1355.56,50.8
1356.56,50.6
1357.57,50.6
1358.53,50.4
1359.54,50.9
1360.53,50.8
1361.59,50.8
1362.55,51.0
1363.56,50.9
1364.56,50.5
1365.57,50.9
1366.57,50.5
1367.57,50.6
1368.58,50.5
1369.57,50.5
1370.56,50.4
1371.55,50.4
1372.56,50.5
1373.56,50.4
1374.61,50.0
1375.56,50.2
1376.56,49.7
1377.6,50.1
1378.61,50.0
1379.57,50.1
1380.58,49.8
1381.59,50.0
1382.59,49.8
1383.61,49.4
1384.61,50.1
1385.59,49.7
1386.6,50.0
1387.59,50.0
1388.6,49.8
1389.61,49.8
1390.58,50.1
1391.59,49.7
1392.6,49.7
1393.6,49.7
1394.6,49.7
1395.61,49.8
1396.63,49.7
1397.63,49.3
1398.63,49.4
1399.63,49.2
1400.6,49.3
1401.6,49.2
1402.64,49.2
1403.61,49.0
1404.6,49.3
1405.61,49.0
1406.65,48.6
1407.64,49.3
1408.6,48.6
1409.61,49.4
1410.62,48.9
1411.62,49.2
