Time (s),Inlet Water Temp (C),Outlet Water Temp (C),Inlet Air Temp (C),Outlet Air Temp (C)
453.14,66.6,64.3,74.93,72.21
453.74,66.5,65.5,74.9,72.21
454.29,66.1,66.0,74.9,72.21
454.84,66.0,64.1,75.0,72.18
455.39,66.7,64.0,74.93,72.15
455.95,66.1,64.4,74.87,72.15
456.52,67.3,64.2,74.83,72.08
457.08,64.9,63.6,74.8,72.04
457.64,66.3,64.1,75.07,72.15
458.2,65.4,64.0,75.21,72.25
458.76,65.3,64.5,75.11,72.28
459.32,65.6,63.9,75.07,72.28
459.87,66.1,64.6,74.9,72.21
460.47,64.6,64.1,74.8,72.21
461.02,66.5,63.5,74.59,72.11
461.58,65.9,65.6,74.59,72.01
462.13,66.6,63.3,74.8,72.08
462.68,66.3,63.8,74.93,72.11
463.28,65.9,62.6,74.93,72.11
463.83,66.5,63.8,74.83,72.08
464.38,65.9,63.9,74.87,72.01
464.94,66.0,63.8,75.07,72.01
465.5,66.1,64.1,74.8,71.98
466.05,66.2,64.0,74.97,72.08
466.61,65.9,63.9,75.21,72.11
467.17,66.5,64.3,75.35,72.11
467.73,66.5,64.3,75.32,72.04
468.29,66.3,60.3,75.35,72.01
468.85,66.4,64.4,75.21,71.98
469.42,198.1,64.2,74.93,71.98
469.98,67.3,64.5,74.76,71.94
470.55,65.2,64.1,74.73,72.04
471.11,66.5,64.3,74.62,72.04
471.67,66.5,64.4,74.66,72.04
472.23,66.4,63.8,74.62,72.08
472.78,66.1,64.3,74.59,72.04
473.38,66.3,63.8,74.66,71.98
473.93,67.1,63.1,74.66,71.26
474.49,66.2,63.2,74.62,71.91
475.05,66.3,63.6,74.8,71.87
475.6,66.1,62.6,74.87,71.94
476.16,66.1,63.2,74.52,71.91
476.72,65.7,62.3,74.48,71.91
477.29,65.7,63.9,74.62,71.87
477.85,64.9,62.9,74.76,72.01
478.41,65.2,62.8,74.93,72.01
478.97,64.7,57.9,74.97,72.11
479.53,61.9,63.6,75.04,72.18
480.1,65.7,62.2,75.04,72.18
480.66,64.9,63.2,74.83,72.25
481.23,65.6,63.1,74.83,72.28
481.79,66.1,63.8,74.76,72.28
482.34,65.1,62.4,74.73,72.25
482.89,66.2,63.3,74.66,72.18
483.44,66.7,62.0,74.76,72.15
483.99,65.8,62.2,74.97,72.11
484.59,65.0,60.9,74.9,72.04
485.14,65.6,62.5,74.9,72.01
485.69,66.8,61.1,74.9,71.98
486.25,65.7,93.1,74.83,71.98
486.81,65.2,58.0,74.8,71.91
487.37,66.0,62.2,74.93,71.84
487.93,64.4,61.7,74.93,71.8
488.49,64.5,62.3,74.8,71.77
489.04,64.9,62.1,74.62,71.8
489.64,64.7,61.9,74.66,71.77
490.2,63.8,62.0,74.59,71.74
490.76,65.4,62.4,74.69,71.74
491.31,64.4,66.9,75.32,71.74
491.88,65.5,62.2,74.97,71.74
492.44,64.2,58.6,74.9,71.77
493.0,64.7,60.1,74.8,71.8
493.56,64.6,62.7,74.69,71.84
494.12,66.5,62.6,74.62,71.87
494.68,64.5,62.2,74.66,71.91
495.24,64.1,62.7,74.73,71.94
495.8,63.8,61.7,74.87,72.01
496.36,62.1,62.3,74.97,72.04
496.91,64.0,56.8,74.87,72.01
497.46,64.5,57.9,74.73,71.94
498.06,65.5,61.8,74.97,72.01
498.62,64.3,63.0,75.32,71.98
499.18,65.0,59.9,75.49,71.98
499.74,63.7,61.0,75.49,71.94
500.3,65.1,61.2,75.35,71.98
500.86,63.8,61.1,75.18,72.01
501.42,64.5,60.9,75.11,72.01
501.98,64.4,60.7,74.8,72.01
502.54,63.8,63.0,74.83,71.98
503.1,65.0,61.5,74.93,71.98
503.66,64.0,61.0,74.83,71.91
504.22,64.7,62.5,74.62,71.87
504.78,65.0,61.0,74.66,71.87
505.33,64.3,63.5,74.87,71.94
505.88,64.5,61.7,74.73,71.91
506.43,64.5,61.7,74.83,71.87
507.03,65.1,61.3,74.83,71.84
507.58,64.4,60.5,75.11,71.8
508.14,63.6,61.5,75.32,71.84
508.7,64.6,62.3,75.32,71.87
509.25,64.6,61.7,75.25,71.84
509.82,64.0,61.3,75.25,71.87
510.38,64.5,61.9,75.18,71.84
510.94,65.1,61.4,75.14,71.77
511.5,64.6,80.2,75.07,71.77
512.06,63.9,61.5,75.0,71.74
512.63,66.4,61.5,75.0,71.77
513.2,85.6,62.1,74.87,71.77
513.76,64.1,61.9,74.66,71.8
514.32,64.7,48.8,74.62,71.84
514.87,64.4,61.2,74.59,71.84
515.42,64.2,61.3,74.66,71.77
515.97,65.2,61.1,74.93,71.74
516.57,63.7,60.5,75.04,71.67
517.12,63.6,61.2,75.07,71.67
517.67,63.7,61.4,74.93,71.67
518.23,69.0,61.0,74.87,71.7
518.79,63.8,61.5,75.0,71.7
519.35,63.4,60.7,75.04,71.74
519.92,63.7,60.6,75.04,71.77
520.48,64.0,60.7,75.11,71.8
521.04,63.7,61.0,74.9,71.87
521.6,63.4,61.2,74.9,71.91
522.16,63.5,61.3,74.93,71.94
522.72,63.8,60.8,74.9,71.98
523.29,63.8,60.8,74.93,72.08
523.86,63.2,61.3,75.0,72.11
524.42,64.4,61.0,75.0,72.11
524.98,64.5,60.9,75.04,72.08
525.53,63.7,60.2,75.0,72.04
526.08,62.8,60.2,75.67,72.04
526.63,63.5,59.9,74.8,71.94
527.23,64.1,59.5,74.66,71.8
527.78,64.5,58.0,74.69,71.7
528.34,64.2,58.5,74.66,71.63
528.9,63.4,59.2,74.62,71.53
529.46,63.5,60.1,74.52,71.57
530.02,62.9,59.6,74.48,71.5
530.59,62.6,59.7,74.31,71.5
531.15,63.1,59.0,74.41,71.46
531.7,61.7,59.6,74.35,71.5
532.25,63.0,59.5,74.38,71.46
532.81,62.4,60.1,74.41,71.5
533.36,62.5,59.7,74.17,71.46
533.92,62.1,60.1,74.38,71.5
534.48,61.6,59.8,74.24,71.46
535.04,62.7,59.4,74.21,71.5
535.6,62.7,59.3,74.24,71.5
536.16,58.8,60.6,74.24,71.5
536.72,62.5,60.6,74.31,71.53
537.29,61.7,60.5,74.24,71.57
537.85,62.1,60.5,74.35,71.57
538.45,62.2,60.4,74.35,71.57
539.0,61.4,59.5,74.28,71.53
539.55,62.4,59.8,74.28,71.5
540.11,62.1,59.1,74.28,71.46
540.67,62.2,59.3,74.38,71.5
541.23,62.3,68.3,74.66,71.5
541.79,61.3,59.1,74.93,71.57
542.36,60.9,59.5,74.87,71.67
542.92,61.5,59.1,74.66,71.7
543.48,61.5,59.1,74.9,71.77
544.04,61.0,58.9,74.97,71.8
544.6,62.1,59.5,74.87,71.7
545.16,64.6,59.4,74.83,71.7
545.72,61.2,59.3,74.8,71.67
546.28,61.6,58.7,75.0,71.7
546.84,62.1,58.9,74.93,71.7
547.39,60.8,58.8,74.9,71.7
547.99,61.7,58.3,75.0,71.67
548.54,61.6,58.2,74.97,71.6
549.09,61.8,58.8,75.0,71.53
549.64,61.3,58.8,74.87,71.53
550.2,61.4,58.8,74.9,71.36
550.75,61.4,58.7,75.21,71.6
551.31,62.5,59.8,75.28,71.7
551.87,61.6,59.0,75.42,71.7
552.44,62.1,61.7,75.49,71.63
553.0,61.5,59.5,75.25,71.53
553.56,53.3,58.7,75.25,71.5
554.12,62.4,58.5,75.11,71.5
554.43,60.8,59.0,75.04,71.5
555.25,61.6,59.1,74.76,71.46
555.83,61.5,57.9,74.45,71.43
556.39,62.0,58.6,74.28,71.4
556.95,62.2,59.1,74.35,71.5
557.45,62.5,57.4,74.59,71.46
558.05,61.0,58.4,74.69,71.23
558.65,61.2,60.1,74.8,71.4
559.2,63.0,58.0,74.97,71.4
559.76,60.8,58.6,74.93,71.4
560.32,61.8,59.1,74.93,71.4
560.89,61.8,59.4,75.04,71.43
561.41,60.8,58.2,75.18,71.46
561.97,61.8,55.8,75.07,71.43
562.53,62.0,57.6,75.07,71.5
563.1,60.1,58.2,74.73,71.5
563.67,62.4,58.9,74.9,71.6
564.24,61.4,58.4,74.52,71.63
564.81,61.5,58.6,74.8,71.7
565.37,60.9,58.9,74.59,71.77
565.94,60.7,54.0,74.73,71.77
566.5,62.1,55.8,74.87,71.77
567.06,62.4,57.3,74.83,71.94
567.61,61.8,58.0,74.83,71.74
568.16,61.1,59.0,75.0,71.74
568.73,61.2,56.7,75.07,71.7
569.28,61.7,56.7,75.25,71.67
569.84,62.4,58.1,75.25,71.6
570.39,60.8,56.9,75.11,71.5
570.94,61.1,58.0,74.9,71.4
571.51,61.2,56.9,74.9,71.29
572.07,59.9,57.2,75.04,71.26
572.63,61.0,57.7,74.9,71.23
573.19,60.0,57.0,74.93,71.23
573.76,60.2,59.2,75.07,71.29
574.32,59.8,59.1,75.14,71.33
574.88,60.6,57.8,75.04,71.26
575.44,60.9,56.2,74.9,71.29
576.04,60.6,57.7,74.93,71.29
576.6,60.7,57.8,74.83,71.29
577.16,60.4,58.5,74.76,71.26
577.68,60.4,57.3,74.9,71.29
578.25,60.4,57.3,74.97,71.33
578.82,60.1,57.7,75.04,71.43
579.39,56.1,57.2,74.93,71.53
579.95,61.6,58.6,74.97,71.53
580.51,60.6,57.7,75.21,71.6
581.06,60.6,58.1,75.14,71.5
581.61,60.6,58.1,75.07,71.5
582.16,66.0,57.5,74.9,71.43
582.73,60.1,57.2,74.52,71.36
583.29,60.5,57.1,74.8,71.33
583.85,60.1,57.0,74.93,71.33
584.42,60.5,57.7,74.87,71.36
584.98,60.4,56.4,74.83,71.43
585.55,60.7,56.9,74.76,71.43
586.12,59.4,57.2,73.83,71.46
586.68,60.5,57.4,74.87,71.43
587.24,59.9,44.1,75.04,71.5
587.8,60.8,57.1,74.9,71.43
588.36,31.3,57.5,74.93,71.43
588.92,60.7,57.1,74.9,71.5
589.47,60.7,56.5,74.87,71.43
590.02,59.9,56.8,74.69,71.4
590.62,59.8,56.4,74.8,71.26
591.17,60.1,57.3,74.83,71.23
591.73,58.9,57.3,74.83,70.95
592.29,59.6,58.5,74.69,71.16
592.85,60.0,57.1,74.76,71.23
593.41,60.4,57.6,74.8,71.19
593.97,60.2,56.5,74.83,71.16
594.54,60.1,57.2,74.9,71.09
595.1,58.5,56.8,75.14,71.16
595.67,59.8,72.2,75.18,71.19
596.24,59.7,58.1,75.0,71.23
596.76,59.4,57.2,74.9,71.26
597.32,60.1,57.9,74.76,71.33
597.9,59.3,56.9,74.66,71.4
598.45,59.5,56.8,74.8,71.36
599.0,59.6,56.0,74.87,71.33
599.6,59.3,55.7,75.07,71.23
600.15,59.8,55.8,75.07,71.19
600.71,59.8,55.7,75.04,71.09
601.27,59.6,56.1,74.87,71.02
601.84,59.9,56.2,74.66,71.06
602.4,58.9,55.9,74.76,71.12
602.96,58.8,54.8,74.83,71.19
603.52,59.4,55.5,75.04,71.36
604.08,59.3,56.0,74.93,71.33
604.65,59.5,55.7,74.93,71.4
605.16,58.3,55.7,74.8,71.43
605.73,59.3,57.5,74.9,71.5
606.3,58.9,55.9,74.9,71.57
606.86,58.6,55.9,74.8,71.57
607.41,58.5,55.0,74.83,71.57
608.02,58.1,55.2,74.93,71.5
608.57,58.7,54.6,74.9,71.46
609.12,59.0,55.5,74.93,71.4
609.62,59.4,54.2,74.93,71.4
610.22,59.0,54.4,74.8,71.29
610.82,57.6,54.4,74.76,71.19
611.37,58.1,52.8,74.69,71.09
611.93,58.5,55.2,74.8,70.99
612.5,58.5,54.3,74.8,70.92
613.06,59.1,54.8,74.59,70.85
613.62,53.6,54.2,74.45,70.85
614.18,58.3,55.3,74.59,70.95
614.73,57.9,55.0,74.69,71.02
615.28,59.1,55.3,74.76,71.09
615.83,58.1,54.9,74.69,71.02
616.4,57.7,54.9,74.83,71.02
616.96,57.3,55.5,74.8,71.09
617.53,58.1,54.8,74.66,71.02
618.09,57.2,54.9,74.59,71.02
618.65,57.4,55.7,74.76,71.02
619.22,58.0,54.7,74.9,70.99
619.79,57.5,55.9,74.66,71.12
620.35,57.6,55.6,74.59,71.16
620.9,57.4,54.3,74.66,71.19
621.45,57.9,54.4,74.76,71.16
622.02,57.2,54.3,74.8,71.12
622.58,57.0,54.0,74.76,71.16
623.14,57.2,54.4,75.0,71.19
623.71,57.5,53.8,75.0,71.19
624.27,57.9,53.6,75.07,71.19
624.83,58.0,54.1,74.87,71.23
625.39,57.7,54.0,75.18,71.36
625.95,57.3,53.9,74.93,71.4
626.51,77.2,54.0,74.8,71.33
627.08,37.5,54.0,74.83,71.29
627.64,57.6,53.7,74.83,71.26
628.2,58.1,54.0,74.9,71.29
628.75,57.5,53.7,74.97,71.23
629.32,57.5,54.1,75.0,71.26
629.87,58.5,53.2,74.97,71.19
630.41,57.3,53.7,74.93,71.09
631.01,57.0,54.5,74.97,70.99
631.56,60.2,54.5,74.83,70.89
632.12,57.6,53.8,74.97,70.92
632.68,57.9,54.4,75.04,71.02
633.24,57.1,53.9,75.11,71.02
633.8,57.2,54.0,74.83,70.95
634.37,57.6,54.5,75.04,70.92
634.94,57.6,54.5,75.0,70.85
635.5,58.8,54.5,74.97,70.89
636.07,53.5,53.6,74.9,70.92
636.58,57.2,55.6,74.83,70.92
637.15,57.8,54.1,74.52,70.92
637.71,57.3,54.1,74.59,71.02
638.26,57.7,53.8,74.52,71.06
638.86,57.5,54.2,74.52,70.85
639.41,57.3,53.4,74.66,70.92
639.98,57.3,53.6,74.9,70.89
640.54,58.0,53.6,74.69,70.82
641.1,57.1,52.8,75.25,70.79
641.67,56.6,53.5,75.28,70.75
642.23,57.6,29.2,75.28,70.79
642.75,56.8,53.1,75.18,70.79
643.32,56.5,53.0,75.18,70.82
643.88,56.6,53.3,74.97,70.85
644.44,57.0,53.4,74.87,70.95
645.02,56.5,52.8,74.87,71.02
645.58,56.8,52.9,74.8,71.12
646.15,56.9,53.8,74.8,71.23
646.71,238.6,53.7,73.24,71.23
647.27,56.2,53.2,74.03,71.23
647.83,57.7,53.0,74.97,71.26
648.38,57.5,52.5,74.83,71.19
648.89,56.9,52.5,74.83,71.12
649.5,57.8,51.7,74.93,71.06
650.06,56.0,51.8,74.87,70.95
650.62,56.2,47.3,74.76,70.85
651.17,56.4,50.9,74.55,70.75
651.75,56.4,52.0,74.69,70.72
652.31,55.4,51.8,74.52,70.62
652.88,54.8,51.7,74.76,70.68
653.44,54.5,52.3,74.73,70.68
654.01,56.2,52.0,74.62,70.65
654.56,55.2,52.4,74.76,70.68
655.12,55.3,53.0,74.73,70.75
655.69,55.6,53.1,74.73,70.68
656.25,55.1,53.3,74.83,70.68
656.78,47.2,52.3,74.76,70.62
657.34,55.3,58.9,74.83,70.62
657.9,56.2,52.8,74.87,70.62
658.46,56.4,52.6,74.76,70.65
659.02,55.0,52.4,74.76,70.72
659.59,55.5,52.6,74.66,70.79
660.15,55.1,52.9,74.73,70.85
660.71,54.9,44.2,74.8,70.92
661.31,55.1,52.1,74.9,71.02
661.86,54.7,47.7,74.62,70.92
662.41,54.8,51.9,74.8,70.45
662.97,55.2,51.9,74.93,70.92
663.53,55.4,51.7,74.97,70.89
664.09,55.3,52.5,74.97,70.92
664.65,55.3,52.0,74.97,70.95
665.23,55.0,52.4,74.87,70.95
665.75,55.9,70.1,75.04,71.09
666.31,54.8,52.2,75.11,71.12
666.87,54.5,51.5,75.18,71.12
667.48,55.4,51.6,75.14,71.02
668.03,55.8,51.7,74.9,70.92
668.59,54.6,42.8,74.87,70.92
669.14,56.0,51.1,75.07,70.92
669.69,55.6,52.2,75.25,70.85
670.29,55.9,51.6,75.14,70.72
670.84,55.8,51.5,74.97,70.62
671.39,55.2,52.0,74.21,70.51
671.96,55.9,52.0,74.9,70.62
672.51,55.8,52.0,74.97,70.89
673.07,55.7,49.1,74.87,70.62
673.63,55.0,52.0,74.9,70.58
674.2,69.2,53.7,74.93,70.55
674.76,54.9,52.3,74.9,70.55
675.32,55.5,52.0,74.8,70.62
675.85,55.0,52.7,74.62,70.62
676.41,55.6,52.4,74.48,70.65
676.99,55.5,85.3,74.45,70.72
677.54,58.8,52.1,74.59,70.75
678.11,55.4,52.0,74.59,70.72
678.67,54.6,51.7,74.66,70.72
679.22,55.3,51.2,74.8,70.68
679.78,55.1,51.4,74.97,70.62
680.34,55.4,51.5,75.07,70.55
680.9,54.9,50.8,75.04,70.41
681.47,55.3,50.8,74.83,70.51
682.03,54.0,50.6,74.9,70.48
682.59,54.7,50.7,74.76,70.55
683.15,54.2,51.0,74.9,70.68
683.71,54.3,51.7,74.83,70.75
684.29,54.7,50.3,74.66,70.85
684.85,53.8,50.7,74.59,70.89
685.42,54.1,46.0,74.76,70.99
685.95,53.6,51.6,74.83,71.02
686.51,53.8,52.5,74.8,71.02
687.08,54.3,51.4,74.83,70.99
687.63,54.3,50.1,74.93,70.99
688.23,54.7,51.4,75.04,70.95
688.79,54.0,51.0,75.07,70.85
689.34,53.9,50.5,75.0,70.75
689.89,54.0,50.2,74.93,70.68
690.44,54.7,48.5,74.9,70.55
691.0,55.5,49.6,74.97,70.51
691.56,54.8,50.0,75.11,70.45
692.12,53.5,49.7,75.14,69.94
692.68,53.7,50.2,75.04,70.38
693.25,54.0,50.3,75.0,70.41
693.85,53.6,50.5,74.93,70.41
694.4,54.6,50.6,74.8,70.38
694.96,54.1,50.4,74.69,70.38
695.51,53.7,50.7,74.76,70.38
696.07,53.6,51.1,74.8,70.38
696.63,53.7,50.7,74.9,70.38
697.2,53.4,51.3,75.0,70.38
697.76,53.0,50.6,74.87,70.41
698.32,52.5,51.5,74.87,70.51
698.88,52.8,50.6,74.87,70.55
699.44,2.7,50.8,75.07,70.65
700.0,53.6,49.6,75.04,70.72
700.55,53.3,51.2,74.97,70.72
701.1,53.5,49.8,74.9,70.68
701.7,53.9,49.7,74.97,70.65
702.25,53.6,49.9,75.94,70.68
702.81,53.3,49.8,75.04,70.65
703.37,54.4,92.7,75.25,70.68
703.93,54.1,65.4,75.28,70.75
704.5,53.1,50.4,75.32,70.82
705.06,54.6,50.4,75.32,70.92
705.62,53.8,49.9,75.0,70.79
706.18,53.9,50.2,74.97,70.85
706.74,54.1,50.2,75.14,70.85
707.3,54.4,49.9,75.18,70.85
707.87,54.2,50.9,75.28,70.79
708.43,54.0,50.4,75.11,70.72
708.98,54.4,50.6,75.04,70.72
709.53,49.0,50.6,74.97,70.68
710.08,54.9,50.0,74.9,70.58
710.68,54.9,49.7,74.69,70.45
711.23,54.5,50.5,74.87,70.45
711.79,53.6,50.3,75.04,70.48
712.35,54.6,49.8,75.18,70.55
712.91,54.2,51.2,75.14,70.95
713.47,55.3,52.9,74.97,70.51
714.03,54.9,50.1,74.93,70.48
714.59,46.1,52.1,74.9,70.41
715.16,54.1,50.4,75.07,70.51
715.72,53.8,50.8,75.04,70.55
716.28,53.4,51.0,74.93,70.58
716.81,52.9,50.9,74.76,70.58
717.39,53.6,50.4,74.69,70.82
717.94,54.1,50.5,74.62,70.65
718.5,54.9,50.5,74.69,70.65
719.06,54.2,50.7,74.87,70.58
719.61,54.1,49.6,75.0,70.55
720.21,54.1,49.9,75.11,70.48
720.77,54.0,49.6,75.21,70.41
721.33,53.3,49.3,74.87,70.38
721.89,53.9,49.9,74.87,70.35
722.45,54.0,49.6,74.93,70.38
723.01,53.8,49.9,74.97,70.45
723.58,53.7,50.1,75.0,70.51
724.14,53.7,50.1,75.04,70.62
724.7,54.4,52.6,74.9,70.72
725.22,52.8,50.2,74.73,70.82
725.79,53.4,50.6,74.76,70.89
726.36,54.1,50.6,74.8,70.92
726.92,53.0,48.8,74.87,70.89
727.47,55.0,50.0,75.04,70.85
728.03,52.8,49.5,75.0,70.85
728.58,54.9,49.3,75.07,70.79
729.14,53.7,48.9,75.07,70.79
729.74,53.3,48.7,75.04,70.68
730.29,53.3,49.1,74.93,70.58
730.85,53.9,49.3,75.04,70.48
731.4,53.9,48.4,75.07,70.38
731.96,54.1,48.9,75.14,70.28
732.52,53.2,49.2,74.93,70.31
733.09,53.3,50.7,74.87,70.28
733.65,53.1,49.8,74.87,70.28
734.21,52.7,49.4,74.55,70.31
734.76,53.1,49.4,74.76,70.41
735.32,52.6,50.3,75.04,70.41
735.88,53.0,49.9,75.11,70.41
736.44,52.8,47.5,75.32,70.41
737.0,52.1,50.2,75.04,70.38
737.56,52.3,49.7,74.9,70.41
738.12,52.6,50.6,74.93,70.35
738.69,53.6,49.6,74.97,70.38
739.25,52.3,50.1,75.11,70.45
739.83,52.5,50.0,74.97,70.48
740.38,53.2,49.3,74.93,70.55
740.95,52.2,50.0,74.9,70.55
741.5,53.4,49.0,74.73,70.48
742.05,52.7,49.4,74.69,70.41
742.61,53.4,49.8,74.8,70.45
743.17,53.4,51.2,74.97,70.41
743.73,53.2,48.4,75.21,70.48
744.3,53.5,48.9,75.11,70.55
744.86,53.3,49.3,74.9,70.62
745.42,52.6,49.5,74.93,70.68
745.98,54.9,49.0,75.07,70.75
746.54,53.2,49.0,75.14,70.79
747.1,53.1,49.3,74.9,70.68
747.7,53.8,48.5,74.83,70.65
748.26,52.6,48.8,75.07,70.68
748.81,53.3,48.4,75.11,70.68
749.36,52.8,49.8,75.07,70.62
749.91,52.8,49.0,75.0,70.48
750.47,53.0,49.3,74.97,70.45
751.03,53.4,49.1,74.93,70.38
751.59,46.3,49.0,75.11,70.58
752.15,52.6,48.3,75.25,70.41
752.71,52.6,49.1,75.25,70.38
753.27,90.5,49.5,75.25,70.31
753.84,52.9,49.9,75.21,70.31
754.4,52.7,49.1,75.18,70.35
754.98,53.1,49.6,75.0,70.41
755.55,52.7,49.3,74.76,70.45
756.12,53.2,50.2,74.69,70.51
756.63,52.6,49.4,74.66,70.55
757.24,53.1,49.3,74.62,70.51
757.8,53.1,48.7,74.87,70.41
758.35,52.7,48.9,74.97,70.31
758.91,53.3,48.4,74.73,70.31
759.47,53.1,48.2,74.9,70.35
760.03,52.8,47.4,74.87,70.21
760.59,53.2,48.2,74.8,70.18
761.15,53.3,48.1,74.87,70.21
761.71,52.9,47.2,74.93,70.68
762.27,52.5,48.6,74.93,70.31
762.84,52.7,48.1,74.83,70.38
763.4,51.5,68.1,74.9,70.51
763.93,52.3,48.7,75.0,70.62
764.49,52.2,48.8,74.9,70.68
765.1,51.9,48.4,74.73,70.68
765.65,51.0,48.9,74.76,70.68
766.2,51.7,47.9,74.97,70.65
766.76,52.6,48.4,74.97,70.65
767.31,52.7,48.5,74.97,70.55
767.86,51.9,48.4,74.97,70.48
768.41,52.0,47.9,75.0,70.38
769.01,52.7,47.5,75.0,70.35
769.56,52.6,48.2,74.9,70.24
770.11,52.3,47.9,74.83,70.11
770.66,52.7,41.7,74.76,70.01
771.25,51.0,48.5,74.66,69.94
771.8,52.1,48.7,74.69,70.01
772.36,51.5,48.5,74.66,70.01
772.91,51.3,47.9,74.59,70.01
773.51,51.6,49.7,74.35,69.97
774.06,51.8,48.2,74.52,70.01
774.61,51.2,48.7,74.73,70.01
775.16,50.3,48.6,74.76,70.01
775.71,50.9,48.2,74.48,69.97
776.31,50.7,48.7,74.48,69.97
776.86,51.8,49.3,74.38,70.01
777.41,51.1,49.3,74.35,70.01
777.96,50.7,49.0,74.55,70.14
778.56,51.5,49.1,74.69,70.24
779.11,51.7,48.4,74.62,70.11
779.66,51.7,49.5,74.69,70.11
780.21,50.5,48.9,74.83,70.21
780.76,52.3,49.2,74.97,70.38
781.36,50.9,48.5,74.93,70.41
781.91,50.9,48.7,74.8,70.28
782.46,51.5,49.0,74.8,70.24
783.01,51.0,48.1,74.97,70.24
783.56,49.1,49.0,74.9,70.14
784.16,50.6,50.2,74.69,69.23
784.71,50.9,56.6,74.69,70.04
785.26,59.6,48.8,74.73,69.97
785.82,51.2,48.3,74.83,70.08
786.38,50.9,48.6,74.87,70.01
786.94,50.8,49.4,74.83,69.87
787.5,50.7,48.8,74.93,69.87
788.06,50.4,49.2,74.83,69.84
788.62,50.8,47.3,74.9,69.3
789.18,51.9,54.3,74.93,69.91
789.74,44.9,48.1,75.21,70.11
790.3,49.9,48.5,75.28,70.38
790.86,50.1,49.0,75.11,70.51
791.42,50.0,48.9,75.07,70.45
791.98,50.2,48.1,75.04,70.41
792.58,50.7,48.8,74.9,70.82
793.13,50.4,49.1,74.83,71.02
793.68,49.9,48.3,74.8,70.92
794.23,50.4,50.1,74.73,71.09
794.83,50.1,48.5,74.59,71.23
795.38,50.7,48.7,74.52,71.4
795.94,49.6,48.4,74.45,71.36
796.5,49.7,46.8,74.35,71.4
797.06,49.5,48.5,73.59,71.5
797.62,49.3,49.1,74.24,72.04
798.19,49.0,41.5,74.31,71.12
798.74,47.4,48.6,74.52,70.79
799.29,49.3,48.9,74.66,70.58
799.84,49.6,48.3,74.83,70.55
800.4,49.0,48.5,74.93,70.41
800.96,49.2,48.5,74.97,70.24
801.56,48.7,48.8,74.97,70.04
802.11,49.8,48.1,74.97,69.91
802.67,49.7,112.7,74.9,69.87
803.17,66.9,48.2,74.76,69.81
803.77,49.3,49.7,75.0,69.77
804.36,50.2,48.0,75.14,69.74
804.91,48.7,48.1,75.11,69.67
805.46,49.3,47.9,75.0,69.7
806.01,49.1,49.3,74.9,69.67
806.61,49.3,48.1,74.87,69.7
807.16,49.0,47.9,74.87,69.74
807.71,48.9,47.8,74.83,69.87
808.26,49.4,47.6,74.76,69.94
808.81,49.0,48.4,74.8,69.97
809.41,47.7,47.9,74.73,70.01
809.96,49.0,47.9,74.66,69.94
810.51,48.8,47.8,74.52,69.94
811.06,48.5,48.0,74.48,69.91
811.66,48.8,47.8,74.41,70.04
812.21,48.7,48.7,74.45,70.14
812.76,49.1,48.1,74.48,70.11
813.32,49.2,48.9,74.38,70.21
813.87,48.8,47.6,74.28,70.24
814.43,48.9,47.9,74.41,70.11
815.0,48.3,48.4,74.38,70.11
815.55,48.9,46.5,74.48,69.97
816.1,49.8,47.9,74.55,69.97
816.7,47.8,47.4,74.45,70.35
817.25,47.5,47.7,74.38,70.45
817.8,47.8,47.4,74.38,70.85
818.35,47.9,47.3,74.31,70.89
818.95,49.2,47.4,74.21,70.82
819.5,48.3,48.1,74.14,71.23
820.05,48.1,42.6,73.83,71.43
820.6,43.0,48.1,73.41,71.8
821.15,48.0,46.3,73.14,72.21
821.75,48.2,47.4,73.07,72.45
822.3,48.0,47.3,73.07,72.56
822.85,47.3,47.1,73.17,72.56
823.4,48.8,47.5,73.28,72.56
824.0,48.6,47.2,73.35,72.45
824.55,47.4,47.2,73.38,72.42
825.1,47.7,46.5,73.41,72.28
825.65,47.5,47.4,73.55,72.04
826.2,47.6,47.7,73.59,72.08
826.8,47.4,47.0,73.62,72.21
827.35,47.4,47.0,73.62,72.28
827.85,47.2,46.9,73.62,72.25
828.45,47.6,46.7,73.66,72.08
829.0,47.0,47.3,73.76,72.21
829.6,47.3,46.5,73.72,72.39
830.15,47.4,46.8,73.79,72.32
830.7,48.0,47.3,73.83,72.32
831.25,48.3,47.1,73.9,72.35
831.85,47.0,48.2,73.9,72.42
832.4,48.2,46.7,73.9,72.39
832.95,46.8,47.9,74.0,72.32
833.5,46.7,47.2,74.07,72.11
834.05,46.7,46.9,74.14,72.01
834.65,46.4,46.5,74.24,71.94
835.2,47.2,46.7,74.31,71.94
835.75,46.7,47.1,74.31,72.01
836.3,47.0,46.5,74.28,72.08
836.9,47.1,46.1,74.24,72.25
837.45,47.4,46.8,74.07,72.59
838.0,47.3,46.5,73.69,72.9
838.55,47.7,46.5,73.41,72.97
839.1,46.2,47.0,73.1,73.04
839.7,46.5,46.0,72.86,73.1
840.25,46.5,47.2,72.56,73.24
840.8,46.4,46.4,72.32,73.35
841.35,46.6,46.6,72.08,73.28
841.9,46.0,45.8,71.91,73.21
842.5,46.6,46.6,72.01,73.17
843.05,46.5,46.6,72.01,73.04
843.6,46.3,46.8,72.04,73.07
