Time (s),Inlet Water Temp (C),Outlet Water Temp (C),Inlet Air Temp (C),Outlet Air Temp (C)
130.02,81.9,82.3,74.66,74.59
130.6,82.5,82.0,74.69,74.59
131.15,81.9,81.9,74.59,74.59
131.7,82.7,82.6,74.59,74.55
132.28,82.6,82.0,74.59,74.55
132.83,82.7,82.2,74.62,74.48
133.38,82.7,82.1,74.62,74.52
133.96,81.5,82.8,74.55,74.48
134.51,82.3,82.1,74.55,74.48
135.06,82.1,82.0,74.59,74.52
135.65,82.3,82.1,74.59,74.62
136.2,82.5,81.9,74.55,74.62
136.75,82.1,82.4,74.52,74.62
137.33,82.5,82.7,74.55,74.66
137.88,83.1,82.3,74.59,74.66
138.43,83.0,81.8,74.59,74.62
139.01,82.3,82.0,74.59,74.59
139.56,82.8,82.7,74.59,74.59
140.15,82.9,82.7,74.62,74.55
140.69,81.9,82.5,74.59,74.52
141.24,82.1,82.0,74.62,74.48
141.83,84.1,82.5,74.59,74.45
142.37,83.2,82.1,74.62,74.38
142.92,82.2,82.0,74.55,74.41
143.5,82.3,82.1,74.52,74.41
144.05,82.8,81.1,74.55,74.45
144.63,83.8,82.4,74.59,74.45
145.18,83.1,82.1,74.62,74.45
145.73,82.7,83.0,74.66,74.48
146.32,82.1,82.4,74.66,74.48
146.87,82.6,81.6,74.69,74.52
147.42,82.0,81.9,74.66,74.52
147.96,82.7,82.5,74.69,74.48
148.56,82.9,82.8,74.69,74.52
149.11,82.4,82.8,74.69,74.52
149.65,83.3,82.1,74.69,74.48
150.24,82.3,82.0,74.73,74.45
150.78,83.6,82.3,74.76,74.48
151.33,82.5,82.5,74.83,74.52
151.91,82.3,82.6,74.8,74.52
152.46,84.5,81.7,74.8,74.52
153.05,82.5,82.6,74.8,74.52
153.59,82.8,82.6,74.76,74.55
154.14,82.3,83.3,74.73,74.52
154.73,82.7,82.6,74.66,74.55
155.28,82.6,81.1,74.66,74.59
155.82,82.4,82.8,74.66,74.55
156.41,83.4,82.4,74.62,74.52
156.96,82.4,82.4,74.66,74.52
157.51,82.4,81.9,74.62,74.52
158.1,82.7,82.9,74.62,74.48
158.65,82.3,82.1,74.62,74.48
159.19,82.2,82.2,74.66,74.52
159.78,82.9,82.2,74.66,74.48
160.33,83.4,81.0,74.69,74.41
160.87,83.7,80.8,74.69,74.45
161.46,83.3,79.8,74.76,74.45
162.01,83.6,79.1,74.69,74.45
162.55,84.0,77.4,74.69,74.35
163.14,82.8,76.3,74.69,74.45
163.69,82.8,107.7,74.66,74.48
164.24,82.2,75.1,74.52,74.48
164.79,81.0,73.9,74.38,74.52
165.38,79.4,75.0,74.24,74.52
165.94,78.4,73.0,74.17,74.52
166.5,77.0,72.8,74.17,74.48
167.06,77.2,73.1,74.17,74.52
167.63,75.3,72.8,74.24,74.48
168.17,74.7,73.3,74.28,74.52
168.75,74.5,73.2,74.35,74.55
169.32,74.6,73.6,74.24,74.55
169.87,74.2,73.0,74.21,74.59
170.4,74.9,72.0,74.17,73.45
170.97,73.2,73.6,74.17,74.62
171.55,73.6,72.8,74.03,74.59
172.07,39.3,72.0,74.07,74.55
172.64,73.7,71.6,74.14,74.38
173.22,74.0,71.6,74.24,74.24
173.8,72.7,71.2,74.24,74.07
174.32,71.8,71.0,74.28,73.86
174.91,74.1,71.5,74.38,73.62
175.49,72.0,71.2,74.45,73.48
176.01,72.1,70.7,74.52,73.35
176.59,72.0,70.6,74.45,73.28
177.17,72.1,70.4,75.18,73.21
177.69,71.4,70.8,74.76,73.14
178.27,71.8,68.2,74.83,73.1
178.83,72.2,71.1,74.9,73.07
179.41,71.7,70.5,74.9,73.0
179.93,71.7,69.9,75.0,73.0
180.51,71.7,70.1,74.97,72.97
181.08,71.9,69.8,75.14,72.93
181.61,70.9,70.4,75.21,72.93
182.19,71.3,69.7,75.11,72.9
182.77,71.4,68.5,75.25,72.9
183.3,70.7,70.1,75.18,72.9
183.88,71.0,69.4,75.18,72.86
184.46,71.2,70.0,75.14,72.9
184.98,72.1,69.6,75.14,72.93
185.56,71.4,69.9,75.04,72.86
186.15,71.0,54.9,74.97,72.86
186.66,71.0,70.5,74.83,72.83
187.24,70.4,69.3,74.8,72.76
187.82,70.3,69.1,74.62,72.73
188.35,70.6,69.3,74.73,72.69
188.93,70.6,69.8,74.62,72.69
189.48,70.4,69.3,74.76,72.69
190.07,70.0,69.6,74.69,72.69
190.59,71.7,70.0,74.69,72.83
191.17,70.5,69.4,74.87,72.73
191.75,70.6,68.7,74.76,72.76
192.28,72.7,76.4,74.69,72.76
192.86,68.6,62.3,74.69,72.76
193.39,70.2,70.4,74.66,72.73
193.97,70.9,69.3,74.76,72.69
194.55,69.6,69.1,74.62,72.69
195.08,70.9,68.8,74.69,72.66
195.66,70.0,69.7,74.69,72.66
196.22,70.4,69.3,74.59,72.66
196.79,70.0,68.6,74.73,72.66
197.36,70.4,68.6,74.66,72.66
197.92,69.8,68.1,74.66,72.62
198.44,70.5,68.5,74.8,72.62
199.02,70.9,68.1,74.9,72.66
199.59,71.2,68.3,74.87,72.66
200.17,70.5,71.5,74.93,72.62
200.73,69.9,66.6,74.66,72.59
201.26,70.3,68.2,74.52,72.59
201.85,69.2,68.2,74.69,72.56
202.41,69.7,68.1,74.76,72.56
202.93,69.7,68.1,74.73,72.56
203.49,70.1,67.5,74.73,72.56
204.06,69.9,68.2,74.73,72.52
204.64,69.5,68.6,74.87,72.42
205.22,69.8,67.9,74.93,72.49
205.75,71.5,68.3,74.62,72.49
206.32,70.3,70.6,74.9,72.45
206.89,70.0,67.4,74.97,72.49
207.46,70.4,68.4,75.04,72.56
208.03,70.0,68.3,75.0,72.56
208.58,69.4,68.0,74.83,72.56
209.1,69.7,68.2,74.9,72.52
209.66,69.8,67.8,75.0,72.56
210.23,68.9,67.7,74.9,72.49
210.8,69.6,68.8,74.97,72.49
211.37,70.0,68.8,75.04,72.49
211.93,69.5,68.2,74.93,72.56
212.5,70.2,68.3,74.93,72.56
213.07,70.7,68.6,75.04,72.49
213.6,70.5,68.4,75.04,72.49
214.18,69.7,57.4,75.07,72.49
214.76,72.0,68.6,74.87,72.45
215.31,65.2,69.2,74.73,72.39
215.79,69.7,67.8,74.69,72.35
216.42,69.2,68.3,74.66,72.35
217.0,69.5,68.2,74.69,72.35
217.53,70.3,68.3,74.69,72.32
218.11,69.9,69.0,74.62,72.28
218.63,70.5,68.0,74.59,72.32
219.22,69.0,68.6,74.69,72.35
219.79,69.5,67.8,74.66,72.32
220.36,69.6,67.7,74.59,72.32
220.93,69.1,67.6,74.62,72.28
221.49,70.6,68.0,74.66,72.25
222.01,70.8,66.9,74.73,72.32
222.58,69.3,67.5,74.83,72.32
223.15,69.5,66.8,74.69,72.28
223.71,69.6,67.4,74.8,72.25
224.28,68.8,67.3,74.66,72.32
224.85,69.2,67.4,74.62,72.35
225.42,68.6,67.3,74.59,72.35
225.95,68.7,67.5,74.73,72.42
226.53,69.1,79.6,74.59,72.39
227.06,69.1,67.3,74.73,72.35
227.64,69.1,67.7,74.8,72.35
228.22,69.2,69.8,74.76,72.32
228.73,41.7,67.4,74.48,72.32
229.31,67.1,68.1,74.41,72.28
229.88,67.9,68.0,74.66,72.32
230.46,69.7,67.9,74.62,72.32
230.99,68.9,68.2,74.69,72.39
231.59,69.4,67.1,74.66,72.39
232.12,68.0,68.3,74.73,72.35
232.69,69.2,67.1,74.69,72.35
233.26,69.0,66.5,74.73,72.39
233.83,68.9,66.8,74.66,72.39
234.35,68.9,66.6,74.73,72.39
234.93,69.3,67.9,74.83,72.42
235.51,68.9,80.0,74.69,72.39
236.04,68.4,67.5,74.76,72.39
236.6,68.0,67.0,74.76,72.42
237.17,68.6,67.1,74.76,72.42
237.74,69.2,66.6,74.66,72.42
238.3,69.2,66.3,74.66,72.42
238.87,68.8,66.7,74.76,72.42
239.43,67.9,67.5,74.55,72.42
240.0,68.7,66.3,74.55,72.39
240.56,68.4,66.1,74.48,72.35
241.08,71.3,67.1,74.48,72.32
241.65,68.6,67.8,74.52,72.32
242.22,72.9,66.8,74.59,72.32
242.79,88.8,67.4,74.76,72.32
243.37,68.8,67.1,74.73,72.35
243.89,68.8,67.0,74.66,72.35
244.46,69.1,67.8,74.59,72.32
245.03,69.2,67.0,74.55,72.25
245.61,68.5,67.2,74.28,72.21
246.14,68.7,67.3,74.31,72.11
246.72,69.4,67.0,74.38,72.15
247.28,68.5,66.2,74.38,72.15
247.84,68.4,66.9,74.38,72.11
248.41,68.2,66.7,74.52,72.08
248.93,68.1,67.2,74.83,72.15
249.5,68.0,66.4,74.87,72.15
250.07,68.4,67.0,74.97,72.25
250.65,67.8,68.1,75.0,72.21
251.18,68.2,66.9,74.9,72.28
251.76,68.3,66.9,74.87,72.25
252.33,68.3,66.8,74.8,72.21
252.9,68.1,67.0,74.69,72.25
253.46,68.7,66.6,75.53,72.15
253.98,67.5,66.5,74.69,72.11
254.56,68.5,69.4,74.59,72.11
255.13,67.7,67.3,74.62,72.08
255.66,66.8,66.2,74.69,72.08
256.24,68.3,66.6,74.76,72.04
256.82,67.2,66.8,74.73,72.04
257.35,67.9,66.5,74.69,72.04
257.93,67.7,67.0,74.83,72.18
258.5,68.9,66.6,74.83,72.39
259.05,67.3,66.6,74.73,72.59
259.62,67.9,66.2,74.52,72.76
260.18,66.7,66.8,74.45,72.83
260.74,67.7,70.1,74.41,72.8
261.3,68.0,67.1,74.31,72.73
261.84,66.5,66.8,74.28,72.66
262.42,68.0,67.8,74.35,72.52
262.96,68.3,66.4,74.66,72.42
263.54,68.4,66.5,74.87,72.28
264.12,67.6,66.8,75.11,72.25
264.67,67.8,67.0,75.28,72.32
265.24,67.1,66.8,75.32,72.28
265.81,68.5,67.2,75.28,72.28
266.32,66.9,66.6,75.18,72.25
266.89,66.8,66.7,75.07,72.18
267.46,67.2,66.3,74.93,72.21
268.03,67.6,66.5,74.97,72.15
268.61,87.7,67.1,75.0,72.15
269.15,67.2,66.3,74.9,72.11
269.72,68.2,66.5,74.76,72.11
270.29,66.9,67.1,74.76,72.08
270.85,66.8,65.9,74.83,72.08
271.41,67.1,66.8,74.66,72.04
271.94,67.4,66.9,74.59,72.01
272.51,66.6,66.4,74.59,72.01
273.08,66.8,66.5,74.48,72.18
273.63,66.8,66.5,74.41,72.35
274.2,67.7,65.5,74.41,72.39
274.76,67.2,65.8,74.41,72.35
275.31,67.0,66.5,74.41,72.32
275.9,67.6,65.9,74.45,72.25
276.38,67.3,67.2,74.48,72.25
277.0,67.1,68.3,74.55,72.25
277.59,66.8,65.8,74.66,72.28
278.11,67.3,66.6,74.66,72.66
278.67,66.8,67.0,74.24,73.04
279.24,67.4,66.3,74.48,73.28
279.81,66.6,66.4,74.48,73.31
280.39,67.5,61.2,74.59,73.38
280.95,66.4,65.7,74.59,73.52
281.5,66.3,66.6,74.52,73.59
282.06,66.1,65.9,74.38,73.76
282.61,65.6,65.7,74.24,73.79
283.19,65.9,66.8,74.03,73.86
283.74,67.5,65.7,73.86,73.93
284.32,66.8,65.7,73.72,74.03
284.87,67.0,65.7,73.62,74.03
285.42,66.6,65.8,73.69,74.03
286.0,66.0,65.9,73.86,74.0
286.55,66.3,65.6,74.0,73.97
287.1,65.5,66.0,74.21,73.83
287.68,65.8,66.3,74.35,73.59
288.23,65.9,65.9,74.45,73.48
288.78,66.5,67.1,74.55,73.55
289.34,66.0,65.9,74.59,73.52
289.92,66.5,66.0,74.59,73.59
290.47,66.5,66.0,74.59,73.62
291.02,64.5,66.1,74.59,73.41
291.61,66.8,66.7,74.59,73.31
292.16,66.6,66.0,74.69,73.21
292.65,65.6,66.5,74.66,73.21
293.29,66.3,65.8,74.73,73.17
293.84,66.3,65.9,74.8,73.21
294.39,67.8,65.5,74.83,73.28
294.89,65.9,66.4,74.73,73.55
295.49,66.6,67.2,74.66,73.76
296.09,65.9,65.1,74.62,73.83
296.64,65.9,66.2,74.59,73.83
297.19,66.4,66.6,74.55,73.86
297.74,66.0,66.2,74.41,73.86
298.34,66.2,65.9,74.31,73.97
298.89,67.5,65.7,74.28,74.07
299.44,66.2,66.1,74.31,74.07
299.99,65.5,65.7,74.41,74.03
300.54,65.7,65.9,74.48,73.86
301.14,66.4,66.7,74.59,73.9
301.69,66.4,65.5,74.55,73.93
302.25,66.1,65.0,74.38,73.97
302.8,65.9,65.4,74.24,73.97
303.4,66.2,66.4,74.21,73.9
303.95,66.5,65.8,74.24,73.9
304.5,66.4,66.1,74.38,73.79
305.05,66.3,66.0,74.28,73.76
305.6,66.5,66.0,74.14,73.79
306.2,66.3,66.0,74.1,73.97
306.75,66.3,65.8,73.97,74.07
307.3,66.6,66.6,73.86,74.17
307.85,66.7,66.5,73.83,74.24
308.45,66.4,66.7,74.0,74.21
309.0,66.0,66.8,74.17,74.14
309.55,64.7,66.1,74.35,74.03
310.1,66.6,66.4,74.41,74.03
310.65,65.9,65.8,74.52,74.0
311.25,67.0,66.9,74.59,74.0
311.8,66.4,66.0,74.66,73.83
312.35,66.9,67.0,74.8,73.86
312.9,67.4,66.8,74.9,73.9
313.45,67.6,67.2,74.97,73.79
314.05,66.5,66.4,74.93,73.79
314.6,66.1,66.3,74.83,73.93
315.15,65.8,66.3,74.87,73.97
315.7,66.2,66.1,74.83,74.0
316.3,66.7,68.6,74.87,74.0
316.85,66.7,66.7,74.83,74.03
317.4,66.1,66.1,74.8,73.93
317.95,67.0,66.1,74.76,73.97
318.5,66.6,65.8,74.66,74.1
319.1,66.8,66.1,74.66,74.1
319.65,67.3,65.8,74.69,74.07
320.2,66.8,66.1,74.66,74.03
320.75,66.8,66.0,74.69,73.97
321.3,66.1,66.8,74.69,74.03
321.9,67.0,66.4,74.69,74.07
322.45,64.8,66.6,74.69,74.0
323.0,66.2,67.7,74.76,73.97
323.55,66.8,66.0,74.73,73.9
324.11,66.9,66.9,74.76,73.9
324.71,65.9,68.3,74.73,73.93
325.26,66.9,66.1,74.66,73.97
325.81,66.5,65.9,74.59,73.97
326.36,66.0,65.8,74.66,73.9
326.96,66.5,66.2,74.66,73.9
327.51,67.2,67.0,74.69,73.86
328.06,66.4,66.4,74.69,73.79
328.61,66.6,68.2,74.73,73.72
329.16,66.5,66.6,74.69,73.52
329.76,66.3,66.0,74.73,73.41
330.31,66.8,67.5,74.69,73.52
330.86,67.2,67.3,74.62,73.55
331.41,66.5,65.7,74.59,73.55
332.01,65.7,65.7,74.59,73.55
332.56,66.4,66.2,74.52,73.62
333.11,66.9,66.8,74.48,73.76
333.66,67.0,67.3,74.52,73.76
334.21,66.5,66.8,74.66,73.62
334.81,66.0,65.9,74.76,73.45
335.36,66.3,66.6,74.83,73.35
335.91,67.3,66.7,74.83,73.48
336.46,66.0,66.1,74.83,73.48
337.01,67.0,66.3,74.83,73.48
337.61,66.8,66.9,74.9,73.35
338.16,66.9,66.3,74.97,73.31
338.71,66.2,65.9,75.04,73.35
339.28,66.9,66.4,75.04,73.52
339.83,66.2,66.6,75.11,73.55
340.38,66.4,66.1,75.11,73.48
340.98,66.5,65.8,75.11,73.41
341.53,66.4,66.7,75.07,73.35
342.08,67.0,67.2,75.07,73.38
342.63,66.8,66.6,75.04,73.38
343.18,66.9,66.4,75.0,73.31
343.78,67.6,67.2,75.0,73.31
344.33,65.9,66.5,74.93,73.38
344.88,66.7,66.3,74.9,73.41
345.43,66.7,67.7,74.9,73.48
345.98,67.2,66.7,74.87,73.48
346.58,66.5,66.2,74.83,73.66
347.13,66.4,66.9,74.76,73.69
347.68,65.2,65.9,74.62,73.83
348.23,67.1,66.4,74.59,73.93
348.83,67.4,66.5,74.62,73.79
349.38,66.3,65.7,74.69,73.59
349.93,66.7,67.3,74.8,73.48
350.48,67.2,66.6,74.69,73.55
351.03,67.1,68.6,74.59,73.76
351.63,65.9,66.4,74.48,73.9
352.19,66.8,66.3,74.41,73.93
352.73,67.1,66.0,74.35,74.03
353.28,68.1,67.2,74.31,74.1
353.88,66.1,67.0,74.35,74.17
354.43,67.1,66.1,74.35,74.31
354.98,67.2,67.1,74.24,74.41
355.53,67.0,66.8,74.38,74.41
356.08,67.4,67.5,74.52,74.17
356.68,65.9,67.5,74.66,74.03
357.23,67.7,67.4,74.8,73.93
357.78,67.6,67.6,74.83,73.9
358.33,66.1,67.3,74.93,73.83
358.93,66.7,66.8,74.8,73.86
359.48,67.1,66.6,74.73,73.86
360.03,68.1,67.0,74.76,73.9
360.58,66.8,66.8,74.83,73.79
361.13,69.3,66.2,74.87,73.83
361.73,68.0,67.8,74.93,73.72
362.28,67.5,68.0,74.97,73.62
362.83,66.5,66.4,74.93,73.69
363.38,68.2,66.6,74.87,73.83
363.93,67.4,67.7,74.73,74.0
364.53,67.6,68.3,74.66,74.0
365.08,67.4,66.9,74.48,74.03
365.63,66.7,67.3,74.52,74.03
366.18,67.1,67.2,74.41,74.03
366.78,66.9,67.6,74.35,73.97
367.33,66.6,66.8,74.35,73.97
367.88,68.1,66.5,74.35,74.0
368.43,66.5,66.5,74.35,74.03
368.98,66.0,66.9,74.38,74.1
369.58,66.8,66.5,74.41,74.21
370.13,67.2,67.4,74.38,74.24
370.68,67.2,66.6,74.31,74.24
371.23,67.7,68.1,74.38,74.31
371.83,67.0,67.0,74.41,74.28
372.38,66.8,68.0,74.45,74.35
372.94,66.6,66.7,74.45,74.31
373.48,67.1,68.2,74.52,74.21
374.03,68.3,67.8,74.59,74.14
374.63,67.8,68.3,74.62,74.14
375.18,67.2,66.8,74.59,74.07
375.73,66.8,68.9,74.66,74.1
376.28,66.9,67.3,74.62,74.17
376.88,67.4,67.8,74.59,74.21
377.43,66.9,68.7,74.55,74.28
377.98,67.4,68.0,74.55,74.31
378.53,67.1,67.5,74.62,74.21
379.08,67.3,66.5,74.66,74.14
379.68,68.6,66.4,74.62,74.21
380.23,67.4,67.9,74.62,74.17
380.78,68.2,68.2,74.62,74.14
381.33,66.5,67.4,74.62,74.14
381.93,67.3,67.5,74.66,74.17
382.48,66.6,66.1,74.69,74.07
383.03,68.1,68.3,74.76,74.03
383.53,67.6,68.2,74.69,73.97
384.13,68.2,68.4,74.69,73.97
384.73,67.5,67.5,74.59,73.9
385.28,67.5,67.4,74.59,73.83
385.83,68.4,68.3,74.59,73.9
386.38,67.9,66.4,74.59,73.86
386.98,67.6,67.2,74.62,73.79
387.53,68.3,67.7,74.69,73.79
388.08,66.9,67.2,74.62,73.79
388.63,68.2,68.2,74.66,73.76
389.18,68.5,67.9,74.66,73.72
389.78,67.5,68.3,74.66,73.83
390.33,67.7,67.2,74.66,73.9
390.88,67.7,68.1,74.66,73.97
391.43,67.6,67.4,74.62,74.0
392.03,68.2,67.4,74.62,74.0
392.58,66.9,67.1,74.66,73.97
393.13,68.2,67.5,74.62,73.93
393.68,67.3,67.4,74.62,73.93
394.23,67.9,67.6,74.62,73.86
394.83,67.6,68.0,74.62,73.9
395.38,68.0,68.8,74.62,73.97
395.93,67.6,66.9,74.62,73.97
396.48,66.9,67.1,74.59,73.97
397.03,68.5,67.5,74.55,73.93
397.63,67.1,67.5,74.52,73.97
398.18,67.2,67.3,74.48,73.97
398.73,66.8,67.4,74.45,74.0
399.28,67.3,67.3,74.45,74.0
399.88,66.7,67.1,74.45,73.97
400.43,67.3,67.7,74.52,74.03
400.98,67.7,67.4,74.52,74.03
401.53,67.1,67.2,74.59,74.03
402.08,68.3,69.7,74.59,74.0
402.68,67.2,67.3,74.62,74.0
403.23,67.3,67.0,74.62,74.03
403.78,67.4,68.3,74.62,74.03
404.33,68.7,68.6,74.69,74.03
404.93,67.2,67.5,74.59,73.97
405.48,67.9,67.7,74.59,74.03
406.03,68.3,68.1,74.52,74.1
406.58,68.4,67.8,74.48,74.14
407.13,68.2,67.5,74.45,74.17
407.73,67.3,67.6,74.45,74.17
408.28,67.4,68.1,74.52,74.24
408.83,67.1,67.4,74.55,74.24
409.38,68.1,67.7,74.55,74.28
409.98,67.4,67.5,74.52,74.28
410.53,67.5,68.2,74.38,74.24
411.08,68.3,68.8,74.28,74.28
411.63,67.1,67.9,74.24,74.24
412.18,68.1,68.0,74.21,74.24
412.79,67.7,67.6,74.21,74.21
413.34,68.1,67.6,74.24,74.31
413.89,67.6,67.7,74.28,74.24
414.44,68.8,68.4,74.28,74.17
415.04,67.9,68.2,74.31,74.14
415.58,68.2,68.1,74.38,74.0
416.14,67.0,68.6,74.41,73.97
416.69,68.0,68.6,74.48,73.07
417.24,67.8,67.4,74.52,73.93
417.83,68.5,68.5,74.41,74.03
418.38,68.0,68.2,74.38,74.14
418.93,67.7,68.1,74.41,74.1
419.44,69.1,67.6,74.45,74.03
420.04,67.9,68.0,74.41,73.93
420.61,69.3,67.7,74.48,73.97
421.16,69.5,67.8,74.55,73.9
421.72,69.3,68.3,74.52,73.83
422.29,69.3,67.1,73.86,73.93
422.85,69.0,66.7,74.45,73.93
423.41,68.8,67.7,74.52,73.93
423.97,69.2,62.0,74.55,73.97
424.53,68.1,65.8,74.62,73.93
425.09,68.9,66.2,74.73,73.79
425.65,67.5,66.3,74.76,73.48
426.21,67.4,66.1,74.76,73.24
426.77,66.8,67.8,74.69,73.0
427.33,67.2,66.9,74.59,72.83
427.89,66.4,66.3,74.73,72.69
428.5,66.7,66.0,74.62,72.56
429.05,66.9,66.3,74.62,72.52
429.61,66.6,66.0,74.62,72.49
430.16,67.0,66.0,74.55,72.39
430.71,66.6,65.9,74.52,72.32
431.26,66.1,65.7,74.45,72.32
431.86,66.9,65.3,74.55,72.28
432.42,66.6,65.6,74.8,72.25
432.99,66.7,66.1,75.0,72.21
433.55,66.9,66.3,75.0,72.25
434.11,66.9,65.8,74.9,72.21
434.66,66.1,65.1,75.04,72.25
435.22,66.9,64.9,75.35,72.21
435.78,66.7,66.5,75.25,72.08
436.34,67.2,65.0,75.21,72.18
436.9,67.7,101.7,75.0,72.21
437.47,66.7,66.3,74.93,72.21
438.03,66.8,64.6,74.93,72.18
438.59,66.5,65.5,74.93,72.18
439.15,66.7,64.4,75.04,72.18
439.71,66.7,65.3,75.0,72.18
440.26,66.6,65.5,74.83,72.15
440.82,66.4,64.0,74.8,72.15
441.39,67.8,64.9,74.83,72.11
441.95,66.4,64.9,74.87,72.08
442.51,67.7,62.1,74.83,72.18
443.07,66.9,63.5,74.83,72.15
443.63,69.8,64.7,74.83,72.08
444.19,66.0,64.5,74.69,72.04
444.75,67.0,65.6,74.73,72.08
445.31,66.0,64.6,74.69,72.01
445.86,66.9,65.0,74.76,72.04
446.41,66.7,65.1,74.73,71.98
446.97,65.9,64.4,74.59,71.98
447.53,66.3,66.2,74.52,71.98
448.09,65.9,65.3,74.73,71.98
448.65,69.4,63.3,74.73,72.15
449.21,65.7,65.3,74.62,72.08
449.78,66.6,65.3,74.59,72.04
450.34,64.3,65.3,74.69,72.04
450.9,66.1,65.1,74.8,72.08
451.46,66.4,65.0,74.83,72.15
452.02,66.6,64.9,74.69,72.11
452.58,66.4,64.7,74.73,72.18
