Time (s),Inlet Water Temp (C),Outlet Water Temp (C),Inlet Air Temp (C),Outlet Air Temp (C)
415.48,38.5,37.6,70.82,70.79
416.04,36.5,37.2,70.82,70.79
416.61,37.2,37.1,70.79,70.75
417.18,37,37.5,70.79,70.65
417.72,37.5,37.2,70.75,70.65
418.29,37.5,37.2,70.75,70.62
418.86,37.6,37.5,70.79,70.65
419.4,37.3,37.2,70.72,70.79
419.97,37.3,37.6,70.75,70.92
420.54,37.6,37.2,70.75,71.09
421.1,37.7,73.7,70.79,71.12
421.65,37.2,37.6,70.85,71.19
422.22,37.7,37.4,70.89,71.23
422.78,37.3,37.2,70.92,71.26
423.33,37.5,37.6,70.92,71.29
423.9,37.8,37.6,70.92,71.36
424.46,37.5,37.7,70.85,71.43
425.02,37.6,38,70.82,71.33
425.59,37.6,38.3,70.79,71.16
426.15,39.2,37.8,70.82,71.4
426.7,38.2,30.6,70.72,71.4
427.27,37.7,38.5,70.72,71.46
427.83,37.9,38.6,70.68,71.36
428.38,37.6,38.5,70.65,71.4
428.95,37.6,38.4,70.62,71.43
429.51,37.7,38.3,70.68,71.16
430.08,38,38.4,70.55,70.99
430.63,37.8,38.9,71.09,71.09
431.19,37.8,38.8,70.45,71.19
431.76,37.4,38.8,70.38,71.12
432.31,37.6,38.8,70.35,71.23
432.87,37.5,38.6,70.31,71.12
433.44,37.7,38.7,70.35,71.09
434.01,37.9,38.6,70.38,71.19
434.55,37.6,38.9,70.45,71.29
435.12,37.6,38.4,70.45,71.4
435.69,37.6,38.5,70.45,71.53
436.23,37.9,39.3,70.45,71.6
436.8,39.1,38.8,70.41,71.8
437.37,38.3,37.5,70.45,71.36
437.91,38.1,38.5,70.58,71.29
438.48,37.9,38.9,70.58,71.19
439.05,38.5,38.5,70.58,71.12
439.62,38.2,38.7,70.58,70.95
440.16,38.1,38.9,70.65,71.06
440.73,38.2,38.5,70.65,71.06
441.28,38.2,39.2,70.72,71.09
441.85,38.2,39,70.72,71.06
442.42,38.1,38.9,70.85,71.06
442.96,38.5,39.1,70.85,71.16
443.53,33.1,39.3,70.89,71.19
444.1,37.9,39.1,70.89,71.26
444.67,38.4,39.2,70.82,71.4
445.22,38.3,39.5,70.75,71.4
445.78,38.6,39.8,70.65,71.43
446.33,38.3,37.6,70.62,71.46
446.9,38.1,39.6,71.19,71.5
447.46,38.4,39.8,70.58,71.57
448.01,38.3,39.4,70.58,71.46
448.58,38.4,39.8,70.58,71.5
449.15,38.3,39.4,70.55,71.5
449.7,38.5,39.9,70.55,71.53
450.26,38.3,39.3,70.48,71.67
450.82,38.7,40,70.41,71.46
451.39,38.6,39.7,70.38,71.26
451.94,38.4,40.2,70.38,71.23
452.51,38.8,39.7,70.31,71.36
453.07,38.5,39.5,70.35,71.5
453.62,38.7,40,70.35,71.57
454.19,38.6,39.6,70.35,71.6
454.75,38.4,39.6,70.35,71.6
455.32,38.4,39.5,70.31,71.33
455.87,38.7,39.3,70.41,71.16
456.44,38.6,39.4,70.31,71.5
456.99,38.8,39.5,70.24,71.7
457.56,39,39.7,70.48,71.7
458.12,40.6,41.6,70.48,71.67
458.67,38.7,39.5,70.48,71.74
459.24,38.6,39.2,70.45,71.67
459.8,38.7,39.2,70.38,71.53
460.37,39.5,39.8,70.38,71.5
460.92,38.4,39.2,70.31,71.5
461.48,38.6,39.9,70.35,71.53
462.05,38.9,40,70.24,71.5
462.62,38.7,39.5,70.24,71.5
463.16,38.4,39.7,70.24,71.5
463.73,38.7,73.7,70.18,71.46
464.28,38.1,39.9,70.18,71.33
464.85,38.5,40.1,70.21,71.46
465.42,39,39.9,70.21,71.5
465.97,38.9,39.7,70.24,71.63
466.53,38.8,39.7,70.21,71.46
467.1,38.8,39.9,70.18,71.5
467.65,38.7,40,70.21,71.63
468.21,38.2,39.8,70.21,71.63
468.78,38.8,40.1,70.28,71.63
469.35,73.7,39.8,70.35,71.57
469.89,38.8,40,70.38,71.57
470.46,38.9,39.9,70.31,71.46
471.03,39.1,40.1,70.28,71.4
471.59,38.8,40.4,70.28,71.5
472.14,39,40.1,70.35,71.4
472.71,38.9,40.2,70.41,71.43
473.27,39,39.9,70.45,71.36
473.82,39.3,39.9,70.48,71.4
474.39,38.8,39.9,70.48,71.4
474.96,38.6,40,70.48,71.26
475.51,38.8,40.1,70.45,71.23
476.07,39,40.1,70.45,71.19
476.64,39,40,70.55,71.19
477.19,39.1,39.5,70.41,71.16
477.76,38.9,39.9,70.45,71.12
478.33,39.4,39.8,70.41,70.99
478.88,39.2,39.7,70.38,70.95
479.44,39.2,39.6,70.38,70.92
479.99,39.2,39.8,70.38,70.95
480.56,39.4,39.6,70.38,70.89
481.13,39.5,39.5,70.38,70.89
481.67,39.3,39.3,70.41,70.95
482.24,39.4,39.9,70.24,70.99
482.81,39.1,39.9,70.55,71.12
483.36,39.4,32.7,70.51,70.99
483.93,30.2,39.8,70.55,70.85
484.48,39.5,39.5,70.55,70.75
485.05,39.2,39.6,70.58,70.62
485.6,39.2,40,70.62,70.55
486.17,39.6,39.5,70.58,70.45
486.73,39.4,39.7,70.58,70.35
487.3,39.1,39.7,70.65,70.24
487.85,39.5,39.8,70.75,70.28
488.41,39.4,51.1,70.82,70.24
488.96,39.4,39.6,70.89,70.21
489.54,39,39.7,70.89,70.18
490.1,39.2,39.6,70.89,70.21
490.65,39.2,39.7,70.89,70.24
491.22,39.5,39.8,70.89,70.21
491.79,39.6,39.3,70.85,70.21
492.33,39.4,39.4,70.82,70.21
492.9,39.7,39.6,70.89,70.14
493.45,39.6,39.7,70.85,70.14
494.02,43,39.5,70.92,70.14
494.59,39.6,39.8,70.92,70.11
495.14,39.7,39.5,70.89,70.08
495.7,39.3,39.3,71.02,70.08
496.28,39.2,39.8,71.02,70.08
496.82,39.7,39.4,71.06,70.08
497.39,39.3,39.9,71.02,70.01
497.96,39.6,39.5,71.09,70.08
498.51,39.4,39.4,71.09,70.11
499.07,39.4,39.7,71.09,70.08
499.63,39.6,39.6,71.06,70.08
500.2,39.9,39.9,71.06,70.11
500.76,39.7,39.7,71.02,70.14
501.32,38.7,39.5,71.02,70.18
501.89,39.5,39.7,70.82,70.18
502.43,39.4,39.6,70.95,70.14
503.0,39.7,39.1,70.95,70.14
503.57,39.8,39.1,70.92,70.14
504.13,39.4,39.6,70.82,70.18
504.69,39.7,40,70.68,70.38
505.25,39.8,39.9,70.55,70.72
505.8,39.6,39.7,70.45,71.02
506.37,39.5,40,70.41,71.53
506.92,39.5,40.1,70.45,71.43
507.49,39.8,39.6,70.41,71.36
508.04,39.8,40.7,70.45,71.53
508.61,39.5,40.6,70.41,71.5
509.17,39.7,40.4,70.41,71.29
509.74,40,40.8,70.41,71.29
510.29,39.9,41,70.35,71.29
510.86,40.1,41.4,70.31,71.4
511.4,39.9,41.2,70.24,71.5
511.97,39.7,41.6,70.18,71.63
512.54,39.5,42.1,70.24,71.7
513.08,39.6,41.3,70.08,71.74
513.65,39.6,45.8,69.97,71.67
514.22,39.7,42,69.91,71.6
514.77,39.6,41.8,69.91,71.53
515.34,39.9,42.1,69.94,71.53
515.91,39.4,41.2,69.97,71.63
516.45,39.4,41.8,69.97,71.63
517.02,39.6,41.7,69.81,71.6
517.59,40,41.6,69.94,71.53
518.13,40.4,41.5,69.94,71.53
518.7,40.1,42.3,70.04,71.5
519.27,39.8,42.5,70.14,71.46
519.82,40.1,41.7,70.24,71.46
520.39,40.5,41.4,70.31,71.43
520.96,40.4,41.6,70.35,71.43
521.51,40.4,41.7,70.28,71.33
522.08,40.5,41.6,70.24,71.29
522.64,39.8,41.5,70.28,71.16
523.21,40.2,41.9,70.31,71.12
523.76,40.7,-9.9,70.35,70.31
524.32,39.6,41.8,70.24,71.33
524.87,39.8,42,70.18,71.5
525.45,40.7,41.6,70.11,71.43
526.01,40.4,42.3,70.11,71.4
526.57,41,42,70.14,71.43
527.13,40.1,42.4,70.14,71.4
527.68,40.9,41.6,70.18,71.4
528.25,40.8,42,70.14,71.46
528.8,40.7,42.2,70.11,71.33
529.37,40.6,42.4,70.04,71.19
529.93,40.9,42,70.01,71.23
530.48,40.9,42.3,70.08,71.43
531.05,40.8,42.2,70.04,71.43
531.62,40.9,43.2,70.04,71.36
532.18,40.9,43.9,69.97,71.43
532.73,41,42.3,69.97,71.43
533.3,40.9,42.2,70.01,71.57
533.86,41,42.1,70.08,71.63
534.41,40.7,42.2,70.04,71.46
534.98,41.1,42.2,70.18,71.6
535.54,40.6,42.3,70.24,71.63
536.09,40.7,42.3,70.24,71.57
536.66,40.6,42.1,70.99,71.57
537.22,40.7,42.2,70.08,71.4
537.79,41,42.4,70.01,71.4
538.34,40.6,42.4,69.97,71.36
538.9,40.6,42.6,69.94,71.43
539.47,40.6,41.7,69.94,71.57
540.02,40.3,41.8,69.94,71.53
540.58,40.9,42.4,69.87,71.4
541.15,40.7,42.9,69.87,71.46
541.72,40.6,43,69.57,71.5
542.27,41,42.5,69.84,71.43
542.84,40.7,42.5,69.81,71.36
543.38,40.9,42.7,69.77,71.36
543.95,40.9,42.5,69.81,71.5
544.5,41.1,42.6,69.87,71.67
545.07,40.5,43.2,69.94,71.67
545.64,41.1,41.6,70.08,71.63
546.19,40.7,43,69.74,71.63
546.76,40.8,42.3,70.24,71.6
547.32,40.8,43.1,70.31,71.46
547.87,41.4,43.1,70.28,71.36
548.44,40.7,42.9,70.28,71.16
549.0,41.2,43,70.35,71.16
549.56,41,42.9,70.21,71.23
550.13,40.3,42.7,70.14,71.29
550.69,41.4,43.1,70.28,71.33
551.24,41,42.7,70.28,71.43
551.81,41.3,42.5,70.18,71.53
552.37,41.3,42.6,70.18,71.67
552.92,41.3,42.6,70.28,71.63
553.49,41.1,42.7,70.45,71.53
554.05,41.7,42.7,70.41,71.46
554.62,41.6,42.7,70.28,71.29
555.17,41.4,42.7,70.21,71.23
555.73,41.7,43.1,70.18,71.23
556.3,41.6,43.1,70.11,71.23
556.85,41.3,42.7,70.01,71.36
557.41,41.6,42.9,69.94,71.36
557.98,41.2,43,69.87,71.4
558.55,41.7,43.1,69.77,71.43
559.09,41.4,43.1,69.74,71.29
559.66,41.4,43.2,69.67,71.19
560.23,41.4,43.5,69.7,70.92
560.77,41.1,43.7,69.7,70.79
561.34,41.5,43.8,69.74,71.19
561.91,26.8,43.9,69.74,71.23
562.46,41.5,43.5,69.74,71.26
563.03,40.5,44.2,69.84,71.26
563.6,41.5,42.9,69.87,71.29
564.14,41.1,43.5,70.01,70.24
564.71,41.5,43.1,69.97,71.23
565.27,41.7,43.2,70.14,71.19
565.82,41.3,46.3,69.91,71.19
566.4,41.8,44.1,69.84,71.06
566.96,41.5,43.8,69.84,71.09
567.51,41,43.4,70.18,71.26
568.08,41.3,43.4,70.35,71.4
568.64,41.4,43.6,70.24,71.33
569.19,41.7,43.8,70.08,71.29
569.76,41.3,44,69.94,71.29
570.32,41.2,44.4,69.91,70.55
570.87,41.7,44,69.91,71.36
571.44,41.2,44.2,70.01,71.43
572.0,41.5,44.3,69.94,71.43
572.55,41.3,44.6,69.91,71.43
573.12,41.6,44.4,69.87,71.4
573.69,41.6,44.5,69.91,71.29
574.24,41.8,44.6,69.81,71.29
574.81,41.8,44.6,69.81,71.46
575.37,40.8,44,69.7,71.67
575.92,41.6,45.1,69.67,71.4
576.49,41.7,44.7,69.57,71.23
577.05,41.9,44.6,69.6,71.33
577.6,41.8,44.7,69.54,71.29
578.17,42,44.6,69.6,71.26
578.73,41.2,44.5,69.47,71.46
579.3,41.6,37.1,69.5,70.89
579.85,41.1,44.6,69.47,71.63
580.41,41.4,44.1,69.47,71.43
580.98,41.8,44.6,69.47,71.43
581.53,41.6,44.2,69.47,71.36
582.1,41.7,44.4,69.47,71.33
582.67,41.7,44.3,69.47,71.29
583.22,41.3,44.4,69.74,70.82
583.78,41.7,43.8,69.5,71.43
584.33,41.8,44.5,69.47,71.5
584.91,41.9,45.7,69.47,71.6
585.46,42,44.5,69.5,71.57
586.02,42,44.8,69.44,71.53
586.6,41.8,44.8,69.4,71.53
587.14,42,44.7,69.4,71.46
587.71,38.9,44.4,69.37,71.43
588.28,42.2,44.4,69.44,71.33
588.83,42.3,44.5,69.47,71.19
589.39,41.6,44.6,69.6,71.16
589.96,42.1,44.8,69.64,71.16
590.51,42,44.6,69.74,71.16
591.07,42.3,44.6,69.97,71.26
591.64,42.5,44.7,69.97,71.33
592.19,42.3,45,70.01,71.33
592.76,41.5,44.5,70.04,71.33
593.31,42.5,46.6,69.94,71.36
593.88,42.2,44.5,69.91,71.4
594.45,42.3,45,69.97,71.33
595.0,42.5,45.1,69.97,71.26
595.57,42.3,44.7,69.84,71.29
596.12,42.6,44.8,69.91,71.29
596.69,42,44.7,69.94,71.33
597.25,42.7,44.6,69.87,71.26
597.8,42.7,45,69.84,71.57
598.37,43,44.6,69.84,71.77
598.94,42.8,44.8,69.87,71.77
599.5,42.7,44.2,69.87,71.84
600.05,42.7,44.4,69.91,71.91
600.62,43.2,59.1,69.81,71.8
601.18,41,44.4,69.74,71.67
601.73,42.6,45.1,69.7,71.6
602.3,42.9,45,69.74,71.63
602.87,42.3,44.7,69.74,71.4
603.41,42.8,44.4,69.77,71.36
603.98,42.6,44.9,69.81,71.6
604.55,42.7,44.8,70.04,71.91
605.1,42.7,44.7,70.11,71.94
605.66,43,44.5,70.08,71.67
606.23,42.6,45.5,70.08,71.7
606.78,42.1,44.8,70.08,71.67
607.35,42.1,45.1,70.14,71.67
607.9,42.2,45,70.14,71.6
608.47,42,45.9,70.11,71.67
609.03,42.2,44.5,70.14,71.7
609.58,42.1,45,70.14,71.63
610.15,41.7,45.3,70.14,71.67
610.72,42,45.2,70.14,71.7
611.27,41.7,45.3,70.11,71.74
611.84,41.7,45.4,70.14,71.67
612.4,42.1,45.2,70.14,71.67
612.95,42.2,45.2,70.14,71.91
613.52,41.6,45.1,70.14,71.74
614.09,41.9,45.1,70.14,71.74
614.63,42.2,46.1,70.18,71.6
615.2,41.5,45.8,70.14,71.7
615.77,42,45.4,70.18,71.74
616.32,41.6,45.6,70.21,71.57
616.89,41.3,45,70.31,71.53
617.43,42,45.9,70.11,71.36
618.0,41.5,45.9,70.08,71.6
618.57,42,46,70.11,71.57
619.13,42,46.2,70.04,71.7
619.68,42.1,46.1,70.08,71.77
620.25,41.8,45.6,70.08,71.6
620.8,42.1,45.6,70.08,71.46
621.37,42,46.2,70.21,71.36
621.94,41.4,44.5,70.11,71.36
622.49,42.6,42.5,70.62,71.53
623.05,41.8,46,70.18,71.67
623.6,41.9,45.7,70.21,71.8
624.17,41.8,45.5,70.18,71.7
624.74,42.2,45.1,70.14,71.57
625.28,41.4,45.6,70.14,71.7
625.85,41.6,45.5,70.14,71.74
626.42,41.6,45.5,70.08,71.67
626.99,41.8,45.8,70.04,71.5
627.53,42,45.3,70.08,71.43
628.1,42.2,45.3,70.04,71.46
628.67,41.7,45.6,70.04,71.5
629.22,41.3,45.6,70.04,71.53
629.78,41.7,45.4,70.11,71.53
630.33,41.8,45.5,70.08,71.63
630.9,41.6,46.2,70.01,71.63
631.47,41.4,45.7,70.04,71.7
632.04,41,45.1,70.11,71.74
632.58,41.5,45.1,70.01,71.63
633.15,41.9,45.5,70.01,71.67
633.72,41,45.1,70.01,71.6
634.26,41.6,45.6,70.14,71.53
634.83,41.1,45.8,70.01,71.5
635.4,41.6,45.7,70.04,71.5
635.96,41.7,46.2,70.01,71.5
636.51,41.2,46.1,70.01,71.4
637.08,41.1,45.7,70.04,71.4
637.64,41.5,45.9,70.01,71.36
638.21,42,45.2,70.04,71.33
638.76,41.6,46,70.08,71.46
639.32,41.8,48.4,70.18,71.6
639.89,42.3,45.2,70.24,71.6
640.44,41.6,45.5,69.07,71.53
641.0,41.4,45.4,70.11,71.5
641.57,42.2,44.9,70.14,71.43
642.12,41.8,45.3,70.08,71.43
642.68,42.2,45.2,70.08,71.53
643.25,41.7,45,70.08,71.46
643.82,41.9,45.1,70.21,71.6
644.36,41.6,45.3,70.24,71.6
644.93,41.8,44.8,70.31,71.67
645.48,42,45.3,70.28,71.46
646.05,42.1,44.7,70.18,71.19
646.61,42.1,45.4,70.08,70.99
647.18,42.1,45.8,70.08,71.29
647.73,42.3,45.6,70.11,71.4
648.29,42.2,46.2,70.14,71.36
648.86,41.7,45.9,70.08,71.4
649.43,41.7,44.6,70.08,71.57
649.97,41.8,46.8,70.14,71.7
650.55,41.5,45.8,70.11,71.6
651.11,41.6,45.3,70.11,71.6
651.66,41.7,45.5,70.14,71.4
652.23,41.2,45.2,70.58,71.36
652.78,42.3,45.4,70.18,71.36
653.34,41.5,45.3,69.47,71.43
653.91,42.7,45.8,70.14,71.46
654.46,41.1,46.1,70.11,71.33
655.03,41.5,45.6,70.14,71.4
655.58,41.9,45.6,70.14,71.4
656.15,41.1,45.6,70.11,71.6
656.72,41.2,45.3,70.11,71.29
657.27,41.7,45.1,70.04,71.26
657.83,41.6,45.4,70.04,71.19
658.4,41,45.8,70.01,71.29
658.95,41.4,46.1,70.01,71.4
659.51,41.5,45.8,70.04,71.46
660.08,41.2,46.2,70.08,71.53
660.65,41.4,46,70.11,71.4
661.19,41.4,46.4,70.01,71.36
661.76,41.4,48.7,69.97,71.46
662.33,41.8,46.4,69.97,71.43
662.89,41.7,46.5,70.04,71.57
663.44,41.3,46.1,70.04,71.53
664.01,40.7,46.4,70.01,71.57
664.56,41.8,46.9,70.75,71.4
665.12,42.3,46.2,70.01,71.26
665.69,41.3,46.3,70.08,71.43
666.24,42,45.7,70.08,71.57
666.81,41.7,46.2,70.08,71.53
667.38,41.7,46,70.08,71.63
667.94,41.6,46.3,70.08,71.26
668.49,41.1,45.9,70.04,71.5
669.06,42,46.5,69.97,71.36
669.62,41.2,45.8,69.94,71.29
670.17,43.8,46.4,69.94,71.29
670.73,41.8,45.9,70.01,71.5
671.29,41.9,45.7,70.01,71.6
671.86,42,45.6,69.97,71.29
672.43,42,45.8,69.91,71.12
672.97,42.2,45.5,69.97,71.36
673.54,41.2,45.7,69.97,71.16
674.11,41.8,44.8,69.97,71.19
674.66,41.9,45.1,69.94,71.23
675.23,42.2,45.5,69.84,71.19
675.78,41.4,45.2,69.81,71.12
676.35,41.3,45.8,69.74,71.09
676.91,49.2,45.6,69.87,71.23
677.46,41.7,45.3,69.91,72.32
678.03,41.7,45.8,69.94,71.43
678.59,42.5,45.8,70.01,71.46
679.15,42.4,46.2,69.97,71.46
679.71,42.2,45.8,69.94,71.33
680.28,42.4,45.7,69.94,71.19
680.83,42.6,45.9,69.87,71.33
681.4,43,45.4,69.97,71.36
681.97,42.2,45.7,70.04,71.53
682.51,42.2,45.8,70.08,71.63
683.08,42,46.3,70.08,71.57
683.65,42.2,45.6,70.11,71.53
684.2,42.5,45.4,70.11,71.46
684.77,42.6,45.7,70.04,71.36
685.33,42.6,45.8,70.01,71.29
685.89,42.6,45.3,70.04,71.26
686.44,42.2,46.1,70.01,71.23
687.01,42.5,45.6,70.01,71.26
687.57,42.6,45.6,70.08,71.5
688.12,42,45.8,70.14,71.57
688.69,42.5,45.8,70.18,71.53
689.25,42.2,45.9,70.18,71.4
689.8,42.8,45.7,70.14,71.5
690.37,43.1,45.8,70.18,71.7
690.93,42.8,45.8,70.14,71.57
691.49,42.3,45.8,70.08,71.43
692.05,42.1,46.1,70.14,71.33
692.62,42,46.2,70.08,71.46
693.19,42.3,45.8,70.11,71.6
693.73,41.7,45.6,70.14,71.63
694.3,41.8,45.9,70.11,71.53
694.86,42.1,45.6,70.04,71.19
695.42,42,45.7,70.01,71.09
695.99,42,45.6,69.91,70.82
696.53,42,46,69.94,70.68
697.1,33,45.4,69.84,70.55
697.66,42.1,45.5,69.84,70.51
698.21,42.2,45.3,69.81,70.38
698.78,41.4,45.1,69.77,70.18
699.35,42,44.9,69.94,70.18
699.92,41.8,45.3,70.18,70.38
700.46,42,45.1,70.38,70.51
701.03,41.7,45.1,70.58,70.58
701.6,41.8,44.6,70.68,70.62
702.15,42.2,45,70.72,70.58
702.72,42.1,45.4,70.75,70.58
703.27,42,45.2,70.85,70.58
703.84,42,44.8,70.92,70.55
704.4,42.3,45,71.06,70.38
704.97,42,45,71.09,70.18
705.53,42.2,45,71.09,70.01
706.07,42.3,45,71.06,69.77
706.64,42.5,44.7,70.95,69.57
707.21,42.8,44.7,70.95,69.4
707.76,42.4,44.7,70.82,69.27
708.33,42.5,44.7,70.75,69.17
708.88,42.7,44.7,70.68,69.13
709.44,43.1,44,70.75,69.13
710.0,42.7,44.4,70.79,69.17
710.57,42.5,44.1,70.79,69.57
711.14,42.7,43.9,70.58,69.91
711.69,42.8,44.9,70.38,70.18
712.25,43.1,44.1,70.31,70.45
712.81,43.2,45,70.21,70.65
713.38,43.2,44.1,70.18,70.68
713.92,42.3,44.7,70.08,70.58
714.5,43.4,44.1,70.08,70.58
715.05,43.3,43.9,70.04,70.65
715.62,44.6,43.8,70.01,70.65
716.19,43.5,44.2,70.01,70.75
716.74,43.4,44.1,70.04,70.89
717.3,43,44,69.6,71.12
717.85,43.4,44.7,70.18,71.23
718.42,43,43.8,70.21,71.29
718.99,43.6,44,70.14,71.26
719.54,43.3,44.1,70.18,71.12
720.11,43.3,44.4,70.14,70.82
720.67,43.5,44.1,70.11,70.89
721.22,45.8,44.3,70.14,70.95
721.79,43.3,44.9,70.14,71.02
722.34,43,44.9,70.08,70.99
722.91,44,44.8,70.01,70.85
723.46,43.4,44.5,69.97,70.92
724.03,43.2,44.4,69.94,70.99
724.6,43.1,43.3,70.01,71.09
725.15,51.7,44.3,70.04,71.09
725.71,43.4,44.4,70.11,70.92
726.28,43,44.3,70.08,70.95
726.83,43.2,44.4,70.08,70.95
727.39,42.9,44.8,70.14,70.89
727.96,43.2,44.7,70.04,70.75
728.51,43.3,56.2,70.04,70.89
729.08,51.1,44.4,70.01,70.75
729.65,43.3,45.1,70.04,70.79
730.2,43.1,44.7,70.08,70.79
730.77,43.2,44.6,70.11,70.79
731.32,43.3,45.1,70.18,70.85
731.89,43,44.5,70.11,70.55
732.46,43.2,44.6,70.14,70.85
733.0,43.9,44.3,70.18,70.92
733.58,43.2,44.9,70.14,70.92
734.12,43.2,44.8,70.08,70.99
734.69,43,44.7,69.84,71.02
735.24,43.3,44.6,70.11,71.06
735.81,43.3,44.8,70.14,69.23
736.38,43.2,54.8,70.14,70.95
736.92,43,44.4,70.11,70.89
737.5,42.7,44.6,70.08,70.79
738.06,42.9,44.6,70.01,70.65
738.61,43.3,44.9,70.01,70.55
739.18,42.9,45.1,69.7,70.48
739.75,43.4,44.4,69.94,69.44
740.29,43.2,45.9,69.87,70.38
740.86,43.6,44.6,69.87,70.35
741.43,42.5,44.3,69.87,70.41
741.98,42.8,44.9,69.84,70.38
742.55,43.4,44.4,69.84,70.31
743.1,43.2,44.5,69.34,70.38
743.66,43.1,45,69.74,70.35
744.23,42.9,44.6,69.74,70.24
744.8,43.1,45,69.67,70.18
745.34,42.9,44.8,69.64,70.18
745.91,42.9,44.7,69.67,70.38
746.48,43,44.7,69.67,70.45
747.03,43.8,45.1,69.7,70.51
747.6,43.7,45.2,69.7,70.62
748.14,43,44.8,69.74,70.68
748.71,43.3,45.4,69.84,70.79
749.28,43.4,44.7,69.84,70.85
749.85,42.8,44.4,69.87,70.89
750.39,43.6,44.7,69.84,70.85
750.96,43.5,44.2,69.91,70.72
751.53,43.1,44.8,69.94,70.95
752.07,43.6,44.8,69.97,71.06
752.64,43,44.6,70.01,71.19
753.21,43.2,44.1,70.04,71.26
753.75,43,44.6,70.08,71.16
754.33,43.3,44.4,69.87,71.23
754.89,43.2,44.4,70.14,71.02
755.44,43.5,30.9,70.11,71.33
756.01,27.6,44.5,70.14,71.29
756.58,42.7,44,70.14,71.29
757.13,43.3,44.5,70.14,71.36
757.7,42.7,44.5,70.14,71.5
758.26,43.3,44.4,70.08,71.6
758.81,42.4,44.6,70.08,71.67
759.38,43.1,44.6,70.11,71.84
759.94,44.7,44.5,70.11,71.53
760.49,42.8,44.5,70.11,71.33
761.06,42.5,44.5,70.11,71.4
761.63,42.6,44.7,70.11,71.33
762.17,42.7,44.9,70.04,71.29
762.75,42.9,44.8,69.0,70.89
763.31,42.6,44.5,69.97,71.06
763.86,42.4,45.6,69.91,71.02
764.43,42.6,45.2,69.77,70.95
764.99,42.4,45,69.74,70.99
765.54,42.6,45.5,69.7,71.02
766.11,42.7,45.6,69.74,71.12
766.66,42.6,45.3,69.77,71.23
767.22,42.5,45.4,69.77,71.06
767.79,42.2,45.6,69.84,71.29
768.34,42.6,45.8,69.87,71.36
768.91,43.2,46,69.84,71.4
769.48,42.6,45.6,69.84,71.33
770.03,43.2,45.9,69.84,71.36
770.59,43.3,46.4,69.81,71.33
771.15,43.1,45.4,69.77,71.16
771.71,43.2,45.7,69.74,71.19
772.28,43.3,45.8,69.81,71.19
772.85,42.8,46,69.84,71.4
773.39,43.1,45.3,69.91,71.33
773.96,42.9,46,69.97,71.4
774.51,42.4,46.1,70.04,71.46
775.08,42.7,45.8,70.08,71.4
775.65,43.5,45.2,70.01,71.33
776.2,42.9,45.9,69.91,71.26
776.77,42.4,45.2,70.01,71.33
777.33,42.5,48.5,69.91,71.33
777.88,40.2,45.4,69.94,71.43
778.45,42.5,45.2,69.87,71.29
779.01,43.2,45.3,69.87,71.23
779.56,42.1,45.6,69.91,71.29
780.11,42.3,46.1,69.94,71.46
780.7,42.6,45.8,69.7,71.43
781.25,42.1,45.9,69.94,71.46
781.81,42.2,46.7,69.97,70.89
782.38,42.8,45.3,69.94,71.43
782.93,42.2,45.7,69.91,71.4
783.5,42,46,69.91,71.36
784.06,41.8,45.9,70.38,71.6
784.61,42.4,45.9,70.01,71.77
785.18,45.9,45.8,69.6,71.74
785.73,42.1,46.1,69.97,72.49
786.3,42.3,45.4,69.97,71.5
786.87,42.4,46.2,69.97,71.43
787.42,42.6,46.1,69.67,71.5
787.99,43,46,70.01,71.6
788.55,42.1,45.9,70.04,71.6
789.12,41.6,46.2,70.11,71.53
789.67,42.1,45.9,70.14,71.46
790.23,42.8,46.1,70.14,71.33
790.8,42.3,45.9,70.11,71.19
791.35,42.2,46,70.04,71.12
791.92,42.7,45.8,70.21,71.26
792.48,44.2,46.2,69.4,71.36
793.03,42.7,46.7,70.11,71.46
793.6,42.3,45.7,70.14,71.53
794.16,42.1,46.3,70.18,71.63
794.72,42.3,45.5,70.01,71.6
795.28,42.2,45.8,70.21,71.67
795.85,42.5,45.8,70.21,71.5
796.4,46.1,46.8,70.18,71.33
796.96,42.6,46.2,70.18,71.23
797.53,42.1,45.6,70.14,71.16
798.08,41.9,46.5,70.08,71.16
798.64,42,46.2,70.01,70.95
799.21,42.4,46.4,69.91,70.65
799.76,42,46.4,69.77,70.89
800.32,42,46.6,69.87,70.62
800.89,42.2,46.6,69.87,71.16
801.45,41.5,46.3,69.94,71.43
802.01,42.1,46.5,69.97,71.43
802.58,42.2,45.9,69.97,71.29
803.13,41.8,46.4,69.97,71.36
803.7,41.4,45.8,70.04,71.43
804.26,38,46.2,70.04,71.33
804.81,42,46.1,69.94,71.26
805.38,41,46.1,69.87,71.29
805.94,41.8,46.4,69.84,71.36
806.49,42,46.2,69.77,71.46
807.06,42.6,45.9,69.77,71.4
807.62,42.5,45.8,69.84,71.29
808.17,42.3,45.8,69.87,71.16
808.74,43,45.6,69.81,71.23
809.3,42.6,45.9,69.7,71.16
809.86,42.4,45.9,69.64,71.09
810.42,42.1,46.2,69.6,71.06
810.99,42.5,46.4,69.6,71.19
811.55,42.3,46.1,69.67,71.26
812.11,42.8,45.8,69.74,71.33
812.68,43.7,46.1,69.77,71.46
813.23,42.9,46.6,69.84,71.46
813.79,42.9,46.7,69.64,71.4
