Time (s),Motor Temps
1232.82,59.9
1233.83,59
1234.83,59.9
1235.83,59.4
1236.83,59.4
1237.83,58
1238.83,58.6
1239.84,58.4
1240.82,58.2
1241.84,59.9
1242.84,57.6
1243.84,57.6
1244.83,58
1245.85,59.6
1246.85,59.6
1247.84,58.4
1248.84,59.5
1249.85,58.6
1250.84,58.8
1251.85,58.8
1252.86,59.2
1253.85,59.8
1254.86,60.3
1255.85,59.9
1256.86,58.6
1257.85,59.4
1258.86,58.4
1259.86,59.8
1260.86,58.7
1261.86,59.8
1262.87,60.2
1263.86,59
1264.87,59.6
1265.88,59.8
1266.86,59.5
1267.88,59.4
1268.87,57.6
1269.88,60.3
1270.89,59.5
1271.88,60.2
1272.88,59.4
1273.89,60
1274.88,59.4
1275.88,60.2
1276.89,59.9
1277.9,59.8
1278.88,59.6
1279.9,58.7
1280.88,58.2
1281.9,59
1282.88,60.5
1283.89,59.8
1284.91,58.7
1285.91,59.9
1286.9,58.3
1287.91,58.4
1288.9,59.8
1289.91,58.6
1290.9,59.4
1291.91,59.2
1292.9,59.6
1293.91,59.5
1294.9,59.9
1295.93,60.2
1296.92,59.5
1297.93,59
1298.92,59.6
1299.92,59.9
1300.94,60.5
1301.93,59.6
1302.94,60.3
1303.93,60.3
1304.94,58.7
1305.93,59.6
1306.94,59.2
1307.92,60
1308.93,58.8
1309.93,58.3
1310.94,60.9
1311.93,60.2
1312.94,59.9
1313.95,60.3
1314.94,59
1315.96,58.8
1316.96,59
1317.95,60.3
1318.96,59.6
1319.95,59
1320.96,59.4
1321.95,59.4
1322.94,60.5
1323.96,58.6
1324.96,59.9
1325.95,59
1326.96,58.6
1327.98,60.3
1328.97,58.8
1329.98,60.3
1330.97,58.8
1331.97,58.8
1332.97,59
1333.98,60.2
1334.97,59.6
1335.98,60.3
1336.99,59.2
1337.98,60.6
1338.99,59.9
1339.98,59.4
1340.98,59.4
1341.99,59.5
1342.98,60
1343.99,59.2
1344.98,59
1345.99,59.5
1347.0,58.7
1348.01,59.2
1349.0,59.6
1350.01,58.8
1351.0,59
1352.01,59.2
1353.0,59.2
1354.01,59
1355.02,58.8
1356.02,58.7
1357.01,59
1358.02,58.8
1359.02,59
1360.03,58.8
1361.02,58.3
1362.01,58.7
1363.02,58.6
1364.03,58.7
1365.02,58.4
1366.03,58.3
1367.03,58.2
1368.03,58.4
1369.03,58
1370.03,58.3
1371.03,58.4
1372.04,58.4
1373.05,58.2
1374.03,57.7
1375.04,58
1376.03,57.7
1377.04,57.6
1378.03,57.6
1379.05,57.3
1380.04,57.5
1381.06,57.3
1382.04,57.1
1383.06,56.9
1384.05,57.1
1385.06,56.8
1386.05,56.8
1387.06,56.8
1388.07,55.7
1389.06,56.7
1390.07,56.4
1391.06,56
1392.08,56.3
1393.07,56.5
1394.08,56
1395.07,56.4
1396.08,56.3
1397.07,56.3
1398.08,55.9
1399.07,56.1
1400.09,56
1401.08,55.9
1402.09,56
1403.08,55.5
1404.09,55.5
1405.08,55.5
1406.09,55.3
1407.1,55.3
1408.09,55.1
1409.1,55.2
1410.11,55.1
1411.09,54.9
1412.1,55.1
1413.11,54.7
1414.1,54.8
1415.1,54.7
1416.11,54.1
1417.1,54.8
1418.11,54.5
1419.12,54.8
1420.12,54.5
1421.11,54.7
1422.12,54.4
1423.11,54.7
1424.11,54.4
1425.12,54.4
1426.13,54.4
1427.12,53.8
1428.12,53.8
1429.13,53.8
1430.1,53.4
1431.13,53.7
1432.14,53.3
1433.13,53.3
1434.14,53.6
1435.15,53
1436.14,53.3
1437.13,53
1438.15,53
1439.14,53
1440.15,53.4
1441.14,53
1442.16,53.4
1443.14,52.6
1444.15,53
1445.16,52.9
1446.15,53.2
1447.15,52.8
1448.16,53.2
1449.15,52.4
1450.16,52.6
1451.17,52.5
1452.16,52.2
1453.18,52.5
1454.17,52.1
1455.17,52.1
1456.16,52.2
1457.17,52.1
1458.18,51.8
1459.17,52.1
1460.17,51.8
1461.16,52.1
1462.19,51.4
1463.17,52.4
1464.16,52.1
1465.18,52.2
1466.19,51.8
1467.18,52.2
1468.19,51.8
1469.16,52.1
1470.2,51.6
1471.19,51.7
1472.2,51.6
1473.19,51.6
1474.19,51.2
1475.19,51.4
1476.2,51.3
1477.21,51.3
1478.21,51
1479.19,51.2
1480.21,50.9
1481.2,51.2
1482.21,50.5
1483.2,50.5
1484.22,51
1485.21,50.9
1486.23,50.8
1487.21,50.9
1488.23,51
1489.22,51.2
1490.22,50.9
1491.23,50.8
1492.22,50.6
1493.23,50.5
1494.23,50.6
1495.24,50.4
1496.23,50.5
1497.24,50.2
1498.23,50.1
1499.24,50.2
1500.24,50.2
1501.24,50.1
1502.25,50.2
1503.24,50
1504.25,50.1
1505.25,50.1
1506.24,50
1507.25,49.8
1508.24,50.1
1509.25,49.8
1510.26,50.1
1511.24,49.8
1512.26,49.7
1513.26,49.7
1514.27,49.8
1515.26,49.7
1516.27,50
1517.25,49.4
1518.26,49
1519.25,50.5
1520.26,49.4
1521.28,48.8
1522.27,50
1523.28,49.4
1524.27,50.2
1525.28,49.4
1526.27,50.4
1527.28,49.3
1528.29,50.2
1529.28,48.9
1530.29,48.6
1531.28,51.2
1532.29,49.4
1533.28,50.6
1534.29,49
1535.29,48.8
1536.28,52
1537.31,51.4
1538.31,51.8
1539.3,51
1540.31,51.2
1541.3,51.4
1542.31,51
1543.29,51.4
1544.31,50.6
1545.32,52
1546.31,51.7
1547.3,52
1548.31,51.6
1549.33,50.5
1550.32,51
1551.33,51.4
1552.32,51.4
1553.31,50.8
1554.33,50.8
1555.32,52.1
1556.33,51.8
1557.32,52.5
1558.33,50.9
1559.32,51
1560.34,50.1
1561.32,52.9
1562.34,52.4
1563.33,51.2
1564.34,52
1565.33,52.4
1566.34,52
1567.35,51.6
1568.34,51.6
1569.35,51.7
1570.36,51.6
