Time (s),Current
669.69,22.4
669.94,13.9
670.07,16.1
670.18,15.1
670.28,11.4
670.42,8.1
670.52,9.9
670.63,9.1
670.7,10.9
670.85,21.6
670.99,18.6
671.1,9.4
671.2,1.4
671.48,14.6
671.57,12.4
671.73,10.9
671.83,19.1
671.94,19.6
672.08,18.1
672.22,22.1
672.36,26.4
672.53,15.1
672.62,7.9
672.7,9.6
672.86,-1.2
672.98,4.4
673.08,12.6
673.2,24.9
673.29,23.1
673.44,23.1
673.59,18.6
673.68,21.9
673.93,10.9
674.02,3.9
674.17,-4.0
674.3,-1.0
674.43,2.4
674.53,5.9
674.62,-1.5
674.76,0.6
674.89,8.4
675.02,4.4
675.13,3.1
675.24,7.9
675.4,13.6
675.5,8.1
675.64,19.1
675.79,12.9
675.89,10.1
675.99,9.9
676.09,15.1
676.25,20.9
676.42,22.4
676.52,34.1
676.6,31.1
676.73,30.6
676.86,35.4
677.0,36.9
677.13,43.1
677.23,43.1
677.38,46.1
677.47,50.4
677.6,53.4
677.7,61.1
677.86,71.1
677.98,76.1
678.08,92.9
678.23,103.9
678.31,104.9
678.44,101.4
678.57,107.4
678.71,93.1
678.83,17.4
678.95,-19.7
679.05,-1.0
679.16,3.4
679.31,1.1
679.44,-0.5
679.61,0.1
679.77,1.1
679.88,-1.2
680.04,-1.2
680.19,1.6
680.32,0.6
680.46,2.1
680.55,2.4
680.71,1.6
680.86,-1.0
680.98,0.1
681.06,-0.2
681.15,38.4
681.31,30.4
681.47,19.1
681.59,12.9
681.71,20.6
681.84,25.1
681.98,35.1
682.19,47.4
682.31,50.4
682.48,53.4
682.61,52.1
682.72,51.6
682.89,58.9
682.99,67.4
683.13,110.6
683.28,92.9
683.4,72.9
683.49,85.6
683.64,77.1
683.76,79.6
683.86,93.9
683.99,-27.0
684.09,-4.7
684.23,8.9
684.4,2.4
684.5,16.6
684.62,5.9
684.75,8.4
684.9,20.9
684.99,18.1
685.09,11.9
685.3,3.6
685.43,0.0
685.61,-4.7
685.74,-1.2
685.87,2.4
685.97,-2.2
687.03,-3.0
687.14,9.1
687.25,8.9
687.4,15.1
687.48,15.1
687.66,15.6
687.77,-5.7
687.85,-3.5
687.98,1.9
688.09,2.4
688.26,1.1
688.47,1.6
688.62,-1.7
688.75,0.1
688.88,1.6
688.97,1.6
689.11,1.6
689.24,0.6
689.39,0.9
689.49,1.4
689.59,0.9
689.73,1.1
689.99,1.1
690.1,0.9
690.25,1.6
690.36,4.4
690.46,1.6
690.57,21.9
690.74,-3.2
690.85,2.4
690.95,1.6
691.07,1.6
691.23,1.1
691.46,0.6
691.61,25.4
691.75,18.6
691.87,3.9
691.96,16.4
692.14,27.9
692.22,22.4
692.37,19.9
692.48,16.6
692.66,18.9
692.8,20.1
692.91,24.4
693.02,33.9
693.21,32.4
693.33,40.9
693.42,73.1
693.56,78.4
693.66,90.1
693.77,90.1
693.93,83.1
694.04,98.4
694.27,109.4
694.36,135.1
694.52,136.9
694.71,133.1
694.81,148.1
694.91,154.4
695.01,159.9
695.19,161.6
695.3,173.1
695.42,164.9
695.52,109.4
695.69,63.9
695.79,42.6
695.92,28.4
696.05,1.1
696.2,-1.5
696.29,1.4
696.44,11.9
696.57,-3.0
696.7,-2.5
696.83,4.6
696.92,1.9
697.08,2.1
697.21,1.1
697.34,0.9
697.46,3.1
697.61,-2.5
697.71,1.6
697.81,0.4
697.94,7.1
698.06,-3.2
698.21,0.6
698.31,2.4
698.45,-1.2
698.59,1.6
698.71,-0.7
698.83,0.1
698.93,50.4
699.06,45.1
699.2,33.9
699.3,20.6
699.45,4.6
699.64,37.9
699.73,53.9
699.87,26.6
699.96,5.9
700.13,18.4
700.24,32.6
700.39,27.9
700.49,32.1
700.65,49.4
700.79,51.6
700.92,48.4
701.03,47.4
701.18,42.4
701.28,1.6
701.41,64.9
701.52,82.1
701.64,44.1
701.79,62.6
701.88,83.4
702.03,79.9
702.13,90.4
702.23,90.9
702.42,92.4
702.55,99.6
702.65,111.9
702.84,107.9
703.01,142.6
703.14,180.6
703.25,171.4
703.36,127.6
703.5,88.9
703.63,37.1
703.75,33.6
703.87,20.9
703.99,25.9
704.12,12.1
704.27,0.4
704.4,7.9
704.53,7.9
704.64,4.6
704.77,1.6
704.9,2.1
705.07,1.6
705.18,-1.5
705.3,-2.2
705.4,0.0
705.55,1.1
705.7,26.6
705.8,53.4
705.91,70.4
706.07,49.1
706.18,56.6
706.31,58.1
706.44,-14.5
706.58,-4.7
706.67,2.4
706.78,-0.2
706.89,-2.0
707.08,-2.5
707.18,-1.5
707.3,3.6
707.46,0.1
707.57,1.1
707.7,-0.7
707.81,-1.2
707.91,1.1
708.05,-0.2
708.2,1.4
708.31,2.6
708.46,-0.5
708.59,2.4
708.73,1.9
708.84,2.6
708.95,0.6
709.07,0.9
709.16,1.1
709.25,0.1
709.46,1.1
709.56,1.6
709.67,1.6
709.81,10.4
709.93,29.6
710.08,39.9
710.22,19.4
710.35,38.9
710.44,21.1
710.57,27.6
710.68,23.9
710.83,-2.2
710.96,16.1
711.09,41.4
711.18,43.9
711.32,6.9
711.48,-8.0
711.6,22.4
711.71,17.1
711.79,16.6
711.95,-5.5
712.08,-3.5
712.17,1.9
712.45,-0.5
712.53,1.6
712.68,-0.2
712.81,0.4
712.97,0.4
713.06,0.6
713.18,0.9
713.33,0.6
713.48,0.6
713.56,0.6
713.7,-0.5
713.81,1.4
713.94,0.6
714.08,10.4
714.16,2.9
714.24,-1.7
714.43,0.1
714.52,2.1
714.69,-0.2
714.79,0.6
714.92,0.6
715.03,0.6
715.17,0.9
715.27,0.6
715.46,1.1
715.56,0.0
715.65,0.9
715.76,0.9
715.9,0.6
716.05,0.9
716.15,0.6
716.31,1.6
716.69,1.1
716.82,0.9
716.92,1.6
717.05,0.9
717.2,1.4
717.36,0.6
717.47,0.9
717.55,1.6
717.62,0.9
717.76,0.9
717.94,1.6
718.03,0.9
718.12,1.1
718.21,1.1
718.34,0.9
718.51,1.1
718.74,0.6
718.85,1.6
719.01,0.9
719.12,0.9
719.23,0.6
719.34,0.9
719.52,1.6
719.62,0.6
719.7,1.4
719.88,0.9
719.97,0.4
720.21,0.9
720.34,0.9
720.52,0.6
720.61,1.4
720.7,0.6
720.82,1.1
720.97,1.1
721.11,0.4
721.26,1.4
721.37,0.4
721.47,0.4
721.54,1.4
721.67,0.6
721.89,0.6
721.99,0.9
722.09,0.6
722.18,1.1
722.29,0.6
722.5,0.6
722.7,0.6
722.86,0.1
722.96,0.6
723.12,0.6
723.25,0.6
723.35,0.1
723.46,0.4
723.57,0.4
723.74,0.9
723.87,0.1
723.96,0.6
724.09,0.6
724.21,0.6
724.4,0.9
724.63,0.6
724.74,0.6
724.87,0.9
724.98,0.6
725.13,0.1
725.42,0.4
725.53,0.6
725.58,0.6
725.74,0.6
725.86,0.6
725.96,0.4
726.08,0.6
726.2,0.4
726.36,0.1
726.5,0.6
726.57,0.1
726.73,0.4
726.84,0.6
727.0,0.4
727.11,0.1
727.25,0.4
727.35,0.4
727.54,0.1
727.64,0.6
727.74,0.6
727.87,0.4
727.96,0.4
728.12,0.6
728.27,0.6
728.41,0.4
728.48,0.1
728.6,0.1
728.74,0.4
728.93,0.4
729.03,0.4
729.11,0.1
729.25,0.6
729.36,0.4
729.48,0.4
729.62,0.4
729.76,0.6
729.86,0.4
729.97,1.4
730.04,7.9
730.17,6.1
730.3,6.1
730.41,6.4
730.52,6.4
730.61,9.9
730.75,7.6
730.89,6.6
731.0,2.6
731.22,5.6
731.35,17.9
731.51,9.9
731.67,13.6
731.8,15.4
731.89,15.1
732.02,16.1
732.18,17.4
732.29,17.6
732.44,17.9
732.54,20.4
732.67,19.1
732.85,20.4
732.95,22.4
733.02,22.1
733.15,23.1
733.3,24.4
733.46,24.4
733.59,24.4
733.69,23.4
733.83,26.9
733.95,24.9
734.27,28.9
734.37,27.1
734.46,19.4
734.58,17.9
734.68,32.6
734.86,27.1
734.97,25.6
735.06,29.6
735.2,15.1
735.31,-4.5
735.5,0.6
735.61,2.9
735.69,1.9
735.82,9.6
735.91,16.4
736.1,15.1
736.22,2.4
736.33,2.9
736.44,31.6
736.53,8.1
736.71,3.6
736.83,3.9
736.93,5.1
737.03,4.1
737.16,4.1
737.29,6.4
737.43,8.4
737.67,7.9
737.8,10.4
737.92,10.1
738.08,9.9
738.19,9.9
738.36,11.4
738.47,6.1
738.55,12.6
738.7,8.4
738.81,10.9
738.93,11.6
739.08,8.6
739.18,11.4
739.3,8.6
739.43,3.6
739.55,4.1
739.68,8.1
739.8,7.6
739.92,8.1
740.08,9.4
740.18,9.1
740.28,10.9
740.37,6.9
740.47,4.6
740.66,4.6
740.77,2.6
740.85,-2.2
740.93,-1.5
741.03,1.1
741.23,-1.0
741.34,4.6
741.54,7.6
741.63,6.9
741.79,-0.2
741.93,0.0
742.07,0.1
742.16,1.6
742.24,1.6
742.38,0.1
742.55,1.4
742.7,0.1
742.86,0.6
743.02,0.4
743.14,0.0
743.27,0.6
743.38,0.9
743.51,1.1
743.64,0.1
743.72,0.9
743.85,1.4
743.99,0.4
744.13,1.4
744.27,2.4
744.34,3.6
744.53,3.6
744.63,3.4
744.74,1.6
744.87,1.6
744.98,1.9
745.12,2.1
745.24,4.9
745.34,8.9
745.49,5.1
745.58,6.9
745.7,6.9
745.84,5.1
745.99,5.6
746.08,3.9
746.22,5.6
746.36,5.9
746.55,8.4
746.86,12.6
747.02,12.1
747.14,16.6
747.25,16.1
747.34,20.9
747.5,17.1
747.61,19.1
747.78,19.4
747.92,19.1
748.03,20.9
748.17,21.4
748.27,22.4
748.49,28.6
748.61,30.4
748.71,27.6
748.84,28.6
748.94,25.9
749.15,30.1
749.28,36.6
749.35,35.9
749.46,33.6
749.59,32.1
749.78,31.4
749.88,32.6
750.01,37.9
750.1,37.9
750.18,38.9
750.35,42.9
750.56,44.6
750.65,55.4
750.75,54.4
750.9,55.4
751.03,57.9
751.19,59.1
751.31,20.9
751.46,-9.0
751.56,-0.2
751.72,-1.0
751.82,-1.7
751.96,-3.5
752.07,0.6
752.32,-1.2
752.45,-1.7
752.68,-1.5
752.82,-0.2
752.95,-1.2
753.08,-0.2
753.24,-2.0
753.33,1.6
753.47,-0.5
753.55,0.6
753.68,1.1
753.79,0.1
753.93,-1.5
754.04,2.4
754.13,0.9
754.28,1.6
754.4,0.0
754.5,1.4
754.63,0.4
754.76,3.4
754.89,4.4
755.03,-1.5
755.13,2.6
755.23,6.6
755.34,11.4
755.54,10.9
755.65,10.1
755.77,12.9
755.91,8.9
756.01,12.1
756.21,12.9
756.32,13.1
756.45,17.1
756.53,17.1
756.67,17.1
756.79,14.6
756.96,19.1
757.2,17.6
757.32,19.1
757.46,21.4
757.58,19.1
757.68,18.1
757.82,18.9
757.91,19.4
758.06,-1.5
758.19,-4.0
758.27,2.4
758.42,-1.7
758.56,0.0
758.6,1.6
758.72,0.4
758.88,0.6
758.98,-1.2
759.1,-0.2
759.19,-0.7
759.34,-1.5
759.47,-0.2
759.58,0.1
759.7,-0.5
759.82,0.4
759.91,-0.2
760.19,0.0
760.33,0.0
760.42,0.1
760.57,-0.2
760.69,-1.0
760.86,0.6
760.95,0.6
761.07,0.4
761.23,0.1
761.37,0.0
761.5,0.0
761.59,0.1
761.73,0.6
761.85,0.6
761.99,0.1
762.13,-0.2
762.29,0.6
762.39,0.4
762.5,0.6
762.62,0.0
762.8,1.1
762.89,0.6
763.01,0.1
763.26,0.0
763.43,0.1
763.56,0.9
763.64,0.6
763.79,-0.2
763.88,0.4
764.09,0.9
764.22,0.6
764.41,0.1
764.54,0.6
764.66,0.4
764.81,0.6
764.93,0.6
765.0,0.4
765.13,0.1
765.32,0.6
765.43,0.0
765.53,0.4
765.65,0.4
765.77,0.4
765.89,0.1
766.07,0.1
766.16,0.1
766.29,0.1
766.4,0.4
766.53,0.1
766.63,0.4
766.75,0.6
766.86,0.4
766.99,0.4
767.26,0.1
767.39,0.1
767.48,0.1
767.65,0.1
767.81,0.1
767.93,0.1
768.03,0.4
768.14,0.1
768.28,0.1
768.39,0.6
768.54,0.1
768.68,0.1
768.8,0.4
768.89,0.0
769.04,0.4
769.15,0.1
769.32,0.1
769.42,0.1
769.51,0.4
769.62,0.4
769.76,0.4
769.94,0.4
770.04,0.0
770.11,0.1
770.24,0.1
770.34,0.1
770.49,0.1
770.64,0.1
770.73,0.1
770.84,0.1
770.96,0.1
771.09,0.0
771.26,0.1
771.36,0.1
771.43,0.4
771.58,0.1
771.71,0.1
771.86,0.1
771.96,0.4
772.07,0.4
772.18,0.1
772.3,0.4
772.54,0.4
772.71,0.1
772.78,0.1
772.9,0.4
773.03,0.1
773.18,0.4
773.29,0.1
773.42,0.0
773.52,0.1
773.65,0.4
773.81,0.4
773.89,0.4
774.02,0.1
774.15,0.6
774.28,0.1
774.38,0.4
774.55,0.4
774.65,0.4
774.75,0.4
774.84,0.0
775.01,0.1
775.17,0.4
775.27,0.1
775.38,0.1
775.51,0.1
775.69,0.1
775.81,0.1
775.92,0.4
776.02,0.4
776.2,0.4
776.31,0.4
776.41,0.1
776.53,0.4
776.65,0.1
776.74,0.1
776.84,0.4
777.01,0.1
777.29,0.1
777.42,0.4
777.51,0.1
777.66,0.4
777.8,0.4
777.9,0.4
778.01,0.0
778.12,0.1
778.25,0.4
778.37,0.4
778.64,0.1
778.75,0.4
778.86,0.4
778.99,0.1
779.17,0.0
779.26,0.1
779.36,0.1
779.5,0.4
779.62,0.1
779.78,0.0
779.86,0.1
779.95,0.4
780.11,0.4
780.23,0.4
780.37,0.4
780.48,0.4
780.59,0.1
780.68,0.4
780.77,0.4
780.92,0.1
781.08,0.1
781.17,0.1
781.4,0.4
781.55,0.4
781.66,0.1
781.77,0.4
782.07,0.4
782.19,0.4
782.29,0.1
782.38,0.4
782.55,0.4
782.66,0.4
782.8,0.0
782.92,0.4
783.16,0.4
783.25,0.4
783.42,0.1
783.56,0.1
783.66,0.1
783.78,0.1
783.86,0.1
783.96,0.0
784.16,0.1
784.34,0.0
784.6,0.1
784.75,0.6
784.92,0.1
785.12,0.6
785.21,0.1
785.28,0.1
785.47,0.1
785.6,0.4
785.78,0.1
785.89,0.1
786.08,0.4
786.2,0.0
786.32,0.4
786.57,0.1
786.68,0.4
786.76,0.1
786.95,0.1
787.09,0.1
787.18,0.4
787.28,0.4
787.45,0.4
787.57,0.0
787.69,0.4
787.8,0.1
787.91,0.1
788.07,0.1
788.2,0.1
788.37,0.1
788.49,0.1
788.61,0.1
788.67,0.0
788.76,0.6
788.94,0.1
789.07,0.1
789.18,0.1
789.29,0.4
789.43,0.1
789.57,0.4
789.65,0.4
789.78,0.0
789.96,0.1
790.07,0.1
790.2,0.1
790.29,0.1
790.46,-0.2
790.59,-0.2
790.69,-0.2
790.77,0.0
790.91,0.1
791.0,0.1
791.11,0.1
791.26,0.1
791.39,0.1
791.53,0.0
791.61,0.1
791.72,-0.2
791.92,0.0
792.08,0.0
792.25,-0.2
792.36,0.0
792.48,0.1
792.62,0.0
792.73,0.0
792.84,0.0
792.94,0.4
793.06,0.1
793.3,0.0
793.47,0.0
793.6,0.1
793.67,0.1
793.79,0.0
793.91,0.0
794.09,0.1
794.18,0.0
794.32,0.4
794.44,0.1
794.69,0.0
794.81,0.0
794.94,0.0
795.05,0.0
795.17,0.0
795.26,-0.2
795.39,-0.2
795.59,0.1
795.8,0.0
795.92,0.0
796.06,0.0
796.18,0.1
796.26,0.4
796.46,-0.2
796.68,0.1
796.77,0.1
796.95,0.1
797.07,0.0
797.18,-0.2
797.32,0.0
797.65,-0.2
797.77,0.1
798.01,0.0
798.13,0.0
798.24,0.0
798.42,0.0
798.68,0.0
798.83,0.0
798.94,0.0
799.11,0.0
799.32,-0.2
799.44,0.0
799.52,0.0
799.66,-0.2
799.81,0.0
799.91,0.1
800.02,0.0
800.13,0.0
800.24,-0.2
800.42,0.0
800.55,0.0
800.66,0.0
800.79,0.1
800.93,0.1
801.04,0.0
801.15,0.1
801.3,0.0
801.42,0.0
801.64,0.0
801.78,0.1
801.92,0.1
802.01,0.0
802.13,-0.2
802.21,0.0
802.42,0.1
802.51,0.1
802.69,0.1
802.86,-0.2
802.96,0.0
803.08,0.1
803.2,0.0
803.37,0.0
803.49,0.1
803.58,0.0
803.7,0.0
803.87,0.1
803.97,0.1
804.12,0.0
804.26,0.0
804.42,0.1
804.63,0.0
804.77,0.1
804.9,0.0
805.02,0.0
805.15,0.0
805.27,-0.2
805.4,0.1
805.51,0.1
805.64,0.1
805.83,0.1
805.95,0.0
806.03,0.1
806.15,0.0
806.3,0.1
806.43,0.1
806.52,0.1
806.63,-0.2
806.79,0.0
806.94,0.0
807.04,-0.2
807.16,0.4
807.3,0.4
807.44,0.0
807.57,0.0
807.71,0.0
807.82,0.0
807.95,0.0
808.04,0.1
808.2,0.0
808.32,0.1
808.48,0.0
808.58,0.4
808.72,0.1
808.84,0.1
808.96,0.4
809.14,-0.2
809.31,0.0
809.46,0.0
809.58,0.0
809.77,0.0
809.88,0.0
809.99,0.0
810.08,0.4
810.25,0.1
811.36,0.1
811.44,0.1
811.56,0.0
811.68,0.0
811.8,0.0
811.92,-0.2
812.03,-0.2
812.14,-0.2
812.27,0.1
812.38,0.0
812.51,0.0
812.62,0.0
812.76,0.0
812.89,0.1
813.02,0.0
813.16,0.1
813.26,0.0
813.52,0.0
813.78,0.1
814.2,0.1
814.31,0.0
814.43,0.0
814.7,0.0
814.86,0.1
814.96,0.1
815.11,0.1
815.26,0.1
815.45,0.0
815.6,0.1
815.74,0.0
815.94,-0.2
816.04,0.0
816.16,0.0
816.32,-0.2
816.43,0.1
816.57,0.0
816.67,0.1
816.8,0.0
816.92,-0.2
817.1,0.0
817.34,0.0
817.44,0.1
817.6,0.1
817.88,0.0
817.98,0.1
818.11,-0.2
818.26,0.1
818.51,0.0
818.68,0.1
818.78,0.0
819.02,0.0
819.16,0.0
819.31,0.0
819.38,0.1
819.52,0.0
819.62,-0.2
819.73,0.1
819.89,-0.2
819.99,0.1
820.13,-0.2
820.23,0.0
820.41,0.1
820.55,0.0
820.66,0.1
820.78,-0.2
820.88,-0.2
821.02,-0.2
821.15,0.1
821.4,0.0
821.52,0.0
821.69,-0.2
821.79,0.1
821.93,0.0
822.11,0.4
822.2,0.0
822.34,0.0
822.44,0.0
822.55,0.0
822.74,0.0
822.83,0.0
822.96,0.0
823.05,-0.2
823.21,0.0
823.3,0.6
823.46,-0.2
823.6,-0.2
823.79,0.0
823.9,-0.2
824.06,-0.2
824.18,0.0
824.32,0.1
824.4,0.1
824.56,0.0
824.69,0.0
824.82,0.1
824.93,0.0
825.09,0.0
825.18,0.0
825.3,0.1
825.41,0.0
825.61,0.0
825.72,0.0
825.83,0.0
825.97,0.1
826.14,0.1
826.25,0.0
826.37,0.1
826.5,0.1
826.65,0.0
826.75,-0.2
826.88,0.1
827.01,0.1
827.16,0.1
827.29,0.0
827.39,0.1
827.55,-0.2
827.68,0.0
827.89,0.1
828.04,0.0
828.15,0.0
828.27,0.1
828.44,0.1
828.57,-0.2
828.7,0.1
828.8,0.1
828.9,0.0
829.07,0.1
829.21,0.0
829.32,0.1
829.45,0.1
829.58,-0.2
829.7,0.0
829.82,0.1
829.94,0.0
830.14,0.1
830.26,0.0
830.34,0.0
830.51,0.1
830.64,0.0
830.76,-0.2
830.9,0.1
831.02,-0.2
831.17,0.1
831.27,0.0
831.55,0.4
831.66,-0.2
831.8,0.0
831.94,0.0
832.1,-0.2
832.18,0.0
832.27,0.0
832.41,0.1
832.52,0.0
832.7,-0.2
832.81,0.1
832.93,0.0
833.07,0.1
833.18,0.1
833.28,0.0
833.45,0.0
833.7,0.1
833.79,0.1
833.93,0.1
834.08,0.0
834.32,0.1
834.45,-0.2
834.73,0.0
834.87,0.0
835.09,-0.2
835.2,0.0
835.36,0.0
835.48,0.1
835.71,0.0
835.85,0.0
835.97,0.0
836.1,-0.2
836.22,0.0
836.37,-0.2
836.45,-0.2
836.7,0.1
836.81,0.0
836.94,0.1
837.07,0.1
837.15,0.0
837.31,0.1
837.42,0.0
837.61,0.1
837.72,-0.2
837.87,0.0
837.93,0.4
838.07,0.0
838.21,0.0
838.37,-0.2
838.46,0.0
838.6,0.0
838.73,0.1
838.87,0.0
838.99,0.4
839.09,0.4
839.22,0.0
839.33,0.4
839.5,0.0
839.61,0.1
839.74,-0.2
839.88,0.0
840.02,0.0
840.12,-0.2
840.22,0.1
840.37,0.1
840.51,0.1
840.61,0.0
840.74,0.0
840.84,0.0
840.99,0.0
841.11,0.1
841.27,0.0
841.35,0.1
841.5,0.0
841.75,-0.2
841.91,-0.2
842.02,-0.2
842.15,0.1
842.28,0.0
842.41,0.1
842.56,0.1
842.67,0.0
842.81,0.1
842.92,0.0
843.03,0.0
843.13,0.0
843.29,0.1
843.41,0.4
843.52,0.0
843.65,0.0
843.74,0.1
843.85,0.1
844.15,0.1
844.46,0.4
844.58,0.1
844.74,0.0
844.84,0.1
844.96,0.1
845.07,0.0
845.22,0.0
845.35,0.1
845.45,0.0
845.57,0.1
845.7,0.1
845.8,-0.2
845.9,0.0
846.04,0.0
846.14,-0.2
846.29,0.0
846.44,0.0
846.56,0.0
846.68,0.1
846.79,0.0
846.94,0.0
847.04,0.1
847.13,0.1
847.28,0.1
847.4,0.1
847.53,0.0
847.65,0.0
847.75,0.0
847.87,0.0
848.01,0.0
848.11,0.0
848.27,0.0
848.38,0.1
848.47,0.1
848.61,0.0
848.73,-0.2
848.85,0.4
849.0,0.1
849.09,0.0
849.2,-0.2
849.31,0.1
849.44,0.0
849.53,0.0
849.72,0.1
849.84,0.0
849.92,0.4
850.04,0.1
850.15,0.1
850.28,-0.2
850.43,0.4
850.79,0.0
851.04,0.0
851.18,-0.2
851.27,-0.2
851.4,0.0
851.5,0.1
851.68,0.1
851.79,0.0
851.91,0.1
852.04,0.1
852.16,0.1
852.29,0.1
852.54,-0.2
852.78,0.1
852.93,0.0
853.03,0.0
853.3,0.0
853.54,0.1
853.69,0.0
853.81,0.1
853.96,0.0
854.1,0.1
854.19,0.0
854.34,0.0
854.46,0.0
854.64,0.1
854.73,0.0
854.93,0.1
855.13,0.0
855.22,0.1
855.41,0.1
855.58,0.1
855.72,-0.2
855.82,0.0
855.94,0.1
856.07,0.0
856.21,0.0
856.32,0.4
856.45,0.1
856.59,0.1
856.74,0.1
856.84,0.1
857.01,0.1
857.15,0.0
857.28,0.0
857.41,0.0
857.51,-0.2
857.77,0.1
857.88,0.0
858.02,-0.2
858.14,0.1
858.29,0.0
858.38,0.0
858.52,-0.2
858.65,-0.2
858.79,0.0
858.92,0.0
859.07,0.0
859.17,0.0
859.25,0.1
859.42,-0.2
859.56,0.0
859.68,0.1
859.78,0.0
859.91,0.0
860.04,0.0
860.16,0.0
860.38,0.1
860.48,0.1
860.9,0.1
861.04,0.0
861.13,0.0
861.26,-0.2
861.41,0.1
861.53,0.1
861.63,0.1
861.74,-0.2
861.84,0.1
861.95,0.0
862.1,0.0
862.22,-0.2
862.35,0.0
862.49,0.1
862.62,0.0
862.7,0.0
862.83,0.0
863.02,0.1
863.11,0.1
863.23,0.0
863.36,0.4
863.51,0.1
863.64,0.1
863.74,0.1
863.85,0.1
863.97,0.1
864.07,0.1
864.22,0.0
864.37,0.1
864.49,0.0
864.71,0.0
864.88,0.1
865.0,0.0
865.12,0.1
865.2,-0.2
865.37,-0.2
865.5,0.0
865.63,0.1
865.79,0.1
865.95,-0.2
866.05,0.0
866.16,-0.2
866.29,0.4
866.37,0.1
866.57,-0.2
866.76,-0.2
866.88,0.0
867.0,0.1
867.1,0.1
867.23,0.0
867.39,0.0
867.5,0.1
867.71,0.0
867.87,0.0
868.02,0.0
868.15,0.0
868.23,0.1
868.41,0.0
868.51,0.0
868.79,0.1
869.01,0.1
869.09,0.1
869.22,0.0
869.42,0.0
869.55,0.1
869.72,0.0
869.9,0.0
870.02,-0.2
870.29,-0.2
870.41,0.1
870.55,0.1
870.67,0.0
870.79,0.0
870.92,0.0
871.03,0.0
871.17,0.0
871.31,0.1
871.42,0.0
871.54,0.0
871.67,0.1
871.77,-0.2
871.9,0.1
872.25,0.1
872.39,0.0
872.49,0.0
872.63,0.0
872.74,0.0
872.89,0.1
873.01,0.0
873.13,0.0
873.24,0.1
873.41,0.1
873.5,0.1
873.59,0.0
873.7,0.0
873.84,0.1
873.99,0.1
874.09,0.1
874.18,-0.2
874.36,0.1
874.54,-0.2
874.63,0.0
874.75,0.0
874.85,0.0
874.95,-0.2
875.12,0.1
875.38,0.1
875.51,0.1
875.77,0.0
875.93,0.0
876.02,0.1
876.23,0.1
876.4,0.0
876.55,0.0
876.66,-0.2
876.77,-0.2
876.91,0.0
877.03,0.0
877.1,0.0
877.31,0.1
877.4,0.1
877.5,0.0
877.6,0.1
877.75,0.0
877.89,0.0
878.04,0.0
878.27,0.1
878.43,0.0
878.54,-0.2
878.67,0.1
878.82,0.1
878.9,0.0
879.02,0.0
879.16,0.1
879.34,-0.2
879.42,0.0
879.65,0.0
879.8,0.1
879.93,0.0
880.03,-0.2
880.15,0.0
880.32,0.0
880.46,0.0
880.54,0.0
880.81,0.0
880.97,-0.2
881.05,0.1
881.18,0.0
881.35,-0.2
881.46,0.1
881.61,0.0
881.72,0.1
881.84,0.0
881.96,0.0
882.07,0.1
882.19,0.0
882.32,0.0
882.46,0.0
882.54,0.1
882.68,-0.2
882.8,-0.2
882.96,0.0
883.11,0.1
883.18,0.0
883.3,0.1
883.51,0.4
883.82,0.4
883.92,0.1
884.02,0.4
884.19,0.1
884.36,0.4
884.46,0.0
884.56,-0.2
884.65,0.1
884.75,0.4
884.94,-0.2
885.05,0.1
885.2,0.1
885.3,0.1
885.41,0.1
885.53,0.1
885.8,0.1
885.91,-0.2
886.0,0.1
886.11,0.1
886.25,0.1
886.38,-0.2
886.48,0.1
886.64,0.0
886.74,0.0
886.84,0.1
886.98,0.0
887.12,0.0
887.36,-0.2
887.46,0.0
887.59,0.0
887.76,0.1
887.89,-0.2
887.99,0.0
888.11,0.1
888.26,-0.2
888.4,0.0
888.47,-0.2
888.64,0.1
888.77,0.0
888.9,0.1
889.02,0.0
889.14,0.0
889.21,0.0
889.31,0.0
889.46,0.0
889.6,0.1
889.73,0.0
889.83,0.1
889.93,0.0
890.05,0.1
890.24,0.1
890.34,0.0
890.44,0.1
890.54,0.4
890.68,0.1
890.86,0.1
890.95,0.1
891.08,0.1
891.22,0.1
891.35,-0.2
891.5,0.1
891.61,0.1
891.71,-0.2
891.83,0.1
891.92,0.0
892.03,0.1
892.22,0.1
892.33,-0.2
892.45,-0.2
892.57,0.0
892.7,0.1
892.8,0.0
892.94,0.0
893.05,0.1
893.19,0.0
893.28,0.1
893.44,0.0
893.55,0.1
893.73,0.0
893.82,0.0
893.91,0.1
894.08,0.1
894.2,-0.2
894.42,0.0
894.52,0.0
894.7,-0.2
894.82,0.0
894.91,0.1
895.0,-0.2
895.15,-0.2
895.35,0.1
895.45,0.4
895.58,0.0
895.7,0.0
895.81,-0.2
896.08,0.1
896.19,0.1
896.31,0.1
896.44,0.0
896.63,-0.2
896.75,0.0
896.84,0.0
896.94,-0.2
897.11,0.1
897.24,0.1
897.38,-0.2
897.46,0.0
897.73,0.1
897.96,0.0
898.1,0.0
898.21,0.1
898.28,0.0
898.39,0.0
898.49,0.1
898.71,0.0
898.83,0.0
898.92,0.4
899.04,0.1
899.16,0.0
899.36,0.0
899.47,-0.2
899.59,0.4
899.7,0.0
899.78,0.1
899.88,0.1
900.07,0.1
900.17,0.1
900.26,0.0
900.37,0.0
900.52,0.1
900.73,-0.2
900.94,0.1
901.07,0.0
901.19,0.0
901.44,0.1
901.57,0.0
