Time (s),MC In,MC Out,Motor In,Motor Out
644.69,18,22,18,18
645.19,18,22,17,18
645.69,18,22,18,18
646.17,18,22,18,18
646.67,17,22,17,18
647.16,18,22,17,18
647.65,17,22,17,17
648.15,15,21,17,18
648.64,17,21,17,18
649.13,17,21,17,18
649.63,18,21,17,18
650.12,17,22,17,18
650.62,17,22,17,18
651.11,13,22,18,18
651.65,17,22,18,19
652.1,18,22,17,18
652.59,18,22,17,18
653.09,18,22,18,18
653.58,18,22,17,18
654.09,18,21,18,18
654.57,17,22,17,18
655.07,17,22,16,18
655.57,17,22,17,18
656.05,17,22,18,18
656.54,17,22,18,18
657.05,17,22,18,18
657.53,17,22,18,18
658.03,17,22,17,18
658.54,17,22,17,18
659.01,17,22,17,18
659.51,17,22,17,18
660.01,17,22,17,18
660.5,17,22,17,18
660.51,17,22,17,18
660.99,17,22,19,18
661.49,17,22,17,18
661.98,17,22,17,18
662.47,17,22,17,18
662.97,17,22,17,18
663.46,17,22,18,18
663.95,18,22,18,18
664.45,18,22,18,18
664.95,17,22,18,18
665.44,18,22,17,18
665.95,17,21,17,18
666.42,17,21,17,18
666.92,17,22,17,18
667.41,18,22,17,17
667.91,17,22,17,17
668.4,18,22,17,17
668.89,17,22,17,17
669.4,17,22,17,17
669.88,18,22,17,17
670.4,17,22,16,18
670.87,17,22,17,18
671.38,17,22,17,18
671.86,17,20,17,18
672.36,17,22,17,18
672.85,17,22,17,17
673.34,17,22,18,18
673.84,18,21,17,17
674.33,17,22,17,18
674.82,17,22,17,17
675.33,17,22,17,18
675.81,17,22,17,18
676.31,17,22,17,18
676.81,17,22,17,18
677.29,17,21,17,18
677.79,17,22,17,18
678.28,18,22,18,18
678.77,18,22,18,18
679.28,19,22,17,18
679.76,17,22,17,18
680.27,17,22,17,18
680.75,17,24,17,18
681.24,15,22,18,18
681.74,18,22,18,17
682.23,17,22,17,18
682.73,17,22,17,18
683.23,17,22,17,17
683.72,18,22,18,17
684.21,17,22,18,17
684.7,17,21,18,17
685.19,16,22,18,18
685.68,17,21,18,18
686.98,18,22,18,18
687.03,18,22,18,18
687.17,17,20,18,18
687.67,17,22,17,18
688.16,17,22,17,18
688.67,17,21,17,18
689.15,16,22,17,18
689.64,17,22,18,18
690.14,17,22,17,17
690.63,16,22,17,18
691.12,17,22,17,18
691.61,17,22,17,18
692.12,17,22,17,18
692.6,17,23,18,18
693.1,17,23,18,18
693.59,17,25,18,18
694.08,17,22,17,18
694.58,17,22,17,18
695.07,17,22,17,17
695.58,16,21,17,18
696.06,16,21,18,18
696.57,17,22,17,18
697.06,17,22,17,18
697.55,17,22,18,18
698.05,19,22,17,18
698.55,16,22,17,18
699.04,17,22,17,18
699.54,17,22,17,18
700.01,8,22,17,18
700.5,17,22,17,18
701.0,17,22,17,18
701.49,17,24,17,18
701.98,17,22,17,18
702.48,17,22,18,18
702.97,22,22,18,18
703.48,17,22,18,18
703.96,17,22,18,18
704.45,19,22,18,18
704.96,17,22,17,18
705.44,17,22,17,17
705.93,17,22,17,17
706.43,17,22,17,17
706.94,17,22,17,17
707.43,17,22,17,17
707.92,17,22,17,17
708.41,17,22,18,17
708.9,17,22,17,17
709.4,17,22,17,18
709.89,17,22,17,18
710.39,18,22,18,18
710.87,17,22,16,18
711.37,17,22,17,18
711.86,17,22,17,18
712.36,17,22,17,18
712.85,17,22,18,18
713.35,17,22,17,18
713.84,17,22,17,18
714.35,17,22,17,18
714.83,17,22,17,18
715.32,16,22,17,18
715.83,17,22,17,18
716.31,17,22,17,18
716.81,17,22,16,18
717.3,17,22,17,18
717.81,17,23,17,18
718.28,17,23,17,18
718.78,17,23,17,18
719.28,17,22,17,18
719.77,17,23,17,18
720.28,17,23,17,18
720.76,17,23,17,17
721.25,17,23,17,18
721.76,18,23,17,18
722.24,18,22,17,18
722.74,17,23,17,18
723.23,17,23,17,18
723.72,17,23,17,18
724.22,18,25,17,18
724.71,18,23,18,18
725.2,18,23,18,18
725.71,18,23,18,18
726.19,18,23,18,18
726.69,18,23,18,18
727.18,19,22,17,17
727.67,19,22,17,18
728.18,19,22,17,18
728.66,19,22,18,18
729.17,19,21,18,18
729.68,20,21,17,18
730.15,20,21,17,18
730.64,20,21,17,18
731.13,20,21,17,18
731.62,20,21,17,18
732.12,19,22,19,18
732.62,19,22,17,18
733.11,19,22,19,18
733.6,19,22,18,18
734.11,20,22,19,18
734.59,19,23,19,18
735.09,19,23,19,18
735.57,18,23,18,18
736.07,18,23,18,18
736.57,18,23,18,18
737.06,19,23,19,18
737.56,18,23,19,18
738.05,18,23,18,18
738.54,18,23,18,18
739.05,21,23,18,18
739.53,18,23,18,18
740.04,18,23,18,19
740.53,16,23,18,19
741.01,17,22,18,19
741.51,17,22,17,19
742.0,17,22,17,19
742.52,17,22,18,19
742.99,17,22,17,19
743.48,17,22,17,19
743.98,17,22,17,18
744.47,17,23,17,19
744.96,16,23,18,18
745.46,17,22,18,18
745.95,18,22,17,18
746.46,18,22,17,18
746.94,18,24,17,18
747.43,18,22,15,18
747.93,17,23,17,18
748.42,17,23,18,18
748.92,17,23,17,18
749.41,17,23,17,18
749.9,17,23,18,18
750.39,17,22,18,18
750.89,17,22,18,18
751.38,17,22,16,18
751.89,17,22,17,18
752.37,16,22,17,20
752.88,17,22,17,18
753.37,17,22,17,18
753.85,18,22,17,18
754.36,17,22,17,18
754.84,17,22,17,18
755.33,17,22,17,18
755.83,17,22,17,18
756.33,17,22,18,18
756.83,17,22,17,18
757.31,17,22,17,18
757.8,17,22,17,18
758.36,17,22,17,18
758.8,17,22,17,18
759.29,17,22,17,18
759.79,17,22,17,18
760.28,17,22,17,18
760.77,17,22,17,18
761.26,17,22,18,18
761.77,17,22,17,18
762.25,17,22,17,18
762.74,17,23,17,18
763.26,17,23,17,18
763.73,17,23,17,17
764.23,17,23,17,18
764.72,18,23,17,18
765.22,18,23,17,18
765.71,18,22,17,18
766.22,19,23,17,18
766.69,19,22,18,18
767.19,19,22,18,18
767.69,19,22,18,18
768.18,19,21,18,18
768.69,19,21,18,18
769.17,19,21,17,18
769.65,19,21,20,18
770.15,19,22,18,19
770.64,19,22,18,18
771.17,19,22,17,18
771.64,19,22,17,18
772.13,19,22,17,20
772.63,19,22,17,16
773.11,19,22,17,18
773.61,19,22,17,18
774.11,20,22,17,18
774.6,19,23,17,18
775.09,19,22,17,20
775.6,19,22,17,18
776.08,21,22,18,18
776.57,19,22,18,18
777.06,19,22,18,18
777.56,19,22,18,18
778.05,19,22,18,18
778.54,19,22,18,18
779.05,19,21,18,18
779.53,20,21,18,18
780.03,21,21,18,18
780.52,20,21,17,17
781.04,20,21,18,18
781.5,20,21,17,18
782.0,20,21,17,18
782.49,20,20,17,18
782.99,20,21,17,18
783.48,20,21,17,18
783.98,20,21,17,18
784.47,20,21,17,18
784.97,19,22,17,18
785.46,19,22,17,18
785.95,19,22,18,18
786.44,19,22,17,18
786.94,19,23,17,18
787.44,19,27,17,18
787.94,20,22,17,18
788.42,20,22,24,18
788.92,20,21,26,18
789.42,20,21,18,18
789.9,20,21,18,18
790.4,20,21,18,18
790.89,20,21,18,18
791.38,20,22,17,18
791.88,20,21,17,18
792.37,20,21,17,19
792.87,20,21,17,19
793.36,20,21,17,19
793.85,20,22,17,19
794.34,20,21,17,19
794.83,20,21,17,19
795.33,20,21,17,19
795.83,20,21,17,19
796.34,19,21,17,19
796.82,19,22,17,19
797.32,19,22,17,19
797.81,19,22,17,19
798.32,19,22,17,19
798.79,19,22,18,19
799.29,19,22,17,19
799.79,19,22,17,19
800.28,19,22,17,19
800.78,19,22,17,19
801.27,19,22,18,19
801.75,19,22,18,19
802.24,19,23,18,19
802.74,19,23,18,19
803.23,19,23,18,19
803.73,19,23,18,19
804.22,19,23,18,19
804.72,19,23,19,19
805.21,19,23,19,19
805.7,19,23,19,19
806.19,19,23,19,19
806.69,19,23,19,19
807.19,19,23,19,19
807.68,19,23,19,19
808.17,19,23,19,19
808.67,19,23,19,19
809.16,19,23,19,19
809.65,19,23,19,19
810.16,20,23,19,19
811.2,19,23,19,19
811.24,20,23,20,20
811.63,20,23,19,20
812.12,20,23,19,20
812.61,20,23,20,20
813.11,20,23,20,20
813.62,20,23,20,20
814.11,20,23,20,20
814.59,19,23,20,20
815.09,19,23,20,20
815.6,19,23,19,20
816.07,19,23,19,20
816.57,20,23,19,20
817.06,20,22,19,20
817.55,20,22,19,20
818.06,20,22,18,20
818.54,20,22,18,20
819.03,20,22,18,20
819.52,20,22,18,20
820.02,20,22,19,20
820.52,19,22,19,20
821.0,19,22,19,20
821.51,19,22,19,20
822.0,19,22,19,20
822.49,19,23,19,20
822.98,20,23,19,20
823.48,19,23,19,20
823.97,19,23,19,20
824.47,20,23,19,20
824.98,19,23,19,20
825.45,19,23,19,20
825.95,19,23,19,20
826.44,19,23,19,20
826.94,19,23,19,20
827.43,19,23,19,20
827.92,19,23,19,20
828.41,19,23,19,20
828.91,20,23,19,20
829.42,19,23,19,20
829.9,19,23,19,20
830.39,19,23,19,20
830.89,19,23,19,20
831.38,19,23,18,20
831.87,19,23,18,21
832.37,19,23,18,20
832.86,19,23,18,21
833.35,19,23,19,21
833.85,19,23,19,21
834.34,19,23,19,21
834.83,19,23,19,21
835.34,19,23,19,21
835.83,19,23,19,21
836.32,19,23,19,21
836.82,19,23,19,21
837.3,19,23,18,21
837.8,19,23,18,21
838.29,19,23,19,21
838.79,19,23,19,21
839.28,19,23,19,21
839.77,19,23,18,21
840.26,20,23,18,21
840.76,20,22,18,21
841.25,19,22,18,21
841.75,19,22,18,21
842.24,19,22,18,21
842.74,19,22,18,21
843.25,19,22,18,21
843.73,19,22,18,21
844.22,19,22,18,21
844.71,19,22,18,21
845.2,19,22,18,21
845.7,19,22,18,21
846.19,19,22,18,21
846.69,19,22,18,21
847.18,19,23,18,21
847.68,19,23,18,21
848.16,19,23,18,21
848.66,19,23,18,21
849.15,19,23,19,21
849.65,19,23,19,21
850.14,19,23,19,21
850.63,19,23,19,21
851.13,19,23,19,21
851.62,20,23,19,21
852.12,20,23,19,21
852.61,20,23,19,21
853.1,19,23,19,20
853.6,19,23,19,20
854.09,19,23,19,20
854.59,19,23,19,21
855.1,19,23,19,21
855.57,19,23,19,21
856.08,19,23,19,21
856.56,19,23,19,21
857.05,19,23,19,21
857.55,19,23,19,21
858.06,20,23,19,20
858.53,19,23,18,20
859.02,20,23,18,20
859.53,20,23,18,21
860.03,20,22,18,21
860.51,20,22,18,21
861.0,20,22,18,21
861.49,20,22,18,21
861.99,20,22,18,21
862.48,20,22,18,21
862.98,20,21,18,21
863.47,20,21,18,21
863.96,20,21,18,21
864.46,20,21,18,21
864.96,20,21,18,21
865.46,20,21,18,21
865.94,21,20,18,21
866.43,21,20,18,21
866.92,21,20,18,21
867.42,21,20,18,21
867.92,21,20,18,21
868.4,21,20,18,21
868.9,21,20,18,21
869.41,20,20,18,21
869.9,20,20,17,21
870.38,20,20,17,21
870.87,20,20,18,21
871.37,20,20,17,21
871.86,20,20,18,21
872.36,20,20,18,21
872.85,20,20,17,21
873.34,20,21,18,21
873.83,20,21,18,22
874.33,20,21,17,21
874.82,20,21,18,21
875.31,20,21,17,21
875.81,20,21,17,21
876.3,20,21,18,21
876.8,20,20,18,21
877.3,20,20,18,21
877.79,20,20,18,20
878.28,20,20,18,21
878.77,20,21,18,21
879.27,20,21,17,21
879.77,20,21,18,21
880.26,20,21,17,22
880.76,20,21,17,22
881.24,20,22,17,22
881.74,19,22,18,22
882.24,19,22,18,22
882.72,19,22,18,22
883.22,19,22,18,22
883.71,19,22,18,22
884.2,19,22,18,22
884.69,19,22,18,22
885.19,19,22,18,22
885.68,19,23,18,22
886.17,19,23,18,22
886.67,19,23,18,22
887.17,19,23,18,22
887.66,19,23,19,22
888.16,20,23,19,22
888.64,20,23,19,22
889.14,20,23,19,22
889.65,20,23,18,23
890.15,20,23,18,23
890.64,20,23,18,23
891.12,20,23,18,23
891.6,20,23,18,23
892.12,20,23,18,23
892.6,19,23,18,23
893.09,19,23,18,23
893.61,19,23,18,23
894.07,19,23,18,23
894.57,19,23,19,23
895.06,19,23,19,23
895.55,19,23,19,23
896.05,20,23,18,23
896.54,20,23,18,23
897.04,20,23,18,23
897.53,20,23,18,23
898.02,20,23,18,23
898.51,20,23,18,23
899.01,20,23,18,23
899.5,19,23,18,24
900.01,19,23,18,23
900.5,19,23,18,24
900.98,19,23,18,24
901.47,19,24,18,23
901.97,19,24,18,23
902.48,19,24,18,23
902.96,19,24,18,23
903.45,20,24,19,23
903.94,20,24,19,23
904.44,19,24,19,23
904.93,19,24,19,23
905.43,19,24,19,23
905.92,19,24,19,23
906.41,19,24,19,24
906.9,19,24,19,24
907.4,19,24,19,24
907.89,19,24,19,23
908.4,19,24,19,23
908.88,19,24,19,23
909.38,19,24,19,23
909.87,19,24,19,23
910.36,19,24,20,23
910.85,19,24,20,23
911.35,19,24,20,23
911.84,19,24,20,24
912.33,19,24,20,24
912.83,19,24,20,24
913.32,19,24,20,24
913.81,19,24,20,24
914.31,19,24,20,24
914.8,19,24,20,24
915.3,19,24,19,24
915.79,19,24,19,24
916.28,19,24,19,24
916.78,19,24,19,24
917.28,19,24,19,24
917.77,19,24,19,24
918.26,19,24,19,24
918.75,19,24,19,24
919.24,20,24,19,24
919.74,20,24,19,24
