Time (s),Inlet Water Temp (C),Outlet Water Temp (C),Inlet Air Temp (C),Outlet Air Temp (C)
1114.51,40.3,38.6,70.41,72.35
1115.02,40.0,38.5,70.38,72.66
1115.53,40.0,38.7,70.31,72.52
1116.03,40.1,38.7,70.28,72.59
1116.54,40.2,38.5,70.21,72.62
1117.04,39.9,38.6,70.21,72.66
1117.54,40.0,38.4,70.21,72.66
1118.05,40.3,38.6,70.18,72.62
1118.56,40.3,38.6,70.18,72.59
1119.06,40.1,38.4,70.11,72.49
1119.57,40.1,38.2,70.14,72.49
1119.71,40.2,38.3,70.55,72.45
1180.5,40.8,38.6,70.28,72.32
1181.02,40.2,38.5,70.51,72.35
1181.51,40.1,39.7,70.51,72.18
1182.02,39.9,38.6,70.55,72.11
1182.53,40.0,38.6,70.55,72.08
1183.03,40.0,38.8,70.55,72.04
1183.54,39.9,38.5,70.45,72.08
1184.05,40.1,38.4,70.31,72.08
1184.55,40.7,38.4,70.35,72.04
1185.06,40.3,38.2,70.28,72.08
1185.56,40.2,38.7,70.28,72.21
1186.06,38.8,39.6,70.35,72.18
1186.56,40.0,38.7,70.41,72.21
1187.07,40.1,38.3,70.41,72.21
1187.58,40.0,38.7,70.35,72.25
1188.08,40.2,38.4,70.31,72.28
1188.59,40.1,38.5,70.31,72.18
1189.1,40.0,38.5,70.21,72.18
1189.6,40.3,38.4,70.24,72.28
1189.7,40.1,38.7,70.24,72.32
1189.7,40.1,38.3,70.18,72.39
1189.7,40.1,38.6,70.21,72.35
1189.7,40.1,38.6,70.28,72.35
1189.7,40.3,38.6,70.35,72.32
1189.7,40.0,38.5,70.35,72.21
1189.7,39.9,38.6,70.55,72.25
1189.7,40.2,38.5,70.65,72.28
1189.7,40.2,38.3,70.41,72.35
1189.7,40.0,38.6,70.41,72.35
1189.7,40.1,38.7,70.38,72.45
1189.7,40.1,38.6,70.35,72.45
1189.7,39.7,38.6,70.24,72.49
1189.7,40.0,38.6,70.24,72.49
1189.7,39.9,38.6,70.21,72.56
1189.7,40.1,38.6,70.18,72.69
1189.7,39.8,39.2,70.18,72.66
1189.7,39.9,38.7,70.18,72.69
1189.7,39.7,38.4,70.08,72.62
1189.7,39.9,38.3,70.11,72.66
1189.7,39.9,36.9,70.08,72.59
1189.7,39.8,38.3,70.08,72.49
1189.7,40.0,38.5,70.14,72.42
1189.7,39.8,38.3,70.11,72.32
1246.12,40.0,38.4,70.14,72.28
1246.63,40.0,38.4,70.14,72.25
1247.13,40.1,38.3,70.18,72.25
1247.64,39.7,38.6,70.18,72.28
1248.15,39.9,38.3,70.18,72.28
1248.65,39.8,38.4,70.18,72.28
1249.15,40.1,38.7,70.18,72.35
1249.66,40.2,38.6,70.11,72.45
1250.16,39.9,38.6,70.11,72.42
1250.67,40.0,38.4,70.11,72.42
1251.18,39.9,38.5,70.04,72.42
1251.68,40.2,38.5,70.04,72.42
1252.19,39.9,38.6,70.11,72.42
1252.68,40.1,38.5,70.04,72.45
1252.68,39.8,38.7,70.01,72.49
1252.68,40.0,38.5,70.08,72.45
1252.68,40.1,38.8,70.01,72.45
1252.68,39.9,39.1,70.08,72.49
1252.68,39.9,38.6,70.01,72.45
1252.68,40.0,38.6,70.04,72.45
1252.68,40.2,38.7,70.01,72.49
1252.68,40.1,38.6,70.08,72.45
1252.68,40.0,38.7,70.14,72.45
1252.68,39.9,38.5,70.04,72.45
1252.68,40.0,38.4,70.04,72.42
1252.68,40.0,38.6,70.04,72.45
1252.68,39.9,38.8,70.04,72.45
1252.68,40.1,38.5,70.04,72.39
1252.68,39.9,38.5,70.01,72.32
1252.68,40.0,38.4,69.97,72.35
1252.68,39.9,38.7,70.01,72.32
1252.68,40.0,38.6,70.08,72.32
1252.68,40.0,38.7,70.08,72.32
1252.68,39.8,38.6,70.08,72.32
1252.68,39.9,38.3,70.18,72.32
1252.68,40.0,38.5,70.11,72.35
1252.68,39.9,38.7,70.01,72.35
1252.68,40.1,38.6,70.14,72.39
1252.68,39.2,38.6,70.11,72.42
1252.68,40.0,38.5,70.11,72.39
1252.68,39.9,38.7,70.08,72.35
1252.68,40.1,38.9,70.14,72.35
1252.68,39.9,38.8,70.11,72.28
1252.68,40.1,38.8,70.11,72.25
1252.68,40.0,38.5,70.08,72.32
1252.68,40.0,38.7,70.01,72.28
1252.68,40.0,38.7,70.04,72.25
1252.68,40.1,38.5,70.04,72.15
1252.68,40.0,38.6,69.97,72.15
1252.68,39.9,38.5,69.94,72.08
1252.68,40.0,38.7,69.94,72.08
1252.68,39.9,37.6,69.97,72.08
1252.68,39.9,38.7,69.97,72.04
1252.68,39.8,38.8,69.97,72.11
1252.68,39.9,38.6,69.94,72.11
1252.68,39.9,38.5,70.08,72.18
1252.68,39.7,38.7,70.11,72.25
1252.68,40.0,38.7,70.18,72.35
1252.68,39.8,38.7,70.24,72.32
1252.68,40.0,38.5,70.24,72.35
1252.68,40.1,38.7,70.31,72.32
1252.68,40.0,38.7,70.28,72.32
1252.68,39.9,38.4,70.28,72.32
1252.68,39.8,38.6,70.24,72.25
1252.68,39.8,38.7,70.24,72.18
1252.68,39.9,38.7,70.24,72.18
1252.68,39.8,38.6,70.21,72.15
1252.68,39.9,38.7,70.24,72.11
1252.68,39.9,38.6,70.21,72.21
1252.68,39.7,39.0,70.24,72.32
1252.68,39.8,38.6,70.31,72.35
1252.68,39.9,38.6,70.45,72.39
1252.68,39.8,38.6,70.14,72.59
1252.68,40.0,38.4,70.45,72.66
1252.68,40.0,38.5,70.45,72.73
1252.68,39.8,38.6,70.38,72.69
1252.68,39.8,37.5,70.38,72.8
1252.68,40.0,38.7,70.38,72.83
1252.68,39.8,38.5,70.38,72.86
1252.68,39.8,38.6,70.41,72.86
1252.68,39.9,38.5,70.38,72.76
1252.68,39.8,38.5,70.38,72.69
1252.68,39.8,38.5,70.38,72.59
1252.68,39.8,38.6,70.38,72.56
1252.68,39.9,38.5,70.38,72.42
1252.68,39.8,38.6,70.41,72.45
1252.68,39.8,38.4,70.35,72.49
1252.68,39.8,38.5,70.38,72.49
1252.68,39.8,39.1,70.51,72.42
1252.68,40.0,38.5,70.48,72.42
1252.68,39.8,38.4,70.51,72.52
1252.68,40.1,38.5,70.45,72.56
1252.68,40.0,38.8,70.45,72.56
1252.68,39.9,38.6,70.38,72.59
1252.68,39.8,38.5,70.28,72.59
1252.68,39.9,38.7,70.31,72.56
1252.68,39.8,38.7,70.21,72.59
1252.68,39.7,38.7,70.28,72.52
1252.68,39.9,38.5,70.21,72.35
1252.68,39.7,38.5,70.24,72.49
1252.68,39.8,38.5,70.28,72.45
1252.68,39.9,38.6,70.24,72.42
1252.68,39.9,38.6,70.24,72.45
1252.68,39.9,38.4,70.21,72.39
1252.68,39.9,38.5,70.28,72.39
1252.68,39.9,38.8,70.24,72.52
1252.68,40.0,38.5,70.35,72.32
1252.68,39.7,38.5,70.38,72.25
1252.68,40.0,38.6,70.41,72.21
1252.68,39.9,38.6,70.45,72.15
1252.68,39.9,38.4,70.45,72.08
1252.68,39.8,38.6,70.45,72.15
1252.68,39.7,38.5,70.45,72.11
1252.68,39.8,38.6,70.48,72.08
1252.68,39.7,38.6,70.48,72.08
1252.68,40.8,38.7,70.51,72.08
1252.68,39.7,39.4,70.62,72.01
1252.68,39.6,38.7,70.55,72.04
1252.68,39.9,38.6,70.48,72.01
1252.68,39.7,38.6,70.45,72.01
1252.68,39.8,38.6,70.38,71.98
1252.68,39.5,38.7,70.38,71.98
1252.68,39.9,38.2,70.38,71.98
1252.68,39.7,38.6,70.41,72.04
1252.68,39.7,38.6,70.38,71.98
1252.68,39.8,38.6,70.48,72.01
1252.68,39.8,38.6,70.48,72.01
1252.68,39.7,38.7,70.45,71.98
1252.68,39.9,38.3,70.38,72.08
1252.68,39.8,38.8,70.41,72.01
1252.68,39.9,38.5,70.38,72.01
1252.68,39.7,38.7,70.35,72.01
1252.68,39.9,38.7,70.31,72.11
1252.68,39.8,38.5,70.31,72.08
1252.68,39.7,38.7,70.31,72.04
1252.68,39.8,38.4,70.24,72.08
1252.68,39.6,38.7,70.35,72.11
1252.68,39.6,38.8,70.35,72.11
1252.68,39.9,38.8,70.31,72.08
1252.68,38.3,38.7,70.51,72.11
1252.68,39.9,38.5,70.38,72.18
1252.68,39.7,38.5,70.41,72.21
1252.68,39.8,38.9,70.48,72.32
1252.68,39.9,38.5,70.48,72.25
1252.68,39.9,38.6,70.41,72.32
1252.68,39.7,38.8,70.41,72.28
1252.68,39.7,38.8,70.41,72.01
1252.68,39.9,38.5,70.35,72.25
1252.68,39.7,38.7,70.35,72.25
1252.68,39.8,38.7,70.38,72.21
1252.68,39.6,38.6,70.35,72.21
1252.68,39.7,38.7,70.38,72.28
1252.68,39.9,38.8,70.35,72.28
1252.68,39.9,38.7,70.41,72.28
1252.68,39.9,38.8,70.38,72.21
1252.68,39.6,38.6,70.41,72.28
1252.68,39.8,38.5,70.38,72.18
1252.68,39.7,38.6,70.35,72.15
1252.68,39.8,38.9,70.35,72.15
1252.68,39.3,38.7,70.31,72.21
1252.68,39.9,38.7,70.28,72.39
1252.68,39.8,38.5,70.31,72.35
1252.68,39.8,38.6,70.41,72.49
1252.68,39.8,38.7,70.24,72.52
1252.68,39.7,38.6,70.28,72.56
1252.68,39.8,38.8,70.21,72.49
1252.68,39.7,38.7,70.24,72.56
1252.68,40.0,38.6,70.21,72.56
1252.68,40.4,38.9,70.14,72.56
1252.68,39.9,38.6,70.18,72.52
1252.68,39.7,38.4,70.14,72.45
1252.68,39.8,38.9,70.18,72.52
1252.68,39.7,38.8,70.18,72.52
1252.68,39.7,38.9,70.11,72.49
1252.68,39.7,38.9,70.14,72.52
1252.68,39.8,38.8,70.11,72.56
1252.68,39.8,38.8,70.11,72.56
1252.68,39.7,38.8,70.14,72.62
1252.68,39.8,38.8,70.14,72.59
1252.68,41.8,38.9,70.18,72.56
1252.68,39.6,38.8,70.18,72.59
1252.68,39.8,38.7,70.14,72.56
1252.68,39.3,38.7,70.14,72.56
1252.68,39.6,38.9,70.11,72.52
1252.68,39.8,38.8,70.11,72.52
1252.68,39.9,38.8,70.11,72.56
1252.68,39.7,38.9,70.08,72.52
1252.68,39.9,38.7,70.08,72.52
1252.68,39.8,38.9,70.14,72.49
1252.68,39.8,38.9,70.18,72.45
1252.68,39.9,38.6,70.11,72.45
1252.68,39.8,38.9,70.18,72.45
1252.68,39.8,38.7,70.18,72.45
1252.68,39.7,38.8,70.24,72.45
1252.68,39.8,38.8,70.21,72.42
1252.68,39.7,38.6,70.14,72.42
1252.68,39.8,38.6,70.21,72.39
1252.68,39.8,38.6,70.21,72.35
1252.68,39.7,38.8,70.18,72.35
1252.68,39.7,38.9,70.18,72.28
1252.68,39.9,38.6,70.21,72.25
1252.68,39.6,38.8,70.28,72.28
1252.68,39.7,38.8,70.24,72.25
1252.68,40.0,38.9,70.24,72.25
1252.68,39.8,38.6,70.35,72.28
1252.68,39.8,38.9,70.28,72.32
1252.68,40.5,38.8,70.38,72.11
1252.68,39.8,38.9,70.45,72.28
1252.68,39.7,39.0,70.38,72.28
1252.68,39.8,38.7,70.41,72.28
1252.68,39.7,39.0,70.31,72.25
1252.68,39.9,39.0,70.24,72.28
1252.68,39.7,38.9,70.28,72.21
1252.68,39.6,38.8,70.31,72.25
1252.68,39.8,39.0,70.35,72.25
1252.68,39.7,38.9,70.35,72.21
1252.68,39.8,38.8,70.38,72.15
1252.68,39.9,38.8,70.48,72.18
1252.68,39.8,38.9,70.48,72.11
1252.68,39.9,39.1,70.58,72.11
1252.68,39.8,38.7,70.48,72.08
1252.68,39.9,38.8,70.45,72.04
1252.68,40.0,38.7,70.41,72.01
1252.68,39.8,38.7,70.55,72.01
1252.68,39.6,39.0,70.58,71.91
1252.68,39.7,38.9,70.58,71.94
1252.68,39.8,38.7,70.68,71.84
1252.68,39.8,38.5,70.75,71.87
1252.68,39.9,38.9,70.79,71.87
1252.68,39.9,38.9,70.82,71.91
1252.68,39.8,39.0,70.89,71.98
1252.68,39.7,38.9,70.82,72.01
1252.68,39.9,38.8,70.85,72.01
1252.68,39.7,38.9,70.82,72.04
1252.68,39.8,38.8,70.75,72.01
1252.68,39.9,38.8,70.85,72.08
1252.68,39.9,38.7,70.89,72.11
1252.68,39.7,38.9,70.92,72.08
1252.68,39.7,38.8,70.85,72.01
1252.68,39.7,38.8,70.79,72.01
1252.68,39.8,38.9,70.85,72.01
1252.68,39.7,38.9,70.79,72.01
1252.68,39.6,38.8,70.75,71.98
1252.68,39.6,38.9,70.79,71.98
1252.68,40.0,39.0,70.72,72.01
1252.68,39.8,38.8,70.68,72.11
1252.68,39.8,38.8,70.65,72.11
1252.68,39.7,38.7,70.62,72.08
1252.68,39.8,38.8,70.58,72.11
1252.68,40.0,39.0,70.51,72.08
1252.68,39.6,38.8,70.45,72.04
1252.68,39.7,38.8,70.51,72.08
1252.68,39.7,39.7,70.58,72.04
1252.68,39.8,38.8,70.58,72.32
1252.68,39.9,39.1,70.62,72.11
1252.68,39.7,39.0,70.58,72.15
1252.68,39.9,38.8,70.72,72.21
1252.68,39.8,38.9,70.68,72.15
1252.68,39.7,38.8,70.72,72.18
1252.68,39.7,38.7,70.65,72.21
1252.68,39.5,38.8,70.65,72.21
1252.68,39.9,38.9,70.65,72.18
1252.68,39.7,38.9,70.55,72.21
1252.68,39.8,38.9,70.55,72.21
1252.68,39.7,39.0,70.58,72.18
1252.68,39.8,39.0,70.55,72.18
1252.68,39.8,38.9,70.51,72.18
1252.68,39.7,38.8,70.51,72.28
1252.68,39.8,38.8,70.48,72.32
1252.68,39.8,39.0,70.45,72.28
1252.68,39.7,39.0,70.48,72.39
1252.68,39.6,38.8,70.55,72.35
1252.68,39.9,37.1,70.62,72.39
1252.68,39.9,38.9,70.55,72.39
1252.68,39.6,39.0,70.58,72.39
1252.68,39.6,38.5,70.62,72.35
1252.68,39.7,38.8,70.62,72.32
1252.68,39.6,38.9,70.62,72.32
1252.68,39.9,38.8,70.65,72.32
1252.68,39.8,38.8,70.65,72.35
1252.68,39.7,38.7,70.65,72.35
1252.68,39.8,39.1,70.72,72.39
1252.68,39.8,38.8,70.58,72.35
1252.68,39.7,39.0,70.58,72.32
1252.68,39.8,38.9,70.55,72.35
1252.68,39.6,38.6,70.55,72.35
1252.68,39.6,38.9,70.55,72.32
1252.68,39.7,39.1,70.55,72.32
1252.68,39.8,39.1,70.45,72.28
1252.68,39.8,38.9,70.48,72.25
1252.68,39.8,39.0,70.48,72.35
1252.68,39.9,38.8,70.45,72.25
1252.68,39.8,39.1,70.48,72.25
1252.68,39.7,38.8,70.48,72.18
1252.68,39.9,38.9,70.51,72.18
1252.68,39.5,38.9,70.55,72.18
1252.68,39.8,39.0,70.51,72.15
1252.68,39.7,39.0,70.51,72.15
1252.68,39.7,39.1,70.51,72.32
1252.68,39.9,39.1,70.48,72.11
1252.68,39.8,38.1,70.45,72.15
1252.68,40.0,38.9,70.41,72.11
1252.68,39.8,38.8,70.41,72.15
1252.68,39.8,38.9,70.45,72.15
1252.68,39.9,39.0,70.35,72.15
1252.68,39.7,38.9,70.35,72.18
1252.68,39.9,38.8,70.41,72.15
1252.68,39.8,38.8,70.38,72.18
1252.68,39.8,38.8,70.35,72.21
1252.68,39.9,39.0,70.45,72.21
1252.68,39.7,39.0,70.51,72.18
1252.68,39.8,39.0,70.51,72.21
1252.68,39.8,39.1,70.41,72.18
1252.68,39.8,38.9,70.55,72.18
1252.68,39.7,39.0,70.51,72.21
1252.68,39.8,39.0,70.48,72.18
1252.68,39.7,38.9,70.48,72.21
1252.68,39.9,38.9,70.51,72.21
1252.68,39.9,38.9,70.48,72.18
1252.68,39.7,38.7,70.55,72.25
1252.68,39.7,38.9,70.55,72.25
1252.68,39.7,39.1,70.55,72.21
1252.68,39.9,39.0,70.55,72.21
1252.68,39.9,38.9,70.55,72.21
1252.68,39.7,38.9,70.48,72.21
1252.68,39.7,39.0,70.51,72.21
1252.68,39.8,39.8,70.48,72.25
1252.68,39.8,39.0,70.51,72.21
1252.68,39.9,39.0,70.45,72.11
1252.68,39.8,38.9,70.58,72.08
1252.68,39.7,38.9,70.48,72.21
1252.68,39.8,39.0,70.55,72.18
1252.68,39.7,39.1,70.55,72.18
1252.68,39.7,39.0,70.41,72.21
1252.68,39.9,38.9,70.62,72.18
1252.68,39.8,38.9,70.55,72.21
1252.68,39.9,39.1,70.58,72.21
1252.68,39.8,38.9,70.58,72.21
1252.68,39.8,38.8,70.51,72.18
1252.68,39.7,39.1,70.55,72.15
1252.68,39.3,38.3,70.58,72.11
1252.68,39.7,38.6,70.55,72.11
1252.68,39.8,39.2,70.51,72.04
1252.68,39.7,39.2,70.58,72.01
1252.68,39.6,38.9,70.45,72.04
1252.68,39.7,39.1,70.51,71.98
1252.68,39.5,39.1,70.51,71.98
1252.68,39.8,39.2,70.51,71.98
1252.68,39.8,39.2,70.55,71.98
1252.68,39.9,39.2,70.55,71.91
1252.68,39.9,39.0,70.45,71.84
1252.68,39.8,39.0,70.51,71.77
1252.68,39.8,39.0,70.48,71.87
1252.68,39.7,39.1,70.48,71.77
1252.68,39.9,39.1,70.38,71.84
1252.68,40.1,39.1,70.41,71.84
1252.68,39.7,39.1,70.41,71.77
1252.68,39.6,39.0,70.41,71.74
1252.68,39.8,38.9,70.45,71.7
1252.68,39.8,39.0,70.35,71.67
1252.68,39.6,39.1,70.28,71.7
1252.68,39.6,39.0,70.35,71.63
