Time (s),Motor Temps
1252.68,41.2
1252.68,41.1
1252.68,41.1
1252.68,41.0
1252.68,40.8
1252.68,41.1
1252.68,41.2
1252.68,41.4
1252.68,40.7
1252.68,41.5
1252.68,41.4
1252.68,41.2
1252.68,41.0
1252.68,41.1
1252.68,41.2
1252.68,41.4
1252.68,41.1
