TIme (s),Pack Voltage,Current (DC Amps),Power Consumption (W)
580.55,472.17,1.7,802.689
581.14,472.18,1.7,802.706
582.34,472.18,1.5,708.27
582.94,472.17,1.7,802.689
583.53,472.18,1.7,802.706
584.12,472.18,1.7,802.706
584.72,472.18,1.7,802.706
585.31,472.17,1.5,708.255
585.91,472.18,1.9,897.1419999999999
586.49,472.18,1.7,802.706
587.1,472.18,1.5,708.27
587.69,472.17,1.7,802.689
588.29,472.18,1.7,802.706
588.88,472.18,1.5,708.27
589.48,472.18,1.5,708.27
590.07,472.18,1.7,802.706
590.66,472.18,1.9,897.1419999999999
591.26,472.19,1.7,802.723
591.85,472.18,1.5,708.27
592.45,472.18,1.5,708.27
593.04,472.18,1.5,708.27
593.64,472.19,1.5,708.285
594.24,472.19,1.5,708.285
594.83,472.18,1.9,897.1419999999999
595.43,472.19,1.7,802.723
596.03,472.19,1.7,802.723
596.63,472.19,1.5,708.285
597.22,472.18,1.7,802.706
597.82,472.19,2.1,991.599
598.41,472.19,1.3,613.847
599.01,472.19,1.5,708.285
599.6,472.18,1.5,708.27
600.19,472.19,1.7,802.723
600.78,472.19,1.5,708.285
601.38,472.19,1.7,802.723
601.97,472.18,1.7,802.706
602.57,472.19,1.7,802.723
603.17,472.19,1.7,802.723
603.76,472.19,1.5,708.285
604.36,472.19,1.7,802.723
604.94,472.19,1.7,802.723
605.54,472.19,1.3,613.847
606.14,472.19,1.5,708.285
606.74,472.19,1.3,613.847
607.33,472.19,1.7,802.723
607.93,472.19,1.7,802.723
608.52,472.2,1.9,897.18
609.13,472.19,1.7,802.723
609.72,472.2,1.7,802.74
610.31,472.2,1.7,802.74
610.9,472.2,1.5,708.3
611.5,472.19,1.7,802.723
612.09,472.2,1.5,708.3
612.68,472.2,1.5,708.3
613.28,472.2,1.5,708.3
