TIme (s),Pack Voltage,Current (DC Amps),Power Consumption (W)
526.2,406.57,1.0,406.57
526.8,406.58,1.0,406.58
527.35,406.58,1.0,406.58
527.95,406.6,1.0,406.6
528.55,406.6,1.0,406.6
529.1,406.61,1.0,406.61
529.7,406.62,1.0,406.62
530.3,406.63,1.0,406.63
531.45,406.65,1.0,406.65
532.05,406.65,1.0,406.65
532.6,406.67,1.0,406.67
533.2,406.68,1.0,406.68
533.8,406.69,1.0,406.69
534.35,406.69,1.0,406.69
534.95,406.7,1.0,406.7
535.55,406.71,1.0,406.71
536.15,406.72,1.0,406.72
536.7,406.72,1.0,406.72
537.3,406.73,1.0,406.73
537.85,406.74,1.0,406.74
538.45,406.75,1.0,406.75
539.05,406.75,1.0,406.75
539.6,406.76,1.0,406.76
540.2,406.77,1.0,406.77
540.8,406.78,1.0,406.78
541.4,406.78,1.0,406.78
541.95,406.79,1.0,406.79
542.55,406.8,1.0,406.8
543.15,406.81,1.0,406.81
543.7,406.81,1.0,406.81
544.3,406.82,1.0,406.82
544.9,406.83,1.0,406.83
545.45,406.84,1.0,406.84
546.05,406.84,1.0,406.84
546.65,406.85,1.0,406.85
547.2,406.86,1.0,406.86
547.8,406.86,1.0,406.86
548.4,406.86,1.0,406.86
548.95,406.88,2.0,813.76
549.55,406.88,1.0,406.88
550.15,406.89,1.0,406.89
550.7,406.89,1.0,406.89
551.3,406.9,1.0,406.9
551.9,406.91,1.0,406.91
552.45,406.92,1.0,406.92
553.05,406.91,1.0,406.91
553.65,406.92,1.0,406.92
554.8,406.94,1.0,406.94
555.4,406.94,1.0,406.94
555.95,406.95,2.0,813.9
556.55,406.95,1.0,406.95
557.15,406.96,1.0,406.96
557.7,406.96,1.0,406.96
558.9,406.98,1.0,406.98
559.45,406.98,1.0,406.98
560.05,406.98,1.0,406.98
560.65,406.99,1.0,406.99
561.2,407.0,1.0,407.0
561.8,407.0,1.0,407.0
562.4,407.0,2.0,814.0
562.95,407.01,1.0,407.01
563.55,407.02,1.0,407.02
564.15,407.02,1.0,407.02
564.7,407.02,1.0,407.02
565.3,407.03,1.0,407.03
565.9,407.04,1.0,407.04
566.45,407.04,1.0,407.04
567.05,407.04,1.0,407.04
567.65,407.05,1.0,407.05
568.2,407.06,1.0,407.06
568.8,407.06,1.0,407.06
569.4,407.06,1.0,407.06
569.95,407.07,1.0,407.07
571.15,407.08,1.0,407.08
571.7,407.08,1.0,407.08
572.3,407.09,1.0,407.09
572.9,407.09,1.0,407.09
574.05,407.1,1.0,407.1
574.65,407.1,1.0,407.1
575.2,407.11,1.0,407.11
575.8,407.11,1.0,407.11
576.4,407.11,1.0,407.11
576.95,407.12,1.0,407.12
577.55,407.13,1.0,407.13
578.15,407.13,1.0,407.13
578.75,407.13,1.0,407.13
579.3,407.14,1.0,407.14
579.9,407.14,1.0,407.14
580.5,407.15,1.0,407.15
581.05,407.14,1.0,407.14
581.65,407.15,1.0,407.15
582.8,407.16,1.0,407.16
583.4,407.16,1.0,407.16
584.0,407.17,1.0,407.17
584.55,407.17,1.0,407.17
585.15,407.18,2.0,814.36
585.75,407.17,1.0,407.17
586.3,407.18,1.0,407.18
586.9,407.19,1.0,407.19
587.5,407.19,1.0,407.19
588.05,407.19,1.0,407.19
588.65,407.2,1.0,407.2
589.25,407.2,1.0,407.2
589.8,407.2,1.0,407.2
590.4,407.2,1.0,407.2
591.0,407.21,1.0,407.21
591.55,407.21,1.0,407.21
592.15,407.22,1.0,407.22
592.75,407.22,1.0,407.22
593.3,407.22,1.0,407.22
593.9,407.23,1.0,407.23
594.5,407.23,1.0,407.23
595.05,407.23,1.0,407.23
595.65,407.24,1.0,407.24
596.25,407.24,1.0,407.24
596.8,407.24,1.0,407.24
597.4,407.24,1.0,407.24
598.0,407.25,1.0,407.25
598.55,407.25,1.0,407.25
599.15,407.26,1.0,407.26
599.75,407.25,1.0,407.25
600.3,407.26,1.0,407.26
601.5,407.27,1.0,407.27
602.05,407.26,1.0,407.26
602.65,407.27,1.0,407.27
603.25,407.28,1.0,407.28
603.8,407.28,1.0,407.28
604.4,407.28,1.0,407.28
605.0,407.28,1.0,407.28
605.55,407.29,1.0,407.29
606.15,407.29,1.0,407.29
606.75,407.29,1.0,407.29
607.3,407.3,1.0,407.3
607.9,407.3,1.0,407.3
608.5,407.3,1.0,407.3
609.05,407.3,1.0,407.3
609.65,407.31,1.0,407.31
610.25,407.31,1.0,407.31
611.4,407.31,1.0,407.31
612.0,407.32,1.0,407.32
612.55,407.32,1.0,407.32
613.15,407.32,1.0,407.32
613.75,407.32,1.0,407.32
614.9,407.33,1.0,407.33
615.5,407.33,1.0,407.33
616.1,407.33,1.0,407.33
616.65,407.34,1.0,407.34
617.25,407.34,1.0,407.34
617.85,407.34,1.0,407.34
618.4,407.34,1.0,407.34
619.0,407.35,1.0,407.35
619.6,407.35,1.0,407.35
620.15,407.35,1.0,407.35
620.75,407.35,1.0,407.35
621.35,407.35,1.0,407.35
621.9,407.36,1.0,407.36
622.5,407.36,1.0,407.36
623.1,407.36,1.0,407.36
623.65,407.37,1.0,407.37
624.25,407.37,1.0,407.37
624.85,407.37,1.0,407.37
625.4,407.37,1.0,407.37
626.0,407.37,1.0,407.37
626.6,407.38,1.0,407.38
627.15,407.38,1.0,407.38
627.75,407.38,1.0,407.38
628.35,407.38,1.0,407.38
628.9,407.39,1.0,407.39
629.5,407.39,1.0,407.39
630.1,407.38,1.0,407.38
630.65,407.39,1.0,407.39
631.25,407.39,2.0,814.78
631.85,407.4,1.0,407.4
632.4,407.39,1.0,407.39
633.0,407.4,1.0,407.4
633.6,407.4,1.0,407.4
634.75,407.4,1.0,407.4
635.35,407.41,1.0,407.41
635.9,407.41,1.0,407.41
636.5,407.41,1.0,407.41
637.1,407.41,1.0,407.41
637.65,407.41,1.0,407.41
638.25,407.42,1.0,407.42
639.4,407.42,1.0,407.42
640.0,407.42,1.0,407.42
640.6,407.43,1.0,407.43
641.15,407.43,1.0,407.43
641.75,407.43,1.0,407.43
642.35,407.43,1.0,407.43
642.9,407.43,1.0,407.43
643.5,407.44,1.0,407.44
644.1,407.43,2.0,814.86
644.65,407.44,1.0,407.44
645.25,407.44,1.0,407.44
645.85,407.44,1.0,407.44
646.4,407.44,1.0,407.44
647.0,407.45,2.0,814.9
647.6,407.45,1.0,407.45
648.15,407.45,1.0,407.45
649.35,407.45,1.0,407.45
649.9,407.46,1.0,407.46
650.5,407.46,1.0,407.46
651.1,407.45,1.0,407.45
651.65,407.46,1.0,407.46
652.25,407.46,1.0,407.46
652.85,407.47,1.0,407.47
654.0,407.47,1.0,407.47
654.6,407.47,1.0,407.47
655.2,407.47,1.0,407.47
655.75,407.47,1.0,407.47
656.35,407.47,1.0,407.47
656.9,407.48,1.0,407.48
657.5,407.48,1.0,407.48
658.1,407.47,1.0,407.47
658.7,407.48,1.0,407.48
659.25,407.48,1.0,407.48
659.85,407.49,1.0,407.49
660.45,407.48,1.0,407.48
661.0,407.49,1.0,407.49
661.6,407.49,1.0,407.49
662.2,407.49,1.0,407.49
662.75,407.49,1.0,407.49
663.95,407.5,2.0,815.0
664.5,407.5,1.0,407.5
665.1,407.49,1.0,407.49
665.7,407.5,1.0,407.5
666.25,407.5,1.0,407.5
666.85,407.5,1.0,407.5
667.45,407.5,1.0,407.5
668.0,407.5,1.0,407.5
668.6,407.51,1.0,407.51
669.2,407.51,1.0,407.51
669.75,407.5,1.0,407.5
670.35,407.51,2.0,815.02
670.95,407.51,2.0,815.02
671.5,407.51,1.0,407.51
672.1,407.51,1.0,407.51
672.7,407.52,1.0,407.52
673.25,407.52,1.0,407.52
673.85,407.52,1.0,407.52
674.45,407.52,1.0,407.52
675.0,407.52,1.0,407.52
675.6,407.53,1.0,407.53
676.2,407.53,1.0,407.53
677.35,407.53,1.0,407.53
677.95,407.53,1.0,407.53
678.5,407.53,1.0,407.53
679.7,407.53,1.0,407.53
680.25,407.54,1.0,407.54
680.85,407.54,2.0,815.08
681.45,407.53,1.0,407.53
682.0,407.54,1.0,407.54
682.6,407.54,1.0,407.54
683.2,407.54,1.0,407.54
683.75,407.54,1.0,407.54
684.35,407.54,2.0,815.08
684.95,407.55,1.0,407.55
686.1,407.54,1.0,407.54
686.7,407.55,1.0,407.55
687.25,407.55,1.0,407.55
688.45,407.55,1.0,407.55
689.0,407.55,1.0,407.55
689.6,407.56,2.0,815.12
690.2,407.56,1.0,407.56
690.8,407.55,1.0,407.55
691.35,407.56,1.0,407.56
691.95,407.56,1.0,407.56
692.55,407.56,1.0,407.56
693.1,407.56,1.0,407.56
694.85,407.57,1.0,407.57
695.45,407.56,1.0,407.56
696.05,407.57,1.0,407.57
696.6,407.57,1.0,407.57
697.2,407.57,1.0,407.57
697.8,407.57,1.0,407.57
698.35,407.57,1.0,407.57
698.95,407.58,1.0,407.58
699.55,407.58,1.0,407.58
700.1,407.57,1.0,407.57
700.7,407.58,1.0,407.58
701.3,407.58,1.0,407.58
701.85,407.58,1.0,407.58
702.45,407.58,1.0,407.58
703.05,407.58,1.0,407.58
703.6,407.58,1.0,407.58
704.2,407.59,1.0,407.59
704.8,407.58,1.0,407.58
705.35,407.59,1.0,407.59
705.95,407.59,1.0,407.59
706.55,407.59,1.0,407.59
707.1,407.59,1.0,407.59
707.7,407.59,1.0,407.59
708.85,407.6,1.0,407.6
709.45,407.59,1.0,407.59
710.05,407.6,1.0,407.6
710.6,407.6,1.0,407.6
711.2,407.6,1.0,407.6
711.8,407.59,1.0,407.59
712.35,407.6,1.0,407.6
712.95,407.6,1.0,407.6
713.55,407.6,1.0,407.6
714.1,407.6,1.0,407.6
714.7,407.6,2.0,815.2
715.3,407.61,1.0,407.61
715.85,407.61,1.0,407.61
716.45,407.6,2.0,815.2
717.05,407.61,2.0,815.22
717.6,407.61,1.0,407.61
718.2,407.61,1.0,407.61
718.8,407.61,1.0,407.61
719.35,407.61,1.0,407.61
719.95,407.62,1.0,407.62
720.55,407.62,1.0,407.62
721.1,407.61,1.0,407.61
721.7,407.62,1.0,407.62
722.3,407.62,1.0,407.62
722.9,407.62,1.0,407.62
723.45,407.62,1.0,407.62
724.05,407.62,1.0,407.62
724.6,407.62,1.0,407.62
725.2,407.62,1.0,407.62
725.8,407.62,1.0,407.62
726.35,407.63,1.0,407.63
726.95,407.63,1.0,407.63
727.55,407.63,1.0,407.63
728.15,407.62,1.0,407.62
728.7,407.63,1.0,407.63
729.3,407.63,1.0,407.63
730.45,407.63,1.0,407.63
731.05,407.63,2.0,815.26
731.65,407.64,2.0,815.28
732.2,407.64,1.0,407.64
732.8,407.63,1.0,407.63
733.4,407.64,1.0,407.64
733.95,407.64,1.0,407.64
734.55,407.64,1.0,407.64
735.15,407.63,1.0,407.63
735.7,407.64,1.0,407.64
736.3,407.64,1.0,407.64
736.9,407.64,1.0,407.64
737.45,407.64,1.0,407.64
738.05,407.64,1.0,407.64
738.65,407.65,1.0,407.65
739.2,407.65,1.0,407.65
739.8,407.64,1.0,407.64
740.4,407.65,1.0,407.65
740.95,407.65,1.0,407.65
741.55,407.65,1.0,407.65
742.15,407.64,1.0,407.64
742.7,407.65,1.0,407.65
743.3,407.65,1.0,407.65
743.9,407.66,1.0,407.66
744.45,407.65,1.0,407.65
745.05,407.66,1.0,407.66
745.65,407.66,1.0,407.66
746.2,407.66,1.0,407.66
746.8,407.65,1.0,407.65
747.4,407.66,1.0,407.66
747.95,407.66,1.0,407.66
748.55,407.66,1.0,407.66
749.15,407.66,1.0,407.66
749.7,407.66,1.0,407.66
750.3,407.66,1.0,407.66
750.9,407.67,1.0,407.67
752.05,407.67,1.0,407.67
753.25,407.67,1.0,407.67
753.8,407.62,1.0,407.62
754.4,407.65,1.0,407.65
755.55,407.66,1.0,407.66
756.15,407.66,1.0,407.66
756.75,407.67,1.0,407.67
757.3,407.67,1.0,407.67
757.9,407.67,1.0,407.67
758.5,407.66,1.0,407.66
759.05,407.67,1.0,407.67
759.65,407.67,1.0,407.67
760.25,407.67,1.0,407.67
760.8,407.66,1.0,407.66
761.4,407.67,1.0,407.67
762.0,407.67,1.0,407.67
762.55,407.67,1.0,407.67
763.15,407.67,1.0,407.67
763.75,407.67,1.0,407.67
764.3,407.68,1.0,407.68
764.9,407.68,1.0,407.68
765.5,407.67,1.0,407.67
766.05,407.68,1.0,407.68
766.65,407.68,1.0,407.68
767.25,407.68,1.0,407.68
767.8,407.61,1.0,407.61
768.4,407.61,1.0,407.61
769.0,407.6,1.0,407.6
769.55,407.59,1.0,407.59
770.15,407.58,1.0,407.58
770.75,407.59,1.0,407.59
771.3,407.59,1.0,407.59
771.9,407.54,2.0,815.08
772.5,407.19,1.0,407.19
773.05,406.99,1.0,406.99
774.25,405.86,1.0,405.86
774.8,404.4,1.0,404.4
775.4,403.33,1.0,403.33
776.0,401.95,1.0,401.95
776.6,400.71,1.0,400.71
777.15,400.98,1.0,400.98
777.75,401.23,1.0,401.23
778.3,398.99,1.0,398.99
778.9,405.95,1.0,405.95
779.5,406.37,1.0,406.37
780.65,406.47,1.0,406.47
781.25,406.57,1.0,406.57
781.85,405.12,1.0,405.12
782.4,403.14,1.0,403.14
783.0,401.3,1.0,401.3
783.6,400.93,1.0,400.93
784.15,399.89,1.0,399.89
784.75,403.22,1.0,403.22
785.35,403.87,1.0,403.87
785.9,402.63,1.0,402.63
786.5,404.61,1.0,404.61
787.1,405.96,1.0,405.96
788.25,406.09,1.0,406.09
788.85,404.83,1.0,404.83
789.4,404.21,1.0,404.21
790.6,402.45,1.0,402.45
791.15,400.1,1.0,400.1
791.75,400.29,1.0,400.29
792.9,398.04,1.0,398.04
793.5,395.22,1.0,395.22
794.1,390.3,1.0,390.3
794.65,385.55,1.0,385.55
795.25,382.89,1.0,382.89
795.85,390.35,1.0,390.35
796.4,403.54,1.0,403.54
797.6,403.72,1.0,403.72
798.75,400.24,1.0,400.24
799.35,400.28,1.0,400.28
799.95,402.01,1.0,402.01
800.5,400.17,1.0,400.17
801.1,397.2,1.0,397.2
801.65,396.66,1.0,396.66
802.25,397.39,1.0,397.39
802.85,402.64,1.0,402.64
803.45,399.32,1.0,399.32
804.0,401.89,1.0,401.89
804.6,403.41,1.0,403.41
805.2,398.61,2.0,797.22
805.75,399.06,1.0,399.06
806.35,398.69,1.0,398.69
806.95,398.76,1.0,398.76
807.5,395.52,2.0,791.04
808.1,389.55,2.0,779.1
808.7,383.93,2.0,767.86
809.3,382.48,3.0,1147.44
809.85,379.41,4.0,1517.64
810.45,401.91,6.0,2411.46
811.05,401.23,10.0,4012.3
811.6,401.2,13.0,5215.599999999999
812.8,394.92,15.0,5923.8
813.35,390.94,14.0,5473.16
813.95,391.57,13.0,5090.41
814.55,385.98,16.0,6175.68
815.15,381.33,-3.0,-1143.99
815.7,377.12,1.0,377.12
816.3,398.0,1.0,398.0
816.9,400.56,1.0,400.56
817.45,394.51,2.0,789.02
818.05,398.49,3.0,1195.47
818.65,393.86,6.0,2363.16
819.2,392.17,12.0,4706.04
819.8,391.96,12.0,4703.5199999999995
820.4,392.39,15.0,5885.849999999999
820.95,394.03,10.0,3940.2999999999997
821.55,400.01,6.0,2400.06
822.15,400.44,7.0,2803.08
822.7,400.28,6.0,2401.68
823.3,399.6,2.0,799.2
823.9,399.31,1.0,399.31
824.5,394.34,1.0,394.34
825.05,394.78,2.0,789.56
826.25,393.44,6.0,2360.64
826.85,391.37,5.0,1956.85
827.4,389.65,7.0,2727.5499999999997
828.0,380.94,10.0,3809.4
828.6,399.7,14.0,5595.8
829.15,398.81,14.0,5583.34
829.75,399.17,20.0,7983.400000000001
830.35,398.01,25.0,9950.25
830.9,399.57,36.0,14384.52
831.5,394.63,41.0,16179.83
832.1,394.57,43.0,16966.51
832.7,399.43,52.0,20770.36
833.25,398.97,-4.0,-1595.88
833.85,383.66,-0.0,-0.0
834.45,380.76,1.0,380.76
835.0,377.77,18.0,6799.86
835.6,397.8,13.0,5171.400000000001
836.2,398.07,3.0,1194.21
836.75,395.54,3.0,1186.6200000000001
837.35,388.5,14.0,5439.0
837.95,390.38,14.0,5465.32
838.5,389.13,15.0,5836.95
839.1,394.62,4.0,1578.48
839.7,389.3,14.0,5450.2
840.85,384.25,17.0,6532.25
841.45,386.53,-0.0,-0.0
842.05,397.72,14.0,5568.08
842.6,395.86,10.0,3958.6000000000004
843.2,397.28,9.0,3575.5199999999995
843.8,393.0,1.0,393.0
844.35,389.95,17.0,6629.15
844.95,393.52,35.0,13773.199999999999
845.55,389.7,50.0,19485.0
846.1,391.74,54.0,21153.96
846.7,386.62,57.0,22037.34
847.3,379.6,44.0,16702.4
847.85,373.17,-2.0,-746.34
848.45,371.44,-0.0,-0.0
849.05,388.48,1.0,388.48
849.65,395.31,8.0,3162.48
850.2,395.74,24.0,9497.76
850.8,389.49,22.0,8568.78
851.4,392.86,28.0,11000.08
851.95,396.58,44.0,17449.52
852.55,390.51,59.0,23040.09
853.15,390.59,3.0,1171.77
853.7,392.93,3.0,1178.79
854.3,393.59,2.0,787.18
854.9,394.14,5.0,1970.6999999999998
855.45,389.82,31.0,12084.42
856.05,388.34,20.0,7766.799999999999
856.65,394.6,21.0,8286.6
857.2,388.16,23.0,8927.68
857.8,392.5,16.0,6280.0
858.4,391.67,-3.0,-1175.01
859.0,389.54,-0.0,-0.0
859.55,380.35,2.0,760.7
860.15,380.94,3.0,1142.82
860.75,360.8,-0.0,-0.0
861.35,357.44,14.0,5004.16
861.9,394.69,12.0,4736.28
862.5,393.63,24.0,9447.119999999999
863.1,392.39,16.0,6278.24
863.7,388.03,16.0,6208.48
864.25,387.18,22.0,8517.960000000001
864.85,384.46,47.0,18069.62
865.45,380.0,36.0,13680.0
866.05,375.4,1.0,375.4
866.6,381.29,1.0,381.29
867.2,383.93,-0.0,-0.0
867.8,389.26,3.0,1167.78
868.35,388.68,10.0,3886.8
868.95,387.87,14.0,5430.18
869.55,385.17,9.0,3466.53
870.1,383.4,-1.0,-383.4
870.7,384.16,35.0,13445.6
871.3,386.79,45.0,17405.55
871.85,394.07,44.0,17339.079999999998
872.45,393.39,-4.0,-1573.56
873.05,392.86,-0.0,-0.0
873.6,393.92,1.0,393.92
874.2,394.16,18.0,7094.88
874.8,394.36,18.0,7098.4800000000005
875.4,390.25,20.0,7805.0
875.95,391.72,8.0,3133.76
876.55,393.84,21.0,8270.64
877.15,387.07,19.0,7354.33
877.7,384.66,34.0,13078.44
878.3,379.99,3.0,1139.97
878.9,376.84,-1.0,-376.84
879.45,396.49,3.0,1189.47
880.05,393.14,18.0,7076.5199999999995
880.65,393.48,18.0,7082.64
881.2,393.89,14.0,5514.46
881.8,393.89,17.0,6696.13
882.4,394.05,4.0,1576.2
883.55,382.5,24.0,9180.0
884.15,370.07,30.0,11102.1
884.75,364.18,58.0,21122.44
885.3,360.84,62.0,22372.079999999998
885.9,390.93,58.0,22673.94
886.5,392.37,-5.0,-1961.85
887.05,392.56,1.0,392.56
887.65,389.1,1.0,389.1
888.25,383.33,9.0,3449.97
888.8,383.5,6.0,2301.0
889.4,382.29,14.0,5352.06
890.0,382.19,15.0,5732.85
890.55,378.29,11.0,4161.1900000000005
891.15,376.43,4.0,1505.72
891.75,378.04,23.0,8694.92
892.3,391.36,17.0,6653.12
892.9,392.1,27.0,10586.7
893.5,392.04,2.0,784.08
894.1,381.97,14.0,5347.58
894.65,389.54,5.0,1947.7
895.25,391.42,3.0,1174.26
895.85,383.92,12.0,4607.04
896.45,375.15,43.0,16131.449999999999
897.0,360.14,43.0,15486.019999999999
897.6,349.74,71.0,24831.54
898.2,356.8,77.0,27473.600000000002
898.8,382.98,-24.0,-9191.52
899.35,388.69,-1.0,-388.69
899.95,389.53,-2.0,-779.06
900.55,389.29,2.0,778.58
901.1,389.73,13.0,5066.49
901.7,390.19,19.0,7413.61
902.3,383.76,33.0,12664.08
902.85,382.05,44.0,16810.2
903.45,386.29,39.0,15065.310000000001
904.05,385.04,20.0,7700.8
905.2,385.32,6.0,2311.92
905.8,390.4,16.0,6246.4
906.4,388.04,7.0,2716.28
906.95,385.75,23.0,8872.25
907.55,385.45,25.0,9636.25
908.15,382.04,15.0,5730.6
908.75,374.22,20.0,7484.400000000001
909.3,366.21,-5.0,-1831.05
909.9,357.91,-3.0,-1073.73
910.5,354.2,15.0,5313.0
911.05,392.55,1.0,392.55
911.65,387.3,1.0,387.3
912.8,385.13,1.0,385.13
913.4,379.9,-0.0,-0.0
914.0,375.15,2.0,750.3
914.6,372.25,-0.0,-0.0
915.15,365.88,16.0,5854.08
915.75,364.46,22.0,8018.12
916.35,386.14,31.0,11970.34
916.9,387.29,35.0,13555.150000000001
917.5,383.19,20.0,7663.8
918.1,379.55,-1.0,-379.55
918.65,381.27,1.0,381.27
919.25,380.42,2.0,760.84
919.85,379.02,1.0,379.02
920.4,380.31,1.0,380.31
921.0,381.16,1.0,381.16
921.6,385.0,-1.0,-385.0
922.75,387.97,55.0,21338.350000000002
923.35,388.14,74.0,28722.36
923.95,388.61,71.0,27591.31
924.5,385.33,3.0,1155.99
925.1,381.06,-3.0,-1143.18
925.7,382.3,1.0,382.3
926.25,380.64,10.0,3806.3999999999996
926.85,375.06,11.0,4125.66
927.45,370.26,26.0,9626.76
928.0,386.33,32.0,12362.56
928.6,386.84,22.0,8510.48
929.2,387.16,30.0,11614.800000000001
929.8,387.34,35.0,13556.9
930.35,387.38,33.0,12783.539999999999
930.95,385.27,-2.0,-770.54
931.55,385.86,-0.0,-0.0
932.1,382.13,2.0,764.26
932.7,376.65,3.0,1129.9499999999998
933.3,388.33,-0.0,-0.0
933.85,380.11,40.0,15204.400000000001
934.45,366.92,5.0,1834.6000000000001
935.05,360.93,32.0,11549.76
936.2,386.4,64.0,24729.6
936.8,379.29,89.0,33756.810000000005
937.95,378.68,102.0,38625.36
938.55,378.41,5.0,1892.0500000000002
939.15,379.06,-3.0,-1137.18
939.7,376.4,1.0,376.4
940.3,372.58,-2.0,-745.16
940.9,365.71,-0.0,-0.0
941.45,362.59,2.0,725.18
942.05,384.55,21.0,8075.55
942.65,385.27,19.0,7320.129999999999
943.2,381.93,9.0,3437.37
943.8,377.57,14.0,5285.98
944.4,385.75,6.0,2314.5
945.55,385.63,26.0,10026.38
946.15,365.64,-1.0,-365.64
946.75,361.49,1.0,361.49
947.35,334.68,4.0,1338.72
947.95,365.25,22.0,8035.5
948.5,375.46,24.0,9011.039999999999
949.1,380.68,31.0,11801.08
949.7,382.23,41.0,15671.43
950.25,377.55,74.0,27938.7
950.85,377.38,92.0,34718.96
951.45,380.72,44.0,16751.68
952.0,374.11,2.0,748.22
952.6,379.77,-3.0,-1139.31
953.2,380.61,5.0,1903.0500000000002
953.75,379.56,14.0,5313.84
954.35,379.69,23.0,8732.87
954.95,369.82,39.0,14422.98
955.5,378.91,53.0,20082.23
956.1,378.96,56.0,21221.76
956.7,379.17,3.0,1137.51
957.3,370.27,2.0,740.54
957.85,374.5,1.0,374.5
958.45,368.05,28.0,10305.4
959.05,384.04,20.0,7680.8
959.6,359.38,-1.0,-359.38
960.2,341.95,22.0,7522.9
960.8,338.82,19.0,6437.58
961.4,377.57,10.0,3775.7
961.95,379.19,17.0,6446.23
962.55,378.99,-2.0,-757.98
963.15,370.88,-0.0,-0.0
963.7,363.76,-0.0,-0.0
964.3,347.67,3.0,1043.01
964.9,347.54,7.0,2432.78
965.45,363.56,21.0,7634.76
966.05,377.5,7.0,2642.5
966.65,378.15,13.0,4915.95
967.2,372.03,31.0,11532.929999999998
967.8,373.16,52.0,19404.32
968.4,371.1,45.0,16699.5
969.0,374.44,1.0,374.44
969.55,374.76,1.0,374.76
970.15,379.29,1.0,379.29
970.75,379.79,2.0,759.58
971.3,379.72,1.0,379.72
971.9,380.15,3.0,1140.4499999999998
973.05,375.96,5.0,1879.8
973.65,370.73,25.0,9268.25
974.25,368.56,-10.0,-3685.6
974.8,368.28,1.0,368.28
975.4,363.14,51.0,18520.14
976.0,357.42,53.0,18943.260000000002
976.55,358.29,-15.0,-5374.35
977.15,378.15,1.0,378.15
977.75,378.17,13.0,4916.21
978.3,379.1,19.0,7202.900000000001
978.9,375.04,16.0,6000.64
979.5,379.97,28.0,10639.16
980.65,371.13,32.0,11876.16
981.25,364.15,53.0,19299.949999999997
981.85,350.63,49.0,17180.87
982.45,342.63,1.0,342.63
983.0,374.26,-0.0,-0.0
983.6,375.72,1.0,375.72
984.15,374.33,19.0,7112.2699999999995
984.75,368.55,-15.0,-5528.25
985.95,362.4,43.0,15583.199999999999
986.5,362.99,-17.0,-6170.83
987.1,361.08,48.0,17331.84
987.7,360.15,39.0,14045.849999999999
988.25,350.35,110.0,38538.5
988.85,374.18,61.0,22824.98
989.45,375.15,21.0,7878.15
990.0,375.76,12.0,4509.12
990.6,374.58,2.0,749.16
991.2,361.5,-0.0,-0.0
991.8,357.84,12.0,4294.08
992.35,371.97,5.0,1859.8500000000001
992.95,352.37,10.0,3523.7
993.55,348.85,7.0,2441.9500000000003
994.15,340.19,3.0,1020.5699999999999
994.7,356.99,4.0,1427.96
995.3,358.73,11.0,3946.03
995.9,368.85,29.0,10696.650000000001
996.45,372.71,-1.0,-372.71
997.05,369.33,8.0,2954.64
997.65,368.84,12.0,4426.08
998.25,363.53,2.0,727.06
998.8,367.87,26.0,9564.62
999.4,369.56,42.0,15521.52
1000.0,374.87,88.0,32988.56
1000.55,369.26,142.0,52434.92
1001.15,369.06,102.0,37644.12
1001.75,364.0,106.0,38584.0
1002.3,372.61,3.0,1117.83
1002.9,372.21,-3.0,-1116.6299999999999
1003.5,374.68,-0.0,-0.0
1004.05,374.36,13.0,4866.68
1004.65,364.35,38.0,13845.300000000001
1005.25,365.84,58.0,21218.719999999998
1005.85,346.29,76.0,26318.04
1006.4,371.48,40.0,14859.2
1007.0,340.36,-3.0,-1021.08
1007.6,341.07,1.0,341.07
1009.35,363.07,26.0,9439.82
1009.95,362.52,17.0,6162.84
1010.5,356.38,9.0,3207.42
1011.1,345.67,24.0,8296.08
1011.7,343.11,6.0,2058.66
1012.85,367.77,-6.0,-2206.62
1013.45,365.33,-0.0,-0.0
1014.05,360.62,1.0,360.62
1014.6,360.86,1.0,360.86
1015.2,360.96,7.0,2526.72
1015.8,360.16,15.0,5402.400000000001
1016.35,362.66,15.0,5439.900000000001
1016.95,362.75,22.0,7980.5
1017.55,369.84,5.0,1849.1999999999998
1018.15,370.39,35.0,12963.65
1018.7,370.61,48.0,17789.28
1019.3,369.28,47.0,17356.16
1019.9,366.62,-1.0,-366.62
1020.45,364.15,-2.0,-728.3
1021.05,365.43,-0.0,-0.0
1021.65,365.43,3.0,1096.29
1022.8,353.29,-3.0,-1059.8700000000001
1023.4,344.45,-0.0,-0.0
1024.0,371.7,1.0,371.7
1024.55,368.31,52.0,19152.12
1025.15,369.04,83.0,30630.320000000003
1025.75,369.41,78.0,28813.980000000003
1026.3,365.39,-4.0,-1461.56
1026.9,363.16,-0.0,-0.0
1027.5,363.24,17.0,6175.08
1028.1,356.82,16.0,5709.12
1028.7,342.56,33.0,11304.48
1029.3,321.42,23.0,7392.660000000001
1029.85,348.48,37.0,12893.76
1030.45,365.44,36.0,13155.84
1031.05,363.81,58.0,21100.98
1031.6,356.96,-16.0,-5711.36
1032.2,356.56,-2.0,-713.12
1033.4,344.69,1.0,344.69
1033.95,345.96,27.0,9340.92
1034.55,347.78,44.0,15302.32
1035.15,348.62,-1.0,-348.62
1035.7,345.17,44.0,15187.480000000001
1036.3,364.38,59.0,21498.42
1036.9,356.19,107.0,38112.33
1037.45,360.47,149.0,53710.030000000006
1038.05,348.67,34.0,11854.78
1038.65,362.57,26.0,9426.82
1039.8,349.64,13.0,4545.32
1040.4,334.44,1.0,334.44
