Time (s),MC Temp A,MC Temp B,MC Temp C
84.5,31.6,32.1,32.3
85.45,31.2,31.7,31.9
86.45,31.3,31.9,32.0
87.45,31.3,31.9,32.0
88.4,31.3,31.8,31.8
89.4,31.1,31.6,31.7
90.4,31.1,31.5,31.6
91.35,31.1,31.6,31.6
92.35,31.2,31.8,31.8
93.3,31.4,31.9,31.9
94.3,31.1,31.6,31.7
95.3,30.9,31.3,31.4
96.25,31.0,31.4,31.4
97.25,30.9,31.3,31.3
98.25,31.1,31.4,31.4
99.2,31.1,31.5,31.4
100.2,30.8,31.2,31.2
101.2,30.8,31.1,31.1
102.15,30.7,31.1,31.0
103.15,30.7,31.1,31.0
104.1,30.8,31.1,31.1
105.1,30.8,31.2,31.1
106.1,30.9,31.1,31.1
107.05,30.8,31.5,31.1
108.05,31.1,31.5,31.3
109.05,31.3,31.7,31.6
110.0,31.2,31.7,31.6
111.0,31.1,31.5,31.4
112.0,31.2,31.6,31.5
112.95,31.3,31.7,31.6
113.95,31.2,31.7,31.6
114.95,31.1,31.7,31.5
115.9,31.1,31.5,31.4
116.9,31.0,31.4,31.4
117.85,31.1,31.4,31.3
118.85,31.1,31.4,31.3
119.85,31.1,31.4,31.4
120.8,31.1,31.5,31.4
121.8,31.1,31.5,31.4
122.8,31.1,31.6,31.4
123.75,31.3,31.6,31.4
124.75,31.2,31.6,31.5
125.75,31.2,31.6,31.4
126.7,31.3,31.6,31.4
127.7,31.2,31.6,31.4
128.65,31.3,31.6,31.4
129.65,31.3,31.7,31.5
130.65,31.3,31.6,31.5
131.6,31.3,31.7,31.5
132.6,31.3,31.7,31.5
133.6,31.3,31.7,31.6
134.55,31.4,31.7,31.6
135.55,31.3,31.7,31.6
136.55,31.4,31.7,31.6
137.5,31.4,31.7,31.6
138.5,31.4,31.7,31.6
139.45,31.4,31.8,31.6
140.45,31.5,31.8,31.7
141.45,31.4,31.8,31.7
142.4,31.4,31.8,31.7
143.4,31.4,31.8,31.7
144.4,31.5,31.9,31.7
145.35,31.5,31.9,31.9
146.35,31.5,31.9,31.7
147.35,31.5,31.9,31.7
148.3,31.5,31.9,31.7
149.3,31.5,31.9,31.7
150.25,31.5,31.9,31.8
151.25,31.6,31.9,31.8
152.25,31.6,31.9,31.8
153.2,31.6,31.9,31.8
154.2,31.7,31.9,31.8
155.2,31.6,32.1,31.9
156.15,31.7,32.0,31.9
157.15,31.7,32.0,31.9
158.15,31.8,32.0,31.9
159.1,31.7,32.0,31.9
160.1,31.6,32.1,31.9
161.05,31.7,32.1,31.9
162.05,31.7,32.1,31.9
163.05,31.7,32.1,31.9
164.0,31.7,32.1,31.9
165.0,31.8,32.2,32.0
166.0,31.8,32.2,32.0
166.95,31.8,32.2,32.0
167.95,31.8,32.2,32.0
168.95,31.9,32.2,32.0
169.9,31.9,32.2,32.1
170.9,31.9,32.2,32.1
171.85,31.9,32.3,32.1
172.85,31.9,32.2,32.1
173.85,31.9,32.2,32.2
174.8,31.8,32.3,32.2
175.8,31.9,32.2,32.1
176.8,31.9,32.2,32.2
177.75,31.9,32.3,32.2
178.75,31.9,32.3,32.2
179.75,31.9,32.3,32.2
180.7,31.9,32.2,32.1
181.7,31.9,32.2,32.1
182.65,31.8,32.2,32.1
183.65,31.8,32.2,32.0
184.65,31.8,32.2,32.0
185.6,31.7,32.2,32.0
186.6,31.7,32.2,32.0
187.6,31.7,32.1,31.9
188.55,31.8,32.1,32.0
189.55,31.7,32.1,32.0
190.55,31.7,32.1,31.9
191.5,31.7,32.1,31.9
192.5,31.7,32.1,31.9
193.5,31.7,32.1,31.9
194.45,31.7,32.1,31.9
195.45,31.7,32.1,31.9
196.4,31.7,32.1,31.9
197.4,31.7,32.0,31.9
198.4,31.6,32.0,31.9
199.35,31.7,32.0,31.9
200.35,31.6,32.0,31.9
201.35,31.6,32.0,31.9
202.3,31.6,32.0,31.9
203.3,31.6,32.0,31.9
204.3,31.6,32.0,31.9
205.25,31.6,32.0,31.9
206.25,31.6,32.0,31.9
207.2,31.6,31.9,31.9
208.2,31.6,32.0,31.9
209.2,31.6,32.0,31.9
210.15,31.6,32.0,31.9
211.15,31.5,31.9,31.9
212.15,31.5,31.9,31.9
213.1,31.5,31.9,31.9
214.1,31.5,31.9,31.9
215.1,31.5,31.9,31.9
216.05,31.5,31.9,31.9
217.05,31.5,31.9,31.9
218.0,31.5,31.9,31.9
219.0,31.5,31.9,31.9
220.0,31.5,31.9,31.9
220.95,31.5,31.9,31.9
221.95,31.5,31.9,31.9
222.95,31.5,31.9,31.9
223.9,31.5,31.9,31.9
224.9,31.5,31.9,31.9
225.9,31.4,31.9,31.9
226.85,31.5,31.9,31.9
227.85,31.4,31.9,31.9
228.8,31.5,31.9,31.9
229.8,31.4,31.9,31.9
230.8,31.4,31.9,31.9
231.75,31.4,31.9,31.9
232.75,31.4,31.9,31.9
233.75,31.4,31.9,31.9
234.7,31.4,31.9,31.9
235.7,31.4,31.9,31.9
236.7,31.4,31.9,31.9
237.65,31.4,31.9,31.9
238.65,31.4,31.9,31.9
239.6,31.4,31.9,31.9
240.6,31.4,31.9,31.9
241.6,31.4,31.9,31.9
242.55,31.4,31.9,31.9
243.55,31.4,31.9,31.9
244.55,31.4,31.9,31.8
245.5,31.4,31.9,31.9
246.5,31.4,31.9,31.9
247.5,31.4,31.9,31.8
248.45,31.4,31.9,31.9
249.45,31.4,31.9,31.9
250.4,31.4,31.9,31.9
251.4,31.4,31.9,31.9
252.4,31.4,31.9,31.9
253.35,31.4,31.9,31.9
254.35,31.4,31.9,31.9
255.35,31.4,31.9,31.9
256.3,31.4,31.9,31.9
257.3,31.4,31.9,31.9
258.3,31.4,31.9,31.9
259.25,31.4,31.8,31.8
260.25,31.4,31.9,31.9
261.2,31.4,31.9,31.9
262.2,31.4,31.9,31.9
263.2,31.4,31.8,31.9
264.15,31.4,31.9,31.9
265.15,31.4,31.8,31.9
266.15,31.4,31.9,31.9
267.1,31.4,31.9,31.9
268.1,31.4,31.9,31.8
269.1,31.4,31.9,31.9
270.05,31.4,31.8,31.9
271.05,31.4,31.9,31.9
272.05,31.4,31.8,31.9
273.0,31.4,31.9,31.9
274.0,31.4,31.8,31.9
274.95,31.4,31.9,31.9
275.95,31.4,31.9,31.9
276.95,31.4,31.9,31.9
277.9,31.4,31.8,31.9
278.9,31.4,31.9,31.9
279.9,31.4,31.9,31.9
280.85,31.4,31.9,31.9
281.85,31.4,31.9,31.9
282.85,31.4,31.8,31.9
283.8,31.4,31.8,31.9
284.8,31.4,31.8,31.9
285.75,31.4,31.9,31.9
286.75,31.4,31.8,31.9
287.75,31.4,31.8,31.9
288.7,31.4,31.8,31.9
289.7,31.4,31.9,31.9
290.7,31.4,31.9,31.9
291.65,31.4,31.9,31.9
292.65,31.4,31.9,31.9
293.65,31.4,31.9,31.9
294.6,31.4,31.9,31.9
295.6,31.4,31.9,31.9
296.55,31.4,31.9,31.9
297.55,31.4,31.8,31.9
298.55,31.4,31.9,31.9
299.5,31.4,31.9,31.9
300.5,31.4,31.9,31.9
301.5,31.4,31.9,31.9
302.45,31.4,31.9,31.9
303.45,31.4,31.9,31.9
304.45,31.4,31.9,31.9
305.4,31.4,31.9,31.9
306.4,31.4,31.9,31.9
307.35,31.4,31.9,31.9
308.35,31.4,31.9,31.9
309.35,31.4,31.9,31.9
310.3,31.4,31.9,31.9
311.3,31.4,31.9,31.9
312.3,31.4,31.9,31.9
313.25,31.4,31.9,31.9
314.25,31.4,31.9,31.9
315.25,31.4,31.9,32.0
316.2,31.4,31.9,31.9
317.2,31.4,31.9,31.9
318.15,31.4,31.9,31.9
319.15,31.4,31.9,31.9
320.15,31.4,31.9,31.9
321.1,31.4,31.9,32.0
322.1,31.4,31.9,31.9
323.1,31.4,31.9,32.0
324.05,31.4,31.9,32.0
325.05,31.4,31.9,32.0
326.05,31.4,31.9,32.0
327.0,31.5,31.9,32.0
328.0,31.4,31.9,32.0
328.95,31.5,31.9,32.0
329.95,31.5,31.9,32.0
330.95,31.4,31.9,32.0
331.9,31.5,31.9,32.0
332.9,31.5,31.9,32.0
333.9,31.5,31.9,32.0
334.85,31.5,31.9,32.0
335.85,31.5,31.9,32.0
336.85,31.5,31.9,32.0
337.8,31.4,31.9,32.0
338.8,31.5,31.9,32.1
339.8,31.5,31.9,32.0
340.75,31.5,31.9,32.1
341.75,31.5,31.9,32.1
342.7,31.5,31.9,32.1
343.7,31.5,31.9,32.1
344.7,31.5,31.9,32.1
345.65,31.5,32.0,32.1
346.65,31.5,32.0,32.1
347.65,31.5,32.0,32.1
348.6,31.5,32.0,32.1
349.6,31.5,32.0,32.1
350.6,31.5,32.0,32.1
351.55,31.5,32.0,32.1
352.55,31.5,32.0,32.1
353.5,31.5,32.0,32.1
354.5,31.6,32.0,32.1
355.5,31.6,32.0,32.1
356.45,31.6,32.0,32.1
357.45,31.5,32.0,32.1
358.45,31.6,32.0,32.1
359.4,31.6,32.0,32.1
360.4,31.6,32.0,32.1
361.4,31.6,32.0,32.1
362.35,31.6,32.0,32.1
363.35,31.6,32.0,32.2
364.3,31.6,32.0,32.2
365.3,31.6,32.1,32.2
366.3,31.6,32.0,32.2
367.25,31.6,32.0,32.2
368.25,31.6,32.0,32.2
369.25,31.6,32.0,32.2
370.2,31.6,32.1,32.2
371.2,31.6,32.1,32.2
372.2,31.6,32.0,32.2
373.15,31.6,32.1,32.2
374.15,31.6,32.1,32.2
375.15,31.6,32.0,32.2
376.1,31.6,32.1,32.2
377.1,31.7,32.1,32.2
378.05,31.6,32.1,32.2
379.05,31.6,32.1,32.2
380.05,31.6,32.1,32.2
381.0,31.7,32.1,32.2
382.0,31.7,32.1,32.2
383.0,31.6,32.1,32.2
383.95,31.6,32.1,32.2
384.95,31.7,32.1,32.2
385.95,31.7,32.1,32.2
386.9,31.7,32.1,32.2
387.9,31.7,32.1,32.2
388.85,31.7,32.2,32.2
389.85,31.7,32.2,32.2
390.85,31.7,32.2,32.2
391.8,31.7,32.2,32.2
392.8,31.7,32.1,32.2
393.8,31.7,32.2,32.2
394.75,31.7,32.2,32.2
395.75,31.7,32.2,32.2
396.75,31.7,32.2,32.2
397.7,31.7,32.2,32.2
398.7,31.7,32.2,32.2
399.65,31.7,32.2,32.2
400.65,31.7,32.2,32.2
401.65,31.7,32.2,32.2
402.6,31.7,32.2,32.2
403.6,31.7,32.2,32.3
404.6,31.7,32.2,32.3
405.55,31.7,32.2,32.2
406.55,31.7,32.2,32.3
407.55,31.7,32.2,32.3
408.5,31.7,32.2,32.3
409.5,31.7,32.2,32.3
410.45,31.7,32.2,32.3
411.45,31.7,32.2,32.3
412.45,31.7,32.2,32.3
413.4,31.7,32.2,32.3
414.4,31.7,32.2,32.3
415.4,31.8,32.2,32.3
416.35,31.8,32.2,32.3
417.35,31.8,32.2,32.3
418.35,31.8,32.2,32.3
419.3,31.8,32.2,32.3
420.3,31.8,32.2,32.3
421.25,31.8,32.2,32.3
422.25,31.8,32.2,32.4
423.25,31.8,32.2,32.4
424.2,31.8,32.2,32.4
425.2,31.8,32.2,32.4
426.2,31.8,32.2,32.4
427.15,31.8,32.3,32.4
428.15,31.8,32.2,32.4
429.15,31.8,32.2,32.4
430.1,31.9,32.3,32.4
431.1,31.8,32.2,32.4
432.05,31.8,32.3,32.4
433.05,31.8,32.3,32.4
434.05,31.9,32.3,32.4
435.0,31.9,32.3,32.4
436.0,31.9,32.3,32.4
437.0,31.8,32.3,32.4
437.95,31.9,32.3,32.4
438.95,31.9,32.3,32.4
439.95,31.9,32.3,32.4
440.9,31.9,32.3,32.4
441.9,31.9,32.3,32.4
442.85,31.9,32.3,32.4
443.85,31.9,32.3,32.5
444.85,31.9,32.3,32.5
445.8,31.9,32.3,32.5
446.8,31.9,32.4,32.5
447.8,31.9,32.4,32.5
448.75,31.9,32.4,32.5
449.75,31.9,32.4,32.5
450.75,31.9,32.3,32.5
451.7,31.9,32.3,32.5
452.7,31.9,32.4,32.5
453.7,31.9,32.4,32.5
454.65,31.9,32.4,32.5
455.65,31.9,32.4,32.5
456.6,31.9,32.4,32.5
457.6,31.9,32.4,32.5
458.6,31.9,32.4,32.5
459.55,31.9,32.4,32.5
460.55,31.9,32.4,32.5
461.55,31.9,32.4,32.5
462.5,31.9,32.4,32.5
463.5,31.9,32.4,32.5
464.5,31.9,32.4,32.5
465.45,32.0,32.4,32.5
466.45,31.9,32.5,32.5
467.4,32.0,32.4,32.5
468.4,32.0,32.5,32.5
469.4,32.0,32.5,32.5
470.35,32.0,32.5,32.5
471.35,32.0,32.5,32.5
472.35,32.0,32.5,32.6
473.3,32.0,32.5,32.6
474.3,32.0,32.5,32.6
475.3,32.0,32.5,32.6
476.25,32.0,32.5,32.6
477.25,32.0,32.5,32.6
478.25,32.1,32.5,32.6
479.2,32.0,32.5,32.6
480.2,32.0,32.5,32.6
481.15,32.0,32.5,32.6
482.15,32.0,32.5,32.6
483.15,32.0,32.5,32.6
484.1,32.0,32.5,32.6
485.1,32.0,32.5,32.6
486.1,32.1,32.5,32.6
487.05,32.1,32.5,32.6
488.05,32.1,32.5,32.6
489.0,32.1,32.5,32.6
490.0,32.1,32.5,32.6
491.0,32.1,32.5,32.6
491.95,32.1,32.5,32.6
492.95,32.1,32.5,32.6
493.95,32.1,32.5,32.6
494.9,32.1,32.5,32.6
495.9,32.1,32.5,32.6
496.9,32.1,32.5,32.7
497.85,32.1,32.5,32.6
498.85,32.1,32.5,32.6
499.85,32.1,32.6,32.7
500.8,32.1,32.6,32.7
501.8,32.2,32.6,32.7
502.75,32.2,32.5,32.7
503.75,32.1,32.6,32.7
504.75,32.1,32.6,32.7
505.7,32.1,32.6,32.7
506.7,32.2,32.6,32.7
507.7,32.2,32.5,32.7
508.65,32.2,32.6,32.7
509.65,32.2,32.6,32.7
510.65,32.2,32.6,32.7
511.6,32.2,32.6,32.7
512.6,32.2,32.6,32.7
513.55,32.2,32.6,32.7
514.55,32.2,32.6,32.7
515.55,32.2,32.6,32.7
516.5,32.2,32.6,32.7
517.5,32.2,32.6,32.7
518.5,32.2,32.6,32.7
519.45,32.2,32.6,32.7
520.45,32.2,32.6,32.7
521.45,32.2,32.6,32.7
522.4,32.2,32.7,32.7
523.4,32.2,32.7,32.7
524.35,32.2,32.7,32.7
525.35,32.2,32.7,32.7
526.35,32.2,32.6,32.7
527.3,32.2,32.7,32.7
528.3,32.2,32.7,32.7
529.3,32.2,32.6,32.7
530.25,32.2,32.7,32.7
531.25,32.2,32.7,32.7
532.25,32.2,32.7,32.7
533.2,32.2,32.7,32.7
534.2,32.2,32.7,32.7
535.15,32.2,32.7,32.7
536.15,32.2,32.7,32.7
537.15,32.2,32.7,32.7
538.1,32.2,32.7,32.7
539.1,32.2,32.7,32.7
540.1,32.2,32.7,32.7
541.05,32.2,32.7,32.7
542.05,32.2,32.7,32.7
543.05,32.2,32.7,32.7
544.0,32.2,32.7,32.7
545.0,32.2,32.7,32.7
545.95,32.2,32.7,32.7
546.95,32.2,32.7,32.7
547.95,32.2,32.7,32.8
548.9,32.2,32.7,32.7
549.9,32.2,32.7,32.8
550.9,32.2,32.7,32.7
551.85,32.2,32.7,32.8
552.85,32.2,32.7,32.7
553.85,32.2,32.7,32.8
554.8,32.3,32.7,32.8
555.8,32.3,32.7,32.7
556.8,32.3,32.7,32.8
557.75,32.3,32.7,32.7
558.75,32.3,32.7,32.7
559.7,32.3,32.7,32.8
560.7,32.3,32.7,32.8
561.7,32.3,32.7,32.8
562.65,32.3,32.7,32.8
563.65,32.3,32.7,32.8
564.65,32.3,32.7,32.8
565.6,32.3,32.7,32.7
566.6,32.3,32.7,32.8
567.6,32.3,32.7,32.8
568.55,32.3,32.7,32.8
569.55,32.3,32.7,32.8
570.5,32.3,32.7,32.8
571.5,32.3,32.7,32.8
572.5,32.3,32.7,32.8
573.45,32.4,32.7,32.8
574.45,32.4,32.7,32.8
575.45,32.4,32.7,32.8
576.4,32.3,32.7,32.8
577.4,32.3,32.7,32.8
578.35,32.3,32.7,32.7
579.35,32.4,32.7,32.8
580.35,32.3,32.7,32.8
581.3,32.3,32.8,32.8
582.3,32.4,32.7,32.8
583.3,32.3,32.7,32.8
584.25,32.4,32.7,32.8
585.25,32.4,32.8,32.8
586.25,32.4,32.8,32.8
587.2,32.4,32.8,32.8
588.2,32.3,32.8,32.8
589.2,32.3,32.8,32.8
590.15,32.4,32.8,32.8
591.15,32.4,32.7,32.8
592.1,32.4,32.7,32.8
593.1,32.4,32.8,32.8
594.1,32.4,32.8,32.8
595.05,32.4,32.8,32.8
596.05,32.4,32.8,32.8
597.05,32.4,32.7,32.8
598.0,32.4,32.8,32.8
599.0,32.4,32.8,32.8
600.0,32.4,32.8,32.8
600.95,32.4,32.8,32.8
601.95,32.4,32.8,32.8
602.9,32.4,32.8,32.8
603.9,32.4,32.8,32.8
604.9,32.4,32.8,32.8
605.85,32.4,32.8,32.9
606.85,32.5,33.0,33.0
607.85,32.4,32.8,32.9
608.8,32.7,33.0,32.9
609.8,33.0,33.3,33.0
610.8,33.0,33.3,33.1
611.75,32.8,33.2,33.1
612.75,32.5,33.0,33.0
613.7,32.4,32.8,32.9
614.7,32.4,32.8,32.8
615.7,32.4,32.8,32.8
616.65,32.4,32.8,32.8
617.65,32.5,32.8,32.8
618.65,32.4,32.8,32.8
619.6,32.4,32.8,32.8
620.6,32.4,32.8,32.8
621.6,32.4,32.8,32.8
622.55,32.5,32.8,32.8
623.55,32.4,32.8,32.8
624.55,32.4,32.8,32.8
625.5,32.5,32.8,32.8
626.5,32.5,32.8,32.8
627.45,32.4,32.8,32.8
628.45,32.4,32.9,32.8
629.45,32.5,32.8,32.8
630.4,32.4,32.9,32.8
631.4,32.5,32.8,32.8
632.4,32.5,32.8,32.9
633.35,32.5,32.8,32.9
634.35,32.5,32.9,32.9
635.35,32.5,32.9,32.9
636.3,32.5,32.8,32.9
637.3,32.5,32.9,32.9
638.25,32.5,32.9,32.9
639.25,32.5,32.9,32.9
640.25,32.5,32.9,32.9
641.2,32.5,32.9,32.9
642.2,32.5,32.9,32.9
643.2,32.5,32.9,33.0
644.15,32.5,32.9,32.9
645.15,32.5,32.9,32.9
646.15,32.5,32.9,32.9
647.1,32.5,32.9,32.9
648.1,32.5,32.9,33.0
649.05,32.5,32.9,33.0
650.05,32.5,32.9,32.9
651.05,32.5,32.9,33.0
652.0,32.5,32.9,33.0
653.0,32.5,32.9,33.0
654.0,32.5,32.9,33.0
654.95,32.5,33.0,33.0
655.95,32.5,32.9,33.0
656.95,32.5,32.9,33.0
657.9,32.5,32.9,33.0
658.9,32.5,33.0,33.0
659.9,32.5,33.0,33.0
660.85,32.5,32.9,33.0
661.85,32.5,33.0,33.0
662.8,32.5,32.9,33.0
663.8,32.5,33.0,33.0
664.8,32.5,33.0,33.0
665.75,32.5,33.0,33.0
666.75,32.5,33.0,33.0
667.75,32.5,33.0,33.0
668.7,32.5,33.0,33.0
669.7,32.5,33.0,33.0
670.7,32.5,33.0,33.0
671.65,32.5,33.0,33.0
672.65,32.5,33.0,33.0
673.6,32.5,33.0,33.0
674.6,32.5,33.0,33.0
675.6,32.5,33.0,33.0
676.55,32.5,33.0,33.0
677.55,32.5,33.0,33.0
678.55,32.6,33.0,33.0
679.5,32.6,33.0,33.1
680.5,32.6,33.0,33.0
681.5,32.5,33.0,33.1
682.45,32.6,33.0,33.1
683.45,32.6,33.0,33.0
684.4,32.6,33.0,33.0
685.4,32.5,33.0,33.1
686.4,32.6,33.0,33.0
687.35,32.7,33.1,33.2
688.35,32.7,33.1,33.2
689.35,32.5,32.9,33.0
690.3,32.8,33.0,33.0
691.3,32.9,33.1,33.1
692.3,32.8,33.2,33.1
693.25,32.8,33.1,33.1
694.25,32.7,33.1,33.1
695.2,32.8,33.1,33.0
696.2,32.8,33.1,33.1
697.2,32.8,33.1,33.1
698.15,32.8,33.2,33.1
699.15,32.9,33.2,33.1
700.15,32.9,33.2,33.2
701.1,32.9,33.2,33.2
702.1,33.0,33.2,33.2
703.1,33.0,33.2,33.2
704.05,33.0,33.2,33.2
705.05,33.0,33.3,33.3
706.0,33.0,33.2,33.3
707.0,35.4,35.8,35.7
708.0,36.7,37.5,37.5
708.95,37.0,38.1,38.5
709.95,37.3,38.3,38.9
710.95,37.2,38.2,39.1
711.9,36.4,37.4,38.4
712.9,34.7,35.6,36.6
713.9,34.1,34.7,35.4
714.85,33.8,34.3,34.7
715.85,33.8,34.2,34.4
716.8,34.3,34.7,34.8
717.8,34.3,34.7,34.9
718.8,34.2,34.6,34.7
719.75,34.2,34.6,34.6
720.75,34.3,34.6,34.6
721.75,34.6,35.0,34.9
722.7,35.0,35.5,35.4
723.7,34.6,35.2,35.4
724.7,34.7,35.2,35.3
725.65,35.1,35.7,35.7
726.65,35.0,35.6,35.7
727.65,35.2,35.7,35.9
728.6,35.7,36.3,36.5
729.6,35.9,36.6,36.8
730.55,35.5,36.2,36.8
731.55,34.8,35.4,35.7
732.55,34.5,34.9,35.3
733.5,34.3,34.8,34.9
734.5,34.2,34.6,34.7
735.5,34.1,34.5,34.6
736.45,34.0,34.3,34.4
737.45,33.9,34.3,34.3
738.45,34.1,34.4,34.3
739.4,33.9,34.3,34.3
740.4,33.8,34.2,34.2
741.35,33.8,34.1,34.1
742.35,33.8,34.1,34.1
743.35,33.8,34.1,34.0
744.3,33.8,34.1,34.0
745.3,33.7,34.1,34.0
746.3,33.7,34.0,34.0
747.25,33.7,34.0,33.9
748.25,33.7,34.1,33.9
749.25,33.7,34.0,34.0
750.2,33.7,34.1,33.9
751.2,33.7,34.1,33.9
752.15,33.7,34.0,33.9
753.15,33.7,34.1,34.0
754.15,33.7,34.0,33.9
755.1,33.8,34.1,34.0
756.1,33.8,34.2,34.1
757.1,34.5,34.7,34.6
758.05,35.0,35.4,35.2
759.05,35.3,35.7,35.7
760.05,34.9,35.4,35.6
761.0,34.8,35.2,35.4
762.0,34.4,34.9,35.0
762.95,34.1,34.5,34.6
763.95,34.0,34.3,34.4
764.95,33.8,34.3,34.3
765.9,33.8,34.2,34.2
766.9,33.9,34.2,34.1
767.9,33.8,34.2,34.1
768.85,33.8,34.2,34.1
769.85,33.8,34.2,34.1
770.85,33.8,34.1,34.1
771.8,33.8,34.2,34.1
772.8,33.8,34.2,34.1
773.75,33.8,34.1,34.1
774.75,33.8,34.1,34.1
775.75,33.8,34.1,34.1
776.7,33.8,34.1,34.1
777.7,33.8,34.1,34.1
778.7,33.8,34.1,34.1
779.65,33.8,34.1,34.1
780.65,33.8,34.1,34.1
781.65,33.8,34.1,34.1
782.6,33.8,34.1,34.1
783.6,33.8,34.1,34.1
784.55,33.8,34.1,34.1
785.55,33.8,34.1,34.1
786.55,33.8,34.1,34.1
787.5,33.8,34.1,34.0
788.5,33.8,34.1,34.0
789.5,33.8,34.1,34.1
790.45,33.8,34.1,34.1
791.45,33.8,34.2,34.1
792.45,33.8,34.2,34.2
793.4,33.9,34.2,34.1
794.4,34.1,34.4,34.2
795.4,34.3,34.6,34.3
796.35,34.3,34.6,34.4
797.35,34.1,34.5,34.4
798.3,34.1,34.3,34.3
799.3,34.0,34.4,34.3
800.3,34.0,34.3,34.3
801.25,34.1,34.3,34.3
802.25,34.1,34.3,34.3
803.25,34.1,34.4,34.3
804.2,34.1,34.4,34.3
805.2,34.2,34.5,34.4
806.2,34.2,34.5,34.3
807.15,34.1,34.5,34.3
808.15,34.2,34.5,34.4
809.1,34.1,34.5,34.4
810.1,34.2,34.5,34.4
811.1,34.2,34.5,34.4
812.05,34.2,34.6,34.5
813.05,34.2,34.6,34.4
814.05,34.2,34.5,34.4
815.0,34.2,34.5,34.4
816.0,34.4,34.6,34.4
817.0,34.3,34.6,34.5
817.95,34.3,34.6,34.4
818.95,34.3,34.6,34.5
819.9,34.3,34.6,34.5
820.9,34.3,34.6,34.5
821.9,34.3,34.6,34.5
822.85,34.3,34.6,34.5
823.85,34.3,34.6,34.6
824.85,34.3,34.6,34.6
825.8,34.3,34.6,34.6
826.8,34.3,34.6,34.6
827.8,35.4,35.7,35.5
828.75,38.3,38.9,38.7
829.75,39.4,40.4,40.7
830.75,39.6,40.8,41.5
831.7,39.1,40.3,41.3
832.7,39.4,40.6,41.6
833.65,37.2,38.3,39.5
834.65,36.0,36.8,37.8
835.65,35.5,36.1,36.7
836.6,35.3,35.8,36.2
837.6,35.1,35.6,35.8
838.6,35.4,35.9,35.9
839.55,36.4,36.9,36.8
840.55,36.4,37.0,37.0
841.55,36.1,36.6,36.8
842.5,36.5,37.0,37.1
843.5,37.1,37.7,37.7
844.45,38.0,38.7,38.8
845.45,38.1,39.0,39.4
846.45,36.6,37.4,38.1
847.4,35.9,36.5,37.1
848.4,35.7,36.2,36.5
849.4,35.5,36.0,36.2
850.35,35.5,35.8,35.9
851.35,35.3,35.7,35.6
852.35,35.1,35.5,35.5
853.3,35.1,35.4,35.4
854.3,35.1,35.4,35.4
855.25,35.1,35.4,35.4
856.25,35.1,35.4,35.4
