Time (s),Inlet Water Temp (C),Outlet Water Temp (C),Inlet Air Temp (C),Outlet Air Temp (C)
786.2,31.5,151.4,26.89,33.3
786.65,31.6,151.4,27.05,33.32
787.15,31.5,151.4,27.03,33.5
787.65,31.7,151.4,27.14,33.6
788.15,31.4,151.4,27.21,33.45
788.65,31.4,151.4,26.98,33.7
789.15,31.7,151.4,27.05,33.78
789.65,31.2,151.4,27.03,33.73
790.15,31.4,151.4,27.26,33.63
790.65,31.7,151.4,27.1,33.42
791.15,31.6,151.4,27.75,34.06
791.6,32.0,151.4,26.89,33.8
792.1,30.0,151.4,27.35,33.68
792.6,31.4,151.4,27.45,33.07
793.1,31.5,151.4,27.61,32.75
793.6,31.4,151.4,27.63,32.92
794.1,31.5,151.4,27.52,32.9
794.6,31.6,151.4,27.42,32.72
795.1,31.5,151.4,27.21,30.58
795.6,30.3,151.4,27.14,32.05
796.1,31.4,151.4,27.14,32.27
796.55,31.2,151.4,26.7,32.42
797.05,29.8,151.4,27.52,32.6
797.55,31.6,151.4,28.37,32.5
798.05,31.5,151.4,27.75,32.55
798.55,31.5,151.4,27.59,32.52
799.05,31.7,151.4,27.56,32.62
799.55,31.5,151.4,27.59,32.8
800.05,31.5,151.4,27.56,32.82
800.55,31.8,151.4,27.85,32.8
801.05,31.6,151.4,27.56,32.87
801.5,31.5,151.4,27.68,33.2
802.0,31.4,151.4,27.49,32.67
802.5,31.3,151.4,27.47,32.72
803.0,31.5,151.4,27.49,32.82
803.5,31.6,151.4,27.47,30.26
804.0,36.8,151.4,27.73,32.87
804.5,31.4,151.4,27.68,32.72
805.0,31.7,151.4,25.64,32.62
805.5,31.7,151.4,27.8,32.75
806.0,31.5,151.4,27.85,33.0
806.5,31.5,151.4,28.06,33.27
806.95,31.7,151.4,27.7,32.4
807.45,31.7,151.4,27.61,32.47
807.95,31.7,151.4,27.73,32.65
808.45,31.1,151.4,27.56,32.75
808.95,31.5,151.4,27.68,33.02
809.45,31.5,151.4,27.35,33.1
809.95,31.7,151.4,27.61,33.07
810.45,31.5,151.4,27.33,33.6
810.95,31.5,151.4,27.19,33.12
811.45,31.6,151.4,27.05,33.35
811.9,31.5,151.4,27.38,37.8
812.4,31.5,151.4,27.45,33.47
812.9,31.6,151.4,27.47,33.4
813.4,31.6,151.4,22.89,33.68
813.9,31.0,151.4,26.91,34.08
814.4,31.4,151.4,26.61,34.26
814.9,31.5,151.4,26.68,33.88
815.4,31.5,151.4,26.7,33.9
815.9,31.7,151.4,26.77,33.5
816.4,31.6,151.4,27.0,33.63
816.85,31.1,151.4,26.96,33.45
817.35,32.2,151.4,27.12,33.7
817.85,31.5,151.4,27.26,33.6
818.35,31.6,151.4,27.35,33.65
818.85,31.8,151.4,27.42,33.4
819.35,31.5,151.4,27.66,33.17
819.85,31.7,151.4,27.63,33.47
820.35,31.5,151.4,27.59,37.46
820.85,31.0,151.4,27.56,33.45
821.35,31.7,151.4,27.75,33.25
821.8,31.2,151.4,27.8,33.42
822.3,31.0,151.4,27.78,33.02
822.8,31.6,151.4,27.8,33.25
823.3,31.6,151.4,27.78,33.07
823.8,31.6,151.4,27.89,33.52
824.3,31.6,151.4,27.73,33.47
824.8,30.7,151.4,27.8,33.5
825.3,31.6,151.4,27.8,33.0
825.8,38.5,151.4,27.75,33.3
826.3,31.5,151.4,27.61,33.37
826.75,31.3,151.4,26.98,33.4
827.25,32.1,151.4,27.68,33.42
827.75,31.8,151.4,27.85,32.75
828.25,31.7,151.4,27.45,31.9
828.75,31.2,151.4,29.8,30.53
829.25,31.7,151.4,30.5,29.13
829.75,32.2,151.4,31.24,27.99
830.25,31.5,151.4,32.2,27.21
830.75,31.7,151.4,32.1,25.96
831.25,32.6,151.4,31.9,25.66
831.7,34.4,151.4,32.3,25.5
832.2,32.1,151.4,32.25,25.39
832.7,31.8,151.4,32.3,24.98
833.2,30.5,151.4,32.87,25.16
833.7,31.8,151.4,33.12,25.78
834.2,31.5,151.4,33.27,25.91
834.7,31.3,151.4,33.68,26.31
835.2,31.7,151.4,34.28,26.12
835.7,31.1,151.4,35.18,26.21
836.2,32.0,151.4,34.23,26.1
836.7,31.7,151.4,34.61,26.07
837.15,31.8,151.4,34.36,26.19
837.65,32.2,151.4,34.28,26.91
838.15,31.8,151.4,34.36,27.24
838.65,32.0,151.4,14.33,26.82
839.15,31.9,151.4,33.9,25.62
839.65,31.9,151.4,33.83,25.3
840.15,31.8,151.4,34.08,24.91
840.65,31.4,151.4,32.32,25.25
841.15,31.2,151.4,33.55,25.55
841.65,31.8,151.4,33.75,25.68
842.1,32.1,151.4,33.68,25.62
842.6,31.9,151.4,33.73,25.68
843.1,28.9,151.4,33.8,25.91
843.6,31.8,151.4,33.7,26.35
844.1,31.0,151.4,31.41,26.05
844.6,32.9,151.4,33.6,25.96
845.1,30.3,151.4,33.12,25.87
845.6,32.4,151.4,32.97,26.14
846.1,32.3,151.4,33.12,26.38
846.6,31.8,151.4,32.97,25.71
847.05,31.3,151.4,32.65,25.34
847.55,31.3,151.4,33.0,25.39
848.05,32.2,151.4,34.08,25.5
848.55,32.2,151.4,33.37,25.57
849.05,31.0,151.4,33.35,27.14
849.55,32.3,151.4,33.47,26.1
850.05,32.4,151.4,33.73,25.89
850.55,32.0,151.4,33.9,25.73
851.05,32.2,151.4,33.85,25.57
851.55,31.4,151.4,34.03,25.36
852.0,32.1,151.4,26.1,25.57
852.5,32.1,151.4,34.26,25.73
853.0,32.3,151.4,34.28,25.52
853.5,32.1,151.4,34.36,25.68
854.0,33.5,151.4,34.03,25.94
854.5,32.1,151.4,33.25,26.14
855.0,32.4,151.4,32.15,26.19
855.5,32.0,151.4,31.93,34.31
856.0,32.1,151.4,31.56,25.91
856.5,32.1,151.4,31.04,25.64
856.95,32.4,151.4,33.47,25.59
857.45,32.4,151.4,30.14,25.78
857.95,32.1,151.4,29.68,25.68
858.45,32.0,151.4,29.2,25.75
858.95,31.9,151.4,29.18,25.73
859.45,31.8,151.4,29.32,25.62
859.95,32.3,151.4,29.73,25.8
860.45,32.4,151.4,29.9,23.58
860.95,32.1,151.4,30.26,25.89
861.45,32.3,151.4,30.41,25.91
861.95,32.1,151.4,30.5,25.78
862.4,32.4,151.4,30.38,25.84
862.9,32.5,151.4,30.16,25.59
863.4,32.0,151.4,29.73,25.55
863.9,32.2,151.4,29.78,25.66
864.4,32.1,151.4,29.59,25.57
864.9,32.2,151.4,29.44,25.82
865.4,31.9,151.4,29.37,26.31
865.9,32.2,151.4,28.89,26.1
866.4,32.6,151.4,28.32,26.44
866.9,32.5,151.4,27.87,26.35
867.35,32.7,151.4,27.8,26.17
867.85,32.7,151.4,27.8,26.14
868.35,32.8,151.4,28.15,26.24
868.85,31.2,151.4,27.28,27.33
869.35,32.4,151.4,29.11,27.03
869.85,32.4,151.4,29.22,26.91
870.35,32.1,151.4,29.44,26.31
870.85,32.2,151.4,30.0,26.28
871.35,32.1,151.4,30.02,25.96
871.85,32.4,151.4,30.19,25.52
872.3,32.0,151.4,30.48,25.18
872.8,32.0,151.4,30.99,24.82
873.3,32.4,151.4,31.73,24.91
873.8,31.7,151.4,31.58,29.34
874.3,32.5,151.4,31.41,25.46
874.8,32.5,151.4,31.26,25.87
875.3,32.4,151.4,31.46,26.38
875.8,31.5,151.4,30.92,27.54
876.3,32.1,151.4,31.07,27.89
876.8,32.5,151.4,30.75,28.6
877.25,32.4,151.4,30.41,28.99
877.75,32.4,151.4,29.8,29.42
878.25,32.5,151.4,29.11,29.97
878.75,32.1,151.4,28.82,30.43
879.25,32.7,151.4,28.41,30.63
879.75,32.7,151.4,27.99,30.9
880.25,32.7,151.4,27.94,31.71
880.75,32.5,151.4,28.25,31.68
881.25,32.6,151.4,28.49,31.88
881.75,32.6,151.4,28.53,32.15
882.2,32.2,151.4,28.79,32.35
882.7,32.6,151.4,28.27,32.5
883.2,32.6,151.4,28.13,32.6
883.7,32.5,151.4,28.27,32.55
884.2,32.5,151.4,28.44,32.57
884.7,32.4,151.4,28.68,32.6
885.2,32.3,151.4,28.96,32.52
885.7,32.7,151.4,28.94,32.8
886.2,32.6,151.4,29.25,32.7
886.7,32.6,151.4,29.18,32.47
887.15,32.6,151.4,29.2,32.18
887.65,32.6,151.4,29.2,32.1
888.15,32.5,151.4,29.18,32.32
888.65,32.6,151.4,29.25,32.15
889.15,32.5,151.4,29.13,31.85
889.65,32.5,151.4,29.22,31.8
890.15,32.7,151.4,29.44,31.78
890.65,34.4,151.4,29.54,32.3
891.15,29.3,151.4,29.71,31.85
891.65,33.0,151.4,29.8,32.23
892.15,32.7,151.4,29.08,32.37
892.6,32.7,151.4,29.18,32.5
893.1,32.4,151.4,29.15,32.72
893.6,32.5,151.4,28.91,31.71
894.1,32.6,151.4,28.91,32.4
894.6,32.1,151.4,29.15,32.1
895.1,32.5,151.4,21.67,31.58
895.6,32.4,151.4,29.34,31.46
896.1,32.7,151.4,29.18,31.56
896.6,32.5,151.4,29.25,31.46
897.1,32.4,151.4,29.59,31.29
897.55,32.7,151.4,29.32,31.16
898.05,32.5,151.4,29.34,31.07
898.55,32.8,151.4,29.22,28.22
899.05,32.6,151.4,29.75,31.26
899.55,32.5,151.4,29.15,31.12
900.05,32.1,151.4,38.8,31.26
900.55,32.2,151.4,29.37,31.07
901.05,32.8,151.4,29.32,31.02
901.55,32.7,151.4,29.44,30.97
902.05,32.4,151.4,29.3,31.19
902.5,32.6,151.4,29.22,31.12
903.0,32.5,151.4,29.51,31.24
903.5,32.6,151.4,29.32,31.29
904.0,32.8,151.4,29.37,31.09
904.5,32.8,151.4,29.56,31.19
905.0,32.8,151.4,28.75,31.36
905.5,33.0,151.4,29.49,31.53
906.0,32.9,151.4,29.34,31.51
906.5,32.7,151.4,29.18,31.36
907.0,33.0,151.4,29.2,31.41
907.45,32.9,151.4,30.24,31.26
907.95,32.8,151.4,29.08,31.29
908.45,32.8,151.4,29.06,39.36
908.95,32.9,151.4,28.89,31.24
909.45,32.9,151.4,30.24,31.29
909.95,33.0,151.4,28.75,31.51
910.45,31.0,151.4,29.51,31.85
910.95,31.3,151.4,29.39,32.18
911.45,32.9,151.4,29.39,32.23
911.95,32.9,151.4,29.78,32.13
912.4,32.9,151.4,29.18,31.98
912.9,32.8,151.4,29.11,32.1
913.4,33.0,151.4,28.91,20.1
913.9,32.9,151.4,28.79,32.35
914.4,33.0,151.4,28.6,32.5
914.9,32.8,151.4,28.89,32.35
915.4,33.0,151.4,28.82,32.4
915.9,33.0,151.4,28.72,32.15
916.4,33.0,151.4,28.7,32.08
916.9,32.9,151.4,28.94,32.15
917.4,33.2,151.4,29.11,32.27
917.85,32.9,151.4,29.18,32.55
918.35,32.8,151.4,29.44,33.02
918.85,32.9,151.4,29.22,33.2
919.35,33.0,151.4,29.42,33.47
919.85,33.4,151.4,29.49,33.35
920.35,36.9,151.4,29.32,33.5
920.85,33.1,151.4,29.46,33.65
921.35,33.1,151.4,28.79,33.8
921.85,32.5,151.4,29.08,33.58
922.35,33.1,151.4,29.13,33.45
922.8,33.1,151.4,29.46,33.9
923.3,33.4,151.4,29.2,33.17
923.8,33.0,151.4,29.25,33.15
924.3,33.1,151.4,29.08,33.25
924.8,32.7,151.4,29.08,32.85
925.3,30.4,151.4,29.15,33.68
925.8,32.9,151.4,29.03,33.83
926.3,33.1,151.4,27.89,33.88
926.8,32.8,151.4,29.08,33.8
927.3,33.2,151.4,28.99,33.93
927.75,33.2,151.4,29.11,34.11
928.25,32.2,151.4,28.84,34.28
928.75,33.0,151.4,28.77,34.28
929.25,31.9,151.4,28.68,34.26
929.75,33.1,151.4,29.03,30.87
930.25,33.0,151.4,28.39,33.9
930.75,32.9,151.4,28.53,33.98
931.25,33.3,151.4,41.09,34.31
931.75,32.2,151.4,28.44,34.26
932.25,30.1,151.4,28.89,34.41
932.7,32.8,151.4,28.7,35.33
933.2,33.0,151.4,28.68,34.66
933.7,33.0,151.4,28.65,34.51
934.2,33.1,151.4,29.18,34.74
934.7,32.8,151.4,28.89,60.11
935.2,32.5,151.4,29.15,34.77
935.7,33.0,151.4,28.89,34.97
936.2,33.1,151.4,29.03,33.88
936.7,35.7,151.4,29.34,33.98
937.2,33.2,151.4,29.37,33.98
937.65,33.3,151.4,29.54,34.31
938.15,30.3,151.4,29.08,34.26
938.65,33.2,151.4,29.03,34.46
939.15,32.9,151.4,28.68,34.36
939.65,33.3,151.4,28.44,34.49
940.15,33.1,151.4,28.15,34.69
940.65,33.3,151.4,28.2,34.64
941.15,32.7,151.4,28.37,34.33
941.65,35.2,151.4,28.89,33.68
942.15,33.1,151.4,29.03,33.9
942.6,33.3,151.4,24.73,34.06
943.1,33.6,151.4,29.39,34.36
943.6,33.1,151.4,29.54,34.56
944.1,33.2,151.4,29.54,34.66
944.6,33.4,151.4,29.66,34.77
945.1,33.2,151.4,29.71,35.77
945.6,33.0,151.4,30.12,34.97
946.1,33.4,151.4,29.66,36.41
946.6,33.2,151.4,29.68,34.95
947.1,33.3,151.4,29.59,35.12
947.6,33.1,151.4,29.56,35.46
948.05,33.0,151.4,29.56,35.2
948.55,32.9,151.4,29.51,35.12
949.05,33.1,151.4,29.73,34.87
949.55,32.9,151.4,29.25,34.82
950.05,33.2,151.4,28.91,35.0
950.55,33.1,151.4,28.7,35.2
951.05,33.3,151.4,28.2,35.46
951.55,33.1,151.4,28.51,35.43
952.05,33.1,151.4,28.58,35.23
952.55,33.3,151.4,28.99,34.87
953.0,45.5,151.4,29.01,35.72
953.5,33.2,151.4,28.94,35.2
954.0,32.6,151.4,17.86,35.18
954.5,33.4,151.4,28.82,34.97
955.0,33.2,151.4,28.89,35.2
955.5,33.2,151.4,28.91,35.2
956.0,33.0,151.4,28.41,35.38
956.5,32.2,151.4,28.51,35.46
957.0,33.2,151.4,28.58,35.66
957.5,33.1,151.4,28.7,21.58
957.95,33.1,151.4,28.68,35.61
958.45,33.3,151.4,28.68,35.72
958.95,33.2,151.4,29.3,35.64
959.45,32.4,151.4,28.63,35.66
959.95,33.3,151.4,28.49,35.77
960.45,32.6,151.4,27.14,36.28
960.95,33.4,151.4,28.56,35.64
961.45,33.3,151.4,28.77,35.77
961.95,33.3,151.4,28.79,35.82
962.45,33.3,151.4,28.96,36.52
962.9,33.4,151.4,28.89,35.74
963.4,33.2,151.4,28.77,35.92
963.9,32.7,151.4,29.01,34.79
964.4,33.2,151.4,28.56,36.0
964.9,33.2,151.4,28.7,35.9
965.4,33.4,151.4,29.03,35.9
965.9,32.9,151.4,29.2,35.59
966.4,33.3,151.4,28.22,35.28
966.9,33.4,151.4,28.04,35.48
967.4,33.2,151.4,28.22,35.23
967.85,33.4,151.4,28.63,34.16
968.35,33.5,151.4,29.83,32.65
968.85,32.7,151.4,30.9,31.26
969.35,33.4,151.4,31.56,30.0
969.85,32.8,151.4,32.67,29.51
970.35,33.6,151.4,32.97,28.18
970.85,33.8,151.4,33.35,27.33
971.35,33.1,151.4,33.83,24.82
971.85,33.5,151.4,34.08,27.12
972.35,33.0,151.4,34.28,26.86
972.8,32.8,151.4,34.03,25.96
973.3,32.5,151.4,33.98,26.05
973.8,36.3,151.4,34.36,25.98
974.3,33.1,151.4,34.77,26.03
974.8,33.2,151.4,34.97,25.64
975.3,33.6,151.4,34.97,25.27
975.8,33.4,151.4,35.69,25.48
976.3,33.7,151.4,35.79,25.5
976.8,33.4,151.4,35.69,25.32
977.3,33.5,151.4,35.95,24.93
977.8,33.6,151.4,36.05,25.02
978.25,33.7,151.4,36.13,25.04
978.75,32.7,151.4,35.97,25.14
979.25,33.6,151.4,35.74,25.57
979.75,33.7,151.4,36.99,26.14
980.25,33.5,151.4,35.59,25.84
980.75,31.6,151.4,35.64,25.55
981.25,33.7,151.4,35.74,25.34
981.75,33.8,151.4,35.82,24.86
982.25,33.5,151.4,35.72,24.84
982.75,33.5,151.4,35.56,25.23
983.2,33.3,151.4,35.64,25.5
983.7,33.1,151.4,35.64,25.84
984.2,33.6,151.4,35.84,25.43
984.7,32.9,151.4,35.87,26.05
985.2,33.6,151.4,35.74,26.47
985.7,33.7,151.4,35.48,26.12
986.2,32.1,151.4,35.48,26.63
986.7,33.1,151.4,35.23,28.44
987.2,33.7,151.4,35.18,27.45
987.7,33.0,151.4,34.66,27.61
988.15,33.7,151.4,34.41,26.17
988.65,33.8,151.4,34.33,26.19
989.15,34.0,151.4,34.0,25.55
989.65,33.7,151.4,34.72,25.91
990.15,33.3,151.4,34.31,24.64
990.65,34.0,151.4,34.54,24.89
991.15,33.7,151.4,34.82,24.66
991.65,33.1,151.4,35.05,24.86
992.15,33.9,151.4,35.33,24.89
992.65,33.8,151.4,35.38,25.2
993.1,33.8,151.4,35.61,26.7
993.6,33.8,151.4,35.66,25.52
994.1,33.7,151.4,35.97,25.75
994.6,33.7,151.4,36.1,25.52
995.1,36.2,151.4,36.03,25.25
995.6,33.8,151.4,35.95,25.46
996.1,33.5,151.4,30.8,25.55
996.6,33.2,151.4,35.64,25.68
997.1,33.6,151.4,36.08,25.59
997.6,34.0,151.4,35.69,25.43
998.05,33.8,151.4,35.23,25.68
998.55,33.7,151.4,34.69,25.87
999.05,34.0,151.4,33.9,26.12
999.55,33.5,151.4,33.27,26.33
1000.05,33.8,151.4,33.07,26.24
1000.55,33.7,151.4,32.95,26.4
1001.05,33.8,151.4,33.0,25.11
1001.55,33.9,151.4,33.27,26.63
1002.05,33.9,151.4,33.4,26.63
1002.55,33.9,151.4,33.22,26.51
1003.05,33.5,151.4,34.13,25.52
1003.5,35.9,151.4,32.1,26.79
1004.0,33.9,151.4,33.0,26.42
1004.5,33.7,151.4,32.87,26.26
1005.0,32.9,151.4,32.82,26.24
1005.5,33.7,151.4,34.16,26.17
1006.0,33.9,151.4,33.02,26.21
1006.5,33.9,151.4,32.3,26.31
1007.0,33.9,151.4,31.73,26.05
1007.5,33.7,151.4,31.71,25.73
1008.45,33.9,151.4,31.12,25.94
1008.95,33.8,151.4,30.26,26.07
1009.45,33.8,151.4,29.8,26.35
1009.95,32.7,151.4,30.0,26.19
1010.45,33.9,151.4,29.56,26.93
1010.95,33.8,151.4,28.01,28.32
1011.45,33.0,151.4,27.47,28.46
1011.95,33.8,151.4,27.24,28.25
1012.45,33.4,151.4,27.78,28.53
1012.95,33.7,151.4,28.3,27.56
1013.4,33.9,151.4,28.91,27.35
1013.9,33.7,151.4,29.37,26.38
1014.4,34.3,151.4,30.04,27.33
1014.9,33.8,151.4,30.19,27.17
1015.4,33.8,151.4,26.7,27.38
1015.9,33.5,151.4,29.95,27.63
1016.4,33.8,151.4,30.02,28.41
1016.9,33.9,151.4,30.43,29.44
1017.4,34.0,151.4,29.85,30.29
1017.9,33.4,151.4,30.82,29.61
1018.35,33.6,151.4,29.85,31.63
1018.85,33.8,151.4,29.85,32.13
1019.35,33.4,151.4,29.03,32.77
1019.85,31.0,151.4,28.3,33.98
1020.35,33.7,151.4,29.01,33.17
1020.85,33.7,151.4,29.03,33.6
1021.35,33.9,151.4,28.87,33.78
1021.85,33.8,151.4,28.65,33.83
1022.35,34.0,151.4,28.53,33.88
1022.85,34.1,151.4,28.34,33.9
1023.3,33.9,151.4,28.49,33.68
1023.8,34.9,151.4,29.42,33.98
1024.3,33.8,151.4,28.46,34.82
1024.8,33.8,151.4,28.53,35.07
1025.3,33.1,151.4,27.87,35.54
1025.8,31.8,151.4,28.87,35.77
1026.3,33.7,151.4,28.87,35.38
1026.8,34.1,151.4,28.7,35.72
1027.3,33.9,151.4,28.7,35.59
1027.8,33.8,151.4,28.68,35.59
1028.25,33.6,151.4,28.6,35.59
1028.75,33.8,151.4,28.65,35.59
1029.25,33.9,151.4,28.63,35.46
1029.75,33.6,151.4,28.6,35.36
1030.25,33.2,151.4,28.08,34.44
1030.75,31.5,151.4,28.77,33.65
1031.25,33.6,151.4,28.51,33.95
1031.75,33.8,151.4,28.75,33.58
1032.25,33.7,151.4,28.91,33.25
1032.75,34.2,151.4,28.94,32.9
1033.25,33.9,151.4,28.77,32.6
1033.7,33.8,151.4,28.68,32.57
1034.2,32.8,151.4,29.15,32.75
1034.7,30.2,151.4,28.7,32.2
1035.2,33.9,151.4,28.39,32.45
1035.7,33.9,151.4,28.46,32.35
1036.2,34.2,151.4,28.63,32.47
1036.7,33.9,151.4,28.46,31.93
1037.2,34.1,151.4,28.53,31.68
1037.7,34.1,151.4,28.82,31.53
1038.2,33.7,151.4,28.41,31.51
1038.65,33.7,151.4,28.34,32.0
1039.15,34.0,151.4,28.49,31.34
1039.65,34.0,151.4,28.3,31.26
1040.15,33.9,151.4,28.15,31.09
1040.65,34.1,151.4,28.34,31.02
1041.15,34.0,151.4,28.18,30.99
1041.65,34.0,151.4,28.3,30.63
1042.15,34.1,151.4,27.92,30.53
1042.65,34.4,151.4,27.78,30.41
1043.15,34.0,151.4,27.7,30.53
1043.6,33.8,151.4,27.8,30.38
1044.1,33.9,151.4,27.75,30.58
1044.6,34.2,151.4,27.89,30.65
1045.1,35.6,151.4,28.22,30.97
1045.6,31.1,151.4,30.36,28.7
1046.1,34.1,151.4,28.01,30.77
1046.6,34.0,151.4,28.25,30.68
1047.1,34.1,151.4,28.04,30.75
1047.6,33.6,151.4,28.15,31.19
1048.1,34.2,151.4,28.01,31.51
1048.55,34.0,151.4,28.15,31.73
1049.05,34.2,151.4,27.94,31.75
1049.55,33.9,151.4,27.73,32.0
1050.05,33.9,151.4,27.8,31.88
1050.55,34.4,151.4,27.7,31.95
1051.05,33.6,151.4,27.61,31.66
1051.55,33.9,151.4,27.52,31.73
1052.05,34.1,151.4,27.45,31.66
1052.55,33.9,151.4,27.35,31.56
1053.05,34.2,151.4,27.26,31.68
1053.5,34.0,151.4,27.21,31.71
1054.0,33.9,151.4,27.19,31.73
1054.5,33.8,151.4,27.17,31.75
1055.0,33.9,151.4,27.03,31.68
1055.5,34.0,151.4,27.07,31.93
1056.0,33.7,151.4,27.19,32.2
1056.5,34.5,151.4,27.24,32.37
1057.0,34.2,151.4,27.56,32.65
1057.5,31.0,151.4,27.38,31.73
1058.0,33.8,151.4,27.19,32.25
1058.45,34.1,151.4,27.26,32.32
1058.95,33.9,151.4,27.28,32.57
1059.45,34.1,151.4,27.4,32.97
1059.95,33.6,151.4,27.4,33.2
1060.45,33.9,151.4,27.52,33.73
1060.95,33.1,151.4,27.54,33.3
1061.45,30.6,151.4,27.73,34.16
1061.95,33.7,151.4,27.78,34.46
1062.45,33.8,151.4,27.85,34.66
1062.95,33.9,151.4,28.04,34.77
1063.45,34.2,151.4,27.89,34.69
1063.9,34.0,151.4,28.01,34.82
1064.4,34.0,151.4,27.89,35.0
1064.9,34.1,151.4,27.99,35.3
1065.4,34.1,151.4,28.08,35.07
1065.9,33.8,151.4,28.08,35.38
1066.4,34.2,151.4,27.99,35.54
1066.9,33.8,151.4,28.13,35.61
1067.4,33.8,151.4,27.99,35.87
1067.9,34.1,151.4,28.27,35.87
1068.4,33.8,151.4,28.39,36.08
1068.85,33.9,151.4,28.34,36.0
1069.35,33.9,151.4,28.22,35.82
1069.85,33.7,151.4,28.11,35.46
1070.35,34.2,151.4,28.15,35.02
1070.85,33.8,151.4,28.08,35.23
1071.35,33.8,151.4,27.92,35.48
1071.85,33.9,151.4,27.96,35.69
1072.35,33.9,151.4,27.96,35.87
1072.85,34.2,151.4,28.11,35.79
1073.35,34.0,151.4,27.92,35.92
1073.8,34.0,151.4,27.68,36.13
1074.3,33.7,151.4,27.61,36.21
1074.8,34.0,151.4,27.73,36.23
1075.3,34.0,151.4,27.85,36.34
1075.8,33.8,151.4,27.78,36.39
1076.3,33.7,151.4,27.54,36.36
1076.8,33.8,151.4,27.61,36.52
1077.3,34.0,151.4,27.8,36.36
1077.8,33.6,151.4,27.68,36.39
1078.3,33.6,151.4,27.73,36.36
1078.75,34.0,151.4,27.56,36.52
1079.25,33.5,151.4,27.14,36.83
1079.75,32.7,151.4,28.56,35.54
1080.25,33.4,151.4,27.38,35.87
1080.75,34.0,151.4,27.54,35.72
1081.25,33.4,151.4,27.63,35.28
1081.75,33.9,151.4,27.78,35.07
1082.25,34.0,151.4,27.78,35.2
1082.75,33.8,151.4,27.73,35.46
1083.25,33.8,151.4,27.75,35.54
1083.7,33.8,151.4,27.8,35.51
1084.2,33.9,151.4,27.85,35.87
1084.7,33.9,151.4,27.73,35.95
1085.2,33.9,151.4,27.96,36.03
1085.7,33.9,151.4,28.11,36.36
1086.2,33.7,151.4,28.2,36.39
1086.7,33.9,151.4,28.04,36.28
1087.2,33.7,151.4,27.99,36.31
1087.7,33.9,151.4,28.08,36.34
1088.2,34.3,151.4,27.94,35.95
1088.7,34.0,151.4,27.82,35.92
1089.15,34.0,151.4,27.61,36.31
1089.65,33.9,151.4,27.75,36.18
1090.15,34.1,151.4,27.85,36.15
1090.65,33.7,151.4,27.56,35.79
1091.15,33.6,151.4,27.66,35.66
1091.65,33.2,151.4,27.56,35.84
1092.15,33.7,151.4,27.54,35.69
1092.65,33.8,151.4,27.42,35.82
1093.15,34.2,151.4,27.31,35.95
1093.65,33.8,151.4,27.49,35.92
1094.1,33.9,151.4,27.63,36.05
1094.6,33.8,151.4,27.75,36.13
1095.1,33.8,151.4,27.87,36.05
1095.6,34.2,151.4,28.01,36.39
1096.1,33.7,151.4,27.94,36.28
1096.6,34.0,151.4,27.73,36.23
1097.1,33.8,151.4,27.94,36.41
1097.6,33.6,151.4,27.94,36.36
1098.1,34.4,151.4,27.94,36.44
1098.6,33.9,151.4,27.52,36.39
1099.05,33.7,151.4,27.68,36.49
1099.55,33.9,151.4,27.94,36.47
1100.05,33.8,151.4,27.85,36.41
1100.55,33.8,151.4,27.85,36.21
1101.05,34.0,151.4,27.92,36.36
1101.55,34.0,151.4,27.92,36.15
1102.05,33.8,151.4,27.89,35.72
1102.55,34.0,151.4,27.89,34.72
1103.05,33.9,151.4,28.13,34.16
1103.55,33.7,151.4,28.08,33.52
1104.0,33.7,151.4,28.15,33.95
1104.5,33.9,151.4,28.27,34.08
1105.0,33.9,151.4,28.22,34.36
1105.5,34.0,151.4,28.41,34.61
1106.0,33.6,151.4,28.46,34.87
1106.5,33.6,151.4,28.49,35.15
1107.0,34.1,151.4,28.44,35.2
1107.5,33.8,151.4,28.41,35.33
1108.0,33.7,151.4,28.75,35.23
1108.5,34.1,151.4,28.63,35.3
1108.95,33.9,151.4,28.6,35.61
1109.45,33.6,151.4,28.3,35.72
1109.95,34.0,151.4,27.96,35.74
1110.45,34.0,151.4,28.01,35.92
1110.95,33.9,151.4,28.04,36.08
1111.45,33.9,151.4,27.99,36.21
1111.95,33.5,151.4,27.59,36.21
1112.45,33.9,151.4,27.35,36.26
1112.95,33.5,151.4,27.19,36.36
1113.45,33.6,151.4,27.1,36.39
1113.9,33.7,151.4,26.96,36.52
1114.4,33.9,151.4,26.61,36.41
1114.9,33.9,151.4,26.05,36.49
1115.4,34.1,151.4,26.01,36.52
1115.9,33.8,151.4,26.1,36.6
1116.4,33.6,151.4,26.7,36.41
1116.9,33.8,151.4,27.05,36.36
1117.4,33.8,151.4,27.4,36.41
1117.9,33.9,151.4,27.56,36.36
1118.4,33.9,151.4,27.61,36.36
1118.9,33.7,151.4,27.35,36.44
1119.35,34.3,151.4,27.45,36.41
1119.85,34.0,151.4,27.63,36.41
1120.35,33.7,151.4,27.63,36.54
1120.85,33.8,151.4,27.31,36.41
1121.35,33.8,151.4,27.17,36.47
1121.85,33.9,151.4,27.05,36.36
1122.35,33.8,151.4,27.03,36.41
1122.85,33.6,151.4,26.77,36.47
1123.35,33.8,151.4,26.42,36.57
1123.85,34.0,151.4,26.42,36.47
1124.3,33.6,151.4,26.42,36.39
1124.8,33.7,151.4,26.26,36.73
