TIme (s),Pack Voltage,Current (DC Amps),Power Consumption (W)
656.2,437.53,1.0,437.53
656.8,437.55,1.0,437.55
657.35,437.56,1.0,437.56
657.95,437.57,1.0,437.57
658.55,437.57,1.0,437.57
659.1,437.59,1.0,437.59
659.7,437.59,1.0,437.59
660.3,437.61,1.0,437.61
660.85,437.61,2.0,875.22
661.45,437.62,1.0,437.62
662.0,437.63,1.0,437.63
662.6,437.64,1.0,437.64
663.2,437.65,1.0,437.65
663.75,437.66,1.0,437.66
664.35,437.67,1.0,437.67
664.95,437.68,1.0,437.68
665.5,437.68,1.0,437.68
666.1,437.7,1.0,437.7
666.7,437.7,1.0,437.7
667.25,437.71,1.0,437.71
667.85,437.71,1.0,437.71
668.45,437.73,1.0,437.73
669.0,437.74,1.0,437.74
669.6,437.75,1.0,437.75
670.2,437.75,1.0,437.75
670.75,437.76,1.0,437.76
671.35,437.77,1.0,437.77
671.95,437.78,1.0,437.78
672.5,437.78,1.0,437.78
673.1,437.79,1.0,437.79
673.7,437.8,1.0,437.8
674.25,437.81,1.0,437.81
674.85,437.81,1.0,437.81
675.45,437.82,1.0,437.82
676.0,437.83,1.0,437.83
676.6,437.84,1.0,437.84
677.2,437.84,2.0,875.68
677.75,437.85,1.0,437.85
678.35,437.86,1.0,437.86
678.9,437.87,1.0,437.87
679.5,437.87,2.0,875.74
680.1,437.88,1.0,437.88
680.65,437.89,1.0,437.89
681.25,437.9,2.0,875.8
681.85,437.9,2.0,875.8
682.4,437.91,1.0,437.91
683.0,437.92,2.0,875.84
683.6,437.93,1.0,437.93
684.15,437.93,1.0,437.93
684.75,437.94,1.0,437.94
685.35,437.95,2.0,875.9
685.9,437.95,1.0,437.95
686.5,437.95,1.0,437.95
687.1,437.96,1.0,437.96
687.65,437.97,2.0,875.94
688.25,437.98,2.0,875.96
688.85,437.98,1.0,437.98
689.4,437.99,2.0,875.98
690.0,438.0,1.0,438.0
690.6,438.0,1.0,438.0
691.15,438.0,1.0,438.0
691.75,438.02,1.0,438.02
692.3,438.02,1.0,438.02
692.9,438.03,1.0,438.03
693.5,438.03,2.0,876.06
694.65,438.05,1.0,438.05
695.25,438.05,1.0,438.05
695.8,438.05,1.0,438.05
696.4,438.06,1.0,438.06
697.55,438.08,2.0,876.16
698.15,438.08,1.0,438.08
698.75,438.09,1.0,438.09
699.3,438.1,1.0,438.1
699.9,438.1,1.0,438.1
700.5,438.1,1.0,438.1
701.05,438.11,1.0,438.11
701.65,438.12,2.0,876.24
702.25,438.13,2.0,876.26
702.8,438.12,2.0,876.24
703.4,438.13,1.0,438.13
703.95,438.14,1.0,438.14
704.3,433.37,1.0,433.37
704.9,433.37,1.0,433.37
705.45,433.38,1.0,433.38
706.05,433.38,1.0,433.38
706.65,433.39,1.0,433.39
707.2,433.39,1.0,433.39
707.8,433.39,1.0,433.39
708.4,433.4,1.0,433.4
708.95,433.4,1.0,433.4
709.55,433.4,1.0,433.4
710.15,433.41,1.0,433.41
710.7,433.41,1.0,433.41
711.3,433.42,2.0,866.84
711.9,433.41,1.0,433.41
712.45,433.42,1.0,433.42
713.05,433.43,1.0,433.43
713.65,433.43,2.0,866.86
714.2,433.43,1.0,433.43
714.8,433.43,1.0,433.43
715.35,433.44,1.0,433.44
715.95,433.44,1.0,433.44
716.55,433.44,1.0,433.44
717.1,433.45,1.0,433.45
717.7,433.45,2.0,866.9
718.3,433.46,1.0,433.46
718.85,433.45,1.0,433.45
