Time (s),N*m
3522996.46,25.4
3523080.95,29.9
3523165.49,31.4
3523250.1,34.4
3523334.78,35.9
3523419.51,37.4
3523504.32,38.9
3523589.25,43.4
3523674.26,43.4
3523759.34,44.9
3523844.47,49.4
3523929.66,50.5
3524014.98,53.3
3524100.34,56.2
3524185.76,56.2
3524271.32,57.7
3524356.93,57.7
3524442.63,64.9
3524528.37,64.9
3524614.2,66.3
3524700.1,68.4
3524786.06,68.4
3524872.12,68.4
3524958.22,68.4
3525044.38,71.4
3525130.62,71.8
3525216.93,71.8
3525303.29,71.8
3525389.76,70.3
3525476.26,70.3
3525562.84,75.8
3525649.49,75.8
3525736.19,75.8
3525822.96,75.8
3525909.82,75.8
3525996.77,70.3
3526083.78,70.3
3526170.86,71.8
3526257.99,71.8
3526345.26,71.4
3526432.58,71.4
3526519.97,71.4
3526607.45,69.9
3526694.98,70.7
3526782.6,72.3
3526870.27,70.7
3526958.02,70.7
3527045.87,72.3
3527133.79,70.3
3527221.75,70.3
3527309.8,71.8
3527397.9,67.3
3527486.05,74.8
3527574.31,74.8
3527662.64,67.3
3527751.01,70.3
3527839.5,70.3
3527928.02,68.8
3528016.59,71.4
3528105.23,71.4
3528193.93,69.9
3528282.72,69.9
3528371.6,71.4
3528460.54,68.8
3528549.57,67.3
3528638.65,70.3
3528727.79,70.3
3528817.05,68.8
3528906.37,70.3
3528995.77,67.3
3529085.25,65.8
3529174.81,64.3
3529264.48,56.8
3529354.21,53.9
3529443.99,55.3
3529533.83,52.4
3529623.73,52.4
3529713.67,50.9
3529803.69,52.4
3529893.76,50.9
3529983.91,49.4
3530074.14,49.4
3530164.43,49.4
3530254.82,44.9
3530345.27,40.4
3530435.78,40.4
3530526.36,41.9
3530617.0,40.4
3530707.71,37.4
3530798.49,44.9
3530889.38,43.4
3530980.31,43.4
3531071.32,43.4
3531162.4,43.4
3531253.52,40.4
3531344.75,40.4
3531436.02,20.9
3531527.35,28.4
3531618.75,26.9
3531710.2,20.9
3531801.79,0.0
3531893.42,0.0
3531985.12,0.0
3532076.91,0.0
3532168.74,0.0
3532260.64,0.0
3532352.62,0.0
3532444.64,0.0
3532536.71,0.0
3532628.84,0.0
3532721.04,0.0
3532813.29,0.0
3532905.59,0.0
3532997.98,0.0
3533090.49,0.0
3533183.06,0.0
3533275.68,0.0
3533368.36,0.0
3533461.19,0.0
3533554.08,0.0
3533647.04,0.0
3533740.04,0.0
3533833.1,0.0
3533926.21,0.0
3534019.48,0.0
3534112.79,0.0
3534206.17,0.0
3534299.6,0.0
3534393.07,1.4
3534486.63,0.0
3534580.24,4.4
3534673.91,0.0
3534767.64,0.0
3534861.43,1.4
3534955.27,1.4
3535049.2,4.4
3535143.16,4.4
3535237.17,2.9
3535331.29,7.4
3535425.46,7.4
3535519.7,13.4
3535613.97,14.9
3535708.33,13.4
3535802.74,13.4
3535897.25,13.4
3535991.81,11.9
3536086.44,11.9
3536181.16,11.9
3536275.97,14.8
3536370.84,14.8
3536465.79,14.9
3536560.79,14.9
3536655.83,16.4
3536750.95,14.9
3536846.12,14.9
3536941.36,15.3
3537036.68,15.3
3537132.07,15.3
3537227.53,15.3
3537323.08,16.4
3537418.67,16.4
3537514.33,16.4
3537610.06,16.4
3537705.83,16.4
3537801.73,16.4
3537897.66,17.9
3537993.65,17.9
3538089.75,17.9
3538185.92,17.9
3538282.14,17.9
3538378.5,19.4
3538474.94,20.9
3538571.52,20.9
3538668.17,20.9
3538764.89,20.9
3538861.67,20.9
3538958.53,19.4
3539055.47,19.4
3539152.47,22.4
3539249.54,22.4
3539346.69,20.9
3539443.9,20.9
3539541.29,19.4
3539638.76,19.4
3539736.31,23.8
3539833.94,23.8
3539931.65,23.8
3540029.43,22.3
3540127.23,31.2
3540225.12,37.4
3540323.05,29.9
3540421.02,32.9
3540519.1,31.4
3540617.25,29.9
3540715.45,31.4
3540813.74,31.4
3540912.11,29.9
3541010.52,31.4
3541109.02,28.4
3541207.57,31.4
3541306.3,29.9
3541405.09,29.9
3541503.99,29.9
3541602.98,28.4
3541702.06,28.4
3541801.19,26.9
3541900.38,28.4
3541999.64,26.7
3542098.95,28.2
3542198.32,28.2
3542297.78,26.7
3542397.3,25.3
3542496.88,23.8
3542596.55,20.8
3542696.27,11.9
3542796.04,10.4
3542895.91,8.9
3542995.84,2.9
3543095.82,4.4
3543195.88,5.9
3543296.01,8.9
3543396.21,19.4
3543496.45,22.4
3543596.78,22.4
3543697.18,20.9
3543797.66,19.4
3543898.24,20.9
3543998.86,19.4
3544099.53,17.9
3544200.28,5.9
3544301.07,10.4
3544401.93,11.9
3544502.87,31.2
3544603.88,34.2
3544704.96,23.8
3544806.14,22.3
3544907.37,22.3
3545008.74,20.8
3545110.15,25.3
3545211.66,26.7
3545313.23,25.4
3545414.86,29.9
3545516.58,31.4
3545618.34,31.4
3545720.18,34.4
3545822.09,31.4
3545924.05,37.4
3546026.09,34.4
3546128.19,37.4
3546230.37,46.4
3546332.6,43.4
3546434.96,49.4
3546537.35,49.4
3546639.81,49.4
3546742.4,55.0
3546845.08,52.0
3546947.81,53.5
3547050.6,56.5
3547153.51,57.2
3547256.49,58.7
3547359.56,69.2
3547462.68,66.2
3547565.85,64.3
3547669.13,62.8
3547772.47,62.8
3547875.86,62.8
3547979.35,62.8
3548082.9,62.8
3548186.51,61.3
3548290.19,62.8
3548393.92,65.8
3548497.71,64.3
3548601.61,61.0
3548705.58,63.9
3548809.64,61.0
3548913.76,61.0
3549017.93,63.9
3549122.19,61.0
3549226.49,58.0
3549330.86,65.4
3549435.29,65.4
3549539.83,64.3
3549644.42,67.3
3549749.11,61.3
3549853.86,59.8
3549958.66,64.3
3550063.53,61.3
3550168.46,59.8
3550273.46,62.8
3550378.55,62.8
3550483.69,64.3
3550588.98,60.6
3550694.32,60.6
3550799.75,62.1
3550905.26,60.6
3551010.84,58.3
3551116.49,56.8
3551222.2,55.3
3551327.95,58.3
3551433.81,56.8
3551539.73,55.3
3551645.72,52.4
3551751.78,35.9
3551857.88,0.0
3551964.05,0.0
3552070.27,0.0
3552176.53,0.0
3552282.85,0.0
3552389.25,0.0
3552495.71,0.0
3552602.22,0.0
3552708.78,0.0
3552815.38,0.0
3552922.03,0.0
3553028.74,0.0
3553135.53,0.0
3553242.4,0.0
3553349.32,1.4
3553456.3,2.9
3553563.33,1.4
3553670.44,4.4
3553777.62,5.9
3553884.83,8.9
3553992.13,10.4
3554099.5,13.4
3554206.91,16.4
3554314.5,14.9
3554422.13,14.9
3554529.85,17.9
3554637.63,19.4
3554745.47,16.4
3554853.43,16.4
3554961.44,19.4
3555069.5,20.9
3555177.62,11.9
3555285.82,31.4
3555394.09,29.9
3555502.44,35.9
3555610.84,37.4
3555719.41,59.8
3555828.03,62.8
3555936.78,59.8
3556045.58,62.8
3556154.47,62.8
3556263.43,59.8
3556372.47,61.3
3556481.63,59.8
3556590.85,62.8
3556700.11,62.8
3556809.43,59.8
3556918.8,65.8
3557028.26,61.3
3557137.82,65.8
3557247.43,61.3
3557357.09,62.8
3557466.81,59.8
3557576.61,59.8
3557686.49,58.3
3557796.44,55.3
3557906.44,47.9
3558016.5,50.9
3558126.62,47.9
3558236.78,52.0
3558347.05,49.1
3558457.37,32.7
3558567.74,38.6
3558678.25,23.8
3558788.8,20.9
3558899.4,17.9
3559010.08,19.4
3559120.8,19.4
3559231.57,19.4
3559342.47,13.4
3559453.41,19.4
3559564.41,16.4
3559675.48,16.4
3559786.63,0.0
3559897.83,5.9
3560009.09,2.9
3560120.42,7.4
3560231.84,0.0
3560343.3,4.4
3560454.83,0.0
3560566.44,2.9
3560678.08,1.4
3560789.77,2.9
3560901.53,2.9
3561013.39,1.4
3561125.32,11.9
3561237.31,14.8
3561349.38,16.3
3561461.51,11.9
3561573.7,13.4
3561685.97,10.4
3561798.28,16.4
3561910.66,20.9
3562023.13,20.9
3562135.68,14.9
3562248.3,0.0
3562360.95,0.0
3562473.65,0.0
3562586.44,1.4
3562699.34,1.4
3562812.29,0.0
3562925.35,1.4
3563038.48,2.9
3563151.66,4.4
3563264.9,11.9
3563378.2,11.9
3563491.59,11.9
3563605.01,11.9
3563718.53,14.9
3563832.09,13.3
3563945.71,13.3
3564059.38,13.3
3564173.13,16.3
3564286.96,17.1
3564400.85,17.1
3564514.8,18.5
3564628.84,19.9
3564742.92,19.9
3564857.08,20.9
3564971.31,19.4
3565085.61,19.4
3565199.99,17.9
3565314.44,17.9
3565428.96,17.9
3565543.53,17.9
3565658.16,17.9
3565772.84,17.9
3565887.59,14.9
3566002.47,13.4
3566117.38,7.4
3566232.35,0.0
3566347.37,0.0
3566462.44,0.0
3566577.59,0.0
3566692.8,0.0
3566808.05,1.4
3566923.36,0.0
3567038.75,0.0
3567154.2,0.0
3567269.75,0.0
3567385.4,0.0
3567501.1,0.0
3567616.84,0.0
3567732.64,1.4
3567848.59,0.0
3567964.59,0.0
3568080.65,1.4
3568196.77,1.4
3568313.04,1.4
3568429.38,1.4
3568545.77,1.4
3568662.33,1.4
3568778.93,1.4
3568895.58,1.4
3569012.34,1.4
3569129.18,1.4
3569246.07,1.4
3569363.05,1.4
3569480.09,1.4
3569597.17,1.4
3569714.31,2.9
3569831.59,10.4
3569948.92,14.8
3570066.35,13.3
3570183.83,11.9
3570301.4,4.4
3570419.07,4.4
3570536.8,4.4
3570654.6,4.4
3570772.45,2.9
3570890.38,11.9
3571008.35,13.3
3571126.39,11.9
3571244.5,11.9
3571362.66,13.3
3571480.9,13.3
3571599.25,22.3
3571717.64,22.3
3571836.12,22.3
3571954.65,30.4
3572073.22,30.4
3572191.92,29.0
3572310.66,30.4
3572429.47,31.4
3572548.38,34.4
3572667.34,34.4
3572786.35,35.9
3572905.44,37.4
3573024.6,37.4
3573143.8,37.4
3573263.11,37.4
3573382.48,35.9
3573501.9,38.9
3573621.41,37.2
3573740.99,37.2
3573860.65,35.8
3573980.36,38.7
3574100.16,37.2
3574220.07,40.4
3574340.05,40.4
3574460.1,40.4
3574580.25,40.4
3574700.46,44.6
3574820.81,47.6
3574941.21,56.5
3575061.72,59.5
3575182.26,59.8
3575302.86,59.8
3575423.55,58.3
3575544.32,61.3
3575665.14,64.3
3575786.04,64.3
3575907.0,64.3
3576028.07,65.8
3576149.2,66.9
3576270.46,69.9
3576391.77,71.4
3576513.14,71.4
3576634.59,72.9
3576756.1,72.0
3576877.64,72.0
3576999.27,77.9
3577120.95,82.3
3577242.7,79.3
3577364.55,83.8
3577486.44,70.3
3577608.39,74.8
3577730.44,74.8
3577852.53,76.3
3577974.69,76.3
3578096.96,77.8
3578219.28,77.8
3578341.67,79.3
3578464.13,76.3
3578586.64,77.8
3578709.22,76.3
3578831.89,76.3
3578954.62,74.8
3579077.43,74.8
3579200.32,74.8
3579323.25,74.8
3579446.26,74.8
3579569.32,73.3
3579692.43,74.8
3579815.68,71.8
3579938.99,73.3
3580062.36,73.3
3580185.83,76.3
3580309.36,71.8
3580432.94,73.3
3580556.59,71.8
3580680.31,74.8
3580804.17,72.9
3580928.08,71.4
3581052.06,74.4
3581176.12,71.4
3581300.23,72.9
3581424.47,69.9
3581548.76,68.4
3581673.1,65.4
3581797.52,65.4
3581921.98,59.5
3582046.47,46.4
3582171.05,14.9
3582295.72,0.0
3582420.46,0.0
3582545.23,0.0
3582670.1,0.0
3582795.01,0.0
3582919.98,0.0
3583045.01,0.0
3583170.08,0.0
3583295.2,0.0
3583420.38,0.0
3583545.62,0.0
3583670.92,0.0
3583796.3,0.0
3583921.74,0.0
3584047.2,0.0
3584172.73,0.0
3584298.31,0.0
3584423.95,0.0
3584549.69,0.0
3584675.49,0.0
3584801.33,0.0
3584927.22,0.0
3585053.16,0.0
3585179.14,1.4
3585305.17,0.0
3585431.31,0.0
3585557.51,0.0
3585683.77,0.0
3585810.09,1.4
3585936.46,0.0
3586062.98,2.9
3586189.55,1.4
3586316.2,2.9
3586442.92,2.9
3586569.71,4.4
3586696.53,7.4
3586823.4,7.4
3586950.34,7.4
3587077.35,5.9
3587204.4,8.9
3587331.5,8.9
3587458.73,11.9
3587586.01,20.8
3587713.33,20.8
3587840.74,22.3
3587968.22,25.3
3588095.74,23.8
3588223.33,34.2
3588351.0,29.7
3588478.72,31.2
3588606.53,29.9
3588734.41,29.9
3588862.34,29.9
3588990.37,31.3
3589118.44,31.3
3589246.72,31.2
3589375.06,32.7
3589503.48,34.2
3589631.98,34.4
3589760.55,34.4
3589889.2,34.4
3590017.94,34.4
3590146.78,29.9
3590275.67,37.2
3590404.6,37.2
3590533.59,32.7
3590662.63,29.7
3590791.73,32.7
3590920.92,34.4
3591050.18,34.4
3591179.5,37.4
3591308.92,43.4
3591438.42,46.4
3591568.04,50.9
3591697.71,50.9
3591827.49,50.9
3591957.32,50.6
3592087.22,52.0
3592217.21,49.1
3592347.23,50.6
3592477.29,47.6
3592607.53,53.5
3592737.81,55.0
3592868.17,55.0
3592998.57,53.5
3593129.05,55.3
3593259.61,56.8
3593390.24,56.8
3593520.92,58.3
3593651.69,56.8
3593782.52,58.0
3593913.42,56.5
3594044.38,55.0
3594175.4,58.0
3594306.53,58.0
3594437.73,59.8
3594568.97,58.3
3594700.29,58.3
3594831.68,58.3
3594963.13,61.5
3595094.76,61.5
3595226.44,53.6
3595358.2,50.5
3595490.04,50.6
3595621.9,56.5
3595753.83,56.5
3595885.81,56.5
3596017.86,63.9
3596150.03,63.9
3596282.25,81.8
3596414.56,96.7
3596546.93,122.0
3596679.34,117.5
3596811.86,110.7
3596944.45,116.7
3597077.13,116.7
3597209.88,119.7
3597342.71,116.0
3597475.6,116.0
3597608.62,116.0
3597741.76,114.5
3597875.0,107.8
3598008.29,107.8
3598141.7,110.7
3598275.17,101.8
3598408.71,86.8
3598542.31,92.8
3598676.0,92.8
3598809.72,80.8
3598943.53,28.2
3599077.4,5.9
3599211.33,1.4
3599345.31,0.0
3599479.37,2.9
3599613.52,0.0
3599747.71,0.0
3599881.95,0.0
3600016.23,0.0
3600150.57,0.0
3600284.95,0.0
3600419.43,0.0
3600554.04,0.0
3600688.72,0.0
3600823.44,0.0
3600958.22,0.0
3601093.02,0.0
3601227.88,0.0
3601362.79,0.0
3601497.77,0.0
3601632.81,0.0
3601767.92,0.0
3601903.1,0.0
3602038.33,1.4
3602173.65,0.0
3602309.02,0.0
3602444.43,0.0
3602579.9,1.4
3602715.44,0.0
3602851.03,2.9
3602986.71,2.9
3603122.44,1.4
3603258.23,0.0
3603394.07,1.4
3603529.96,0.0
3603665.95,1.4
3603802.0,1.4
3603938.12,1.4
3604074.3,1.4
3604210.6,1.4
3604346.93,1.4
3604483.31,1.4
3604619.74,1.4
3604756.31,1.4
3604892.95,1.4
3605029.65,1.4
3605166.44,2.9
3605303.27,1.4
3605440.15,1.4
3605577.06,1.4
3605714.07,2.9
3605851.13,2.9
3605988.26,1.4
3606125.44,1.4
3606263.73,2.9
3606402.08,1.4
3606540.48,2.9
3606678.97,2.9
3606817.55,2.9
3606956.2,2.9
3607094.89,2.9
3607233.67,2.9
3607372.52,2.9
3607511.45,2.9
3607650.43,2.9
3607789.49,2.9
3607928.61,2.9
3608067.77,2.9
3608206.96,4.4
3608346.23,7.4
3608485.55,20.9
3608624.92,22.4
3608764.41,20.8
3608903.97,14.8
3609043.59,10.4
3609183.28,10.4
3609323.05,10.4
3609462.85,25.4
3609602.71,28.4
3609742.64,28.4
3609882.63,26.9
3610022.72,25.4
3610162.87,25.4
3610303.07,23.9
3610443.38,23.9
3610583.73,23.9
3610724.15,23.8
3610864.69,23.8
3611005.29,22.3
3611145.98,23.8
3611286.71,22.3
3611427.52,22.4
3611568.39,23.9
3611709.32,23.9
3611850.31,25.4
3611991.4,26.9
3612132.55,34.4
3612273.78,45.8
3612415.11,37.2
3612556.49,40.1
3612697.99,43.4
3612839.56,38.9
3612981.17,38.9
3613122.86,37.4
3613264.63,35.9
3613406.45,35.9
3613548.34,35.9
3613690.33,35.9
3613832.38,34.4
3613974.52,35.9
3614116.71,33.9
3614258.98,32.5
3614401.34,32.5
3614543.8,32.9
3614686.3,31.4
3614828.89,31.4
3614971.54,29.9
3615114.25,28.4
3615257.03,28.2
3615399.86,28.2
3615542.74,28.2
3615685.69,28.2
3615828.75,25.3
3615971.85,25.3
3616115.02,20.8
3616258.26,20.8
3616401.56,11.9
3616544.91,4.4
3616688.36,0.0
3616831.89,0.0
3616975.47,0.0
3617119.1,0.0
3617262.77,0.0
3617406.51,2.9
3617550.33,1.4
3617694.22,2.9
3617838.16,5.9
3617982.18,5.9
3618126.29,14.8
3618270.45,22.4
3618414.67,23.9
3618558.94,20.9
3618703.27,20.9
3618847.66,19.4
3618992.18,23.9
3619136.77,23.9
3619281.55,32.9
3619426.42,32.9
3619571.35,38.9
3619716.32,53.9
3619861.37,55.3
3620006.5,55.0
3620151.67,53.5
3620296.95,59.5
3620442.27,53.5
3620587.68,50.6
3620733.24,49.4
3620878.83,49.4
3621024.49,49.4
3621170.19,52.4
3621315.98,53.9
3621461.87,55.3
3621607.82,56.8
3621753.85,64.3
3621899.95,76.3
3622046.1,74.8
3622192.35,80.8
3622338.67,80.8
3622485.1,79.3
3622631.6,78.8
3622778.16,78.8
3622924.81,78.8
3623071.51,81.8
3623218.27,80.8
3623365.09,80.8
3623511.97,80.8
3623658.91,88.3
3623805.94,86.8
3623953.05,85.3
3624100.22,82.3
3624247.46,82.3
3624394.76,83.8
3624542.13,79.3
3624689.58,80.8
3624837.1,88.3
3624984.74,80.8
3625132.46,82.3
3625280.24,79.3
3625428.08,80.8
3625575.98,79.3
3625723.98,77.8
3625872.06,79.3
3626020.19,79.3
3626168.4,79.3
3626316.67,77.8
3626465.0,76.3
3626613.43,76.3
3626761.92,77.8
3626910.49,68.8
3627059.14,71.8
3627207.84,68.8
3627356.6,65.4
3627505.47,38.6
3627654.42,0.0
3627803.44,1.4
3627952.58,0.0
3628101.77,0.0
3628251.03,0.0
3628400.36,1.4
3628549.74,1.4
3628699.22,1.4
3628848.75,1.4
3628998.37,1.4
3629148.08,1.4
3629297.84,1.4
3629447.67,1.4
3629597.55,2.9
3629747.52,2.9
3629897.54,2.9
3630047.64,4.4
3630197.88,5.9
3630348.16,4.4
3630498.52,5.9
3630648.96,5.9
3630799.47,5.9
3630950.04,7.4
3631100.64,14.9
3631251.32,14.9
3631402.07,17.9
3631552.87,20.9
3631703.78,26.9
3631854.76,28.4
3632005.79,29.9
3632156.9,28.4
3632308.08,32.9
3632459.33,37.4
3632610.64,40.4
3632762.01,52.4
3632913.48,53.9
3633065.02,56.8
3633216.63,61.3
3633368.32,61.3
3633520.06,59.8
3633671.88,59.8
3633823.78,61.3
3633975.73,61.3
3634127.75,62.8
3634279.85,59.5
3634431.99,63.9
3634584.19,62.5
3634736.51,65.4
3634888.88,58.0
3635041.33,61.0
3635193.86,61.0
3635346.43,62.5
3635499.1,62.5
3635651.8,61.0
3635804.57,59.5
3635957.43,60.9
3636110.34,58.0
3636263.32,74.0
3636416.38,63.8
3636569.53,64.3
3636722.72,65.8
3636876.07,67.3
3637029.46,61.3
3637182.95,61.3
3637336.48,62.8
3637490.08,58.3
3637643.76,64.3
3637797.54,59.8
3637951.37,62.5
3638105.28,47.6
3638259.25,47.6
3638413.31,42.4
3638567.43,28.7
3638721.62,15.1
3638875.88,10.6
3639030.21,10.6
3639184.63,10.4
3639339.13,1.4
3639493.69,2.9
3639648.3,1.4
3639802.98,1.4
3639957.72,0.0
3640112.52,2.9
3640267.35,1.4
3640422.3,23.8
3640577.29,25.3
3640732.36,25.3
3640887.52,25.4
3641042.73,28.4
3641198.0,25.4
3641353.35,26.9
3641508.76,26.9
3641664.24,26.9
3641819.8,28.4
3641975.41,28.4
3642131.09,31.4
3642286.87,26.7
3642442.69,31.2
3642598.58,31.2
3642754.55,28.2
3642910.6,11.9
3643066.69,8.9
3643222.88,0.0
3643379.12,0.0
3643535.42,0.0
3643691.77,0.0
3643848.18,0.0
3644004.63,1.4
3644161.16,0.0
3644317.76,1.4
3644474.42,1.4
3644631.13,1.4
3644787.91,1.4
3644944.79,2.9
3645101.73,5.9
3645258.73,1.4
3645415.76,2.9
3645572.86,0.0
3645730.01,4.4
3645887.24,1.4
3646044.5,1.4
3646201.86,5.9
3646359.29,1.4
3646516.8,11.9
3646674.35,1.4
3646831.97,5.9
3646989.67,1.4
3647147.42,2.9
3647305.19,1.4
3647463.05,1.4
3647620.96,0.0
3647778.91,0.0
3647936.92,2.9
3648094.98,2.9
3648253.12,2.9
3648411.35,2.9
3648569.63,1.4
3648727.98,1.4
3648886.43,2.9
3649044.93,4.4
3649203.48,4.4
3649362.06,5.9
3649520.7,4.4
3649679.41,5.9
3649838.17,2.9
3649996.99,4.4
3650155.92,4.4
3650314.91,5.9
3650473.95,7.4
3650633.04,7.4
3650792.22,8.9
3650951.45,7.4
3651110.72,14.9
3651270.08,20.9
3651429.51,19.3
3651589.0,20.8
3651748.59,20.8
3651908.27,20.8
3652067.99,20.8
3652227.81,17.9
3652387.67,7.4
3652547.59,7.4
3652707.54,7.4
3652867.59,7.4
3653027.7,8.9
3653187.89,23.9
3653348.16,35.9
3653508.5,34.4
3653668.9,31.4
3653829.42,35.9
3653990.01,35.9
3654150.67,37.4
3654311.41,37.4
3654472.19,37.2
3654633.06,38.6
3654794.0,41.6
3654955.0,44.6
3655116.08,50.9
3655277.23,52.4
3655438.47,52.4
3655599.76,52.4
3655761.1,52.4
3655922.58,50.6
3656084.14,49.1
3656245.79,46.1
3656407.48,47.6
3656569.23,47.9
3656731.07,46.4
3656892.97,47.9
3657054.92,47.9
3657217.0,50.8
3657379.16,55.5
3657541.4,69.4
3657703.7,67.8
3657866.05,72.4
3658028.49,71.4
3658191.0,71.4
3658353.56,75.9
3658516.21,75.9
3658678.93,75.9
3658841.74,77.8
3659004.6,76.3
3659167.54,77.8
3659330.57,80.8
3659493.64,80.8
3659656.83,91.3
3659820.07,91.3
3659983.36,95.8
3660146.75,98.8
3660310.2,112.2
3660473.76,119.7
3660637.39,109.2
3660801.07,107.8
3660964.84,91.8
3661128.67,105.4
3661292.59,117.4
3661456.58,122.0
3661620.71,122.7
3661784.88,119.8
3661949.18,121.2
3662113.54,119.8
3662277.96,119.7
3662442.45,119.7
3662607.03,121.2
3662771.71,118.2
3662936.5,116.7
3663101.34,118.2
3663266.3,115.2
3663431.33,118.2
3663596.43,116.7
3663761.59,115.2
3663926.83,113.7
3664092.14,118.2
3664257.55,115.2
3664423.04,113.7
3664588.59,113.7
3664754.22,112.2
3664919.89,97.3
3665085.63,47.9
3665251.43,0.0
3665417.29,0.0
3665583.19,0.0
3665749.16,1.4
3665915.25,0.0
3666081.38,0.0
3666247.57,0.0
3666413.81,0.0
3666580.1,0.0
3666746.43,0.0
3666912.84,1.4
3667079.29,1.4
3667245.79,1.4
3667412.39,1.4
3667579.08,1.4
3667745.84,1.4
3667912.67,2.9
3668079.53,1.4
3668246.48,1.4
3668413.46,2.9
3668580.51,1.4
3668747.61,4.4
3668914.83,2.9
3669082.1,4.4
3669249.43,0.0
3669416.86,0.0
3669584.4,0.0
3669752.0,1.4
3669919.66,0.0
3670087.35,0.0
3670255.12,0.0
3670422.95,0.0
3670590.85,0.0
3670758.81,0.0
3670926.85,0.0
3671094.96,1.4
3671263.12,1.4
3671431.35,0.0
3671599.65,1.4
3671767.97,2.9
3671936.35,2.9
3672104.85,2.9
3672273.45,7.4
3672442.09,7.4
3672610.83,22.4
3672779.63,22.4
3672948.47,34.4
3673117.41,40.4
3673286.41,47.9
3673455.47,41.6
3673624.61,43.1
3673793.8,43.1
3673963.08,43.1
3674132.43,43.1
3674301.84,41.6
3674471.33,46.1
3674640.87,46.1
3674810.47,44.6
3674980.14,44.6
3675149.87,44.9
3675319.67,47.9
3675489.55,49.4
3675659.49,49.4
3675829.5,46.4
3675999.6,50.9
3676169.74,52.4
3676339.94,50.9
3676510.21,49.4
3676680.56,53.9
3676850.97,53.5
3677021.5,53.5
3677192.08,62.5
3677362.71,63.9
3677533.42,65.4
3677704.18,70.6
3677875.07,72.2
3678046.01,69.0
3678217.07,64.3
3678388.17,79.3
3678559.34,79.3
3678730.6,76.3
3678901.9,76.3
3679073.27,82.3
3679244.73,83.8
3679416.26,85.3
3679587.85,85.3
3679759.53,92.8
3679931.28,88.3
3680103.1,95.8
3680275.02,101.8
3680447.01,103.3
3680619.1,106.3
3680791.24,122.0
3680963.48,126.5
3681135.81,129.4
3681308.21,125.7
3681480.67,121.2
3681653.26,130.2
3681825.93,128.7
3681998.68,127.2
3682171.47,130.2
3682344.32,142.2
3682517.23,137.7
3682690.23,128.7
3682863.29,128.7
3683036.44,139.2
3683209.64,133.2
3683382.92,134.7
3683556.29,134.7
3683729.72,131.7
3683903.24,139.2
3684076.81,131.7
3684250.45,122.7
3684424.15,121.2
3684597.96,122.7
3684771.83,119.7
3684945.75,79.3
3685119.77,7.4
3685293.85,0.0
3685467.97,0.0
3685642.15,0.0
3685816.37,0.0
3685990.63,2.9
3686164.99,0.0
3686339.42,2.9
3686513.92,0.0
3686688.47,0.0
3686863.08,0.0
3687037.73,0.0
3687212.51,0.0
3687387.34,1.4
3687562.21,2.9
3687737.17,4.4
3687912.22,2.9
3688087.32,4.4
3688262.48,1.4
3688437.69,1.4
3688612.99,1.4
3688788.34,4.4
3688963.75,1.4
3689139.24,8.9
3689314.82,8.9
3689490.46,7.4
3689666.15,5.9
3689841.88,1.4
3690017.7,4.4
3690193.57,1.4
3690369.51,2.9
3690545.5,4.4
3690721.58,4.4
3690897.74,4.4
3691073.95,4.4
3691250.2,5.9
3691426.69,5.9
3691603.21,2.9
3691779.82,4.4
3691956.5,0.0
3692133.24,0.0
3692310.02,1.4
3692486.9,2.9
3692663.85,2.9
3692840.85,2.9
3693017.92,2.9
3693195.13,1.4
3693372.39,1.4
3693549.72,1.4
3693727.16,2.9
3693904.66,2.9
3694082.21,1.4
3694259.85,2.9
3694437.55,1.4
3694615.3,1.4
3694793.13,1.4
3694971.06,1.4
3695149.04,1.4
3695327.07,1.4
3695505.12,1.4
3695683.25,2.9
3695861.43,2.9
3696039.64,2.9
3696217.93,2.9
3696396.36,2.9
3696574.84,5.9
3696753.37,7.4
3696931.95,7.4
3697110.65,17.9
3697289.38,19.4
3697468.2,19.4
3697647.07,19.4
3697826.03,13.4
3698005.09,8.9
3698184.21,5.9
3698363.38,2.9
3698542.61,2.9
3698721.91,4.4
3698901.3,4.4
3699080.73,8.9
3699260.23,16.4
3699439.83,16.4
3699619.48,16.4
3699799.24,17.9
3699979.05,17.9
3700158.91,17.9
3700338.83,17.9
3700518.83,17.9
3700698.88,23.9
3700879.05,25.4
3701059.29,26.9
3701239.65,25.4
3701420.1,23.9
3701600.59,22.4
3701781.16,20.9
3701961.78,20.9
3702142.45,20.9
3702323.2,19.4
3702504.04,19.4
3702684.94,20.9
3702865.93,25.4
3703047.0,25.4
3703228.11,28.4
3703409.29,29.9
3703590.51,31.4
3703771.8,28.4
3703953.18,55.7
3704134.6,0.0
3704316.08,0.0
3704497.59,0.0
3704679.17,0.0
3704860.81,0.0
3705042.53,0.0
3705224.29,0.0
3705406.13,0.0
3705588.03,0.0
3705769.98,0.0
3705951.98,0.0
3706134.03,0.0
3706316.18,0.0
3706498.37,1.4
3706680.63,1.4
3706862.94,1.4
3707045.37,1.4
3707227.83,0.0
3707410.36,0.0
3707592.95,0.0
3707775.6,0.0
3707958.28,0.0
3708141.06,0.0
3708323.89,0.0
3708506.78,2.9
3708689.75,13.4
3708872.8,37.4
3709055.91,52.4
3709239.07,47.9
3709422.31,44.9
3709605.63,38.9
3709789.0,32.9
3709972.47,23.9
3710156.01,25.4
3710339.68,37.4
3710523.42,37.4
3710707.3,35.9
