Time (s),Volts
468816.64,-171.9
469251.14,-171.88
469686.25,-171.86
470121.96,-171.85
470558.22,-171.85
470995.09,-171.83
471432.53,-171.82
471870.6,-171.8
472309.25,-171.8
472748.49,-171.79
473188.34,-171.77
473628.75,-171.76
474069.76,-171.76
474511.33,-171.74
474953.49,-171.73
475396.28,-171.72
475839.63,-171.72
476283.6,-171.7
476728.13,-171.69
477174.46,-171.66
477621.4,-171.65
478068.88,-171.64
478517.0,-171.64
478965.69,-171.63
479414.99,-171.61
479864.87,-171.61
480315.31,-171.61
480766.4,-171.59
481218.02,-171.58
481670.3,-171.57
482123.71,-171.56
482577.71,-171.54
483032.33,-171.54
483487.54,-171.54
483943.31,-171.52
484400.28,-171.51
484857.86,-171.51
485316.59,-171.48
485775.91,-171.47
486235.83,-171.48
486696.35,-171.46
487157.45,-171.45
487619.71,-171.45
488082.55,-171.43
488546.02,-171.42
489010.08,-171.41
489474.75,-171.42
489940.02,-171.4
490405.82,-171.39
490872.24,-171.39
491339.25,-171.39
491806.86,-171.37
492275.65,-171.36
492745.03,-171.36
493215.01,-171.35
493686.71,-171.33
494159.04,-171.32
494631.95,-171.31
495105.48,-171.3
495579.58,-171.31
496054.27,-171.29
496529.57,-171.28
497005.46,-171.28
497481.94,-171.28
497959.59,-171.26
498437.87,-171.25
498916.72,-171.25
499396.16,-171.24
499876.14,-171.23
500356.72,-171.23
500837.94,-171.23
501319.74,-171.22
501802.14,-171.21
502285.15,-171.2
502768.68,-171.21
503252.84,-171.19
503737.58,-171.18
504222.95,-171.18
504708.86,-171.18
505195.36,-171.17
505682.45,-171.16
506170.16,-171.16
506658.46,-171.16
507147.32,-171.15
507636.76,-171.14
508128.57,-171.11
508620.97,-171.11
509113.93,-171.11
509607.53,-171.1
510101.79,-171.09
510596.56,-171.09
511091.93,-171.09
511587.84,-171.08
512084.37,-171.07
512581.53,-171.06
513079.86,-171.05
513578.74,-171.05
514078.27,-171.04
514578.37,-171.04
515079.05,-171.03
515580.28,-171.02
516082.11,-171.02
516584.58,-171.02
517087.64,-171.01
517591.89,-171.0
517595.44,-170.96
517599.78,-170.93
517604.72,-170.92
517610.31,-170.93
517616.48,-170.92
517623.21,-170.91
517630.57,-170.9
517639.42,-170.91
517648.53,-170.89
517658.8,-170.88
517670.31,-170.86
517682.4,-170.86
517695.08,-170.86
517708.28,-170.85
517722.05,-170.85
517736.43,-170.84
517751.45,-170.84
517767.04,-170.83
517783.21,-170.82
517800.6,-170.82
517818.58,-170.81
517837.14,-170.8
517856.29,-170.8
517876.03,-170.8
517896.36,-170.79
517917.85,-170.78
517939.91,-170.78
517962.55,-170.77
517985.83,-170.77
518010.33,-170.76
518035.41,-170.75
518061.04,-170.75
518087.28,-170.74
518114.13,-170.74
518141.55,-170.73
518169.57,-170.73
518198.17,-170.72
518227.38,-170.72
518257.16,-170.71
518287.54,-170.7
518318.54,-170.7
518350.08,-170.7
518382.26,-170.69
518415.01,-170.68
518448.35,-170.68
518482.83,-170.67
518517.91,-170.67
518553.62,-170.66
518589.92,-170.67
518626.78,-170.66
518664.23,-170.65
518702.32,-170.64
518740.97,-170.65
518780.21,-170.64
518820.02,-170.63
518860.45,-170.62
518901.47,-170.63
518943.06,-170.62
518985.26,-170.61
519029.2,-170.6
519074.39,-170.58
519120.14,-170.59
519166.47,-170.58
519213.34,-170.57
519260.88,-170.56
519308.99,-170.57
519357.66,-170.56
519406.95,-170.55
519458.0,-170.54
519509.65,-170.53
519561.89,-170.53
519614.69,-170.53
519668.7,-170.51
519723.3,-170.51
519778.49,-170.51
519834.25,-170.5
519890.61,-170.49
519948.17,-170.49
520006.91,-170.47
520066.25,-170.47
520126.15,-170.47
520186.62,-170.46
520247.69,-170.46
520309.38,-170.45
520371.66,-170.45
520434.52,-170.44
520497.97,-170.44
520562.01,-170.43
520626.69,-170.44
520691.95,-170.43
520757.78,-170.42
520824.2,-170.41
520891.17,-170.42
520958.74,-170.41
521026.9,-170.4
521095.68,-170.39
521165.06,-170.4
521235.0,-170.39
521305.54,-170.38
521376.72,-170.38
521448.48,-170.38
521520.82,-170.37
521593.69,-170.36
521667.2,-170.36
521741.31,-170.36
521816.0,-170.35
521891.28,-170.35
521967.16,-170.34
522043.63,-170.34
522120.66,-170.33
522198.31,-170.33
522276.55,-170.32
522355.37,-170.33
522434.81,-170.32
522514.82,-170.31
522595.44,-170.3
522676.62,-170.31
522758.39,-170.3
522840.74,-170.29
522923.72,-170.29
523007.29,-170.29
523092.02,-170.27
523177.34,-170.27
523263.26,-170.27
523349.8,-170.26
523436.89,-170.25
523524.56,-170.25
523612.84,-170.25
523701.73,-170.24
523791.2,-170.24
523881.24,-170.23
523971.9,-170.24
524063.09,-170.23
524154.93,-170.22
524247.4,-170.21
524340.4,-170.22
524433.97,-170.21
524528.1,-170.2
524622.93,-170.2
524718.33,-170.2
524814.31,-170.19
524910.84,-170.19
525007.95,-170.18
525105.68,-170.19
525203.98,-170.17
525302.92,-170.17
525402.44,-170.16
525502.53,-170.17
525603.22,-170.16
525704.51,-170.15
525806.39,-170.15
525908.88,-170.15
526011.92,-170.14
526115.5,-170.14
526219.75,-170.13
526324.59,-170.14
526430.01,-170.12
526536.02,-170.12
526642.65,-170.11
526749.84,-170.12
526857.62,-170.11
526965.99,-170.1
527074.95,-170.1
527184.54,-170.1
527294.69,-170.09
527405.4,-170.09
527516.69,-170.08
527628.6,-170.09
527741.09,-170.08
527854.2,-170.07
527967.91,-170.07
528082.18,-170.07
528197.06,-170.06
528312.47,-170.06
528428.53,-170.05
528545.21,-170.06
528662.44,-170.05
528780.26,-170.04
528898.68,-170.03
529017.68,-170.04
529137.27,-170.03
529257.45,-170.02
529378.26,-170.02
529499.61,-170.02
529621.57,-170.02
529744.08,-170.01
529867.22,-170.01
529991.49,-170.0
530116.42,-169.99
530241.94,-169.99
530368.63,-169.99
530495.88,-169.98
530623.78,-169.98
530752.21,-169.98
530881.84,-169.97
531012.08,-169.96
531142.94,-169.97
531274.35,-169.96
531406.35,-169.95
531539.53,-169.95
531673.31,-169.94
531807.7,-169.94
531942.68,-169.93
532078.21,-169.94
532214.37,-169.93
532351.09,-169.92
532488.41,-169.92
532626.93,-169.92
532766.03,-169.91
532906.67,-169.91
533047.49,-169.91
533188.91,-169.9
533330.95,-169.89
533473.6,-169.9
533616.84,-169.89
533760.62,-169.88
533905.05,-169.88
534050.03,-169.89
534195.58,-169.88
534341.76,-169.87
534488.57,-169.87
534635.94,-169.88
534783.88,-169.87
534933.04,-169.86
535082.77,-169.86
535233.09,-169.85
535383.96,-169.85
535535.47,-169.85
535687.57,-169.85
535840.24,-169.85
535994.7,-169.84
536149.74,-169.83
536305.39,-169.83
536461.62,-169.82
536618.45,-169.83
536775.86,-169.82
536933.84,-169.82
537092.41,-169.81
537251.57,-169.82
537411.3,-169.81
537571.67,-169.81
537733.2,-169.81
537895.33,-169.8
538058.03,-169.8
538221.37,-169.79
538385.28,-169.8
538549.8,-169.79
538714.85,-169.78
538880.48,-169.78
539046.74,-169.79
539213.62,-169.78
539381.09,-169.78
539549.17,-169.77
539717.8,-169.82
539887.05,-169.8
540056.86,-169.78
540227.29,-169.78
540398.31,-169.78
540570.54,-169.77
540743.46,-169.85
540916.93,-169.86
541090.99,-169.87
541265.67,-170.11
541440.97,-170.02
541617.49,-170.0
541794.59,-169.95
541972.3,-169.95
542150.66,-169.95
542329.59,-169.95
542509.13,-169.96
542689.36,-169.93
542870.17,-169.93
543051.56,-169.93
543233.52,-169.91
543416.11,-169.91
543599.31,-169.92
543783.11,-169.91
543967.48,-169.91
544152.47,-169.9
544338.14,-169.91
544524.36,-169.92
544711.16,-169.91
544898.54,-169.91
545086.55,-169.91
545275.14,-169.91
545464.92,-169.9
545655.3,-169.91
545846.22,-169.93
546037.77,-169.9
546229.96,-169.9
546422.75,-169.9
546616.13,-169.93
546810.12,-169.92
547004.75,-169.93
547199.9,-169.94
547395.65,-170.01
547591.96,-170.03
547788.91,-170.1
547986.45,-170.16
548184.59,-170.21
548383.35,-170.23
548582.74,-171.39
548782.81,-172.65
548983.5,-174.08
549184.87,-175.06
549387.57,-183.99
549590.93,-190.19
549794.94,-197.04
549999.62,-200.21
550204.85,-201.65
550410.68,-175.16
550617.12,-174.21
550824.2,-174.58
551032.58,-191.59
551241.63,-191.55
551451.3,-194.59
551661.54,-192.17
551872.34,-177.58
552083.75,-180.12
552295.78,-178.48
552508.36,-176.56
552721.56,-178.9
552935.3,-179.79
553149.64,-173.17
553364.59,-174.05
553580.15,-174.34
553796.33,-180.17
554013.13,-175.59
554230.5,-182.32
554448.5,-181.35
554667.2,-181.88
554886.51,-192.69
555106.51,-197.59
555327.19,-208.42
555548.52,-213.51
555770.46,-218.09
555992.92,-174.79
556215.98,-178.2
556439.63,-179.88
556663.89,-184.08
556888.76,-175.13
557114.24,-184.83
557340.37,-184.17
557567.17,-196.96
557794.64,-195.14
558022.76,-198.05
558252.17,-206.03
558482.29,-205.63
558713.0,-211.5
558944.31,-206.15
559176.27,-180.7
559408.82,-179.44
559641.92,-179.01
559876.22,-179.51
560111.15,-183.19
560346.66,-180.75
560582.7,-185.36
560819.35,-184.91
561056.62,-182.93
561294.5,-185.02
561532.98,-188.62
561772.66,-180.84
562012.92,-178.15
562253.85,-185.9
562495.39,-186.87
562737.54,-188.85
562980.36,-193.98
563223.87,-201.42
563468.04,-209.43
563712.77,-209.92
563958.08,-180.97
564203.97,-180.17
564450.46,-180.26
564697.61,-185.65
564945.48,-191.71
565193.92,-196.09
565442.99,-198.76
565693.26,-189.51
565944.15,-184.55
566196.2,-180.94
566448.86,-179.29
566702.13,-178.61
566955.98,-178.2
567210.42,-178.5
567465.44,-178.08
567721.12,-178.41
567977.43,-184.68
568234.33,-185.36
568491.88,-185.97
568750.1,-190.76
569009.06,-197.23
569268.68,-204.79
569528.97,-209.22
569789.82,-210.65
570051.23,-201.97
570313.23,-180.49
570575.84,-180.78
570839.05,-180.47
571102.85,-182.8
571367.31,-186.6
571633.73,-197.87
571900.82,-202.65
572168.59,-211.81
572437.03,-218.42
572706.09,-221.83
572975.75,-222.18
573245.96,-184.17
573516.76,-182.49
573788.23,-182.63
574060.25,-182.73
574332.88,-182.23
574606.07,-181.65
574879.87,-183.67
575154.23,-186.23
575429.19,-178.65
575704.75,-181.82
575980.97,-186.89
576257.77,-192.82
576535.15,-193.13
576813.11,-180.74
577091.71,-184.24
577370.93,-180.96
577650.81,-193.03
577931.28,-190.67
578212.45,-195.61
578494.23,-197.78
578776.67,-211.32
579059.67,-222.87
579343.3,-183.66
579628.18,-181.66
579913.7,-187.61
580199.9,-198.51
580486.75,-202.14
580774.18,-206.29
581062.2,-201.05
581350.83,-187.59
581640.03,-184.24
581929.83,-187.82
582220.2,-184.73
582511.15,-180.36
582802.69,-181.85
583094.86,-181.23
583387.62,-181.0
583680.94,-184.65
583974.9,-181.29
584269.49,-186.85
584564.75,-188.97
584860.69,-188.34
585157.3,-195.05
585454.53,-199.64
585752.42,-206.67
586050.96,-214.3
586350.18,-217.49
586649.98,-217.04
586950.32,-184.47
587251.26,-183.92
587552.81,-185.17
587855.0,-185.67
588157.8,-189.16
588461.28,-192.28
588765.43,-194.5
589070.2,-198.9
589375.64,-209.87
589681.73,-225.77
589988.47,-234.01
590295.81,-204.51
590603.75,-186.65
590912.3,-185.31
591221.39,-184.42
591531.08,-183.9
591841.32,-183.96
592152.22,-183.61
592464.28,-183.11
592776.91,-183.1
593090.12,-182.73
593403.95,-182.58
593718.34,-182.41
594033.35,-182.23
594348.96,-182.02
594665.14,-181.89
594981.87,-181.78
595299.21,-181.53
595617.14,-181.33
595935.65,-181.28
596254.76,-181.2
596574.45,-181.03
596894.74,-180.93
597215.62,-180.83
597537.08,-180.69
597859.09,-180.63
598181.72,-180.47
598504.98,-180.38
598828.83,-180.27
599153.24,-180.23
599478.24,-180.16
599803.81,-180.13
600130.03,-180.03
600456.86,-179.96
600784.31,-179.89
601112.35,-179.83
601441.03,-179.78
601770.24,-179.73
602100.12,-179.69
602430.56,-179.63
602761.59,-179.59
603093.22,-179.53
603425.47,-179.49
603758.28,-179.46
604091.65,-179.41
604425.6,-179.36
604760.2,-179.31
605095.96,-179.24
605432.27,-179.2
605769.17,-179.17
606106.72,-179.15
606444.84,-179.11
606783.58,-179.06
607122.91,-179.04
607462.83,-179.02
607803.33,-178.98
608144.41,-178.97
608486.12,-178.95
608828.41,-178.79
609171.27,-178.76
609514.72,-178.73
609858.76,-178.71
610203.36,-178.69
610548.59,-178.67
610894.4,-178.64
611240.79,-178.62
611588.4,-178.58
611936.58,-178.56
612285.37,-178.54
612634.8,-178.53
612984.74,-178.51
613335.26,-178.48
613686.41,-178.47
614038.13,-178.46
614390.46,-178.44
614743.38,-178.42
615096.89,-178.4
615450.98,-178.39
615805.66,-178.37
616161.57,-178.34
616518.05,-178.33
616875.08,-178.32
617232.68,-178.3
617590.89,-178.28
617949.68,-178.28
618309.12,-178.26
618669.12,-178.25
619029.74,-178.23
619390.92,-178.23
619752.67,-178.21
620115.02,-178.2
620478.57,-178.18
620842.67,-178.17
621207.41,-178.15
621572.72,-178.14
621938.62,-178.14
622305.12,-178.12
622672.23,-178.11
623039.95,-178.1
623408.3,-178.1
623777.2,-178.08
624146.63,-178.07
624516.68,-178.06
624887.3,-178.06
625258.5,-178.04
625630.31,-178.03
626002.75,-178.02
626375.78,-178.02
626749.4,-178.0
627123.56,-177.99
627498.33,-177.99
627873.72,-177.98
628249.68,-177.97
628626.25,-177.96
629003.41,-177.95
629381.12,-177.95
629759.41,-177.94
630138.31,-177.93
630517.84,-177.92
630897.95,-177.92
631278.66,-177.9
631659.89,-177.89
632041.74,-177.89
632424.22,-177.89
632807.25,-177.87
633190.89,-177.86
633575.12,-177.86
633959.94,-177.86
634345.95,-177.83
634732.56,-177.83
635119.76,-177.83
635507.5,-177.82
635895.82,-177.81
636284.76,-177.8
636674.32,-177.8
637065.68,-177.77
637457.58,-177.77
637850.06,-177.76
638243.14,-177.75
638636.83,-177.74
639031.09,-177.75
639425.97,-177.74
639821.4,-177.73
640217.45,-177.72
640614.1,-177.72
641011.4,-177.71
641409.24,-177.7
641808.82,-177.69
642208.98,-177.68
642609.75,-177.67
643011.11,-177.67
643413.63,-177.65
643816.75,-177.65
644220.49,-177.65
644624.79,-177.64
645029.68,-177.63
645435.16,-177.63
645841.21,-177.63
646248.47,-177.61
646656.92,-177.61
647065.95,-177.59
647475.6,-177.59
647885.85,-177.58
648296.72,-177.58
648708.12,-177.57
649120.09,-177.57
649532.77,-177.56
649945.93,-177.56
650359.73,-177.55
650774.09,-177.54
651189.05,-177.54
651604.61,-177.54
652020.76,-177.53
652437.51,-177.52
652854.84,-177.52
653272.76,-177.52
653691.24,-177.51
654110.33,-177.5
654530.57,-177.5
654951.41,-177.49
655372.83,-177.48
655794.92,-177.48
656217.61,-177.48
656640.86,-177.47
657064.69,-177.46
657489.14,-177.46
657914.14,-177.46
658339.69,-177.45
658765.87,-177.44
659192.63,-177.44
659619.99,-177.44
660047.97,-177.43
660476.49,-177.42
660905.64,-177.42
661335.38,-177.42
661765.65,-177.41
662196.55,-177.4
662628.08,-177.4
663060.17,-177.4
663492.82,-177.4
663926.04,-177.38
664359.9,-177.38
664794.39,-177.39
665229.48,-177.38
665665.15,-177.37
666101.4,-177.36
666538.21,-177.37
666975.6,-177.36
667414.21,-177.34
667853.4,-177.35
668293.2,-177.34
668733.56,-177.33
669174.53,-177.32
669616.07,-177.33
670058.21,-177.32
670500.94,-177.31
670944.29,-177.31
671388.2,-177.31
671832.66,-177.3
672277.73,-177.29
672723.42,-177.29
673169.68,-177.3
673617.13,-177.28
674065.2,-177.27
674513.81,-177.28
674963.02,-177.27
675412.81,-177.26
675863.2,-177.25
676314.22,-177.26
676765.79,-177.25
677219.17,-177.24
677673.12,-177.23
678127.66,-177.23
678582.83,-177.22
679038.59,-177.22
679494.91,-177.21
679951.78,-177.21
680409.26,-177.2
680867.34,-177.21
681326.0,-177.2
681785.28,-177.19
682245.75,-177.19
682707.37,-177.17
683169.6,-177.17
683632.37,-177.17
684095.77,-177.16
684559.73,-177.15
685024.91,-177.15
685490.67,-177.15
685957.03,-177.14
686424.0,-177.13
686891.56,-177.14
687359.71,-177.13
687828.44,-177.12
688297.78,-177.12
688767.66,-177.12
689238.72,-177.1
689710.41,-177.1
690182.72,-177.1
690655.6,-177.09
691129.05,-177.09
691603.11,-177.08
692077.71,-177.08
692552.96,-177.08
693028.75,-177.07
693505.15,-177.06
693982.72,-177.06
694460.89,-177.05
694939.65,-177.05
695419.58,-177.04
695900.13,-177.04
696381.29,-177.03
696863.0,-177.03
697346.48,-177.01
697830.62,-177.02
698315.33,-177.01
698800.6,-177.0
699286.44,-177.0
699772.89,-177.0
700259.96,-176.99
700747.58,-176.98
701235.85,-176.98
701724.66,-176.98
702214.08,-176.98
702704.08,-176.97
703194.67,-176.96
703685.91,-176.97
704177.65,-176.96
704670.0,-176.95
705162.95,-176.95
705656.51,-176.95
706150.64,-176.94
706645.93,-176.93
707141.79,-176.93
707638.3,-176.92
708135.4,-176.92
708633.08,-176.91
709131.89,-176.91
709631.32,-176.9
710131.35,-176.9
710632.57,-176.89
711134.37,-176.88
711636.78,-176.88
712139.78,-176.88
712643.42,-176.88
713147.57,-176.87
713652.36,-176.86
714157.74,-176.87
714663.73,-176.86
715171.47,-176.85
715679.75,-176.84
716188.67,-176.83
716698.2,-176.83
717208.29,-176.83
717718.94,-176.82
718230.18,-176.81
718742.04,-176.81
719254.49,-176.81
719767.54,-176.81
720281.78,-176.79
720796.6,-176.8
721312.0,-176.79
721827.97,-176.78
722344.55,-176.78
722861.72,-176.78
723379.49,-176.77
723897.84,-176.76
724416.78,-176.76
724936.32,-176.76
725456.45,-176.75
725977.17,-176.75
726499.07,-176.75
727022.19,-176.73
727545.9,-176.73
728070.18,-176.73
728595.04,-176.72
729120.47,-176.71
729646.52,-176.71
730173.23,-176.71
730700.44,-176.7
731228.23,-176.69
731756.62,-176.69
732285.6,-176.69
732815.8,-176.68
733346.58,-176.67
733877.92,-176.68
734409.86,-176.67
734942.36,-176.66
735475.51,-176.66
736009.24,-176.66
736543.53,-176.65
737078.44,-176.64
737613.94,-176.64
738150.03,-176.64
738686.72,-176.64
739223.96,-176.62
739761.83,-176.62
740300.26,-176.63
740839.3,-176.62
741378.89,-176.61
741919.09,-176.6
742459.9,-176.61
743001.3,-176.6
743543.93,-176.59
744087.12,-176.59
744630.92,-176.58
745175.25,-176.57
745720.19,-176.57
746265.72,-176.57
746811.86,-176.56
747358.6,-176.56
747905.96,-176.55
748453.93,-176.56
749002.42,-176.54
749551.5,-176.54
750101.19,-176.53
750651.49,-176.54
751202.35,-176.53
751755.28,-176.51
752308.54,-176.51
752862.32,-176.5
753416.69,-176.5
753971.67,-176.5
754527.24,-176.49
755083.44,-176.48
755640.24,-176.48
756197.6,-176.48
756755.54,-176.47
757314.07,-176.47
757873.24,-176.46
758433.55,-176.46
758994.41,-176.45
759555.87,-176.45
760118.55,-176.44
760682.41,-176.43
761246.86,-176.43
761811.93,-176.42
762377.53,-176.42
762943.73,-176.41
763510.51,-176.41
764077.87,-176.41
764645.88,-176.4
765214.49,-176.39
765783.69,-176.4
766353.41,-176.39
766923.74,-176.38
767494.72,-176.38
768066.27,-176.38
768638.45,-176.37
769211.14,-176.36
769784.43,-176.36
770358.34,-176.36
770932.85,-176.35
771507.94,-176.35
772084.21,-176.34
772661.07,-176.34
773238.55,-176.33
773816.59,-176.32
774395.21,-176.33
774974.41,-176.32
775554.16,-176.31
776134.59,-176.31
776715.61,-176.31
777297.18,-176.3
777879.37,-176.29
778462.16,-176.29
779045.53,-176.3
779629.46,-176.29
780213.97,-176.28
780799.09,-176.28
781384.76,-176.28
781971.06,-176.27
782557.94,-176.26
783145.41,-176.26
783733.51,-176.26
784322.16,-176.25
784911.46,-176.25
785501.92,-176.25
786092.96,-176.24
786684.54,-176.23
787276.78,-176.23
787869.6,-176.23
788463.61,-176.21
789058.18,-176.21
789653.39,-176.21
790249.16,-176.2
790846.68,-176.2
791445.4,-176.18
792044.7,-176.18
792644.57,-176.18
793245.05,-176.17
793846.12,-176.16
794447.85,-176.16
795050.14,-176.16
795652.98,-176.16
796256.38,-176.2
796860.4,-176.18
797465.01,-176.17
798070.24,-176.15
798676.06,-176.14
799282.46,-176.14
799889.47,-176.14
800497.08,-176.14
801105.83,-176.12
801715.2,-176.15
802325.13,-176.14
802935.67,-176.12
803546.8,-176.12
804158.56,-176.14
804770.89,-176.11
805383.83,-176.12
805997.41,-176.22
806611.58,-176.25
807226.37,-176.38
807841.74,-176.66
808457.78,-177.48
809074.45,-179.26
809691.86,-184.85
810309.93,-189.07
810928.61,-194.66
811547.97,-199.46
812167.95,-204.5
812788.48,-207.19
813409.61,-181.13
814031.37,-180.43
814653.72,-181.1
815276.68,-187.3
815900.3,-189.9
816524.59,-193.28
817149.53,-199.59
817775.71,-193.14
818402.45,-184.65
819029.76,-187.82
819657.68,-182.35
820286.16,-189.04
820915.23,-187.0
821544.9,-181.37
822175.13,-181.49
822805.94,-181.89
823437.36,-182.59
824069.41,-180.85
824702.09,-184.77
825335.44,-186.26
825969.41,-186.0
826604.04,-192.18
827239.33,-197.45
827875.28,-210.05
828511.86,-219.18
829149.09,-226.83
829787.48,-184.4
830426.45,-184.29
831066.01,-184.09
831706.16,-187.28
832346.95,-191.2
832988.34,-191.87
833630.41,-191.57
834273.11,-202.78
834916.48,-208.17
835560.5,-223.69
836205.2,-231.54
836850.59,-241.66
837496.58,-196.43
838143.17,-186.92
838790.31,-186.12
839438.03,-185.73
840086.38,-185.65
840735.31,-185.23
841384.83,-184.84
842034.96,-184.52
842685.61,-184.24
843336.88,-184.0
843988.75,-183.76
844641.23,-183.55
845294.3,-183.36
845949.12,-182.87
846604.54,-182.73
847260.54,-182.61
847917.11,-182.47
848574.31,-182.36
849232.09,-182.25
849890.48,-182.16
850549.41,-182.05
851208.93,-181.96
851869.04,-181.88
852529.85,-181.8
853191.22,-181.72
853853.11,-181.65
854515.64,-181.58
855178.73,-181.52
855842.42,-181.45
856506.72,-181.39
857171.6,-181.33
857837.06,-181.29
858503.09,-181.23
859169.75,-181.17
859837.01,-181.13
860504.86,-181.09
861173.28,-181.04
861842.26,-180.99
862511.88,-180.95
863182.13,-180.92
863852.93,-180.88
864524.89,-180.81
865197.42,-180.78
865870.55,-180.74
866544.27,-180.71
867219.23,-180.66
867895.3,-180.6
868571.98,-180.57
869249.26,-180.55
869927.12,-180.52
870607.72,-180.46
871288.54,-180.41
871970.53,-180.37
872653.13,-180.35
873336.31,-180.32
874020.09,-180.31
874704.5,-180.3
875389.46,-180.27
876075.03,-180.25
876761.19,-180.23
877448.49,-180.2
878136.41,-180.18
878824.97,-180.17
879514.05,-180.16
880203.72,-180.14
880893.96,-180.12
881584.82,-180.11
882276.31,-180.1
882968.38,-180.08
883661.6,-180.05
884355.4,-180.05
885050.42,-180.01
885746.04,-180.0
886442.2,-180.0
887138.98,-179.98
887836.33,-179.96
888534.3,-179.95
889232.89,-179.95
889932.0,-179.93
890631.73,-179.92
891332.67,-179.9
892034.78,-179.87
892737.44,-179.86
893440.69,-179.86
894144.57,-179.85
894849.01,-179.83
895554.04,-179.82
896259.68,-179.82
896965.87,-179.81
897672.66,-179.79
898380.07,-179.78
899088.08,-179.78
899796.7,-179.77
900505.9,-179.75
901215.67,-179.75
901926.01,-179.74
902636.95,-179.73
903348.48,-179.72
904060.63,-179.71
904773.39,-179.71
905486.72,-179.7
906200.64,-179.68
906915.15,-179.68
907630.24,-179.68
908345.94,-179.66
909062.22,-179.65
909779.69,-179.64
910497.75,-179.63
911216.34,-179.62
911936.14,-179.61
912656.55,-179.6
913377.57,-179.58
914099.19,-179.58
914821.96,-179.57
915545.3,-179.55
916269.26,-179.55
916993.83,-179.55
917718.94,-179.53
918444.61,-179.52
919170.94,-179.51
919897.87,-179.52
920625.39,-179.5
921353.49,-179.49
922082.19,-179.48
922811.48,-179.49
923541.38,-179.47
924271.84,-179.46
925002.92,-179.46
925734.57,-179.46
926466.79,-179.44
927199.56,-179.43
927932.99,-179.43
928667.58,-179.42
929402.77,-179.41
930138.56,-179.4
930874.91,-179.4
931611.85,-179.39
932349.38,-179.37
933087.52,-179.37
933826.83,-179.36
934566.73,-179.35
935307.21,-179.34
936048.29,-179.34
936789.98,-179.33
937532.28,-179.32
938275.15,-179.31
939018.58,-179.31
939762.6,-179.3
940507.2,-179.29
941252.43,-179.29
941998.28,-179.29
942744.69,-179.27
943491.74,-179.27
944239.93,-179.26
944988.69,-179.25
945738.04,-179.24
946488.6,-179.23
947240.32,-179.21
947992.61,-179.2
948746.1,-179.19
949500.84,-179.17
950256.13,-179.18
951012.54,-179.16
951769.57,-179.15
952527.19,-179.15
953285.42,-179.14
954044.2,-179.13
954803.6,-179.12
955563.61,-179.12
956324.22,-179.11
957085.41,-179.1
957847.22,-179.09
958609.56,-179.1
959373.11,-179.07
960137.28,-179.07
960901.98,-179.07
961667.28,-179.06
962433.16,-179.05
963199.7,-179.04
963966.83,-179.04
964734.53,-179.03
965502.81,-179.02
966271.65,-179.01
967041.08,-179.01
967811.69,-178.99
968582.93,-178.99
969354.74,-178.99
970127.17,-178.98
970900.16,-178.97
971673.78,-178.96
972447.97,-178.96
973222.72,-178.95
973998.1,-178.94
974774.06,-178.93
975550.59,-178.94
976327.69,-178.93
977105.39,-178.92
977883.72,-178.91
978662.61,-178.91
979442.13,-178.9
980222.21,-178.89
981002.91,-178.88
981784.23,-178.89
982566.07,-178.87
983348.51,-178.86
984131.55,-178.86
984915.17,-178.86
985699.41,-178.85
986484.26,-178.84
987269.72,-178.83
988055.74,-178.83
988842.32,-178.82
989629.45,-178.81
990417.21,-178.81
991205.58,-178.81
991994.52,-178.8
992784.04,-178.79
993574.17,-178.78
994364.9,-178.78
995156.23,-178.77
995948.12,-178.76
996740.7,-178.76
997534.36,-178.75
998328.59,-178.74
999123.42,-178.73
999918.88,-178.74
1000714.97,-178.73
1001511.62,-178.72
1002308.88,-178.71
1003106.7,-178.71
1003905.68,-178.69
1004705.29,-178.69
1005505.47,-178.69
1006306.25,-178.68
1007107.6,-178.67
1007909.57,-178.66
1008712.14,-178.67
1009515.3,-178.66
1010319.03,-178.65
1011123.36,-178.64
1011928.28,-178.64
1012733.83,-178.63
1013539.93,-178.62
1014346.61,-178.62
1015154.45,-178.61
1015963.51,-178.6
1016773.22,-178.6
1017583.41,-178.59
1018394.2,-178.58
1019206.22,-178.58
1020018.84,-178.57
1020832.0,-178.56
1021645.77,-178.56
1022460.2,-178.56
1023275.18,-178.55
1024090.76,-178.54
1024907.46,-178.54
1025724.73,-178.53
1026542.62,-178.52
1027361.14,-178.52
1028180.23,-178.52
1029000.5,-178.5
1029821.36,-178.5
1030642.82,-178.5
1031464.84,-178.49
1032287.48,-178.48
1033110.72,-178.48
1033934.52,-178.48
1034758.9,-178.47
1035583.89,-178.47
1036409.48,-178.46
1037235.64,-178.47
1038062.44,-178.46
1038889.82,-178.45
1039717.8,-178.44
1040546.37,-178.45
1041375.47,-178.44
1042205.19,-178.43
1043035.51,-178.43
1043866.42,-178.43
1044697.92,-178.42
1045530.03,-178.41
1046362.73,-178.41
1047196.01,-178.41
1048030.43,-178.4
1048865.48,-178.39
1049701.14,-178.4
1050537.34,-178.39
1051374.14,-178.38
1052213.32,-178.37
1053053.68,-178.37
1053894.62,-178.36
1054736.14,-178.35
1055578.28,-178.35
1056421.02,-178.35
1057264.31,-178.34
1058108.22,-178.34
1058952.75,-178.33
1059797.86,-178.34
1060643.56,-178.33
1061489.81,-178.32
