Time (s),MC In,MC Out,Motor In,Motor Out
244417.92,15,16,14,14
244442.56,15,16,14,14
244467.69,15,16,14,14
244493.31,15,16,14,14
244519.43,15,16,14,14
244546.03,15,16,14,14
244573.13,15,16,15,14
244600.72,15,16,14,14
244628.82,15,16,15,14
244657.41,15,16,14,14
244686.49,15,16,15,14
244716.05,15,16,15,14
244746.1,15,16,15,14
244776.64,15,16,15,14
244807.67,15,16,15,14
244839.2,15,16,15,14
244871.21,15,16,15,14
244903.72,15,16,15,14
244936.73,15,16,15,14
244970.22,15,16,15,14
245004.21,15,16,15,14
245038.69,15,16,15,14
245073.66,15,16,15,14
245109.13,15,16,15,15
245145.09,15,16,15,15
245181.54,15,16,15,15
245218.48,16,16,15,15
245255.91,16,16,15,14
245293.83,16,16,15,14
245332.25,16,16,15,15
245371.16,15,16,15,15
245410.57,15,16,15,15
245450.48,15,16,15,15
245490.86,15,16,14,15
245531.74,15,16,14,15
245573.15,15,16,14,15
245615.01,15,16,14,14
245657.37,15,16,14,14
245700.22,15,16,14,15
245743.57,15,17,14,15
245787.4,15,17,14,15
245831.73,15,17,14,15
245876.55,15,17,14,15
245921.87,15,17,14,15
245967.67,15,17,14,15
246013.97,15,16,14,15
246060.75,15,16,14,14
246108.03,15,17,13,15
246155.81,15,17,13,15
246204.07,15,17,14,14
246252.83,15,17,13,14
246302.09,15,17,14,14
246351.84,15,17,13,14
246402.07,15,17,13,14
246452.8,15,16,14,14
246504.02,15,17,14,14
246555.73,15,16,13,14
246607.93,15,16,14,14
246660.63,14,16,14,14
246713.82,14,16,14,14
246767.51,14,16,14,14
246821.68,14,16,14,14
246876.34,15,16,13,15
246931.5,15,16,14,15
246987.17,15,16,14,14
247043.32,15,16,14,15
247099.96,15,16,14,14
247157.09,14,16,14,14
247214.74,15,16,14,14
247272.86,15,16,13,14
247331.46,15,16,14,14
247390.56,15,16,14,14
247450.14,15,16,14,14
247510.22,15,16,14,14
247570.79,15,16,14,14
247631.86,15,16,13,14
247693.41,14,16,13,14
247755.48,14,16,13,14
247818.03,14,16,13,14
247881.06,14,16,13,14
247944.58,14,16,13,14
248008.59,14,16,13,14
248073.11,14,16,13,14
248138.12,14,16,14,14
248203.61,15,16,14,14
248269.59,15,16,13,13
248336.07,15,16,13,14
248403.04,15,15,13,13
248470.5,15,15,14,13
248538.45,15,15,14,14
248606.9,15,15,14,14
248675.84,15,15,13,14
248745.27,14,15,13,14
248815.19,14,15,13,14
248885.61,14,15,13,14
248956.51,14,15,13,14
249027.91,14,15,13,14
249099.8,14,15,13,14
249172.18,14,15,13,14
249245.06,14,16,13,14
249318.42,14,16,13,14
249392.29,14,16,13,14
249466.65,14,16,13,14
249541.51,14,16,13,14
249616.84,14,16,13,14
249692.68,14,16,13,14
249769.0,14,16,13,14
249845.82,14,16,13,14
249923.13,15,16,13,14
250000.94,14,16,13,14
250079.23,15,16,13,14
250158.02,14,16,14,14
250237.29,14,16,13,14
250317.06,15,17,13,14
250397.32,15,16,14,14
250478.08,15,16,14,14
250559.33,15,16,14,14
250641.06,15,16,14,14
250723.3,15,16,14,14
250806.02,15,16,14,14
250889.23,15,16,14,14
250972.94,15,16,14,14
251057.14,15,16,14,14
251141.84,12,16,14,14
251227.02,15,16,14,15
251312.7,15,16,14,14
251398.87,15,16,14,14
251485.54,15,16,14,14
251572.69,15,16,14,14
251660.35,15,16,14,14
251748.49,15,16,14,15
251837.12,14,16,14,14
251926.26,14,16,14,14
252015.87,14,16,13,16
252105.51,14,16,13,16
252195.62,14,12,13,14
252286.22,14,16,13,14
252377.32,14,16,13,14
252469.54,14,16,13,14
252561.95,13,16,13,14
252654.52,13,16,13,14
252747.58,13,16,13,14
252841.14,13,16,12,14
252935.19,13,17,13,14
253029.73,13,17,13,14
253124.77,13,17,13,14
253220.29,13,17,13,14
253316.31,13,16,13,14
253412.83,13,17,13,14
253509.83,13,16,13,14
253606.85,13,16,13,14
253704.34,14,16,13,14
253802.33,13,16,13,14
253900.81,13,19,13,14
253999.78,13,16,13,14
254099.25,13,16,13,14
254199.22,13,16,13,14
254299.67,13,17,13,14
254400.61,10,16,13,15
254502.04,13,16,13,15
254603.97,13,16,14,14
254706.42,13,16,14,14
254809.33,13,16,14,15
254912.73,13,17,14,15
255016.63,13,16,13,15
255121.02,13,15,13,15
255225.9,13,16,13,14
255331.3,11,16,13,15
255437.16,14,16,13,15
255543.53,14,16,13,14
255650.38,20,16,14,14
255757.74,14,16,14,14
255865.58,14,16,13,14
255973.92,14,16,13,14
256082.75,14,16,13,14
256192.06,14,16,13,14
256301.87,14,16,14,14
256412.17,14,16,13,14
256522.96,14,17,13,14
256634.25,14,17,13,14
256746.03,14,17,14,14
256858.3,14,17,14,14
256971.06,15,17,13,14
257084.31,16,17,13,14
257198.08,14,17,14,14
257312.32,14,17,14,14
257427.06,14,17,14,11
257542.3,14,19,13,14
257658.04,14,17,13,14
257774.25,14,16,13,13
257890.95,14,17,13,14
258008.14,14,17,14,14
258125.84,14,17,14,14
258244.06,14,17,14,14
258362.75,16,16,14,14
258481.91,14,16,14,14
258601.58,13,16,13,14
258721.73,13,16,13,14
258842.38,13,16,13,15
258963.52,13,16,13,15
259085.15,14,16,13,15
259207.27,14,16,14,15
259329.88,14,16,14,15
259452.98,15,16,14,15
259576.58,14,16,14,15
259700.67,14,16,14,15
259825.25,14,17,14,15
259950.32,15,17,14,15
260075.89,15,17,15,15
260201.95,15,17,15,14
260328.5,15,17,15,15
260455.54,14,17,15,15
260583.09,14,17,14,15
260711.13,14,16,14,15
260839.65,14,16,13,15
260968.66,13,16,14,15
261098.17,13,16,14,14
261228.17,13,16,14,14
261358.66,13,16,14,14
261489.65,13,16,14,14
261621.13,13,16,14,14
261753.09,13,16,14,14
261885.58,13,16,14,14
262018.53,13,16,13,14
262151.98,13,16,13,15
262285.92,13,16,13,15
262420.36,13,16,13,15
262555.29,13,16,14,15
262690.7,13,16,13,15
262826.61,13,16,14,15
262963.01,13,16,14,15
263099.9,13,16,13,15
263237.3,14,17,14,15
263375.18,14,17,14,15
263513.56,14,17,13,15
263652.43,14,16,13,15
263791.78,14,16,13,14
263931.63,14,16,13,14
264071.98,14,16,13,14
264212.81,14,16,13,14
264354.14,14,16,13,14
264495.96,14,17,13,14
264638.27,14,17,13,14
264781.08,14,17,13,14
264924.38,14,17,13,14
265068.17,13,17,13,14
265212.46,13,17,13,14
265357.23,13,17,13,14
265502.5,13,17,13,14
265648.26,13,16,13,14
265794.51,14,16,13,14
265941.25,14,16,13,14
266088.49,14,16,13,14
266236.21,14,16,13,14
266384.43,14,16,13,14
266533.14,14,16,13,14
266682.35,14,17,14,14
266832.05,14,16,13,14
266982.24,14,16,14,14
267132.92,14,16,13,14
267284.11,14,16,14,14
267435.78,14,16,14,15
267587.93,14,16,14,15
267740.59,14,16,14,14
267893.73,15,16,14,14
268047.38,14,16,14,15
268201.51,15,16,14,15
268356.13,15,16,14,15
268511.25,15,16,14,15
268666.86,15,16,14,14
268822.96,15,16,14,14
268979.56,15,16,14,14
269136.65,15,16,14,14
269294.23,15,16,15,14
269452.3,15,16,15,14
269610.87,15,16,14,14
269769.93,15,16,15,14
269929.48,15,16,15,14
270089.52,15,16,15,14
270250.06,15,16,15,14
270411.09,15,16,15,14
270572.61,15,16,14,14
270734.62,15,16,14,14
270897.12,15,16,14,14
271060.14,15,16,14,14
271223.64,15,16,14,14
271387.62,15,16,14,14
271552.1,15,16,14,14
271717.06,15,16,14,14
271882.52,15,17,14,14
272048.47,14,17,13,14
272214.91,14,17,13,15
272381.85,14,17,13,15
272549.28,14,17,13,15
272717.2,14,17,13,15
272885.62,14,17,13,15
273054.54,14,17,13,15
273223.93,14,17,13,15
273393.82,14,17,13,15
273564.22,14,17,13,15
273735.09,14,17,13,15
273906.45,14,17,13,15
274078.31,14,17,13,15
274250.67,14,17,13,15
274423.51,14,17,13,14
274596.85,14,16,13,14
274770.71,14,16,13,14
274945.03,14,16,13,14
275119.85,14,16,13,14
275295.16,14,16,13,14
275470.96,14,16,13,15
275647.25,14,16,14,14
275824.04,14,16,13,15
276001.33,14,17,14,15
276179.11,15,17,13,15
276357.39,15,17,14,15
276536.14,15,16,13,15
276715.38,15,17,13,15
276895.13,15,17,14,15
277075.36,15,17,14,15
277256.09,15,16,14,15
277437.3,15,16,14,15
277619.01,15,17,14,15
277801.22,15,17,14,15
277983.91,15,17,14,15
278167.1,15,17,14,15
278350.79,15,17,14,15
278534.98,15,17,14,15
278719.64,15,17,14,15
278904.81,15,17,14,15
279090.46,15,17,14,15
279276.6,15,17,14,15
279463.23,15,17,14,15
279650.39,15,17,13,15
279838.0,15,17,14,15
280026.11,15,17,14,15
280214.71,15,17,14,15
280403.82,15,16,14,15
280593.41,15,16,14,15
280783.49,15,16,14,14
280974.06,15,16,14,14
281165.13,15,16,14,15
281356.68,15,16,14,15
281548.73,15,16,14,15
281741.27,15,17,14,15
281934.32,15,17,14,15
282127.85,15,17,14,15
282321.86,15,17,14,15
282516.38,15,17,13,15
282711.38,15,17,14,15
282906.88,15,17,13,15
283102.86,15,17,13,15
283299.34,15,17,13,15
283496.34,15,17,13,15
283693.8,15,17,13,15
283891.76,15,16,13,15
284090.21,15,17,13,15
284289.15,15,17,13,15
284488.59,15,17,13,15
284688.51,15,17,13,15
284888.93,15,17,13,15
285089.86,14,17,13,15
285291.26,14,17,13,15
285493.16,14,17,13,15
285695.55,14,17,13,15
285898.43,14,17,13,15
286101.8,14,17,13,15
286305.67,14,17,13,15
286510.03,14,17,13,15
286714.88,14,17,13,15
286920.23,14,17,14,15
287126.06,14,17,13,15
287332.4,14,17,14,15
287539.22,14,17,13,15
287746.56,15,17,13,15
287954.36,15,17,14,15
288162.67,15,17,14,15
288371.47,15,16,14,15
288580.75,15,16,14,15
288790.53,15,16,14,15
289000.8,15,16,14,15
289211.56,15,16,14,15
289422.81,15,16,14,15
289634.56,15,16,14,15
289846.8,15,16,14,15
290059.53,15,16,14,15
290272.75,15,16,14,15
290486.47,15,16,14,15
290700.68,15,16,14,15
290915.38,15,16,14,15
291130.58,15,16,14,15
291346.28,15,17,14,15
291562.46,15,17,14,15
291779.14,15,17,15,15
291996.3,15,17,14,15
292214.5,15,17,15,15
292432.75,15,17,15,15
292651.39,15,17,14,15
292870.53,15,17,14,15
293090.15,15,17,14,15
293310.27,15,17,14,15
293530.88,15,17,14,15
293751.99,15,17,14,15
293973.59,15,17,15,15
294195.7,15,17,15,15
294418.29,15,17,14,15
294641.36,15,17,14,15
294864.92,15,17,14,15
295088.98,15,17,14,15
295313.55,15,17,14,15
295538.61,15,17,14,15
295764.15,15,17,14,15
295990.18,15,17,14,15
296216.71,15,17,14,15
296443.72,15,17,14,15
296671.23,15,17,14,15
296899.23,15,17,14,15
297127.72,15,17,14,15
297356.71,15,17,14,15
297586.19,15,17,14,15
297816.15,15,16,14,14
298046.61,15,17,14,14
298277.57,15,17,14,15
298509.03,15,17,14,15
298740.97,15,17,14,15
298973.4,15,17,14,15
299206.34,15,17,14,15
299439.76,15,17,14,14
299673.67,15,16,15,14
299908.07,16,16,15,14
300142.99,16,16,15,14
300378.37,15,16,15,13
300614.25,15,16,15,14
300850.63,15,16,15,14
301087.49,15,16,15,14
301324.85,15,16,15,14
301562.69,16,16,14,14
301801.05,16,16,14,14
302039.88,15,16,14,14
302279.2,15,16,14,14
302519.02,15,16,14,14
302759.33,15,16,14,14
303000.14,15,16,14,14
303241.45,15,16,14,14
303483.27,15,16,14,14
303725.56,15,16,15,14
303968.33,15,16,15,14
304211.59,15,16,15,14
304455.35,15,16,15,14
304699.59,15,16,15,14
304944.33,15,16,15,14
305189.57,15,16,15,14
305435.3,15,16,15,14
305681.52,15,16,15,14
305928.22,15,16,15,15
306175.43,15,16,15,15
306423.12,15,17,14,15
306671.31,15,17,14,15
306919.99,15,17,14,15
307169.16,15,17,15,15
307418.82,15,17,14,15
307668.98,15,17,15,15
307919.64,15,16,15,15
308170.78,15,16,15,15
308422.42,15,16,15,15
308674.55,15,16,15,14
308927.17,15,16,15,14
309180.28,15,16,15,15
309433.88,15,16,15,15
309687.98,15,16,15,15
309942.57,15,16,15,15
310197.65,15,16,15,15
310453.24,15,17,14,15
310709.31,15,17,14,15
310965.87,15,17,14,15
311222.92,15,17,14,15
311480.46,15,16,14,15
311738.5,15,16,14,15
311997.03,15,16,13,15
312256.07,15,17,14,15
312515.59,15,17,13,15
312775.6,15,17,14,15
313036.12,15,17,13,15
313297.11,15,17,14,14
313558.59,15,17,14,14
313820.57,15,17,13,15
314083.06,15,17,14,15
314346.02,14,17,14,15
314609.48,14,17,14,15
314873.42,15,17,14,15
315137.87,15,17,14,15
315402.81,14,17,14,15
315668.24,14,17,14,15
315934.18,15,17,13,15
316200.61,14,17,14,15
316467.52,15,17,13,15
316734.91,15,16,13,15
317002.81,15,16,14,15
317271.19,15,16,14,15
317540.07,15,17,14,15
317809.44,15,17,14,15
317812.77,15,16,14,14
317816.13,15,17,14,14
317819.54,15,17,14,14
317823.0,15,17,14,14
317826.51,15,17,14,15
317830.47,15,17,14,15
317834.93,15,17,14,15
317839.88,15,17,14,15
317845.33,15,17,14,15
317851.27,15,17,14,15
317857.7,15,17,14,15
317864.62,15,17,14,15
317872.03,15,17,14,15
317879.94,15,17,14,15
317888.34,15,17,14,15
317897.23,15,17,14,15
317906.62,15,17,14,15
317916.49,15,17,14,15
317926.86,15,17,14,15
317937.73,15,17,14,15
317949.1,15,17,14,15
317960.95,15,17,14,15
317973.3,15,17,14,15
317986.13,15,17,14,15
317999.46,15,17,14,15
318013.28,15,17,14,15
318027.61,15,17,14,15
318042.41,15,17,14,15
318057.71,15,17,14,15
318073.5,15,17,14,15
318089.78,15,16,15,15
318106.56,15,16,15,15
318123.83,15,16,15,15
318141.6,15,16,15,15
318159.87,15,16,15,15
318178.61,16,16,15,15
318197.86,15,16,15,15
318217.59,15,16,15,15
318237.81,15,16,14,15
318258.53,15,16,14,15
318279.74,15,16,14,15
318301.44,15,16,14,15
318323.63,15,16,14,15
318346.34,15,17,14,15
318369.52,15,17,14,15
318393.19,15,17,14,15
318417.35,15,17,14,15
318442.01,15,17,14,15
318467.16,15,17,14,15
318492.8,15,17,14,15
318518.94,15,17,14,15
318545.56,15,17,14,15
318572.69,16,17,14,15
318600.3,16,17,14,15
318628.4,15,17,14,15
318656.99,15,17,14,15
318686.08,15,17,14,15
318715.67,15,17,14,15
318745.74,15,17,14,15
318776.31,15,16,15,15
318807.36,15,16,15,14
318838.91,15,16,15,14
318870.97,15,16,15,14
318903.51,15,16,15,15
318936.54,15,17,15,15
318970.06,15,16,15,15
319004.08,15,16,15,15
319038.58,15,16,15,14
319073.58,15,16,15,14
319109.07,15,16,15,14
319145.06,15,16,15,14
319181.55,15,16,15,14
319218.52,15,16,15,14
319255.98,15,16,15,14
319293.98,15,16,15,15
319332.42,15,16,15,15
319371.37,15,16,15,15
319410.8,15,16,15,15
319450.72,15,17,15,15
319491.15,15,17,15,15
319532.07,15,17,15,15
319573.47,16,17,15,15
319615.37,16,17,14,15
319657.76,16,17,15,15
319700.65,16,17,15,15
319744.02,16,17,14,15
319787.88,16,17,15,15
319832.26,16,17,15,15
319877.11,16,17,15,15
319922.46,16,17,15,15
319968.3,16,17,15,15
320014.63,16,17,15,15
320061.46,16,17,15,15
320108.77,16,17,15,15
320156.58,16,17,15,18
320204.88,16,17,15,15
320253.66,16,17,15,15
320302.47,16,17,15,15
320351.75,16,17,15,15
320401.56,16,17,15,15
320451.83,16,17,15,15
320502.59,16,17,15,15
320553.84,16,17,15,15
320605.59,16,17,14,15
320657.82,16,17,14,15
320710.55,20,17,14,15
320763.78,15,17,14,15
320817.49,15,17,14,15
320871.69,15,17,14,16
320926.39,15,17,14,15
320981.58,15,17,14,15
321037.27,15,17,15,15
321093.44,15,21,15,15
321150.11,15,17,15,15
321207.29,15,17,15,15
321264.96,15,17,15,15
321323.11,15,17,16,15
321381.76,15,17,15,15
321440.9,15,17,15,15
321500.52,15,17,15,15
321560.64,15,18,14,16
321621.25,15,18,14,16
321682.37,15,16,14,16
321743.97,15,18,14,15
321806.06,15,18,14,15
321868.64,15,17,14,15
321931.71,15,18,13,15
321995.27,15,16,14,15
322059.32,15,18,14,15
322123.87,14,18,14,15
322188.93,14,18,14,15
322254.47,14,18,14,15
322320.49,14,17,14,15
322387.01,14,18,13,15
322454.02,14,18,14,15
322521.52,14,17,13,15
322589.53,14,18,13,15
322658.02,14,17,13,15
322727.01,14,17,13,14
322796.48,14,17,14,15
322866.44,14,18,14,15
322936.9,14,15,14,15
323007.86,14,17,14,15
323079.3,14,17,14,15
323151.24,14,17,14,15
323223.67,14,17,14,15
323296.6,14,17,14,15
323370.02,14,17,14,15
323443.92,14,17,14,15
323518.35,14,17,14,15
323593.24,14,18,14,15
323668.62,14,17,15,15
323744.5,13,17,14,15
323820.87,14,17,14,15
323897.73,14,17,14,15
323975.08,14,17,14,15
324052.93,14,17,14,15
324131.27,14,17,14,15
324210.1,14,17,14,15
324290.13,14,17,14,15
324370.22,14,17,14,15
324450.52,14,17,14,15
324531.33,14,17,14,13
324612.63,14,17,14,15
324694.42,14,17,14,15
324776.7,14,17,14,15
324859.47,14,17,14,15
324942.73,14,18,14,15
325026.49,14,17,13,15
325110.74,14,18,13,15
325195.48,14,17,13,14
325280.72,14,18,13,14
325366.45,14,18,13,14
325452.69,14,18,13,14
325539.41,14,18,14,15
325626.62,14,18,14,14
325714.31,14,18,14,15
325802.52,14,18,15,15
325891.2,14,17,15,15
325980.38,14,17,14,15
326070.05,14,17,14,15
326160.21,14,17,14,15
326250.87,14,17,15,15
326342.02,14,17,14,15
326433.68,14,17,14,15
326525.82,14,17,14,15
326618.44,14,17,14,15
326711.56,14,18,14,15
326805.18,14,17,14,15
326899.29,14,17,14,15
326993.88,14,17,15,15
327088.97,14,18,14,15
327184.58,14,18,20,15
327280.65,14,18,14,15
327377.23,14,18,8,15
327474.29,12,18,14,15
327571.84,13,17,14,15
327669.88,12,17,14,15
327768.42,13,17,14,15
327867.45,14,17,14,15
327966.98,14,17,14,15
328066.99,14,17,14,15
328167.5,14,17,14,15
328268.51,14,17,15,15
328370.0,14,17,14,15
328471.99,14,17,15,15
328574.46,14,17,14,15
328677.43,14,17,14,15
328780.89,14,17,14,15
328884.85,14,17,14,15
328989.29,14,17,14,15
329094.24,14,17,14,15
329199.67,14,17,13,15
329305.59,15,18,15,15
329412.02,15,17,15,15
329518.93,14,17,14,15
329626.33,14,17,14,15
329734.23,14,17,14,15
329842.61,15,17,14,15
329951.5,14,17,14,14
330060.87,15,17,14,14
330170.74,14,17,14,14
330280.62,14,17,14,14
330390.98,14,17,14,14
330501.83,14,17,14,14
330613.17,14,17,14,14
330725.01,14,17,14,14
330837.34,14,17,14,14
330950.17,14,18,14,14
331063.48,14,18,14,14
331177.3,14,17,14,14
331291.6,14,17,14,14
331406.4,14,17,14,14
331521.68,14,17,13,14
331637.46,14,17,14,14
331753.73,13,17,13,14
331870.53,13,17,12,14
331987.79,13,17,13,14
332105.53,13,17,13,15
332223.78,13,18,14,14
332342.54,14,17,15,14
332461.77,14,17,14,14
332581.49,14,17,14,14
332701.71,11,17,14,14
332822.41,14,17,14,14
332943.61,13,16,14,15
333065.3,14,17,14,15
333187.48,14,17,14,19
333310.16,13,17,14,15
333433.33,14,17,14,15
333557.0,13,17,14,15
333681.16,14,17,14,14
333805.84,14,17,14,14
333931.0,14,17,14,14
334056.66,14,18,14,14
334182.79,14,18,14,14
334309.41,14,17,14,15
334436.53,14,17,14,14
334564.16,14,18,14,14
334692.26,14,17,13,14
334820.85,14,17,13,14
334949.95,14,17,13,14
335079.52,14,17,15,14
335209.59,14,17,14,14
335340.16,14,17,15,14
335471.24,14,17,14,14
335602.78,15,18,16,14
335734.83,15,18,15,14
335867.36,14,17,15,14
336000.39,14,17,15,14
336133.91,14,17,15,14
336267.93,14,19,14,13
336402.44,14,17,14,15
336537.44,14,17,14,14
336672.93,14,17,14,15
336808.92,14,17,14,15
336945.39,14,17,15,15
337082.36,14,17,15,15
337219.83,14,17,15,15
337357.79,14,15,15,15
337496.24,14,18,15,15
337635.18,14,18,14,14
337774.61,14,18,14,15
337914.56,15,18,14,15
338054.98,14,18,14,15
338195.9,14,18,15,15
338337.32,14,18,7,15
338479.23,14,17,14,15
338621.62,14,17,14,15
338764.51,14,17,15,15
338907.9,13,17,15,15
339051.77,14,17,15,15
339196.14,14,17,15,15
339341.0,14,17,15,14
339486.35,14,17,14,15
339632.19,13,17,14,15
339778.52,14,17,14,15
339925.35,14,17,14,15
340072.67,13,17,13,15
340220.49,13,17,14,15
340368.8,14,17,14,15
340517.6,14,17,14,15
340666.9,14,17,14,15
340816.68,14,17,14,15
340966.96,14,17,13,15
341117.73,14,17,14,14
341268.99,14,17,14,14
341420.74,14,17,14,14
341572.99,14,17,14,14
341725.73,14,18,14,14
341878.97,14,18,14,14
342032.7,14,18,14,14
342186.91,14,18,14,14
342341.63,14,18,14,14
342496.83,14,18,14,14
342652.53,14,18,14,15
342808.72,14,18,14,15
342965.4,14,18,14,15
343122.59,14,18,14,15
343280.25,14,18,14,15
343438.42,14,18,14,15
343597.08,14,18,14,15
343756.22,14,18,15,15
343915.87,14,18,15,15
344076.0,14,18,15,15
344236.63,15,17,15,15
344397.75,15,17,15,15
344559.36,15,17,15,15
344721.47,15,17,15,15
344884.07,15,17,15,15
345047.16,15,17,15,15
345210.75,15,16,15,15
345374.83,15,16,15,15
345539.4,15,17,15,15
345704.46,15,17,15,15
345870.02,15,17,15,15
346036.09,15,17,14,15
346202.64,15,17,14,15
346369.67,15,18,14,15
346537.2,15,18,14,15
346705.22,15,18,14,15
346873.73,15,18,14,15
347042.74,15,17,14,15
347212.23,15,17,14,15
347382.25,15,17,14,15
347552.74,15,17,14,15
347723.72,15,17,14,15
347895.21,15,18,14,15
348067.18,15,18,14,15
348239.64,15,18,14,15
348412.59,15,18,14,15
348586.03,15,18,14,15
348759.98,15,18,14,15
348934.4,15,18,14,15
349109.32,15,18,14,15
349284.74,15,18,14,15
349460.67,15,18,14,15
349637.08,15,18,14,15
349813.98,15,18,14,15
349991.37,15,18,14,15
350169.25,15,18,15,15
350347.62,15,18,15,15
350526.49,15,18,15,15
350705.85,15,18,15,15
350885.71,15,18,15,15
351066.06,15,18,15,16
351246.89,15,18,15,16
351428.23,15,18,15,15
351610.05,15,18,15,16
351792.36,15,18,15,16
351975.17,15,18,14,16
352158.48,15,18,15,16
352342.27,15,18,14,16
352526.56,15,18,14,15
352711.34,15,18,14,15
352896.61,15,17,14,15
353082.38,15,17,14,15
353268.65,15,17,15,15
353455.4,16,17,15,15
353642.64,16,17,15,15
353830.38,16,17,15,15
354018.61,16,17,15,15
354207.33,16,17,15,15
354396.55,16,17,15,15
354586.29,15,17,15,15
354776.49,15,17,15,15
354967.19,15,17,15,15
355158.4,15,17,15,15
355350.09,15,17,15,15
355542.27,15,18,15,15
355734.96,15,18,15,15
355928.13,15,18,15,15
356121.78,15,18,15,15
356315.95,15,18,15,15
356510.58,15,17,15,16
356705.71,16,17,15,16
356901.34,16,17,15,16
357097.47,16,18,15,16
357294.08,15,18,15,16
357491.18,15,18,15,16
357688.77,15,18,15,16
357886.87,15,17,15,16
358085.45,15,17,15,16
358284.55,15,17,15,16
358484.11,15,17,15,16
358684.17,15,17,15,16
358884.73,15,18,15,16
359085.77,15,18,15,16
359287.31,15,18,15,16
359489.34,15,17,15,16
359691.87,15,17,15,16
359894.89,15,17,15,16
360098.4,15,17,15,16
360302.41,15,17,14,16
360507.68,16,17,14,16
360712.98,16,17,15,16
360918.46,16,17,14,16
361124.44,16,17,14,16
361330.92,16,17,14,15
361537.88,16,17,14,15
361745.34,16,17,15,15
361953.29,16,17,15,15
362161.73,15,17,15,15
362370.67,16,17,15,15
362580.12,16,17,15,15
362790.04,16,17,15,15
363000.46,16,17,15,15
363211.36,16,17,15,15
363422.78,16,17,15,15
363634.67,16,17,15,15
363847.06,16,17,15,15
364059.93,16,17,16,15
364273.3,16,17,16,15
364487.17,16,17,16,15
364701.53,16,17,16,15
364916.38,16,17,16,15
365131.73,16,17,16,15
365347.57,16,17,16,15
365563.9,16,17,16,15
365780.72,16,17,16,15
365998.04,16,17,16,15
366215.85,16,17,16,16
366434.14,16,17,16,16
366652.95,16,17,16,16
366872.24,16,17,15,16
367092.02,16,18,16,16
367312.3,16,18,15,16
367533.07,16,18,15,16
367754.33,16,18,16,16
367976.11,16,18,15,16
368198.35,16,18,15,16
368421.1,16,18,15,16
368644.33,16,18,15,16
368868.07,16,18,15,16
369092.29,16,18,15,16
369317.0,16,18,15,16
369542.21,16,18,15,16
369767.91,16,18,15,16
369994.1,16,18,15,16
370220.79,16,17,15,16
370447.98,16,17,16,15
370675.65,16,17,16,15
370903.81,16,17,16,15
371132.47,16,17,16,15
371361.63,16,17,16,15
371591.27,16,17,16,15
371821.41,16,17,16,15
372052.03,16,17,16,15
372283.15,16,17,16,15
372514.77,16,17,16,15
372746.88,16,17,16,15
372979.48,16,17,16,15
373212.58,16,17,16,15
373446.17,16,17,16,16
373680.25,16,17,16,16
373914.84,16,18,16,16
374149.94,16,18,16,16
374385.49,16,18,16,16
374621.55,16,18,16,16
374858.1,16,18,16,16
375095.15,16,18,16,16
375332.68,16,18,16,16
375570.7,16,18,16,16
375809.22,16,18,16,16
376048.23,16,18,16,16
376287.73,16,17,16,16
376527.74,16,17,16,16
376768.23,16,17,16,16
377009.21,16,17,16,16
377250.69,16,17,16,16
377492.66,16,18,16,16
377735.12,16,18,16,16
377978.08,16,18,16,16
378221.53,15,18,16,16
378465.47,15,18,16,16
378709.93,15,18,15,17
378954.86,15,18,15,17
379200.28,15,18,15,17
379446.2,15,18,15,17
379692.62,15,18,15,17
379939.53,15,18,15,16
380186.91,15,18,15,16
380434.79,15,18,15,16
380683.17,15,18,15,16
380932.03,15,18,15,16
381181.39,15,18,15,16
381431.25,15,18,15,16
381681.6,15,18,15,16
381932.45,15,18,15,16
382183.78,15,18,15,16
382435.62,15,18,16,16
382687.95,15,18,16,16
382940.76,15,18,16,16
383194.06,15,18,16,16
383447.86,15,18,16,16
383702.17,16,18,16,16
383956.97,16,18,16,16
384212.25,16,18,15,16
384468.03,15,18,15,16
384724.32,15,18,15,16
384981.09,15,18,16,16
385238.35,16,18,16,16
385496.1,15,18,16,16
385754.33,15,18,16,16
386013.06,15,18,16,16
386272.28,15,18,16,16
386531.99,15,18,16,16
386792.2,15,18,16,16
387052.9,15,18,16,17
387314.09,15,18,16,17
387575.77,15,18,15,17
387837.95,15,18,15,17
388100.62,15,18,15,16
388363.78,15,18,15,17
388627.45,15,18,15,17
388891.6,15,18,15,17
389156.23,15,17,15,17
389421.37,15,17,15,16
389687.0,16,17,15,16
389953.13,16,17,16,16
390219.75,16,17,16,15
390486.86,16,17,16,15
390754.46,16,17,16,15
391022.56,16,18,15,16
391291.16,16,18,15,16
391560.24,15,18,15,16
391829.82,15,18,15,16
392099.89,15,18,14,16
392370.47,15,18,14,16
392641.53,15,17,14,16
392913.08,15,17,14,16
393185.12,15,18,14,16
393457.65,15,18,14,16
393730.68,15,18,14,16
394004.2,15,18,15,16
394278.21,15,18,15,16
394552.72,15,18,15,17
394827.72,15,18,14,17
395103.22,15,18,15,17
395379.2,15,18,15,16
395655.68,15,18,15,16
395932.66,15,18,15,16
396210.13,15,18,15,16
396488.08,15,18,15,16
396766.54,15,18,15,16
397045.49,15,18,15,16
397324.92,15,18,14,16
397604.86,15,18,14,16
397885.29,15,18,14,16
398166.2,15,18,14,16
398447.64,15,18,14,16
398729.55,15,18,14,16
399011.96,15,18,14,16
399294.85,15,18,14,17
