Time (s),Amps
182197.58,257
182527.46,257
182860.27,-256
183194.12,-256
183528.94,-256
183864.76,-256
184202.62,513
184541.45,-768
184881.28,-512
184884.64,257
184888.92,-512
184894.25,513
184900.54,-768
184907.88,-1024
184918.23,-1024
184929.53,769
184942.86,-2048
184957.19,-256
184972.5,-256
184988.88,-512
185006.21,-768
185024.55,-256
185044.88,-256
185066.27,-768
185088.61,-1024
185111.97,-768
185136.33,-1536
185161.69,-768
185188.07,-768
185215.44,-1536
185243.78,-512
185276.14,-256
185309.52,-1536
185343.9,-256
185379.24,-512
185415.61,-256
185452.97,-512
185491.36,-2048
185530.72,-1024
185571.11,-1024
185612.5,-768
185654.89,-1024
185698.27,-768
185743.62,-1536
185790.04,-768
185837.47,-768
185885.83,-1024
185935.25,-768
185985.64,-1536
186037.1,-1536
186089.47,-1792
186142.87,-1024
186197.28,-1792
186252.72,-1024
186309.14,-1792
186366.53,-1536
186424.93,-1792
186487.33,-1024
186551.74,-1536
186617.14,-1536
186683.54,-1536
186750.94,-1024
186819.37,-1536
186888.77,257
186959.17,257
187030.58,257
187104.02,257
187179.41,513
187255.83,3585
187333.29,-1024
187411.71,-512
187491.14,-256
187571.58,257
187653.04,-512
187735.45,-1536
187818.87,257
187903.3,-768
187988.79,-256
188075.2,257
188162.63,-768
188251.11,-512
188340.52,257
188430.97,-2560
188523.44,257
188617.88,-768
188713.32,1793
188809.8,3585
188907.25,-256
189005.71,2561
189105.16,1793
189205.64,513
189307.1,769
189409.6,2817
189513.04,2561
189617.49,513
189722.96,5121
189829.43,4609
189936.9,3841
190045.41,2817
190154.92,6145
190265.42,4865
190376.9,2817
190489.39,4865
190603.87,2305
190719.37,3073
190835.9,3585
190953.4,6145
191071.89,4097
191191.36,6913
191313.83,4097
191437.35,6913
191562.85,7937
191691.33,8449
191820.86,6145
191951.33,9473
192082.82,9217
192215.33,6913
192348.82,5633
192483.35,6913
192618.88,11777
192758.39,9729
192898.91,11777
193040.44,10497
193182.97,10241
193326.5,10753
193471.04,10241
193616.59,10241
193763.12,14081
193910.66,11777
194059.2,9729
194208.75,11521
194359.28,14849
194510.81,15873
194663.35,11777
194816.9,14593
194971.45,17153
195126.98,15873
195283.52,15873
195443.05,16129
195603.6,16129
195765.15,17153
195927.7,13825
196091.22,15105
196255.74,18945
196421.33,15873
196587.85,15105
196755.47,19457
196925.02,18177
197095.6,19201
197267.17,19969
197439.78,22273
197614.34,21761
197789.94,20481
197966.56,23809
198144.11,20737
198322.68,20225
198502.27,20481
198682.86,24321
198864.43,21249
199047.0,21249
199230.62,21761
199415.19,24321
199600.78,21505
199787.34,21761
199974.98,24833
200163.54,22273
200353.14,22529
200543.72,24577
200735.32,22273
200927.89,25601
201122.45,26625
201318.09,28161
201514.66,23553
201712.22,26113
201910.86,24577
202110.42,26881
202311.05,24321
202512.66,24321
202715.27,24321
202918.88,26625
203123.53,23553
203329.11,27905
203535.77,25857
203743.4,28161
203953.05,26881
204163.68,26625
204375.34,26881
204587.96,30465
204801.59,32513
205016.24,29441
205232.85,29953
205451.48,-32255
205671.13,30209
205891.75,31233
206113.37,29441
206336.03,29953
206560.69,32257
206786.31,30465
207012.98,-32255
207240.62,-32255
207470.25,30209
207700.94,-30207
207932.59,32513
208165.24,-30975
208398.88,-29951
208633.59,-30975
208869.25,-31231
209105.91,-31231
209343.6,-29183
209582.33,-28927
209822.0,32257
210063.64,-30207
210306.34,-31999
210550.0,-31487
210794.64,-32255
211040.34,-27903
211287.01,-29951
211534.69,-30207
211784.34,-31999
212035.03,-27903
212286.72,-30207
212539.37,-31487
212794.03,-28927
213050.7,-27647
213308.39,-25087
213567.14,-25599
213827.94,-26111
214089.64,-27903
214352.36,-25087
214616.11,-25855
214881.79,-25087
215148.5,-27647
215416.27,-29183
215684.96,-25087
215954.66,-24831
216226.44,-26111
216499.16,-25599
216772.9,-28671
217047.63,-26879
217323.37,-26623
217600.08,-26623
217879.79,-22783
218160.53,-24575
218442.24,-25855
218724.98,-24575
219008.73,-26111
219293.47,-21503
219579.21,-25599
219865.95,-19455
220153.67,-21759
220442.43,-21503
220732.15,-20223
221022.9,-22783
221315.63,-19199
221609.47,-18687
221906.22,-16127
222203.98,-15359
222502.73,-18687
222802.49,-16639
223103.25,-16639
223405.01,-18431
223707.77,-19455
224011.56,-16127
224316.31,-19711
224622.09,-19455
224929.85,-18175
225238.61,-18687
225549.38,-18431
225861.18,-15103
226173.94,-13567
226487.7,-19199
226803.45,-14591
227120.23,-15103
227439.0,-15615
227758.78,-17151
228080.56,-14335
228404.31,-13055
228729.12,-16639
229055.93,-13567
229383.73,-15359
229712.55,-12799
230042.35,-13311
230374.18,-10239
230706.99,-8959
231040.82,-12799
231375.63,-12799
231711.46,-12799
232048.27,-8959
232386.11,-12031
232724.92,-10239
233065.73,-11263
233409.54,-8703
233754.37,-12287
234100.18,-9983
234447.0,-12031
234794.84,-11263
235143.67,-8703
235495.47,-8703
235848.31,-8703
236203.14,-10751
236558.97,-9215
236917.82,-8703
237277.65,-7935
237638.5,-7167
238000.38,-7679
238363.21,-9215
238727.06,-8191
239091.91,-7167
239457.8,-8191
239824.64,-4607
240192.55,-6911
240561.41,-4607
240931.28,-6655
241302.12,-2047
241674.0,258
242048.84,-5887
242424.71,-2047
242801.6,-3839
243179.48,-2047
243559.31,-3071
243942.08,-3839
244326.96,-4863
244712.85,-4607
245100.74,-4863
245489.66,-5631
245880.6,-5631
246273.48,-4863
246667.41,-7679
247062.35,-5887
247458.23,-7167
247855.12,-5631
248253.07,-6143
248652.01,-6143
249051.91,-6143
249452.84,-6143
249854.77,-6655
250257.71,-6655
250661.64,-6143
251066.53,-6911
251473.47,-7679
251883.41,-8703
252294.33,-7935
252707.25,-7679
253121.17,-9215
253536.21,-8703
253952.14,-9727
254369.08,-9215
254787.0,-8959
255205.94,-10751
255626.89,-9727
256048.79,-9727
256473.75,-10239
256899.7,-10239
257326.65,-10239
257754.65,-11007
258183.6,-11775
258613.57,-11263
259044.54,-12031
259476.51,-11263
259909.5,-12031
260343.48,-11775
260778.45,-12287
261214.46,-12287
261651.43,-12287
262089.44,-12031
262528.41,-13311
262968.4,-12287
263409.37,-11775
263852.34,-12799
264296.33,-13567
264743.33,-13055
265191.33,-13055
265640.34,-13311
266090.33,-13567
266541.34,-14079
266993.32,-14079
267447.28,-14591
267902.28,-14335
268358.29,-15103
268815.31,-15615
269273.35,-15359
269732.36,-15359
270192.38,-15359
270653.41,-16127
271116.41,-15615
271581.43,-15103
272047.48,-15615
272515.49,-15615
272984.53,-16127
273455.56,-16639
273927.58,-17151
274403.6,-17407
274880.63,-17663
275359.65,-18431
275839.66,-18175
276320.71,-18431
276802.73,-17407
277285.81,-18175
277769.86,-18687
278254.87,-18687
278740.93,-19199
279228.97,-19455
279718.0,-18431
280208.05,-18175
280699.12,-18687
281191.21,-19455
281684.26,-19199
282178.37,-17151
282674.4,-19199
283171.47,-19711
283669.55,-19455
284168.65,-19711
284668.72,-20223
285169.78,-19711
285671.88,-20479
286175.94,-20735
286179.29,-20223
286183.58,-20735
286189.89,-20735
286197.21,-21759
286206.52,-22271
286216.81,-21503
286228.21,-22271
286240.51,-21759
286253.84,-20479
286268.14,-20223
286283.51,-22783
286299.86,-21503
286317.19,-22783
286335.52,-21503
286355.88,-21759
286377.24,-22271
286399.6,-22527
286422.95,-22271
286447.34,-22271
286472.68,-22527
286499.04,-22527
286526.4,-23295
286554.77,-22783
286584.14,-24831
286615.46,-23295
286649.81,-23807
286685.21,-22783
286721.56,-22271
286758.94,-23295
286797.31,-24063
286836.67,-22783
286877.04,-23807
286919.4,-23807
286962.77,-23551
287007.13,-23807
287052.52,-24063
287098.95,-24063
287146.28,-24575
287194.69,-24575
287245.14,-24831
287296.51,-24575
287349.91,-24575
287404.31,-24063
287460.7,-24831
287518.13,-25087
287576.51,-25087
287635.92,-25599
287696.34,-24575
287757.74,-24831
287820.15,-24831
287884.55,-25087
287951.97,-25599
288020.38,-25087
288089.82,-24831
288160.23,-25599
288231.64,-25855
288304.08,-25855
288377.46,-26111
288452.87,-26111
288529.29,-25855
288606.7,-26623
288685.11,-27647
288765.58,-26623
288846.98,-26623
288929.45,-26623
289012.92,-25855
289097.35,-27647
289182.81,-26111
289269.28,-27647
289356.76,-26111
289445.22,-26623
289534.68,-26111
289627.16,-26623
289720.62,-26879
289815.05,-26623
289910.52,-26879
290007.99,-27135
290106.45,-27135
290205.91,-27903
290307.38,-27647
290410.83,-28671
290515.33,-27903
290620.8,-28671
290727.26,-27903
290836.74,-29183
290948.18,-28927
291060.67,-27647
291175.13,-27903
291290.6,-27135
291407.1,-28671
291524.6,-28671
291643.13,-28671
291762.62,-27647
291883.1,-28927
292004.64,-29183
292127.14,-28927
292250.64,-28927
292375.16,-28927
292500.65,-29183
292627.17,-30719
292754.68,-29183
292883.16,-28927
293013.67,-29951
293145.19,-29183
293277.7,-30207
293414.19,-30207
293554.66,-29183
293696.17,-30207
293838.69,-29951
293983.23,-30719
294130.78,-30719
294280.27,-30207
294430.8,-31231
294582.37,-31231
294734.94,-31231
294888.46,-30719
295044.03,-30975
295200.61,-30975
295358.19,-31487
295516.7,-31231
295676.3,-31231
295836.86,-31231
295998.41,-31231
296161.98,-31231
296326.57,-31487
296492.11,-31231
296658.67,-31487
296827.26,-31487
296996.79,32257
297168.39,-31231
297340.95,-30719
297514.5,-29951
297689.06,-28927
297864.63,-30207
298042.21,-30719
298221.8,-30975
298402.35,-30207
298583.95,-30719
298767.54,-31231
298952.14,-30975
299137.76,-31487
299324.33,-31231
299511.93,-31231
299700.53,-31231
299890.14,-31231
300081.72,-31487
300274.35,-31487
300469.01,-31999
300664.6,-31487
300861.22,-32255
301058.84,-31487
301258.44,-31487
301459.03,32257
301661.63,-31999
301865.25,-32511
302070.88,-31231
302277.49,-32255
302485.09,-32255
302693.7,32257
302903.34,-30975
303113.93,-31487
303325.54,-30719
303539.16,-28927
303753.82,-27135
303970.47,-26623
304188.12,-29695
304406.78,-29183
304626.42,-30975
304847.09,-23807
305068.71,-24575
305291.39,-27903
305516.04,-23807
305741.67,-26111
305969.32,-26623
306198.96,-19711
306431.61,-19711
306665.32,-21759
306900.98,-23551
307137.63,-19199
307376.26,-22783
307615.93,-23807
307857.57,-20479
308100.22,-19455
308343.87,-23295
308588.55,-20735
308834.22,-21503
309080.88,-18687
309328.53,-22527
309577.25,-21247
309826.91,-17151
310077.58,-17407
310329.29,-18175
310582.01,-20223
310835.7,-19711
311090.41,-18431
311346.12,-17663
311602.85,-16639
311860.58,-16639
312119.27,-18687
312379.97,-19455
312641.66,-14335
312905.37,-13311
313171.03,-14335
313437.73,-14591
313705.45,-12799
313974.17,-15103
314243.9,-15359
314515.61,-12287
314788.36,-12031
315062.08,-12287
315336.79,-13055
315613.5,-11775
315891.22,-13055
316169.94,-11263
316449.66,-11775
316730.41,-10751
317012.13,-14079
317294.86,-8959
317579.62,-11263
317865.37,-8959
318152.11,-9983
318439.85,-7679
318728.6,-11263
319018.35,-11263
319309.08,-7679
319600.82,-9983
319894.55,-9727
320189.3,-8191
320485.07,-8191
320781.82,-10239
321079.55,-6911
321378.27,-7167
321680.01,-8703
321982.77,-9215
322287.51,-3071
322593.25,-2815
322901.01,-1791
323209.75,-767
323519.51,-5631
323830.28,-3071
324143.04,-2047
324456.81,-3583
324771.63,-4863
325087.39,-4607
325404.22,-3839
325722.02,-3583
326040.81,-4607
326362.6,-3071
326685.42,-4863
327009.21,-3583
327334.01,-3071
327659.83,-3839
327986.65,-3583
328314.46,-3583
328644.25,-3839
328975.1,-4863
329307.9,-4863
329643.76,-5119
329980.56,-5119
330318.37,-5631
330657.21,-5887
330998.05,-6143
331341.88,-8959
331686.7,-8703
332033.52,-7167
332381.34,-8703
332730.19,-8191
333079.99,-8959
333430.86,-8959
333782.66,-8959
334135.53,-8959
334489.39,-8959
334844.22,-8959
335200.1,-9215
335557.94,-9727
335916.78,-9983
336276.64,-10239
336637.54,-10239
336999.38,-11007
337362.23,-10239
337728.08,-10751
338094.94,-10751
338463.85,-12287
338834.74,-11775
339206.61,-11007
339581.49,-11775
339958.37,-11775
340336.23,-12287
340716.11,-12287
341097.98,-13055
341480.86,-13311
341865.74,-13567
342251.7,-13055
342638.6,-13567
343026.52,-13567
343415.42,-14079
343806.27,-13567
344198.17,-14335
344591.07,-13567
344986.97,-14079
345383.87,-14079
345782.8,-14335
346182.71,-14335
346583.63,-14591
346985.58,-14591
347390.5,-15359
347797.44,-15615
348205.36,-16127
348614.28,-15615
349024.18,-16127
349435.12,-16127
349847.04,-17151
350259.96,-17663
350674.89,-16127
351090.79,-17407
351508.72,-16639
351927.68,-18175
352347.64,-17151
352768.52,-17407
353192.47,-17407
353617.43,-16639
354044.36,-17663
354473.28,-18175
354903.28,-17663
355334.26,-18687
355766.23,-18431
356199.2,-18431
356634.22,-18687
357071.23,-19711
357509.19,-19199
357948.17,-19455
358388.13,-18431
358830.12,-20479
359273.1,-19455
359717.08,-20223
360163.06,-19455
360612.01,-20223
361062.03,-19711
361513.01,-20223
361965.03,-19711
362418.02,-20223
362872.04,-20479
363327.08,-20223
363783.1,-20479
364240.1,-20735
364698.13,-21247
365157.15,-21759
365617.16,-21503
366078.17,-21759
366541.19,-21247
367006.23,-20479
367472.24,-21503
367939.27,-20735
368410.29,-21503
368882.31,-21759
369356.35,-21503
369832.35,-22271
370309.37,-22783
370787.39,-22783
371266.41,-22783
371746.44,-22271
372228.49,-22271
372711.52,-22527
373195.62,-22783
373680.7,-22527
374166.76,-23551
374653.85,-22783
375141.92,-22271
375631.98,-22271
376123.02,-22527
376618.1,-23551
377114.17,-23551
377611.27,-23551
378109.33,-23551
378608.41,-23551
379108.5,-24063
379609.56,-23551
380113.63,-24063
380618.71,-24575
381125.77,-25855
381634.84,-23295
382146.88,-23551
382661.96,-24063
383178.04,-24063
383696.14,-24575
384215.24,-24575
384735.33,-24575
385256.43,-24575
385778.54,-24575
386301.69,-25087
386825.76,-25087
387350.89,-25599
387877.0,-25087
388405.14,-25599
388934.21,-26623
389466.32,-23551
389999.42,-26111
390534.54,-25087
391071.64,-25855
391611.74,-25599
392154.88,-26111
392700.0,-26111
393246.15,-26623
393793.31,-26879
394341.44,-26111
394890.57,-26111
395440.72,-26623
395991.95,-27647
396544.99,-27135
397099.15,-27135
397654.32,-27903
398210.5,-28671
398767.65,-27903
399326.84,-26623
399887.0,-26879
400448.19,-26879
401010.33,-27135
401573.49,-26879
402138.69,-27647
402704.84,-27135
403275.01,-27135
403846.16,-27647
404419.32,-28927
404993.51,-27647
405569.71,-27903
406146.89,-27903
406725.08,-29695
407304.26,-28671
407885.43,-27647
408467.63,-28927
409051.83,-29183
409637.0,-27647
410224.17,-27903
410812.4,-28671
411401.64,-27647
411991.84,-27903
412584.03,-28671
413177.27,-28671
413771.49,-28671
414366.72,-28927
414962.91,-28927
415561.15,-29183
416160.36,-28927
416760.59,-29695
417361.82,-27135
417964.08,-29695
418567.3,-29695
419171.53,-28927
419777.77,-28671
420385.02,-29695
420994.24,-28927
421604.5,-28927
422216.73,-27903
422829.96,-27135
423444.22,-27903
424059.45,-29951
424675.69,-28671
425292.91,-28927
425911.15,-25087
426530.38,-26879
427150.65,-28927
427771.94,-24575
428395.19,-27647
429020.47,-25855
429646.72,-27903
430273.97,-26111
430902.22,-23295
431531.51,-23807
432161.79,-25087
432793.07,-22783
433425.31,-24063
434058.62,-23551
434692.87,-24831
435328.13,-23295
435964.37,-20223
436602.66,-20479
437241.94,-21759
437882.21,-19199
438523.51,-22271
439165.78,-22783
439809.05,-22783
440453.32,-17151
441099.6,-19455
441747.88,-18175
442397.18,-17407
443047.45,-17151
443698.73,-18175
444351.02,-17407
445004.34,-18431
445658.68,-17151
446315.01,-16127
446974.32,-17407
447634.64,-17151
448295.98,-17151
448958.29,-17407
449621.61,-17663
450285.98,-17663
450951.31,-17407
451618.64,-18431
452286.96,-16639
452956.32,-18431
453626.65,-18175
454300.0,-18431
454975.33,-18687
455651.68,-17663
456328.99,-18431
457007.34,-19455
457688.66,-18687
458370.98,-18687
459054.32,-18687
459738.68,-19199
460424.01,-19455
461110.33,-19199
461799.66,-19711
462489.99,-20479
463182.35,-20479
463875.71,-19711
464570.05,-20479
465265.42,-20735
465961.82,-20735
466659.19,-20223
467357.57,-20735
468057.92,-20479
468759.36,-22527
469462.72,-21503
470167.13,-20735
470872.53,-20735
471578.9,-20735
472287.28,-21247
472997.66,-21247
473709.02,-21503
474421.41,-21759
475135.8,-22527
475851.17,-22527
476568.59,-22527
477286.99,-22271
478006.34,-22783
478726.75,-22527
479448.16,-22783
480170.57,-22783
480893.95,-22783
481619.39,-22527
482345.84,-23295
483073.29,-23295
483801.69,-23295
484532.11,-22783
485263.5,-23295
485995.93,-23295
486729.35,-23807
487463.78,-23551
488200.2,-23551
488937.64,-23551
489676.1,-24063
490415.5,-24063
491155.95,-24575
491897.36,-24575
492639.82,-24831
493384.27,-24831
494129.69,-25855
494877.11,-24831
495625.53,-24575
496374.96,-25087
497125.41,-24575
497876.85,-24575
498629.25,-24831
499384.71,-25087
500141.13,-25855
500899.6,-25087
501659.07,-25599
502419.56,-25087
503181.05,-25855
503943.56,-25599
504707.04,-26111
505471.53,-25855
506238.01,-25855
507005.49,-26623
507774.93,-27647
508545.42,-26623
509317.9,-27647
510091.43,-26623
510865.89,-28927
511641.43,-26111
512417.92,-26879
513195.43,-26623
513973.93,-26879
514753.44,-26623
515533.92,-26879
516317.43,-27647
517101.91,-27647
517888.39,-27903
518675.89,-27135
519464.38,-27903
520253.86,-28927
521044.39,-28671
521835.85,-26623
522628.42,-27903
523422.91,-28671
524220.41,-30207
525018.95,-27903
525818.47,-27903
526619.02,-27903
527420.54,-28671
528223.08,-28927
529026.57,-29183
529832.14,-29183
530639.69,-28927
531448.19,-28927
532257.75,-29951
533068.29,-28927
533880.86,-28927
534694.37,-30207
535509.97,-29951
536326.5,-30975
537144.06,-30719
537963.63,-29951
538785.18,-29183
539607.73,-31231
540432.25,-29951
541257.78,-29951
542084.36,-29951
542911.93,-30207
543740.51,-30719
544571.05,-29951
545403.62,-30207
546237.17,-30719
547071.74,-31487
547907.29,-30207
548743.89,-31231
549581.42,-30719
550420.01,-30719
551259.61,-30719
552101.19,-30975
552944.82,-32511
553789.41,-30975
554635.02,-30719
555481.57,-30975
556329.16,-31999
557177.79,-31231
558027.39,-30719
558877.98,-30975
559729.58,-31231
560582.2,-31487
561436.78,-32255
562294.39,-32255
563152.98,-31487
564014.59,-32511
564878.19,-31999
565742.8,-32511
566608.42,-32511
567475.07,32513
568342.7,-32255
569211.3,32001
570080.94,-32255
570951.57,32513
571823.17,-31999
572695.82,-32511
573570.47,-32511
574446.14,-32255
575322.79,-31999
576200.46,31233
577080.06,-32511
577960.71,-32511
578842.38,32513
579725.04,-32255
580610.71,32513
581497.39,32001
582386.04,32001
583275.72,32513
584166.39,32001
585058.04,31233
585950.71,32257
586844.38,32513
587741.04,32257
588638.72,32001
589538.36,32001
590440.04,31489
591342.72,31489
592246.4,32001
593151.03,32001
594056.69,30977
594964.35,30465
595873.03,31489
596783.71,31233
597695.41,31489
598609.15,30209
599523.85,30977
600439.57,31489
601356.26,30465
602274.95,30209
603196.69,31233
604119.38,30465
605043.12,31489
605967.84,31233
606893.55,30977
607820.31,30465
608748.02,30977
609676.77,30977
610606.48,30465
611537.21,30209
612469.94,30209
613404.65,29441
614340.35,30465
615279.08,31233
616219.87,30977
617162.55,29953
618106.24,30209
619050.98,29953
619996.72,29953
620943.49,29441
621891.21,30209
622839.94,29953
623790.72,29441
624742.42,29953
625695.17,29441
626650.94,29185
627607.68,29441
628565.46,28673
629525.23,28929
630485.98,28929
631448.76,27905
632412.54,29953
633377.3,29441
634343.07,29441
635309.85,28673
636278.62,29185
637248.4,30209
638219.2,28673
639190.97,28929
640164.72,28929
641139.52,29185
642117.27,29185
643097.1,28673
644077.85,27905
645059.65,28929
646042.42,27137
647027.18,28161
648012.97,26881
649000.79,28673
649989.56,28161
650980.36,28673
651972.19,28161
652965.03,28673
653958.84,28161
654953.69,28161
655949.49,27649
656946.34,27905
657944.15,27905
658942.96,28161
659942.79,27905
660943.65,27649
661945.48,27137
662948.3,27905
663952.13,27649
664957.95,27649
665964.76,26625
666972.63,26881
667981.48,25857
668991.31,26881
670002.13,26625
671014.96,25857
672028.79,27905
673043.61,26881
674059.45,26881
675077.27,27905
676096.1,27137
677116.93,27137
678139.77,27137
679163.59,26625
680188.47,26625
681215.33,26625
682243.18,27137
683272.04,26113
684301.88,26881
685332.73,26113
686364.59,25601
687397.48,26113
688431.35,25857
689466.2,26625
690502.08,25601
691539.99,26881
692578.84,26625
693618.75,26625
694659.65,26113
695702.51,26625
696746.41,26625
697791.33,25857
698837.23,26113
699884.13,26625
700933.07,26625
701983.0,25601
703033.89,25857
704085.81,24833
705139.72,25601
706194.63,24577
707250.57,25857
708307.48,24321
709367.39,26113
710430.34,24577
711494.23,25601
712562.14,24833
713636.08,24321
714711.02,24577
715786.95,25601
716863.89,23553
717941.86,23553
719020.8,24577
720100.73,24321
721182.67,25601
722267.62,25601
723353.61,23809
724440.56,24577
725528.5,24577
726617.46,25601
727707.42,24321
728798.42,24321
729891.35,24577
730985.33,24321
732081.26,22785
733178.21,23553
734276.2,23809
735375.18,24833
736475.15,22785
737576.1,23809
738678.07,23553
739782.02,23553
740887.0,22529
741993.97,24321
743101.97,23809
744210.92,23553
745320.9,24321
746431.89,23553
747543.89,23809
748656.86,23553
749770.85,23553
750885.88,23809
752001.89,23297
753118.9,23553
754236.86,22785
755355.9,23553
756475.92,23297
757596.93,22785
758718.92,24321
759841.95,22785
760965.98,22785
762090.99,22529
763216.98,24321
764345.02,22785
765474.02,23297
766604.05,22785
767736.09,23297
768869.1,23553
770003.15,22785
771140.16,22785
772278.2,23297
773418.22,22529
774559.24,22273
775702.26,22529
776846.29,22273
777991.3,22529
779137.3,22273
780284.34,21761
781432.37,21761
782581.42,21505
783732.45,21249
784884.52,22529
786038.52,22529
787193.6,21505
788349.66,22529
789506.74,22529
790665.81,22273
791825.92,21761
792987.0,22273
794149.12,22529
795313.24,22273
796478.31,21761
797644.43,21505
798812.55,21505
799981.62,21761
801151.73,21761
802322.81,21249
803494.92,21761
804667.98,21249
805844.07,21505
807024.18,21761
808205.26,21505
809387.33,21505
810571.44,21249
811756.56,21249
811759.93,20737
811764.22,20737
811769.53,20737
811775.84,20737
811783.18,20481
811791.5,19969
811800.8,20225
811811.13,20481
811824.95,20481
811839.23,20737
811854.53,21505
811870.92,21249
811888.25,20737
811906.59,20737
811925.93,20737
811947.31,20737
811970.66,20481
811995.02,20481
812020.38,20481
812046.75,20737
812074.12,19969
812102.45,20225
812131.85,20225
812162.22,19969
812193.59,19457
812225.96,20225
812260.34,20481
812295.72,20225
812332.09,19969
812369.45,20737
812408.8,19969
812449.2,20481
812491.58,20225
812534.96,20225
812579.33,19969
812624.69,19969
812672.09,20225
812720.44,20225
812769.84,19969
812820.2,19201
812871.66,19201
812925.02,19457
812979.39,19201
813036.78,19201
813095.15,19201
813155.57,19457
813216.97,19969
813279.39,19969
813343.84,19201
813409.24,19457
813475.68,19201
813543.1,19457
813611.54,19201
813680.98,18945
813751.39,18945
813822.82,19201
813895.25,18945
813968.7,20225
814044.11,19969
814120.54,19457
814198.93,22273
814278.36,19969
814358.78,19201
814440.23,18177
814522.65,17153
814606.06,19201
814690.51,20737
814775.96,19457
814862.38,22529
814949.81,19457
815038.31,19969
815127.78,20225
815218.22,20481
815310.69,21249
815405.14,20481
815500.63,19969
815597.11,20737
815694.57,20225
815793.04,20225
815892.56,20481
815993.01,20225
816094.48,20481
816196.98,20225
816300.48,18177
816404.96,20225
816510.43,18945
816616.92,20481
816725.37,20481
816836.82,20225
816949.31,19969
817063.81,19457
817179.27,20481
817295.74,20225
817413.25,19969
817531.79,19969
817651.22,19969
817771.69,19201
817893.19,19457
818015.68,19969
818139.16,19457
818264.67,18177
818392.15,18945
818520.67,17153
818651.16,17153
818782.71,17921
818916.22,17921
819050.73,17153
819187.3,17921
819324.8,17921
819465.3,17921
819606.82,17409
819749.38,17153
819894.91,17921
820043.43,16897
820192.97,17409
820343.47,17153
820495.05,16385
820647.59,16385
820801.12,16385
820955.67,17153
821111.19,15873
821267.77,17153
821426.32,17153
821585.87,17409
821746.41,17153
821907.99,16897
822070.55,16897
822234.1,16897
822398.65,16897
822564.24,16385
822730.82,16897
822898.39,17153
823067.99,15873
823238.55,16897
823411.1,15873
823585.67,16385
823761.23,16129
823939.82,16385
824119.39,15873
824300.0,16385
824482.58,16129
824666.15,16385
824850.72,16129
825036.34,16129
825222.91,16129
825410.5,16897
825600.1,16129
825790.69,15873
825982.27,16385
826174.86,15873
826369.43,15105
826565.98,14849
826763.62,15617
826963.21,14081
827163.83,14849
827365.47,15617
827568.11,15873
827771.72,14849
827977.37,15105
828184.0,15873
828391.62,15617
828600.24,15617
828809.88,15617
829020.51,15873
829232.12,15105
829445.78,15873
829660.41,15617
829877.05,14849
830094.72,15105
830313.33,14849
830532.97,14593
830753.6,15105
830975.23,14593
831197.88,15105
831422.53,14081
831648.16,14849
831875.81,14849
832104.48,14081
832334.13,14849
832564.8,15617
832796.45,15617
833029.11,14849
833262.75,15105
833497.43,14849
833733.12,14593
833969.79,14593
834207.46,14081
834446.14,14849
834685.83,13825
834927.48,14593
835170.17,13825
835413.86,13825
835658.55,13569
835905.22,13825
836152.91,13825
836402.57,14081
836653.26,15617
836905.94,14849
837159.6,15873
837414.25,17153
837669.94,15105
837926.64,17409
838184.3,16129
838443.02,16385
838703.72,16385
838965.44,18433
839228.17,15105
839491.88,18945
839757.57,17153
840024.29,15617
840293.04,16385
840562.76,16129
840833.48,19457
841105.26,17921
841378.94,17153
841653.65,17921
841929.4,17921
842206.14,19201
842483.88,17921
842762.59,16385
843042.32,17153
843323.05,17409
843605.77,19969
843889.51,18433
844175.22,22529
844461.91,20481
844749.6,22529
845038.32,27905
845328.08,24321
845618.8,26625
845910.55,26113
846203.3,23553
846497.03,23809
846791.77,23809
847087.53,27905
847384.31,25601
847682.06,27905
847980.81,26625
848280.59,29185
848581.34,27905
848883.1,26881
849185.84,26113
849489.63,27137
849794.43,29953
850100.19,28161
850406.96,26625
850714.75,28161
851023.55,27649
851333.31,28161
851644.08,30465
851956.87,29185
852270.64,28161
852586.41,30977
852903.18,30977
853220.99,30209
853539.78,30465
853859.58,30465
854181.36,29185
854504.17,30209
854827.94,32257
855152.71,32001
855478.5,31489
855805.29,-32255
856133.09,32513
856462.9,29953
856793.73,29953
857126.54,31489
857460.36,31233
857795.18,32257
858131.03,31233
858467.85,32001
858805.66,32001
859144.52,31489
859484.37,32001
859825.19,32001
860167.0,32257
860509.87,29953
860854.71,29953
861200.52,30209
861548.37,29953
861898.16,29953
862250.0,29953
862602.84,30209
862958.72,29953
863316.55,29441
863676.41,28929
864037.25,28929
864040.55,25601
864044.82,24577
864050.14,24577
864056.43,23297
864063.79,22273
864072.09,22529
864081.41,22529
864091.72,22273
864104.04,21505
864117.34,20225
864131.69,21249
864147.04,19969
864163.4,20737
864180.71,20737
864199.07,21249
864218.44,19457
864238.81,20481
864260.13,21761
864283.49,20481
864307.87,20225
864334.23,19969
864361.62,19969
864389.97,19201
864421.31,19457
864455.65,19969
864491.04,20225
864527.39,18433
864564.78,19969
864603.14,18945
864642.51,19457
864682.88,20737
864724.28,20737
864766.61,20737
864809.99,20737
864854.38,20737
864901.77,20225
864950.21,20481
865000.61,20737
865051.98,21505
865104.38,21761
865157.8,19457
865212.21,18433
865268.61,22785
865327.04,20481
865386.43,20481
865446.82,22529
865509.27,23297
