Time (s),Amps
865573.64,20481
865639.06,23297
865705.5,22273
865772.89,22273
865841.28,24321
865910.71,23297
865981.13,21249
866052.55,24577
866124.92,21249
866198.34,22529
866272.78,22273
866350.24,27137
866428.64,26113
866508.08,26113
866588.55,22785
866669.96,24321
866752.42,25857
866835.84,24833
866920.29,27649
867005.74,26113
867092.15,24833
867179.61,28161
867268.1,24833
867357.55,30209
867447.98,25857
867541.43,26113
867635.84,26625
867731.29,28161
867827.75,27905
867925.21,-31999
868023.63,-31999
868124.1,30209
868225.56,32257
868329.05,32001
868433.53,32001
868538.98,-30207
868645.45,-31999
868752.94,-29183
868861.41,-31999
868970.88,-31231
869081.4,-30719
869192.88,-32511
869305.35,-27903
869419.85,-27647
869535.38,-27135
869651.86,-31231
869769.36,-27903
869888.84,-31487
870009.34,-28927
870131.84,-27903
870257.34,-28671
870383.84,-27903
870511.37,-25599
870639.86,-29695
870769.34,-29183
870899.85,-27903
871031.35,-23551
871163.89,-28927
871297.37,-26623
871431.9,-25087
871568.4,-26111
871705.92,-26623
871844.45,-17407
871983.92,-22783
872124.49,-22527
872265.97,-20735
872408.53,-20735
872552.07,-22527
872696.6,-22271
872842.16,-20479
872988.71,-20479
873136.24,-18431
873284.76,-18431
873434.29,-20223
873584.84,-19199
873736.38,-20479
873888.91,-19455
874042.47,-18687
874197.03,-19199
874352.56,-19711
874511.11,-15615
874670.66,-15359
874831.19,-14591
874992.74,-18687
875156.26,-17407
875320.8,-18175
875487.36,-15615
875654.9,-18431
875823.44,-13311
875993.0,-17407
876164.55,-17151
876337.1,-16127
876511.64,-14079
876687.23,-14335
876863.78,-16127
877041.39,-11775
877219.97,-12287
877399.56,-9983
877580.17,-9983
877762.76,-12799
877946.32,-11263
878130.92,-10751
878316.52,-8703
878503.09,-7935
878690.68,-9215
878879.25,-10239
879069.89,-8191
879261.44,-11775
879454.07,-7935
879648.65,-6911
879844.22,-10751
880040.82,-8703
880238.41,-7679
880438.01,-7935
880638.6,-6911
880841.25,-8703
881044.86,-8959
881249.51,-6911
881455.15,-7679
881661.81,-7679
881869.38,-5119
882077.99,-7679
882287.67,-6911
882498.3,-2559
882709.93,-3839
882923.61,-2047
883138.25,-5119
883353.89,-6911
883570.5,-2815
883788.16,1538
884006.8,-4607
884226.42,1282
884447.09,-1535
884668.75,-2815
884891.38,258
885116.04,-1535
885341.7,-2047
885569.32,258
885798.96,-1791
886029.62,1282
886261.24,3074
886493.88,-511
886727.56,3074
886962.22,2562
887197.85,-767
887434.51,3586
887673.16,514
887912.82,1282
888153.51,1538
888395.21,4610
888637.86,2306
888881.53,1538
889126.22,3586
889371.94,3074
889618.6,2050
889866.27,2562
890114.97,1538
890364.66,4098
890615.34,7426
890867.02,5378
891119.73,4610
891373.44,4354
891628.15,7426
891883.81,7170
892140.53,10498
892398.22,-5887
892656.94,6658
892917.62,7426
893179.34,12034
893443.06,8962
893708.74,11010
893975.48,12290
894244.18,11266
894515.9,11522
894788.65,13058
895062.39,11010
895337.11,13314
895612.85,12546
895889.59,11266
896167.31,10242
896446.03,12034
896725.77,14338
897006.52,11522
897288.31,11522
897571.03,12290
897854.78,12546
898139.56,14082
898425.29,11522
898712.02,15106
898999.76,16386
899288.51,13058
899578.28,14594
899868.98,18434
900160.75,17154
900454.49,18178
900749.22,18434
901045.97,17154
901343.72,16130
901642.44,18178
901944.16,22274
902246.92,22274
902551.67,22018
902857.43,23298
903165.18,19202
903473.98,19202
903783.76,22018
904094.55,18434
904406.35,22274
904719.09,23298
905032.85,19970
905347.65,21250
905663.45,20482
905980.22,21506
906298.04,23298
906616.85,20482
906936.7,23042
907258.49,23298
907581.29,23042
907905.09,24834
908229.91,22274
908555.68,21506
908882.45,23298
909210.27,21506
909539.1,27906
909868.91,27906
910201.72,26882
910535.53,24066
910870.29,28162
911208.09,31234
911546.92,27138
911887.76,25090
912229.55,30210
912572.38,27906
912917.23,28930
913263.07,28162
913609.89,27906
913957.76,27394
914306.6,30978
914656.43,31746
915007.3,28674
915359.16,27138
915712.0,29698
916065.85,29954
916420.7,27394
916776.56,31746
917133.41,29698
917491.26,28674
917850.12,30210
918209.97,28674
918570.83,32002
918932.66,30210
919296.5,30210
919661.36,28674
920027.17,29954
920394.01,-29950
920762.86,-30718
921132.74,-29950
921503.56,31746
921875.43,-30718
922248.28,-31742
922622.13,-30462
922997.0,32002
923372.88,-31486
923749.7,-29182
924128.58,-30462
924508.45,-27902
924889.33,-30462
925271.24,-27134
925654.14,-30462
926038.01,-26878
926422.91,-29950
926808.8,-26878
927195.73,-27646
927583.61,-29950
927972.52,-28158
928362.42,-27902
928753.34,-25854
929145.22,-28670
929538.12,-26622
929932.02,-27134
930326.95,-27902
930722.84,-29182
931119.73,-25854
931517.67,-28158
931916.56,-27134
932316.5,-24318
932718.44,-27646
933121.35,-26878
933525.25,-27646
933930.13,-27902
934336.06,-27134
934742.97,-26110
935152.89,-25086
935563.85,-26622
935975.77,-25854
936388.68,-28926
936802.6,-24830
937217.52,-24830
937633.41,-25086
938050.37,-22014
938468.33,-25086
938887.26,-22014
939307.2,-27902
939728.15,-24830
940150.12,-24062
940574.02,-24830
940999.04,-23806
941425.96,-23038
941854.91,-24062
942284.9,-22270
942715.87,-22014
943147.83,-23294
943581.82,-24830
944016.8,-22014
944455.76,-22270
944895.7,-24830
945336.73,-24830
945778.69,-26110
946222.66,-23038
946667.63,-23038
947113.62,-21246
947560.64,-23294
948009.65,-20222
948459.65,-21246
948910.63,-23294
949362.6,-19454
949815.62,-23038
950269.59,-20222
950724.6,-18430
951180.57,-23294
951637.55,-21502
952095.57,-16894
952555.57,-19710
953017.61,-16894
953480.61,-19710
953944.63,-18686
954409.64,-17662
954875.66,-18686
955342.69,-20222
955810.71,-18686
956279.74,-18686
956750.74,-18174
957224.79,-19454
957699.81,-17662
958175.83,-16638
958652.85,-20222
959131.86,-20222
959611.88,-17406
960094.9,-18174
960578.94,-16638
961063.97,-18174
961550.99,-20222
962039.03,-21502
962528.11,-16382
963018.15,-22014
963509.22,-15870
964001.31,-15614
964494.34,-16638
964988.42,-18174
965483.47,-13054
965979.56,-14846
966476.64,-12798
966974.7,-17406
967473.79,-12286
967973.88,-14590
968474.96,-17406
968977.02,-14846
969480.07,-15614
969984.15,-14078
970489.23,-16382
970995.31,-15614
971502.38,-13822
972011.48,-15870
972521.53,-14078
973032.6,-15870
973544.68,-16894
974057.76,-13054
974571.88,-12286
975086.95,-13822
975603.07,-14846
976121.14,-12030
976640.24,-15614
977160.33,-12286
977681.41,-13054
978203.51,-12286
978726.56,-15870
979250.7,-12286
979776.78,-12286
980303.9,-13822
980833.04,-13822
981363.14,-16638
981895.26,-13054
982428.39,-10494
982962.49,-12798
983497.63,-13054
984034.73,-11262
984572.82,-11262
985112.93,-6398
985654.06,-8958
986197.23,-6654
986741.41,-9470
987286.5,-7422
987832.64,-7166
988380.78,-7166
988929.92,-10238
989480.09,-10238
990031.23,-10238
990583.39,-11006
991136.52,-8446
991690.65,-6398
992245.79,-9470
992801.93,-8958
993359.06,-10494
993917.2,-8446
994476.38,-4094
995037.53,-8446
995600.74,-7422
996166.91,-7166
996734.06,-9214
997302.24,-8958
997872.41,-4606
998443.6,-7166
999015.79,-5630
999588.96,-3582
1000163.12,-2302
1000738.34,-6398
1001315.5,-7422
1001893.66,-6398
1002472.86,-7166
1003053.09,-1790
1003634.28,-510
1004216.44,-1790
1004800.62,-2302
1005385.79,-3582
1005971.99,-3838
1006559.19,-3070
1007147.4,-1278
1007736.56,-2302
1008326.75,-4862
1008917.94,-5374
1009510.15,-2046
1010103.31,-3070
1010698.53,-5374
1011294.72,-2814
1011891.92,-2814
1012490.08,-1278
1013089.38,-3070
1013689.59,-4862
1014290.77,-4606
1014892.98,-5374
1015496.22,-2814
1016100.42,-2302
1016705.65,-6398
1017311.87,-5886
1017919.12,-6654
1018527.37,-4606
1019136.59,-2814
1019746.83,-3838
1020358.08,-5630
1020970.34,-5630
1021583.56,-6398
1022197.8,-6654
1022813.05,-6398
1023429.3,-3838
1024046.53,-3838
1024664.78,-3838
1025284.05,-3582
1025904.29,-4094
1026525.53,-5630
1027148.79,-4606
1027773.05,-4862
1028398.28,-5374
1029024.54,-4862
1029652.77,-5630
1030282.04,-2302
1030912.31,-4862
1031543.59,-2814
1032175.84,-4606
1032811.1,-4094
1033447.38,-4862
1034084.63,-3070
1034722.91,-4606
1035362.19,-1022
1036002.47,-2302
1036643.78,-4606
1037286.06,-5374
1037929.33,-2302
1038574.6,-3070
1039222.89,-3582
1039873.18,-3838
1040524.46,-1790
1041176.77,-2046
1041830.05,-2814
1042484.38,-3838
1043139.72,-510
1043796.0,3
1044455.31,-2302
1045115.61,1539
1045776.92,-510
1046439.27,-2302
1047102.58,1539
1047766.87,5635
1048432.18,1539
1049098.51,-510
1049765.82,-254
1050434.13,3075
1051104.44,1539
1051775.75,3587
1052448.06,1283
1053121.37,2563
1053796.66,3331
1054472.99,2307
1055150.36,3075
1055828.7,1283
1056508.04,-254
1057188.42,1283
1057869.75,1539
1058552.14,1795
1059235.46,2307
1059919.82,1539
1060605.24,4099
1061292.61,2563
1061980.95,3075
1062670.3,2307
1063360.68,4099
1064053.0,4099
1064747.35,1283
1065442.72,3
1066140.07,3587
1066839.42,2563
1067539.76,3587
1068241.13,7939
1068943.53,4355
1069646.84,4355
1070351.18,7939
1071056.55,10243
1071762.92,9987
1072470.29,10243
1073178.64,10243
1073887.98,9475
1074599.32,9987
1075311.71,7427
1076025.13,9219
1076739.51,8451
1077454.92,6659
1078171.33,8451
1078888.77,7939
1079607.16,6147
1080326.54,7683
1081046.94,6915
1081769.32,7939
1082493.78,5635
1083219.22,5891
1083945.64,6915
1084673.04,5635
1085401.48,5635
1086130.88,5123
1086861.29,5635
1087592.67,4099
1088325.1,5123
1089058.53,5123
1089793.96,4099
1090530.36,6659
1091268.81,3075
1092008.21,2563
1092748.62,4355
1093490.06,2307
1094232.46,5635
1094975.92,4099
1095720.32,3075
1096465.75,4355
1097212.22,3331
1097959.62,1795
1098708.1,4099
1099458.53,1795
1100209.96,4355
1100964.42,5635
1101719.82,3075
1102478.31,2307
1103237.8,3331
1103999.26,4099
1104761.73,4099
1105525.23,2563
1106289.69,1795
1107056.14,3331
1107823.59,2307
1108593.05,1795
1109363.54,1539
1110135.0,3075
1110907.49,3
1111680.98,1539
1112455.48,1539
1113230.94,1283
1114007.45,1539
1114785.95,1283
1115565.44,3
1116345.94,515
1117127.44,515
1117909.94,515
1118693.44,3
1119478.98,-510
1120265.48,-510
1121053.0,-1790
1121841.55,-1278
1122631.07,-2046
1123421.59,-3070
1124213.08,-3582
1125005.6,-3582
1125799.16,-2302
1126593.67,-3070
1127389.22,-3070
1128185.77,-3070
1128983.3,-3070
1129781.83,-3582
1130581.33,-3838
1131381.9,-3838
1132184.44,-3582
1132987.95,-4606
1133793.48,-5374
1134599.99,-4862
1135407.52,-5886
1136217.05,-6398
1137028.51,-6398
1137840.04,-6398
1138652.58,-5886
1139466.12,-7166
1140280.65,-7422
1141096.18,-7166
1141912.71,-7422
1142730.25,-6398
1143548.82,-8190
1144368.37,-7166
1145188.96,-8190
1146010.53,-8190
1146833.1,-9214
1147656.68,-8190
1148481.21,-8190
1149306.76,-8190
1150133.35,-8190
1150960.94,-8958
1151789.51,-9982
1152619.08,-8958
1153449.67,-9470
1154281.26,-9214
1155113.84,-9982
1155947.4,-9982
1156782.99,-9982
1157619.55,-9982
1158458.13,-11006
1159297.72,-11006
1160138.32,-10494
1160979.88,-11774
1161822.5,-10494
1162666.1,-9214
1163510.68,-11006
1164357.26,-11006
1165204.87,-11774
1166053.48,-11262
1166903.03,-11774
1167753.62,-12798
1168605.26,-11262
1169457.86,-12286
1170311.45,-11774
1171166.08,-12030
1172021.7,-12798
1172878.36,-13054
1173735.97,-13054
1174594.56,-12798
1175455.16,-13822
1176317.8,-14078
1177181.46,-13566
1178046.09,-14590
1178912.72,-12798
1179780.38,-13566
1180652.01,-15102
1181525.63,-14590
1182400.28,-15102
1183275.91,-15614
1184153.52,-15614
1185032.17,-16382
1185912.81,-16638
1186794.48,-16894
1187677.1,-16894
1188560.73,-18174
1189445.37,-16894
1190331.02,-16638
1191217.69,-17406
1192105.36,-17662
1192994.03,-16638
1193884.69,-17406
1194776.37,-18686
1195670.07,-17662
1196564.73,-16638
1197460.39,-18174
1198357.1,-17662
1199254.8,-18174
1200153.52,-17406
1201053.17,-18686
1201953.89,-19198
1202856.55,-19454
1203760.23,-19710
1204664.94,-19198
1205570.63,-19198
1206478.29,-19454
1207387.99,-20990
1208298.64,-21502
1209212.34,-20222
1210128.03,-20222
1211044.68,-21246
1211962.4,-21246
1212881.09,-21502
1213800.8,-21246
1213804.1,-28158
1213808.39,-29950
1213813.7,-30718
1213819.99,-32510
1213827.35,31234
1213836.65,30722
1213847.0,28674
1213858.33,28674
1213870.62,27394
1213885.02,28162
1213900.38,27138
1213916.73,27394
1213920.18,-11263
1213925.48,-13311
1213931.76,-15359
1213939.1,-17151
1213948.41,-20479
1213958.7,-21247
1213971.03,-21503
1213984.47,-22271
1213998.76,-21247
1214014.14,-22527
1214031.46,-21503
1214049.77,-22271
1214070.13,-21503
1214091.52,-21247
1214114.84,-22271
1214139.24,-22271
1214164.57,-20223
1214190.93,-20735
1214218.28,-21503
1214246.65,-17407
1214277.98,-21759
1214310.32,-21503
1214344.67,-23295
1214380.04,-21503
1214416.4,-22271
1214453.79,-22783
1214492.15,-20735
1214531.51,-20735
1214571.86,-20479
1214614.2,-20479
1214659.57,-22527
1214705.95,-21759
1214753.32,-19199
1214801.72,-20223
1214852.11,-20735
1214903.5,-22271
1214955.9,-21759
1215009.31,-22783
1215063.72,-19199
1215119.13,-21247
1215175.52,-19199
1215232.93,-20479
1215291.32,-21247
1215350.7,-19455
1215412.13,-20223
1215475.53,-18431
1215539.92,-19455
1215605.34,-18431
1215672.73,-19199
1215741.16,-19199
1215810.6,-20223
1215880.97,-21247
1215952.37,-18431
1216024.77,-18687
1216098.2,-21503
1216172.62,-17663
1216248.0,-16127
1216324.47,-17407
1216402.91,-17151
1216482.36,-18175
1216562.81,-18431
1216644.24,-15103
1216726.67,-17663
1216810.08,-19199
1216894.54,-18431
1216980.01,-18687
1217066.46,-14591
1217153.91,-14591
1217242.37,-18431
1217331.87,-18687
1217422.31,-18175
1217514.78,-14591
1217608.26,-16639
1217702.7,-16127
1217798.18,-15103
1217894.66,-15103
1217992.12,-17407
1218090.56,-17151
1218190.04,-14335
1218290.5,-16639
1218391.98,-14335
1218495.45,-16639
1218599.94,-13055
1218705.4,-15103
1218811.85,-16127
1218919.33,-12031
1219027.8,-14335
1219137.3,-12031
1219247.77,-11007
1219359.2,-11263
1219471.71,-12799
1219586.21,-13567
1219701.69,-12287
1219818.19,-9983
1219935.69,-13567
1220055.17,-9727
1220175.67,-9727
1220298.17,-11007
1220421.65,-10239
1220547.15,-12287
1220673.65,-12031
1220802.19,-11263
1220932.66,-12287
1221064.14,-8959
1221199.62,-10239
1221336.17,-10239
1221473.68,-9983
1221612.18,-9983
1221751.68,-10239
1221892.2,-9727
1222033.73,-10239
1222176.23,-10239
1222320.77,-9983
1222466.32,-10751
1222613.85,-10751
1222763.44,-11007
1222913.98,-11263
1223065.53,-11263
1223218.09,-11007
1223373.61,-12031
1223530.15,-11007
1223687.74,-11263
1223846.31,-11263
1224005.84,-12031
1224166.4,-11007
1224327.95,-12031
1224491.49,-11263
1224656.01,-12287
1224822.58,-11775
1224990.16,-11775
1225158.71,-11775
1225328.27,-12031
1225498.85,-12287
1225671.41,-12287
1225844.95,-12799
1226019.53,-13055
1226195.1,-12799
1226372.66,-12799
1226551.28,-14079
1226731.85,-13055
1226913.43,-12799
1227097.04,-13055
1227282.62,-13311
1227469.22,-12799
1227656.86,-13311
1227845.42,-13055
1228035.03,-13311
1228226.65,-13311
1228419.24,-13055
1228612.85,-13567
1228807.45,-14079
1229003.09,-11775
1229199.66,-14591
1229397.25,-12799
1229596.87,-11263
1229797.5,-11775
1230000.12,-11007
1230203.73,-11775
1230408.38,-9727
1230613.96,-12799
1230820.6,-13055
1231028.21,-9727
1231236.82,-10751
1231446.43,-12799
1231657.06,-10239
1231868.67,-9215
1232082.31,-7679
1232296.96,-10751
1232513.57,-9215
1232731.21,-5887
1232949.84,-8191
1233169.51,-7935
1233390.16,-6655
1233611.79,-5631
1233834.43,-7679
1234058.09,-6143
1234282.71,-7679
1234508.4,-8703
1234735.05,-7167
1234962.71,-1535
1235191.36,-6143
1235421.01,-5887
1235651.69,-1791
1235884.33,-4607
1236117.99,2
1236353.61,-5887
1236590.29,-767
1236827.98,-2047
1237066.67,2306
1237306.29,2
1237547.09,1026
1237788.75,-767
1238031.42,514
1238275.04,3074
1238519.72,3074
1238765.45,2
1239012.13,-511
1239259.81,1538
1239508.49,1282
1239758.17,5378
1240008.87,1538
1240260.56,3330
1240513.24,3330
1240766.96,7426
1241022.62,4354
1241279.31,4354
1241537.01,6402
1241795.74,5378
1242055.46,8194
1242316.13,4354
1242577.91,5122
1242841.61,6402
1243107.33,5122
1243374.07,9218
1243641.78,6658
1243910.46,8194
1244180.21,8194
1244451.95,7170
1244724.66,7426
1244998.39,8962
1245273.18,5378
1245548.88,8194
1245825.6,7426
1246105.24,7170
1246386.99,7170
1246669.75,6658
1246954.48,7170
1247240.23,6402
1247526.99,6402
1247814.77,6658
1248103.49,6402
1248393.25,6402
1248686.05,6146
1248979.79,5634
1249274.57,5378
1249571.33,4354
1249869.08,6146
1250167.85,4098
1250467.63,4098
1250769.36,2306
1251072.13,6402
1251375.9,4610
1251680.64,5378
1251986.39,4610
1252294.15,8450
1252602.91,7170
1252912.69,8194
1253223.47,5634
1253535.24,7426
1253847.99,5634
1254161.78,6146
1254476.57,8194
1254792.34,7170
1255109.11,6402
1255426.95,7426
1255745.76,6146
1256065.57,7170
1256387.4,5122
1256710.22,4098
1257034.02,5634
1257358.83,5122
1257684.67,5122
1258011.47,5122
1258339.28,5634
1258669.1,5634
1259001.94,4354
1259335.76,6146
1259670.61,4354
1260006.43,4354
1260344.23,4354
1260685.04,3330
1261026.87,2562
1261370.68,3330
1261716.52,3330
1262063.35,3330
1262411.2,4098
1262760.0,3330
1263109.88,3074
1263460.73,3330
1263812.56,3074
1264165.39,2562
1264520.24,2562
1264876.11,2562
1265233.96,2306
1265592.85,2306
1265952.7,2306
1266313.58,1538
1266675.42,1538
1267038.28,2050
1267402.14,1282
1267767.04,1026
1268132.9,1026
1268499.77,2306
1268867.64,3074
1269236.51,1282
1269606.41,3586
1269977.29,1026
1270349.15,2562
1270723.05,2306
1271099.89,2306
1271477.8,1282
1271857.68,2050
1272238.58,2050
1272620.46,1282
1273003.32,1026
1273387.22,1538
1273772.07,514
1274158.0,1282
1274544.88,1282
1274932.75,-1791
1275321.64,258
1275712.52,-767
1276104.46,3074
1276497.36,1282
1276891.27,1538
1277286.18,3074
1277682.1,1538
1278079.04,2306
1278476.96,-1023
1278875.88,2050
1279275.79,3330
1279676.74,3074
1280078.66,2306
1280481.59,1538
1280885.5,1026
1281290.49,2306
1281697.41,3074
1282108.34,258
1282521.28,2562
1282935.2,2306
1283350.12,2306
1283766.02,2306
1284182.99,4354
1284600.9,6402
1285019.82,5378
1285439.76,5378
1285860.66,4354
1286282.65,9474
1286705.57,5122
1287129.51,5122
1287554.47,5634
1287980.46,5634
1288407.39,6402
1288836.35,9474
1289266.32,9218
1289697.26,8962
1290129.21,7170
1290562.17,11266
1290997.16,8450
1291433.13,8450
1291870.15,9218
1292309.1,13058
1292749.06,13058
1293190.06,13570
1293632.05,9218
1294075.03,13058
1294519.0,9986
1294964.96,11010
1295411.94,12546
1295860.92,12034
1296310.91,12290
1296761.88,15618
1297213.88,11266
1297667.87,13570
1298122.84,11266
1298579.83,14082
1299037.84,11010
1299496.83,15362
1299956.86,17922
1300417.89,16386
1300879.92,15106
1301342.91,16386
1301806.95,16386
1302271.95,17922
1302737.96,19202
1303204.97,18434
1303673.0,19970
1304142.02,19458
1304612.03,17154
1305083.06,19458
1305555.12,18946
1306029.13,18946
1306504.17,20994
1306980.2,22530
1307457.22,22018
1307935.24,23810
1308414.26,18434
1308894.31,18946
1309376.34,20482
1309861.37,19970
1310347.42,22274
1310834.43,23298
1311322.47,20482
1311811.52,23298
1312301.52,24322
1312792.56,20994
1313284.62,24322
1313777.66,23810
1314271.67,23810
1314766.75,24066
1315262.85,22274
1315760.91,26882
1316259.99,25346
1316760.07,26114
1317261.14,25090
1317763.19,25346
1318268.26,22530
1318774.37,24066
1319281.44,24322
1319790.5,24322
1320300.57,24834
1320811.73,24066
1321323.85,25346
1321836.96,24322
1322352.05,24834
1322869.15,25090
1323387.28,24322
1323906.38,23810
1324426.48,24322
1324947.58,24066
1325470.67,23298
1325995.79,23298
1326521.86,24066
1327048.96,23042
1327579.0,23042
1328112.15,22274
1328647.28,22274
1329183.4,22274
1329720.55,22274
1330258.66,23042
1330797.81,22018
1331337.91,21506
1331879.06,21506
1332421.22,21506
1332964.37,22018
1333508.51,19970
1334053.63,21250
1334599.77,20994
1335146.92,21250
1335695.03,19970
1336245.21,20994
1336796.35,20482
1337350.51,19970
1337905.64,20482
1338461.77,19970
1339018.93,19970
1339578.06,19458
1340138.19,19202
1340699.37,19202
1341261.53,19458
1341824.7,19458
1342389.91,18946
1342956.07,18946
1343523.24,18946
1344091.37,18434
1344661.55,18946
1345232.72,18178
1345804.89,18178
1346378.08,18434
1346952.28,18178
1347527.47,17922
1348103.64,18178
1348680.84,18178
1349259.05,18178
1349838.23,18178
1350418.42,17922
1350999.6,17410
1351581.83,19202
1352166.01,16130
1352751.18,18434
1353338.34,17922
1353927.51,17154
1354517.7,18946
1355108.88,18434
1355701.07,18178
1356294.29,19970
1356888.49,17154
1357483.69,18178
1358079.86,16130
1358677.11,19970
1359275.3,19202
1359874.5,16642
1360474.68,19458
1361075.91,18946
1361678.11,18434
1362281.31,16642
1362885.49,17922
1363490.77,18178
1364096.97,18434
1364704.2,16130
1365313.45,16130
1365923.71,16386
1366535.95,16386
1367149.2,16642
1367763.45,16642
1368378.71,16130
1368994.99,16386
1369612.26,15618
1370230.53,15618
1370849.79,15618
1371470.06,16130
1372091.35,15362
1372715.61,14594
1373340.88,15106
1373967.12,14082
1374594.39,14594
1375222.65,13570
1375851.92,15106
1376482.2,14338
1377113.47,15106
1377745.73,14082
1378379.99,21250
1379015.29,16386
1379651.54,15618
1380288.8,15618
1380927.09,16386
1381566.39,14594
1382206.65,15106
1382847.98,16386
1383490.24,13314
1384133.57,15618
1384777.85,17410
1385423.12,15362
1386069.41,14082
1386716.73,13058
1387365.01,14338
1388014.3,14082
1388664.6,14594
1389315.96,16386
1389968.25,14082
1390621.53,15618
1391275.92,19970
1391933.23,17154
1392592.53,19202
1393253.81,17410
1393916.12,18178
1394580.41,18434
1395245.72,19970
1395912.06,22018
1396579.38,19202
1397247.71,17154
1397918.01,18434
1398589.35,18178
1399261.65,22274
1399934.96,19458
1400609.31,19970
1401284.62,22018
1401960.97,18946
1402638.31,19970
1403316.67,19970
1403996.03,23298
1404677.38,20994
1405360.71,24834
1406045.05,20994
1406730.4,25090
1407416.75,23810
1408104.14,23042
1408792.48,21506
1409481.82,22530
1410172.21,21506
1410864.56,23810
1411557.91,26370
1412252.3,26370
1412947.68,26370
1413644.02,25858
1414341.35,27138
1415039.72,25346
1415740.06,27906
1416441.4,25090
1417144.77,25346
1417849.14,27138
1418554.5,29954
1419260.86,28162
1419968.24,27906
1420676.59,29954
1421385.96,30978
1422096.34,30210
1422807.7,26882
1423520.13,29954
1424233.53,30210
1424947.92,27138
1425663.31,30210
1426379.74,29954
1427097.14,30210
1427816.52,31746
1428536.96,29186
1429258.39,30978
1429980.81,30722
1430704.2,32002
1431428.65,30210
1432154.07,29954
1432880.49,28930
1433607.92,-31742
1434336.34,28930
1435065.8,28674
1435796.22,-32510
1436527.64,29954
1437261.08,-31486
1437996.5,-31742
1438732.9,-32510
1439470.36,30978
1440209.76,-31742
1440951.18,-32510
1441693.64,32002
1442437.08,32002
1443181.49,-31742
1443927.95,31746
1444675.37,-27902
1445423.81,-31998
1446174.28,-31486
1446925.7,-29182
1447678.17,-29182
1448431.62,-32510
1449186.09,-29182
1449941.51,-28158
1450697.98,-31998
1451456.44,-31998
1452215.88,-28158
1452976.34,-29950
1453737.84,-27902
1454500.31,-27134
1455263.79,-30974
1456028.28,-30974
1456793.77,-29950
1457560.23,-25086
1458327.68,-27902
1459097.19,-27134
1459867.65,-28670
1460639.14,-28158
1461411.6,-29182
1462185.08,-25086
1462959.61,-25854
1463736.11,-26110
1464515.63,-25342
1465296.11,-27646
1466077.6,-27902
1466860.11,-25086
1467643.59,-27646
1468428.06,-27646
1469214.54,-27134
1470003.05,-28926
1470792.58,-27902
1471583.11,-26878
1472374.6,-27902
1473167.12,-27134
1473961.68,-28158
1474758.2,-28670
1475555.75,-29694
1476354.29,-28670
1477153.8,-28670
1477954.33,-28926
1478755.89,-29182
1479558.41,-28926
1480361.96,-28926
1481167.5,-29694
1481974.02,-29694
1482783.57,-30718
1483595.1,-30974
1484408.59,-31486
1485223.18,-31998
1486038.71,-31742
1486855.24,-30974
1487673.79,-31998
1488493.33,-31486
1489315.89,-31742
1490139.47,-31742
1490964.04,-32510
1491789.57,-31742
1492616.15,32002
1493443.72,-31998
1494273.32,32514
1495103.88,32514
1495937.47,32002
1496772.05,31234
1497607.63,31746
1498444.23,31746
1499281.83,29954
1500120.38,31234
1500959.98,30722
1501801.55,29698
1502644.16,31234
1503488.77,31746
1504335.4,30722
1505182.98,30210
1506032.58,29698
1506883.17,29954
1507734.78,30722
1508587.38,30210
1509441.01,29186
1510296.59,28930
1511153.2,29698
1512010.8,28930
1512869.4,29186
1513728.99,29186
1514589.59,27906
1515451.25,28674
1516314.89,28162
1517180.53,28162
1518047.17,26882
1518914.83,28930
1519783.46,27394
1520654.09,27138
1521525.71,28162
1522398.31,29186
1523272.94,27906
1524148.57,27138
1525026.23,27906
1525904.9,26882
1526784.52,27138
1527665.15,26114
1528547.8,26370
1529431.45,26882
1530317.09,26370
1531203.83,26114
1532092.49,26114
1532982.14,26114
1533872.82,26114
1533876.17,-7167
1533880.46,-8191
1533885.78,-9983
1533892.06,-12031
1533899.43,-12799
1533907.74,-14335
1533917.03,-15359
1533927.36,-17407
1533939.64,-18687
1533952.96,-19711
1533967.32,-18687
1533982.68,-19199
1533999.02,-19199
1534016.33,-19455
1534034.7,-19199
1534055.07,-19199
1534078.39,-19199
1534102.74,-19455
1534128.11,-19455
1534155.48,-20223
1534183.8,-20223
1534215.16,-20479
1534247.5,-19711
1534281.84,-19455
1534317.2,-20479
1534353.57,-20223
1534390.93,-20479
1534430.27,-20479
1534470.65,-21247
1534512.0,-21247
1534554.37,-21503
1534597.75,-21503
1534643.14,-20479
1534690.54,-21503
1534738.91,-21247
1534788.33,-21759
1534838.71,-22271
1534890.12,-21503
1534942.53,-21759
1534995.91,-21247
1535050.34,-21759
1535106.74,-22527
1535164.13,-22527
1535222.54,-22527
1535283.95,-23295
1535346.34,-22271
1535349.64,-21759
1535353.92,-21759
1535359.24,-22271
1535365.53,-22783
1535374.81,-24575
1535385.15,-24575
1535396.48,-24831
1535408.81,-25087
1535422.12,-25855
1535436.46,-25855
1535451.81,-24575
1535469.11,-25855
1535489.45,-25599
1535510.79,-26111
1535534.16,-26623
1535558.51,-25855
1535583.87,-25599
1535610.24,-26111
1535637.64,-26111
1535665.97,-26111
1535696.34,-24831
1535727.69,-26879
1535762.06,-26623
1535797.44,-26111
1535833.83,-26879
1535871.19,-26623
1535909.56,-27135
1535948.91,-26111
1535989.28,-25599
